country,variable,n,n_na,n_unique,min,med,max,sd
Gambia,gee_landcoverlayers_2017_2017_moss_coverfraction,37,0,1,0,0,0,0
Gambia,gee_landcoverlayers_2017_2017_water_permanent_coverfraction,37,0,37,9.739503002492711e-5,0.4251009225845337,4.3189496994018555,0.8586743849586118
Gambia,gee_landcoverlayers_2017_2017_water_seasonal_coverfraction,37,0,37,0.0020400697831064463,1.0191534757614136,3.5669682025909424,0.8893738632896268
Gambia,gee_landcoverlayers_2017_2017_shrub_coverfraction,37,0,37,7.0201592445373535,20.555768966674805,27.763750076293945,5.231919034248287
Gambia,gee_landcoverlayers_2017_2017_snow_coverfraction,37,0,1,0,0,0,0
Gambia,gee_landcoverlayers_2017_2017_tree_coverfraction,37,0,37,5.965493202209473,12.039663314819336,28.045455932617188,6.485094342190205
Gambia,gee_landcoverlayers_2017_2017_forest_type,37,0,35,0,0.058942168951034546,1.8318029642105103,0.5626685106501397
Gambia,gee_landcoverlayers_2017_2017_data_density_indicator,37,0,37,75.64335632324219,82.42662811279297,88.55039978027344,2.7555480753432238
Gambia,gee_landcoverlayers_2017_2017_change_confidence,37,0,37,0,0.0043870541267097,0.023962993174791336,0.005683746615931275
Gambia,gee_landcoverlayers_2017_annual_mean,37,0,37,16.605932035087122,18.74733421380321,21.646807645261287,1.3978959319674304
Gambia,gee_landcoverlayers_2017_annual_sd,37,0,37,23.666713645984597,26.81190377800053,32.79047637847672,2.5768793973749093
Gambia,gee_landcoverlayers_2017_annual_min,37,0,1,0,0,0,0
Gambia,gee_landcoverlayers_2017_annual_max,37,0,37,78.73624420166016,83.966827392578125,107.67990112304688,7.6872041623695875
Gambia,gee_landcoverlayers_2017_annual_range,37,0,37,78.73624420166016,83.966827392578125,107.67990112304688,7.6872041623695875
Gambia,gee_landcoverlayers_2018_2018_discrete_classification,37,0,37,34.70977783203125,69.5400161743164,107.76468658447266,20.450148836275208
Gambia,gee_landcoverlayers_2018_2018_discrete_classification_proba,37,0,37,20.547399520874023,36.81024932861328,44.760677337646484,5.275602752300895
Gambia,gee_landcoverlayers_2018_2018_bare_coverfraction,37,0,37,0.4188756048679352,1.142395257949829,5.102577209472656,1.0145801518202073
Gambia,gee_landcoverlayers_2018_2018_urban_coverfraction,37,0,37,0.42033809423446655,1.2366328239440918,46.680519104003906,11.777424401850931
Gambia,gee_landcoverlayers_2018_2018_crops_coverfraction,37,0,37,2.074629068374634,15.9466552734375,36.81154251098633,9.139177751402032
Gambia,gee_landcoverlayers_2018_2018_grass_coverfraction,37,0,37,22.049564361572266,34.216400146484375,46.77753829956055,5.2113395758842485
Gambia,gee_landcoverlayers_2018_2018_moss_coverfraction,37,0,1,0,0,0,0
Gambia,gee_landcoverlayers_2018_2018_water_permanent_coverfraction,37,0,37,0.020140187814831734,0.42797958850860596,4.316606521606445,0.8420530395394868
Gambia,gee_landcoverlayers_2018_2018_water_seasonal_coverfraction,37,0,37,0.002025649882853031,0.9745614528656006,6.071378231048584,1.1548266332450607
Gambia,gee_landcoverlayers_2018_2018_shrub_coverfraction,37,0,37,7.293698787689209,20.988475799560547,28.189861297607422,5.122098117968385
Gambia,gee_landcoverlayers_2018_2018_snow_coverfraction,37,0,1,0,0,0,0
Gambia,gee_landcoverlayers_2018_2018_tree_coverfraction,37,0,37,5.89644718170166,11.747782707214355,26.803112030029297,6.269869845346294
Gambia,gee_landcoverlayers_2018_2018_forest_type,37,0,34,0,0.055412083864212036,1.3422784805297852,0.43162084585082616
Gambia,gee_landcoverlayers_2018_2018_data_density_indicator,37,0,37,76.04069519042969,82.8363265991211,88.28935241699219,2.73787638169608
Gambia,gee_landcoverlayers_2018_2018_change_confidence,37,0,37,6.110353861004114e-4,0.0063234479166567326,0.03501734137535095,0.008275232441569785
Gambia,gee_landcoverlayers_2018_annual_mean,37,0,37,16.53831613433237,18.859219298325478,21.671136812927823,1.3972081164911485
Gambia,gee_landcoverlayers_2018_annual_sd,37,0,37,23.53165132612727,26.936893319962877,32.947025167591576,2.6008259208354927
Gambia,gee_landcoverlayers_2018_annual_min,37,0,1,0,0,0,0
Gambia,gee_landcoverlayers_2018_annual_max,37,0,37,79.02549743652344,84.10596466064453,107.76468658447266,7.559886198438602
Gambia,gee_landcoverlayers_2018_annual_range,37,0,37,79.02549743652344,84.10596466064453,107.76468658447266,7.559886198438602
Gambia,gee_landcovertype_2017_2017_01_01_lc_type1,37,0,37,9.85396671295166,10.759465217590332,12.327061653137207,0.6549155986333817
Gambia,gee_landcovertype_2017_2017_01_01_lc_type2,37,0,37,9.49910831451416,10.32730770111084,11.83270263671875,0.5757528030948814
Gambia,gee_landcovertype_2017_2017_01_01_lc_type3,37,0,37,1.001817226409912,1.4028830528259277,6.1485981941223145,1.2190805307717199
Gambia,gee_landcovertype_2017_2017_01_01_lc_type4,37,0,37,5.077753067016602,5.587568283081055,6.017473220825195,0.21375077470106943
Gambia,gee_landcovertype_2017_2017_01_01_lc_type5,37,0,37,5.724428176879883,6.354212760925293,7.788480281829834,0.46241981210560656
Gambia,gee_landcovertype_2017_2017_01_01_lc_prop1_assessment,37,0,37,85.80565643310547,94.60498809814453,98.9778060913086,2.509954696730656
Gambia,gee_landcovertype_2017_2017_01_01_lc_prop2_assessment,37,0,37,56.309165954589844,92.89776611328125,96.498992919921875,6.418623000409658
Gambia,gee_landcovertype_2017_2017_01_01_lc_prop3_assessment,37,0,37,84.56375885009766,94.60498809814453,98.9778060913086,2.663858474011657
Gambia,gee_landcovertype_2017_2017_01_01_lc_prop1,37,0,37,23.22868537902832,29.961240768432617,31.005353927612305,1.3918981691821615
Gambia,gee_landcovertype_2017_2017_01_01_lc_prop2,37,0,37,14.483916282653809,30.9310359954834,34.798709869384766,4.09743544176914
Gambia,gee_landcovertype_2017_2017_01_01_lc_prop3,37,0,37,28.44907569885254,29.941709518432617,33.19170379638672,1.2955211911586884
Gambia,gee_landcovertype_2017_2017_01_01_qc,37,0,34,0,0.04403071105480194,3.108875274658203,0.5165687297964057
Gambia,gee_landcovertype_2017_2017_01_01_lw,37,0,35,1.8859914541244507,1.9715195894241333,2,0.03347860886871164
Gambia,gee_landcovertype_2017_annual_mean,37,0,37,26.05902032668774,31.58534069183784,33.07494462453402,1.1561978684210141
Gambia,gee_landcovertype_2017_annual_sd,37,0,37,29.9923193587331,37.12476437678604,38.85333880683216,1.4661077164321243
Gambia,gee_landcovertype_2017_annual_min,37,0,34,0,0.04403071105480194,1.9254120588302612,0.33378328519849004
Gambia,gee_landcovertype_2017_annual_max,37,0,37,85.80565643310547,94.60498809814453,98.9778060913086,2.509961805576047
Gambia,gee_landcovertype_2017_annual_range,37,0,37,83.88024437427521,94.5866928100586,98.9778060913086,2.7347290621245093
Gambia,gee_landcovertype_2018_2018_01_01_lc_type1,37,0,37,9.85374641418457,10.755118370056152,12.327061653137207,0.6529514804507228
Gambia,gee_landcovertype_2018_2018_01_01_lc_type2,37,0,37,9.84402084350586,10.434111595153809,11.903060913085938,0.5382837208191691
Gambia,gee_landcovertype_2018_2018_01_01_lc_type3,37,0,37,0.9981334209442139,1.3722764253616333,5.862758636474609,1.1512968840039293
Gambia,gee_landcovertype_2018_2018_01_01_lc_type4,37,0,37,5.116014003753662,5.607375621795654,6.3033127784729,0.2555799235012632
Gambia,gee_landcovertype_2018_2018_01_01_lc_type5,37,0,37,5.828484058380127,6.3841753005981445,7.84694242477417,0.46671725177174994
Gambia,gee_landcovertype_2018_2018_01_01_lc_prop1_assessment,37,0,37,86.68861389160156,94.82188415527344,98.941558837890625,2.4997869225914227
Gambia,gee_landcovertype_2018_2018_01_01_lc_prop2_assessment,37,0,37,56.70945358276367,92.97234344482422,97.077301025390625,6.463535847894339
Gambia,gee_landcovertype_2018_2018_01_01_lc_prop3_assessment,37,0,37,85.7938003540039,94.82188415527344,98.941558837890625,2.641082253273205
Gambia,gee_landcovertype_2018_2018_01_01_lc_prop1,37,0,37,24.586421966552734,29.961103439331055,31.028629302978516,1.091025053598615
Gambia,gee_landcovertype_2018_2018_01_01_lc_prop2,37,0,37,15.91311264038086,30.886760711669922,34.42949676513672,3.727002179813919
Gambia,gee_landcovertype_2018_2018_01_01_lc_prop3,37,0,37,28.463930130004883,30,34.597877502441406,1.537966177458134
Gambia,gee_landcovertype_2018_2018_01_01_qc,37,0,34,0,0.04403071105480194,3.108875274658203,0.5168558020654748
Gambia,gee_landcovertype_2018_2018_01_01_lw,37,0,35,1.8859914541244507,1.9715195894241333,2,0.03347860886871164
Gambia,gee_landcovertype_2018_annual_mean,37,0,37,26.6090230850073,31.72618556825014,32.99460191910084,1.0672137140227234
Gambia,gee_landcovertype_2018_annual_sd,37,0,37,30.285176256210423,37.312071394400945,38.851266989710865,1.4819053917080334
Gambia,gee_landcovertype_2018_annual_min,37,0,34,0,0.04403071105480194,1.9254120588302612,0.33426058340182635
Gambia,gee_landcovertype_2018_annual_max,37,0,37,86.68861389160156,94.82188415527344,98.941558837890625,2.4997869225914227
Gambia,gee_landcovertype_2018_annual_range,37,0,37,84.7632018327713,94.82188415527344,98.941558837890625,2.7227839974159873
Gambia,gee_lst_night_2014_annual_mean_mean,37,0,37,19.030044555664063,20.3807373046875,21.3760929107666,0.6958630392333829
Gambia,gee_lst_night_2014_annual_mean_filledproportion,37,0,37,2.6296815872192383,6.286741733551025,10.47335433959961,1.6285247057290575
Gambia,gee_lst_night_2014_annual_mean_annual_mean,37,0,37,11.593722820281982,13.240499496459961,15.719497680664063,0.9862879597244295
Gambia,gee_lst_night_2014_annual_mean_annual_sd,37,0,37,7.419167063086651,9.586929861957419,12.677068685468974,1.091233342391204
Gambia,gee_lst_night_2014_annual_mean_annual_min,37,0,37,2.6296815872192383,6.286741733551025,10.47335433959961,1.6285247057290575
Gambia,gee_lst_night_2014_annual_mean_annual_max,37,0,37,19.030044555664063,20.3807373046875,21.3760929107666,0.6958630392333829
Gambia,gee_lst_night_2014_annual_mean_annual_range,37,0,37,10.492286682128906,13.557966232299805,17.92808246612549,1.5432369925233638
Gambia,gee_lst_night_2014_monthly_2014_01_mean,37,0,37,16.972457885742188,17.682018280029297,19.238887786865234,0.5072809067099328
Gambia,gee_lst_night_2014_monthly_2014_02_mean,37,0,37,16.20901107788086,17.777986526489258,18.996503829956055,0.7955697831589555
Gambia,gee_lst_night_2014_monthly_2014_03_mean,37,0,37,17.57587432861328,19.840660095214844,22.1263427734375,1.3179333476424187
Gambia,gee_lst_night_2014_monthly_2014_04_mean,37,0,37,18.046344757080078,21.718185424804688,23.810237884521484,1.8598909136796402
Gambia,gee_lst_night_2014_monthly_2014_05_mean,37,0,37,18.707712173461914,21.212047576904297,25.886449813842773,1.8967605131775784
Gambia,gee_lst_night_2014_monthly_2014_06_mean,37,0,37,18.190595626831055,20.13353729248047,22.475345611572266,1.4368534128982975
Gambia,gee_lst_night_2014_monthly_2014_07_mean,37,0,37,19.74675941467285,21.281452178955078,22.309858322143555,0.67083975884618
Gambia,gee_lst_night_2014_monthly_2014_08_mean,37,0,37,20.670413970947266,21.536333084106445,22.57232666015625,0.45795798328445814
Gambia,gee_lst_night_2014_monthly_2014_09_mean,37,0,37,20.53514862060547,21.17322540283203,22.445579528808594,0.4324883897532996
Gambia,gee_lst_night_2014_monthly_2014_10_mean,37,0,37,21.61931610107422,22.898941040039063,24.683149337768555,0.6067287363473273
Gambia,gee_lst_night_2014_monthly_2014_11_mean,37,0,37,19.968276977539063,20.750106811523438,23.34407615661621,0.7288313151283561
Gambia,gee_lst_night_2014_monthly_2014_12_mean,37,0,37,16.29378318786621,17.321435928344727,18.50440216064453,0.5643178268201607
Gambia,gee_lst_night_2014_monthly_annual_mean,37,0,37,19.030044396718342,20.380736351013184,21.376055081685383,0.6960490563545833
Gambia,gee_lst_night_2014_monthly_annual_sd,37,0,37,1.663071475981185,1.9299931555144911,2.5277449997106936,0.18163149254745103
Gambia,gee_lst_night_2014_monthly_annual_min,37,0,37,16.20901107788086,17.321435928344727,18.100128173828125,0.539826487709569
Gambia,gee_lst_night_2014_monthly_annual_max,37,0,37,21.926057815551758,23.140409469604492,25.886449813842773,0.8969866956599103
Gambia,gee_lst_night_2014_monthly_annual_range,37,0,37,5.020698547363281,5.91383171081543,8.765983581542969,0.7278150594680063
Gambia,gee_lst_night_2015_annual_mean_mean,37,0,37,17.74308967590332,19.290056228637695,21.811613082885742,1.2728954280739109
Gambia,gee_lst_night_2015_annual_mean_filledproportion,37,0,37,3.155618190765381,8.778538703918457,12.269719123840332,1.7850643935449493
Gambia,gee_lst_night_2015_annual_mean_annual_mean,37,0,37,10.811322927474976,14.010883331298828,16.19431209564209,1.2589351434057388
Gambia,gee_lst_night_2015_annual_mean_annual_sd,37,0,37,4.364136227209881,7.852017894691838,10.826801468178653,1.279406999085673
Gambia,gee_lst_night_2015_annual_mean_annual_min,37,0,37,3.155618190765381,8.778538703918457,12.269719123840332,1.7850643935449493
Gambia,gee_lst_night_2015_annual_mean_annual_max,37,0,37,17.74308967590332,19.290056228637695,21.811613082885742,1.2728954280739109
Gambia,gee_lst_night_2015_annual_mean_annual_range,37,0,37,6.171820640563965,11.104430198669434,15.31140947341919,1.8093547299020205
Gambia,gee_lst_night_2015_monthly_2015_01_mean,37,0,37,15.665885925292969,16.935705184936523,18.87327766418457,0.8487741703302224
Gambia,gee_lst_night_2015_monthly_2015_02_mean,37,0,37,17.086336135864258,18.497894287109375,20.246322631835938,0.8561200435498879
Gambia,gee_lst_night_2015_monthly_2015_03_mean,37,0,37,17.463581085205078,19.9393367767334,21.738204956054688,1.196608579104191
Gambia,gee_lst_night_2015_monthly_2015_04_mean,37,0,37,17.93072509765625,20.124828338623047,24.66265296936035,2.188689176430538
Gambia,gee_lst_night_2015_monthly_2015_05_mean,37,0,37,19.426605224609375,21.21303939819336,24.98275375366211,1.602310276582933
Gambia,gee_lst_night_2015_monthly_annual_mean,37,0,37,17.743089294433595,19.290056228637695,21.811576461791994,1.2730298305669279
Gambia,gee_lst_night_2015_monthly_annual_sd,37,0,37,0.7645065867207762,1.8109483705467313,3.2228201552978404,0.5743288553555077
Gambia,gee_lst_night_2015_monthly_annual_min,37,0,37,15.665885925292969,16.935705184936523,18.87327766418457,0.8487741703302224
Gambia,gee_lst_night_2015_monthly_annual_max,37,0,37,19.426605224609375,21.21303939819336,24.98275375366211,1.651096595272019
Gambia,gee_lst_night_2015_monthly_annual_range,37,0,37,2.069986343383789,4.491888046264648,7.373373031616211,1.1782408093881536
Gambia,gee_ndvi_2010,37,0,37,1111.8153076171875,2349.945068359375,2688.479736328125,353.197981527164
Gambia,gee_ndvi_2011,37,0,37,1077.563232421875,2364.674560546875,2802.98681640625,369.4443821539183
Gambia,gee_ndvi_2012,37,0,37,994.60491943359375,2286.888671875,2557.33984375,340.37911108885106
Gambia,gee_ndvi_2013,37,0,37,1067.6038818359375,2439.966796875,2822.53564453125,391.3076737003767
Gambia,gee_ndvi_2014,37,0,37,1051.315185546875,2336.827392578125,2676.379638671875,352.6073115867699
Gambia,gee_ndvi_2015,37,0,37,829.91015625,2104.427490234375,2413.798828125,340.66344048910014
Gambia,gee_ndvi_2016,37,0,37,834.8795166015625,2337.922607421875,2663.91552734375,385.4318432452105
Gambia,gee_ndvi_2017,37,0,37,932.28533935546875,2243.98583984375,2516.332763671875,331.89778238226864
Gambia,gee_ndvi_2018,37,0,37,836.53668212890625,2021.6279296875,2291.171142578125,308.35488525129364
Gambia,gee_ndvi_2019,37,0,37,758.6798095703125,1621.278076171875,1997.460205078125,305.24792555103227
Gambia,gee_ndvi_2020,37,0,37,14.477243423461914,902.13629150390625,1303.6968994140625,344.67311089577623
Gambia,gee_ndvi_2021,37,0,37,-76.55149841308594,181.1382598876953,509.9266052246094,152.32540053589855
Gambia,gee_ndvi_2022,37,37,0,NA,NA,NA,NA
Gambia,gee_popdensity_2010,37,0,37,23.04325294494629,78.61351776123047,4444.318359375,1017.435086957929
Gambia,gee_popdensity_2011,37,0,37,23.04325294494629,78.61351776123047,4444.318359375,1017.435086957929
Gambia,gee_popdensity_2012,37,0,37,23.04325294494629,78.61351776123047,4444.318359375,1017.435086957929
Gambia,gee_popdensity_2013,37,0,37,23.247879028320313,86.86328125,4676.26953125,1085.9054425717954
Gambia,gee_popdensity_2014,37,0,37,23.247879028320313,86.86328125,4676.26953125,1085.9054425717954
Gambia,gee_popdensity_2015,37,0,37,23.247879028320313,86.86328125,4676.26953125,1085.9054425717954
Gambia,gee_popdensity_2016,37,0,37,23.247879028320313,86.86328125,4676.26953125,1085.9054425717954
Gambia,gee_popdensity_2017,37,0,37,23.247879028320313,86.86328125,4676.26953125,1085.9054425717954
Gambia,gee_popdensity_2018,37,0,37,23.019210815429688,94.2002944946289,4940.88818359375,1166.740122909518
Gambia,gee_popdensity_2019,37,0,37,23.019210815429688,94.2002944946289,4940.88818359375,1166.740122909518
Gambia,gee_popdensity_2020,37,0,37,23.019210815429688,94.2002944946289,4940.88818359375,1166.740122909518
Gambia,gee_popdensity_2021,37,0,37,23.019210815429688,94.2002944946289,4940.88818359375,1166.740122909518
Gambia,gee_popdensity_2022,37,0,37,23.019210815429688,94.2002944946289,4940.88818359375,1166.740122909518
Gambia,gee_popdensity_2023,37,0,37,23.019210815429688,94.2002944946289,4940.88818359375,1166.740122909518
Gambia,gee_productivity_2017_2017_01_01_gpp,37,0,37,4930.2626953125,7597.24755859375,46132.2890625,9212.912274959346
Gambia,gee_productivity_2017_2017_01_01_npp,37,0,37,245.1604461669922,830.862060546875,5950.74609375,1523.6779635958153
Gambia,gee_productivity_2017_2017_01_01_npp_qc,37,0,37,13.89735221862793,22.128095626831055,28.076440811157227,3.4830897398337064
Gambia,gee_productivity_2017_annual_mean,37,0,37,1731.6883722941081,2929.7159538269043,16722.371842066448,3388.240558728377
Gambia,gee_productivity_2017_annual_sd,37,0,37,2772.3406933615456,4052.42029671332,25736.684285303327,5100.054531696295
Gambia,gee_productivity_2017_annual_min,37,0,37,13.89735221862793,22.128095626831055,28.076440811157227,3.4830897398337064
Gambia,gee_productivity_2017_annual_max,37,0,37,4930.2626953125,7597.24755859375,46132.2890625,9212.912274959346
Gambia,gee_productivity_2017_annual_range,37,0,37,4910.620719909668,7573.453426361084,46112.87898635864,9212.954573778554
Gambia,gee_productivity_2018_2018_01_01_gpp,37,0,37,5319.60595703125,7874.8017578125,46101.58203125,9114.360914240153
Gambia,gee_productivity_2018_2018_01_01_npp,37,0,37,818.76788330078125,1234.630615234375,5899.703125,1347.9451524956219
Gambia,gee_productivity_2018_2018_01_01_npp_qc,37,0,37,20.44471549987793,25.92690658569336,32.288639068603516,2.4491384773799827
Gambia,gee_productivity_2018_annual_mean,37,0,37,2083.402372996012,3091.642428716024,16749.310773213703,3308.2711949549584
Gambia,gee_productivity_2018_annual_sd,37,0,37,2836.866132502771,4173.767352235951,25669.378875986367,5070.727907024358
Gambia,gee_productivity_2018_annual_min,37,0,37,20.44471549987793,25.92690658569336,32.288639068603516,2.4491384773799827
Gambia,gee_productivity_2018_annual_max,37,0,37,5319.60595703125,7874.8017578125,46101.58203125,9114.360914240153
Gambia,gee_productivity_2018_annual_range,37,0,37,5293.679050445557,7848.615522384644,46074.67803192139,9113.458289288757
Gambia,gee_soilaluminium_mean_0_20,37,0,37,115.75061798095703,135.91543579101563,163.34857177734375,12.768300722285854
Gambia,gee_soilaluminium_mean_20_50,37,0,37,103.34080505371094,120.1830062866211,138.48133850097656,8.756803510575086
Gambia,gee_soilaluminium_stdev_0_20,37,0,37,1.2254118919372559,2.1764986515045166,2.777409553527832,0.3494645316648589
Gambia,gee_soilaluminium_stdev_20_50,37,0,37,0.9705122113227844,1.703633189201355,2.119424343109131,0.26635214838698096
Gambia,gee_soilaluminium_annual_mean,37,0,37,57.01709023118019,64.59553182125092,76.18589296936989,4.712590078149056
Gambia,gee_soilaluminium_annual_sd,37,0,37,63.540039589712954,73.16890976616875,86.43938495631885,5.738389592943571
Gambia,gee_soilaluminium_annual_min,37,0,37,0.9705122113227844,1.703633189201355,2.119424343109131,0.26635214838698096
Gambia,gee_soilaluminium_annual_max,37,0,37,115.75061798095703,135.91543579101563,163.34857177734375,12.622013340544875
Gambia,gee_soilaluminium_annual_range,37,0,37,114.00593364238739,134.16470301151276,161.2853720188141,12.596885429295236
Gambia,gee_soilaluminium_2017_mean_0_20,37,0,37,115.75061798095703,135.91543579101563,163.34857177734375,12.768300722285854
Gambia,gee_soilaluminium_2017_mean_20_50,37,0,37,103.34080505371094,120.1830062866211,138.48133850097656,8.756803510575086
Gambia,gee_soilaluminium_2017_stdev_0_20,37,0,37,1.2254118919372559,2.1764986515045166,2.777409553527832,0.3494645316648589
Gambia,gee_soilaluminium_2017_stdev_20_50,37,0,37,0.9705122113227844,1.703633189201355,2.119424343109131,0.26635214838698096
Gambia,gee_soilaluminium_2017_annual_mean,37,0,37,57.01709023118019,64.59553182125092,76.18589296936989,4.712590078149056
Gambia,gee_soilaluminium_2017_annual_sd,37,0,37,63.540039589712954,73.16890976616875,86.43938495631885,5.738389592943571
Gambia,gee_soilaluminium_2017_annual_min,37,0,37,0.9705122113227844,1.703633189201355,2.119424343109131,0.26635214838698096
