country,variable,n,n_na,n_unique,min,med,max,sd
Gambia,gee_accessibility_2019,37,0,37,5.399718284606934,13.84537124633789,31.185588836669922,6.3454280848827915
Gambia,gee_aerosoloptical_2017,37,0,37,375.30267333984375,395.53369140625,472.3742980957031,20.797301266007832
Gambia,gee_aerosoloptical_2018,37,0,37,299.65008544921875,326.0700378417969,447.68572998046875,33.389948251834745
Gambia,gee_atmosphere_2017_annual_mean,37,0,15,613.96221923828125,622.8544921875,3086579.5,1360349.8422891852
Gambia,gee_atmosphere_2017_annual_sd,37,0,14,4455.2080078125,4657.603515625,42600792,18777246.65654256
Gambia,gee_atmosphere_2018_annual_mean,37,0,15,628.48443603515625,628.4903564453125,2986880.25,1316396.757306767
Gambia,gee_atmosphere_2018_annual_sd,37,0,14,4498.85107421875,4663.95654296875,41965644,18497248.249064296
Gambia,gee_ccnl_2013,37,0,20,0,5.141536821611226e-4,29.5006160736084,6.391337274426621
Gambia,gee_dailyevi_2017,37,0,37,0.12937292456626892,0.23306584358215332,0.2763229012489319,0.027951484160122032
Gambia,gee_dailyevi_2018,37,0,37,0.12240108847618103,0.2251172810792923,0.2653065323829651,0.026515814081918394
Gambia,gee_elevation_2000,37,0,37,3.686702013015747,18.902223587036133,31.15577507019043,6.953859104157272
Gambia,gee_esa_worldcereal_2021_32121_tc_maize_main_activecropland_20210327_20211119_classification,37,0,34,0,10.544716835021973,33.61238098144531,10.38498218303281
Gambia,gee_esa_worldcereal_2021_32121_tc_maize_second_activecropland_20200726_20210104_classification,37,0,34,0,11.161958694458008,40.35234069824219,11.143284519340108
Gambia,gee_esa_worldcereal_2021_32121_tc_wintercereals_activecropland_20201115_20210607_classification,37,0,24,0,0.005448176525533199,1.4873251914978027,0.253287407132912
Gambia,gee_esa_worldcereal_2021_34120_tc_maize_main_activecropland_20210508_20211112_classification,37,0,23,0,0.8475305438041687,31.214195251464844,9.99450066377759
Gambia,gee_esa_worldcereal_2021_34120_tc_wintercereals_activecropland_20201115_20210507_classification,37,0,15,0,0,0.5259944796562195,0.10983953118461441
Gambia,gee_esa_worldcereal_2021_annual_mean,37,0,37,0,4.889417891670019,20.343368189409375,4.840565305775234
Gambia,gee_esa_worldcereal_2021_annual_sd,37,0,37,0,7.822381593657211,19.079511054522726,4.779418642248183
Gambia,gee_esa_worldcereal_2021_annual_min,37,0,9,0,0,0.04425131157040596,0.011773870329674264
Gambia,gee_esa_worldcereal_2021_annual_max,37,0,37,0,15.59288215637207,40.35234069824219,9.769794218918118
Gambia,gee_esa_worldcereal_2021_annual_range,37,0,37,0,15.59288215637207,40.339840250089765,9.763879663177642
Gambia,gee_fldas_2017_annual_mean_annual_mean,37,1,36,3689.78125,3697.0101318359375,3704.49169921875,3.3670752532224713
Gambia,gee_fldas_2017_annual_mean_annual_sd,37,1,36,19006.919921875,19047.1572265625,19085.48046875,18.161097290462862
Gambia,gee_fldas_2017_monthly_annual_mean,37,1,36,3689.84814453125,3697.0101318359375,3704.49169921875,3.361897060500036
Gambia,gee_fldas_2017_monthly_annual_sd,37,1,36,18692.62890625,18731.849609375,18769.533203125,17.831263879372628
Gambia,gee_fldas_2018_annual_mean_annual_mean,37,1,36,3690.524169921875,3698.2860107421875,3705.846435546875,3.500939492124413
Gambia,gee_fldas_2018_annual_mean_annual_sd,37,1,36,19012.4609375,19053.8623046875,19092.509765625,18.485484569770605
Gambia,gee_fldas_2018_monthly_annual_mean,37,1,36,3690.59130859375,3698.2860107421875,3705.846435546875,3.4956444721539666
Gambia,gee_fldas_2018_monthly_annual_sd,37,1,36,18698.08203125,18738.443359375,18776.447265625,18.149788682706543
Gambia,gee_ndvi_mean_anomaly_2018,37,0,37,92.70380401611328,100.4206314086914,103.92707824707031,2.819662840931015
Gambia,gee_ghsbuilts_2020_built_surface,37,0,37,13.56240177154541,49.43172073364258,1768.208984375,432.3707337965924
Gambia,gee_ghsbuilts_2020_built_surface_nres,37,0,29,0,0.07651837170124054,105.78411865234375,17.59638721034544
Gambia,gee_ghsbuilts_2020_annual_mean,37,0,37,6.781200885772705,24.772525832057,894.8072137832642,221.5648380751666
Gambia,gee_ghsbuilts_2020_annual_sd,37,0,37,9.590066261836204,34.8733678670238,1235.1766293715075,298.4495423754417
Gambia,gee_ghsbuilts_2020_annual_min,37,0,29,0,0.07651837170124054,105.78411865234375,17.59638721034544
Gambia,gee_ghsbuilts_2020_annual_max,37,0,37,13.56240177154541,49.43172073364258,1768.208984375,432.3707337965924
Gambia,gee_ghsbuilts_2020_annual_range,37,0,37,13.56240177154541,49.31838980317116,1746.8035411834717,422.07139051139336
Gambia,gee_ghsl_smod_2015,37,0,37,10.897172927856445,11.277310371398926,24.137630462646484,2.95255952570174
Gambia,gee_ghspop_2020,37,0,37,0.2231455147266388,1.0069762468338013,65.5495376586914,13.949197144339234
Gambia,gee_globalhumanmodification_2016,37,0,37,0.28063756227493286,0.4077146351337433,0.7959635257720947,0.11685802404238287
Gambia,gee_gpw_demographic_2010_annual_mean,37,0,37,1.88248610496521,6.1548943519592285,441.8960266113281,90.2534019113428
Gambia,gee_gpw_demographic_2010_annual_sd,37,0,37,3.285768985748291,10.745136260986328,772.6619873046875,157.69176010054696
Gambia,gee_gpw_grasslands_2017,37,0,37,0.001346820848993957,0.42809566855430603,0.9397130608558655,0.2402571086718517
Gambia,gee_gpw_grasslands_2018,37,0,37,0.002693641697987914,0.49212008714675903,0.9906681180000305,0.24623819466838076
Gambia,gee_lai8days_2017,37,0,37,6.6539387702941895,9.186760902404785,16.562362670898438,2.1137959741001517
Gambia,gee_lai8days_2018,37,0,37,5.963120937347412,8.766172409057617,16.045392990112305,2.1052866135336834
Gambia,gee_landcoverlayers_2017_2017_discrete_classification,37,0,37,34.625213623046875,69.106903076171875,107.67990112304688,20.459618407225523
Gambia,gee_landcoverlayers_2017_2017_discrete_classification_proba,37,0,37,20.597108840942383,36.750614166259766,44.77634048461914,5.227614070739007
Gambia,gee_landcoverlayers_2017_2017_bare_coverfraction,37,0,37,0.5288806557655334,1.184489130973816,4.797367572784424,0.9576582460302664
Gambia,gee_landcoverlayers_2017_2017_urban_coverfraction,37,0,37,0.41659483313560486,1.2366328239440918,46.711830139160156,11.765635901184531
Gambia,gee_landcoverlayers_2017_2017_crops_coverfraction,37,0,37,2.2338924407958984,17.526309967041016,38.47899627685547,9.53317259482315
Gambia,gee_landcoverlayers_2017_2017_grass_coverfraction,37,0,37,21.590612411499023,33.35263442993164,45.34330368041992,5.049140481078838
