"country","outcome","target","estimand","arm","rep","n_areas","n","spearman","pearson","mae","wmae","bias","rmse_sd","topk"
"Malawi","women_vitA","prev","infill","domain_index",1,87,87,-0.174454981335154,-0.105457002434024,0.810857265443683,0.806043325402501,0.381783997751152,1.06970710740894,0.136363636363636
"Malawi","women_vitA","prev","infill","sl_disc",1,87,87,-0.159886268042175,-0.178618952274668,0.739683983507995,0.758452081738068,0.316842148319595,1.01849993547898,0.409090909090909
"Malawi","women_vitA","prev","infill","sl_nnls",1,87,87,-0.0716787383286873,-0.0967334184658366,0.738859744066545,0.755960138353008,0.315937254232874,1.01858340433461,0.318181818181818
"Malawi","women_vitA","prev","infill","sl_rank_disc",1,87,87,-0.119977288974559,-0.0994809731713446,0.82205926642845,0.819516779597801,0.395309086942425,1.06518439006471,0.318181818181818
"Malawi","women_vitA","prev","infill","sl_rank_nnls",1,87,87,0.13409621399517,0.131149332248817,28.8408141176903,30.4169373203057,28.8408141176903,25.0320159289094,0.136363636363636
"Malawi","women_vitA","prev","infill","sl_lrn_mean",1,87,87,-0.159886268042175,-0.178618952274668,0.739683983507995,0.758452081738068,0.316842148319595,1.01849993547898,0.409090909090909
"Malawi","women_vitA","prev","infill","sl_lrn_lasso",1,87,35,NA,NA,NA,NA,NA,NA,NA
"Malawi","women_vitA","prev","infill","sl_lrn_enet",1,87,52,NA,NA,NA,NA,NA,NA,NA
"Malawi","women_vitA","prev","infill","sl_lrn_ridge",1,87,52,NA,NA,NA,NA,NA,NA,NA
"Malawi","women_vitA","prev","infill","sl_lrn_ranger",1,87,87,-0.153291865353736,-0.0739344394416404,0.767490268110793,0.777408236963822,0.343959971829396,1.02942572399459,0.272727272727273
"Malawi","women_vitA","prev","infill","sl_lrn_xgb",1,87,87,-0.0761704848083068,-0.0559253046653602,0.856406901499457,0.84299256356181,0.432274821104728,1.09090059823244,0.181818181818182
"Malawi","women_vitA","prev","infill","sl_lrn_domain_index",1,87,87,-0.174314574911544,-0.107778729040549,0.80152549550442,0.797199567242927,0.372647083483879,1.06333918279717,0.136363636363636
"Malawi","women_vitA","prev","infill","sl_lrn_domain_pc_ridge",1,87,70,-0.159989397503668,-0.203811325147304,0.647524794878589,0.679100159765625,0.424377574676023,1.08270689209531,0.277777777777778
"Malawi","women_vitA","prev","infill","sl_lrn_domain_pc_enet",1,87,52,NA,NA,NA,NA,NA,NA,NA
