"estimand","target","arm","cells","scored","mean_spearman","median_spearman","cells_positive","mean_wmae"
"infill","level","domain_index",4,4,0.634260289210234,0.689655172413793,4,0.158833545754259
"infill","level","sl_disc",4,4,0.546941045606229,0.610456062291435,4,0.130669313917097
"infill","level","sl_nnls",4,4,0.569521690767519,0.630478309232481,4,0.128197482368757
"infill","level","sl_rank_disc",4,4,0.540266963292547,0.594215795328142,4,0.147978665499001
"infill","level","sl_rank_nnls",4,4,0.512903225806452,0.502335928809789,4,0.132717571923755
"infill","level","sl_lrn_mean",4,4,-0.236234872723825,-0.251893091953358,0,0.155430753742737
"infill","level","sl_lrn_lasso",4,4,0.465739710789766,0.518353726362625,4,0.129531664063168
"infill","level","sl_lrn_enet",4,4,0.480756395995551,0.547497219132369,4,0.12644649552984
"infill","level","sl_lrn_ridge",4,4,0.548832035595106,0.631145717463849,4,0.11812578902418
"infill","level","sl_lrn_ranger",4,4,0.514238042269188,0.607563959955506,4,0.116322996449005
"infill","level","sl_lrn_xgb",4,4,0.499666295884316,0.553726362625139,4,0.134202880776301
"infill","level","sl_lrn_domain_index",4,4,0.633592880978865,0.68698553948832,4,0.158950748100457
"infill","level","sl_lrn_domain_pc_ridge",4,4,0.486206896551724,0.575083426028921,4,0.122898517048671
"infill","level","sl_lrn_domain_pc_enet",4,4,0.446496106785317,0.52035595105673,4,0.137500850524972
"infill","level","sl_lrn_domain_pc1_ols",4,4,0.0958843159065629,0.0794215795328142,3,1.06952502498068
"infill","level","sl_lrn_hapc",4,4,0.455839822024472,0.574860956618465,4,0.125522348256259
"infill","level","sl_lrn_hapc_lasso",4,4,0.562291434927697,0.668298109010011,4,0.12681694617121
"infill","level","sl_lrn_spatial_gam",4,4,0.561735261401557,0.594215795328142,4,0.14352541266617
"infill","level","sl_lrn_spatial_plus_domain",4,4,0.561512791991101,0.597330367074527,4,0.145414576822304
"infill","level","ridge_min",4,4,0.52146829810901,0.611345939933259,4,0.121909459910768
"infill","level","domain_enet",4,4,0.544827586206897,0.609343715239155,4,0.133892445228642
"infill","prev","domain_index",4,4,0.574837866410382,0.549896438835866,4,8.9600457890934
"infill","prev","sl_disc",4,4,0.487732042399003,0.521189484925616,4,7.28611197195827
"infill","prev","sl_nnls",4,4,0.493568019064663,0.475867042477516,4,6.91852012237549
"infill","prev","sl_rank_disc",4,4,0.518527449872739,0.541440420923022,4,8.4579394406603
"infill","prev","sl_rank_nnls",4,4,0.422138804497051,0.424252999941157,4,10.2802252066097
"infill","prev","sl_lrn_mean",4,4,-0.252209432475794,-0.241027229790884,0,8.99076941963608
"infill","prev","sl_lrn_lasso",4,4,0.256400575337971,0.23112354297009,4,7.65883055074527
"infill","prev","sl_lrn_enet",4,4,0.40276983115273,0.346534208358245,4,7.31567843428179
"infill","prev","sl_lrn_ridge",4,4,0.504124568128123,0.463843307259951,4,6.69117120108437
"infill","prev","sl_lrn_ranger",4,4,0.483449877146407,0.445479480295352,4,6.67198485839207
"infill","prev","sl_lrn_xgb",4,4,0.380593730196732,0.349509365159146,4,7.940596091458
"infill","prev","sl_lrn_domain_index",4,4,0.576700652854379,0.552342634807372,4,8.91592929021286
"infill","prev","sl_lrn_domain_pc_ridge",4,4,0.455299772976256,0.414747018685774,4,7.11524767959825
"infill","prev","sl_lrn_domain_pc_enet",4,4,0.454619431056166,0.430765169085923,4,7.64163309275855
"infill","prev","sl_lrn_domain_pc1_ols",4,4,0.0148238781615323,0.0583237212393309,3,28.6997249234477
"infill","prev","sl_lrn_hapc",4,4,0.447624484484517,0.411542425845691,4,7.11461960929617
"infill","prev","sl_lrn_hapc_lasso",4,4,0.531362000106286,0.542639590798677,4,7.27963330987697
"infill","prev","sl_lrn_spatial_gam",4,4,0.477768711670851,0.449283329543934,4,7.72166763350241
"infill","prev","sl_lrn_spatial_plus_domain",4,4,0.477156852728362,0.449283329543934,4,7.77162001800642
"infill","prev","ridge_min",4,4,0.472764051602698,0.436783982982828,4,6.93756342240373
"infill","prev","domain_enet",4,4,0.505626998066186,0.480412427335747,4,7.55646657789206
"region","level","domain_index",4,4,0.693659621802002,0.717686318131257,4,0.14305164438992
"region","level","sl_disc",4,4,0.665739710789766,0.681201334816463,4,0.116522260254947
"region","level","sl_nnls",4,4,0.675083426028921,0.673859844271413,4,0.117088795580037
"region","level","sl_rank_disc",4,4,0.646941045606229,0.652502780867631,4,0.11724858087114
"region","level","sl_rank_nnls",4,4,0.315572858731924,0.39154616240267,3,0.143762843640595
"region","level","sl_lrn_mean",4,4,-0.641419661627176,-0.700762043199972,0,0.177233159968877
"region","level","sl_lrn_lasso",4,4,0.395550611790879,0.45761957730812,3,0.131874772968677
"region","level","sl_lrn_enet",4,4,0.430144605116796,0.454505005561735,4,0.128221086309068
"region","level","sl_lrn_ridge",4,4,0.640044493882091,0.637152391546162,4,0.126437977000583
"region","level","sl_lrn_ranger",4,4,0.644938820912125,0.701890989988877,4,0.122406161784733
"region","level","sl_lrn_xgb",4,4,0.652614015572859,0.646718576195773,4,0.119024356442811
"region","level","sl_lrn_domain_index",4,4,0.687208008898776,0.70678531701891,4,0.154464162039492
"region","level","sl_lrn_domain_pc_ridge",4,4,0.534037819799777,0.581535038932147,4,0.122248338736435
"region","level","sl_lrn_domain_pc_enet",4,4,0.390322580645161,0.463181312569522,3,0.13905241240876
"region","level","sl_lrn_domain_pc1_ols",4,4,-0.096551724137931,0.00333704115684093,2,1.87185851388797
"region","level","sl_lrn_hapc",4,4,0.667296996662959,0.682758620689655,4,0.114877167433316
"region","level","sl_lrn_hapc_lasso",4,4,0.675750834260289,0.701001112347052,4,0.130964653449732
"region","level","sl_lrn_spatial_gam",4,4,0.638487208008899,0.664738598442714,4,0.149481944949077
"region","level","sl_lrn_spatial_plus_domain",4,4,0.637041156840934,0.664738598442714,4,0.15627912539545
"region","level","ridge_min",4,4,0.653726362625139,0.680533926585095,4,0.113513277375682
"region","level","domain_enet",4,4,0.676307007786429,0.700111234705228,4,0.129369580092414
"region","prev","domain_index",4,4,0.653851431297272,0.642152751250436,4,8.12759999364806
"region","prev","sl_disc",4,4,0.403738563966947,0.374541149014503,4,7.59693986061224
"region","prev","sl_nnls",4,4,0.452066705866246,0.527539975988195,4,7.48940365384166
"region","prev","sl_rank_disc",4,4,0.5991984618679,0.632581039057094,4,8.01351296565722
"region","prev","sl_rank_nnls",4,4,0.202233060592712,0.275559018280962,3,12.597630455223
"region","prev","sl_lrn_mean",4,4,-0.586199061363859,-0.587406553953225,0,10.0966201713577
"region","prev","sl_lrn_lasso",4,4,0.150152089376014,0.152847560149778,2,8.41109145183602
"region","prev","sl_lrn_enet",4,4,0.112081074229901,0.0919453715322604,2,7.81991074755889
