"country","outcome","set","n","n_districts","prevalence","n_pred","picks","auc","brier","brier_skill","pr_auc","pr_gain","pr_norm"
"SierraLeone","child_vitA","survey_only",486,14,0.0720164609053498,80,"SL.mean 5",0.391859360152043,0.0673400081228829,-0.00763006389562526,0.0537350273093935,0.746149236353293,-0.0197001701277933
"SierraLeone","child_vitA","proxies_only",486,14,0.0720164609053498,69,"SL.asl_ranger 3;SL.mean 2",0.415331010452962,0.0676126869426876,-0.0117102442264827,0.0555903897946003,0.771912269719307,-0.0177008216404086
"SierraLeone","child_vitA","both",486,14,0.0720164609053498,149,"SL.mean 5",0.391859360152043,0.0673400081228829,-0.00763006389562526,0.0537350273093935,0.746149236353293,-0.0197001701277933
"SierraLeone","women_vitA","survey_only",774,14,0.0129198966408269,80,"SL.mean 5",0.322120418848168,0.0127900710403218,-0.00290897886803743,0.00861649434018625,0.666916661930416,-0.00435972955588461
"SierraLeone","women_vitA","proxies_only",774,14,0.0129198966408269,69,"SL.asl_enet 1;SL.asl_ranger 1;SL.mean 3",0.330824607329843,0.0128122269162297,-0.00464628953759649,0.00873246540648157,0.675892822461674,-0.00424224054369537
"SierraLeone","women_vitA","both",774,14,0.0129198966408269,149,"SL.mean 5",0.322120418848168,0.0127900710403218,-0.00290897886803743,0.00861649434018625,0.666916661930416,-0.00435972955588461
"SierraLeone","child_iron","survey_only",486,14,0.0576131687242798,80,"SL.asl_enet 1;SL.mean 4",0.357454772301934,0.0547599452959375,-0.00858390822826305,0.0413199401581269,0.717196104173203,-0.0172893211422496
"SierraLeone","child_iron","proxies_only",486,14,0.0576131687242798,69,"SL.asl_enet 1;SL.mean 4",0.404320024953213,0.0550175263997926,-0.0133281086654242,0.0432344575691287,0.750426656378449,-0.0152577589986975
"SierraLeone","child_iron","both",486,14,0.0576131687242798,149,"SL.mean 5",0.357454772301934,0.0547599452959375,-0.00858390822826305,0.0413199401581269,0.717196104173203,-0.0172893211422496
"SierraLeone","women_iron","survey_only",774,14,0.17312661498708,80,"SL.asl_enet 2;SL.mean 3",0.44892140858209,0.14343000885452,-0.00192952407334945,0.151230537326556,0.873525640975779,-0.0264805689206962
"SierraLeone","women_iron","proxies_only",774,14,0.17312661498708,69,"SL.asl_enet 2;SL.asl_ranger 3",0.496898320895522,0.143390265746677,-0.00165189881595729,0.172794600579158,0.998082245136333,-0.000401529924580258
"SierraLeone","women_iron","both",774,14,0.17312661498708,149,"SL.mean 5",0.44892140858209,0.14343000885452,-0.00192952407334945,0.151230537326556,0.873525640975779,-0.0264805689206962
"SierraLeone","women_folate","survey_only",766,14,0.793733681462141,80,"SL.mean 5",0.398218895736176,0.165645032862557,-0.0117548395059801,0.742804183273508,0.935835533532084,-0.24691136463603
"SierraLeone","women_folate","proxies_only",766,14,0.793733681462141,69,"SL.asl_ranger 2;SL.mean 3",0.384217813124584,0.167656324587912,-0.0240397483959125,0.737962789138486,0.9297360139475,-0.27038293367038
"SierraLeone","women_folate","both",766,14,0.793733681462141,149,"SL.asl_enet 1;SL.asl_ranger 1;SL.mean 3",0.403991089273817,0.170697180381436,-0.0426132034049176,0.741019564243735,0.933587148372864,-0.255563378413284
