"estimand","target","arm","paired","mean_diff","median_diff","cells_better"
"infill","level","sl_disc",2,-0.0877442635817075,-0.0877442635817075,0
"infill","prev","sl_disc",2,-0.0855646002973009,-0.0855646002973009,0
"region","level","sl_disc",2,-0.185442091186153,-0.185442091186153,0
"region","prev","sl_disc",2,-0.259602698639309,-0.259602698639309,0
"infill","level","sl_nnls",2,-0.0746506900576107,-0.0746506900576107,0
"infill","prev","sl_nnls",2,-0.0841447810527892,-0.0841447810527892,0
"region","level","sl_nnls",2,-0.194400199357744,-0.194400199357744,1
"region","prev","sl_nnls",2,-0.218302793191553,-0.218302793191553,0
"infill","level","sl_rank_disc",2,-0.0276937376977473,-0.0276937376977473,1
"infill","prev","sl_rank_disc",2,-0.0737402888201438,-0.0737402888201438,0
"region","level","sl_rank_disc",2,-0.0173368499479015,-0.0173368499479015,1
"region","prev","sl_rank_disc",2,-0.06142531303918,-0.06142531303918,0
"infill","level","sl_rank_nnls",2,-0.034382518043304,-0.034382518043304,0
"infill","prev","sl_rank_nnls",2,-0.0643983811323491,-0.0643983811323491,0
"region","level","sl_rank_nnls",2,-0.0678902092294233,-0.0678902092294233,1
"region","prev","sl_rank_nnls",2,-0.108334696521521,-0.108334696521521,0
"infill","level","sl_lrn_mean",2,-0.502975342732683,-0.502975342732683,0
"infill","prev","sl_lrn_mean",2,-0.432256522411881,-0.432256522411881,0
"region","level","sl_lrn_mean",2,-0.902184645041257,-0.902184645041257,0
"region","prev","sl_lrn_mean",2,-0.857700509889431,-0.857700509889431,0
"infill","level","sl_lrn_lasso",2,-0.0530369054931765,-0.0530369054931765,0
"infill","prev","sl_lrn_lasso",2,-0.165192555773724,-0.165192555773724,0
"region","level","sl_lrn_lasso",2,-0.130834914868821,-0.130834914868821,1
"region","prev","sl_lrn_lasso",2,-0.291086899047894,-0.291086899047894,0
"infill","level","sl_lrn_enet",2,-0.0495958153399488,-0.0495958153399488,1
"infill","prev","sl_lrn_enet",2,-0.116293454553753,-0.116293454553753,0
"region","level","sl_lrn_enet",2,-0.0827156772914204,-0.0827156772914204,1
"region","prev","sl_lrn_enet",2,-0.256559728593582,-0.256559728593582,0
"infill","level","sl_lrn_ridge",2,-0.0663811817301222,-0.0663811817301222,0
"infill","prev","sl_lrn_ridge",2,-0.0813509155138075,-0.0813509155138075,1
"region","level","sl_lrn_ridge",2,-0.146163331216393,-0.146163331216393,1
"region","prev","sl_lrn_ridge",2,-0.211341613044564,-0.211341613044564,1
"infill","level","sl_lrn_ranger",2,-0.0701775169497703,-0.0701775169497703,1
"infill","prev","sl_lrn_ranger",2,-0.00053202828962149,-0.00053202828962149,1
"region","level","sl_lrn_ranger",2,-0.0906448202959831,-0.0906448202959831,1
"region","prev","sl_lrn_ranger",2,-0.0553545227516152,-0.0553545227516152,0
"infill","level","sl_lrn_xgb",2,-0.0734581176642123,-0.0734581176642123,0
"infill","prev","sl_lrn_xgb",2,-0.0791194497214266,-0.0791194497214266,0
"region","level","sl_lrn_xgb",2,-0.0624589924910695,-0.0624589924910695,1
"region","prev","sl_lrn_xgb",2,-0.0499611046430177,-0.0499611046430177,0
"infill","level","sl_lrn_domain_index",2,-0.00701684041700077,-0.00701684041700077,0
"infill","prev","sl_lrn_domain_index",2,0.00222498861274043,0.00222498861274043,2
"region","level","sl_lrn_domain_index",2,-0.00787344171466063,-0.00787344171466063,1
"region","prev","sl_lrn_domain_index",2,-0.0075236333879584,-0.0075236333879584,0
"infill","level","sl_lrn_domain_pc_ridge",2,-0.0859082453958171,-0.0859082453958171,0
"infill","prev","sl_lrn_domain_pc_ridge",2,-0.0726262176995981,-0.0726262176995981,1
"region","level","sl_lrn_domain_pc_ridge",2,-0.204969650745222,-0.204969650745222,0
"region","prev","sl_lrn_domain_pc_ridge",2,-0.209753189492029,-0.209753189492029,1
"infill","level","sl_lrn_domain_pc_enet",2,-0.0794941678301379,-0.0794941678301379,0
"infill","prev","sl_lrn_domain_pc_enet",2,-0.0768788221200618,-0.0768788221200618,0
"region","level","sl_lrn_domain_pc_enet",2,-0.177261841929386,-0.177261841929386,1
"region","prev","sl_lrn_domain_pc_enet",2,-0.2877638955443,-0.2877638955443,0
"infill","level","sl_lrn_domain_pc1_ols",2,-0.110866078588613,-0.110866078588613,0
"infill","prev","sl_lrn_domain_pc1_ols",2,-0.0997351334069724,-0.0997351334069724,0
"region","level","sl_lrn_domain_pc1_ols",2,-0.106364365386017,-0.106364365386017,0
"region","prev","sl_lrn_domain_pc1_ols",2,-0.245673553168926,-0.245673553168926,0
"infill","level","sl_lrn_hapc",2,-0.099119705474958,-0.099119705474958,0
"infill","prev","sl_lrn_hapc",2,-0.0548343479696743,-0.0548343479696743,0
"region","level","sl_lrn_hapc",2,-0.110228184005249,-0.110228184005249,0
"region","prev","sl_lrn_hapc",2,-0.10879069092934,-0.10879069092934,0
"infill","level","sl_lrn_hapc_lasso",2,-0.0607167982914379,-0.0607167982914379,0
"infill","prev","sl_lrn_hapc_lasso",2,-0.0547058920100791,-0.0547058920100791,0
"region","level","sl_lrn_hapc_lasso",2,-0.0513334593751522,-0.0513334593751522,1
"region","prev","sl_lrn_hapc_lasso",2,-0.143193982421227,-0.143193982421227,0
"infill","level","sl_lrn_spatial_gam",2,-0.0529179120799008,-0.0529179120799008,0
"infill","prev","sl_lrn_spatial_gam",2,-0.00591406360748645,-0.00591406360748645,1
"region","level","sl_lrn_spatial_gam",2,-0.0926131807246482,-0.0926131807246482,0
"region","prev","sl_lrn_spatial_gam",2,-0.0696552879498126,-0.0696552879498126,0
"infill","level","sl_lrn_spatial_plus_domain",2,-0.0517332507107968,-0.0517332507107968,0
"infill","prev","sl_lrn_spatial_plus_domain",2,0.00195772214330574,0.00195772214330574,1
"region","level","sl_lrn_spatial_plus_domain",2,-0.0916016621710286,-0.0916016621710286,0
"region","prev","sl_lrn_spatial_plus_domain",2,-0.0506497942602095,-0.0506497942602095,0
"infill","level","ridge_min",2,-0.0762891568731648,-0.0762891568731648,0
"infill","prev","ridge_min",2,-0.0844016207322535,-0.0844016207322535,1
"region","level","ridge_min",2,-0.223188815720483,-0.223188815720483,1
"region","prev","ridge_min",2,-0.235896037954968,-0.235896037954968,1
"infill","level","domain_enet",2,-0.0860863625342489,-0.0860863625342489,0
"infill","prev","domain_enet",2,-0.103356985551786,-0.103356985551786,0
"region","level","domain_enet",2,-0.201578053706259,-0.201578053706259,1
"region","prev","domain_enet",2,-0.291942895463123,-0.291942895463123,0
