"target","outcome","heldout","domain","variant","spearman"
"level","child_iron","SierraLeone","Ecosystem productivity/greenness","only",0.0021978021978022
"level","child_iron","Gambia","Education, employment, SES","drop",0.407786429365962
"level","child_iron","Gambia","Education, employment, SES","only",0.515016685205784
"level","child_iron","Ghana","Education, employment, SES","drop",0.553285917496444
"level","child_iron","Ghana","Education, employment, SES","only",-0.0994879089615932
"level","child_iron","Malawi","Education, employment, SES","drop",-0.0425020048115477
"level","child_iron","Malawi","Education, employment, SES","only",-0.289348983013778
"level","child_iron","SierraLeone","Education, employment, SES","drop",0.296703296703297
"level","child_iron","SierraLeone","Education, employment, SES","only",-0.0197802197802198
"level","child_iron","Gambia","Food fortification and supplementation","drop",0.41357063403782
"level","child_iron","Gambia","Food fortification and supplementation","only",0.130570568802451
"level","child_iron","Ghana","Food fortification and supplementation","drop",0.55524893314367
"level","child_iron","Ghana","Food fortification and supplementation","only",-0.327545192072342
"level","child_iron","Malawi","Food fortification and supplementation","drop",-0.0544397463002114
"level","child_iron","Malawi","Food fortification and supplementation","only",-0.291324753241864
"level","child_iron","SierraLeone","Food fortification and supplementation","drop",0.195604395604396
"level","child_iron","SierraLeone","Food fortification and supplementation","only",0.283516483516484
"level","child_iron","Gambia","Food prices and supply","drop",0.418909899888765
"level","child_iron","Gambia","Food prices and supply","only",0.180422691879867
"level","child_iron","Ghana","Food prices and supply","drop",0.548136557610242
"level","child_iron","Ghana","Food prices and supply","only",0.315106685633001
"level","child_iron","Malawi","Food prices and supply","drop",-0.0636072027411241
"level","child_iron","Malawi","Food prices and supply","only",-0.0088758474885179
"level","child_iron","SierraLeone","Food prices and supply","drop",0.257142857142857
"level","child_iron","SierraLeone","Food prices and supply","only",-0.107692307692308
"level","child_iron","Gambia","Household assets and characteristics","drop",0.417130144605117
"level","child_iron","Gambia","Household assets and characteristics","only",0.415766827180641
"level","child_iron","Ghana","Household assets and characteristics","drop",0.55049786628734
"level","child_iron","Ghana","Household assets and characteristics","only",0.0991337003471612
"level","child_iron","Malawi","Household assets and characteristics","drop",-0.0666326456222206
"level","child_iron","Malawi","Household assets and characteristics","only",-0.0946400988661643
"level","child_iron","SierraLeone","Household assets and characteristics","drop",0.243956043956044
"level","child_iron","SierraLeone","Household assets and characteristics","only",-0.12967032967033
"level","child_iron","Gambia","Household diet and consumption (HCES)","drop",0.417575083426029
"level","child_iron","Gambia","Household diet and consumption (HCES)","only",-0.2293659621802
"level","child_iron","Ghana","Household diet and consumption (HCES)","drop",0.559459459459459
"level","child_iron","Ghana","Household diet and consumption (HCES)","only",-0.273324880006064
"level","child_iron","Malawi","Household diet and consumption (HCES)","drop",-0.0458555077640883
"level","child_iron","Malawi","Household diet and consumption (HCES)","only",-0.30139607785959
"level","child_iron","SierraLeone","Household diet and consumption (HCES)","drop",0.257142857142857
"level","child_iron","SierraLeone","Household diet and consumption (HCES)","only",-0.248351648351648
"level","child_iron","Gambia","Immunisation","drop",0.418464961067853
"level","child_iron","Gambia","Immunisation","only",-0.0972191323692992
"level","child_iron","Ghana","Immunisation","drop",0.543726884779516
"level","child_iron","Ghana","Immunisation","only",0.0307254623044097
"level","child_iron","Malawi","Immunisation","drop",-0.0730662681344317
"level","child_iron","Malawi","Immunisation","only",0.0919661733615222
"level","child_iron","SierraLeone","Immunisation","drop",0.204395604395604
"level","child_iron","SierraLeone","Immunisation","only",-0.125274725274725
"level","child_iron","Gambia","Infant and young child feeding","drop",0.416685205784205
"level","child_iron","Gambia","Infant and young child feeding","only",0.147052280311457
"level","child_iron","Ghana","Infant and young child feeding","drop",0.551834992887624
"level","child_iron","Ghana","Infant and young child feeding","only",-0.17701280227596
"level","child_iron","Malawi","Infant and young child feeding","drop",-0.0349566231683313
"level","child_iron","Malawi","Infant and young child feeding","only",-0.186811985127943
"level","child_iron","SierraLeone","Infant and young child feeding","drop",0.265934065934066
"level","child_iron","SierraLeone","Infant and young child feeding","only",0.178021978021978
"level","child_iron","Gambia","Infection and inflammation burden","drop",0.411345939933259
"level","child_iron","Gambia","Infection and inflammation burden","only",0.213348164627364
"level","child_iron","Ghana","Infection and inflammation burden","drop",0.553769559032717
"level","child_iron","Ghana","Infection and inflammation burden","only",0.107795163584637
"level","child_iron","Malawi","Infection and inflammation burden","drop",-0.04632937231173
"level","child_iron","Malawi","Infection and inflammation burden","only",0.0152912444412043
"level","child_iron","SierraLeone","Infection and inflammation burden","drop",0.27032967032967
"level","child_iron","SierraLeone","Infection and inflammation burden","only",-0.221978021978022
"level","child_iron","Gambia","Livestock density","drop",0.406451612903226
"level","child_iron","Gambia","Livestock density","only",0.445161290322581
"level","child_iron","Ghana","Livestock density","drop",0.559061166429587
"level","child_iron","Ghana","Livestock density","only",0.383072546230441
"level","child_iron","Malawi","Livestock density","drop",-0.0702413064081067
"level","child_iron","Malawi","Livestock density","only",0.00380914194065758
"level","child_iron","SierraLeone","Livestock density","drop",0.173626373626374
"level","child_iron","SierraLeone","Livestock density","only",0.542857142857143
"level","child_iron","Gambia","Ruralness, population density, built environment","drop",0.420689655172414
"level","child_iron","Gambia","Ruralness, population density, built environment","only",0.414015572858732
"level","child_iron","Ghana","Ruralness, population density, built environment","drop",0.555163584637269
"level","child_iron","Ghana","Ruralness, population density, built environment","only",-0.0584921763869132
"level","child_iron","Malawi","Ruralness, population density, built environment","drop",-0.0592877451337756
"level","child_iron","Malawi","Ruralness, population density, built environment","only",-0.176368739520303
"level","child_iron","SierraLeone","Ruralness, population density, built environment","drop",0.204395604395604
"level","child_iron","SierraLeone","Ruralness, population density, built environment","only",0.226373626373626
"level","child_iron","Gambia","Satellite embedding","drop",0.467408231368187
"level","child_iron","Gambia","Satellite embedding","only",0.19377085650723
"level","child_iron","Ghana","Satellite embedding","drop",0.504495021337127
"level","child_iron","Ghana","Satellite embedding","only",0.520312944523471
"level","child_iron","Malawi","Satellite embedding","drop",-0.0795727928847415
"level","child_iron","Malawi","Satellite embedding","only",0.146023182911715
"level","child_iron","SierraLeone","Satellite embedding","drop",0.12967032967033
"level","child_iron","SierraLeone","Satellite embedding","only",0.362637362637363
"level","child_iron","Gambia","Soil characteristics","drop",0.375305895439377
"level","child_iron","Gambia","Soil characteristics","only",0.527030033370412
"level","child_iron","Ghana","Soil characteristics","drop",0.527169274537696
"level","child_iron","Ghana","Soil characteristics","only",0.518179231863442
"level","child_iron","Malawi","Soil characteristics","drop",-0.133629802434935
"level","child_iron","Malawi","Soil characteristics","only",0.231938470511045
"level","child_iron","SierraLeone","Soil characteristics","drop",0.221978021978022
"level","child_iron","SierraLeone","Soil characteristics","only",0.406593406593407
"level","child_iron","Gambia","Water and coast proximity","drop",0.39888765294772
"level","child_iron","Gambia","Water and coast proximity","only",0.203114571746385
"level","child_iron","Ghana","Water and coast proximity","drop",0.553428165007112
"level","child_iron","Ghana","Water and coast proximity","only",0.422019914651494
"level","child_iron","Malawi","Water and coast proximity","drop",-0.0683276226580156
"level","child_iron","Malawi","Water and coast proximity","only",0.0285776773346942
"level","child_iron","SierraLeone","Water and coast proximity","drop",0.221978021978022
"level","child_iron","SierraLeone","Water and coast proximity","only",0.468131868131868
"level","child_iron","Gambia","Water and sanitation","drop",0.443381535038932
"level","child_iron","Gambia","Water and sanitation","only",-0.04293659621802
"level","child_iron","Ghana","Water and sanitation","drop",0.552830725462304
"level","child_iron","Ghana","Water and sanitation","only",-0.136756756756757
"level","child_iron","Malawi","Water and sanitation","drop",-0.0527812203834658
"level","child_iron","Malawi","Water and sanitation","only",-0.172523146460596
"level","child_iron","SierraLeone","Water and sanitation","drop",0.27032967032967
"level","child_iron","SierraLeone","Water and sanitation","only",-0.142857142857143
"level","women_iron","Gambia","ALL","full",0.590656284760845
"level","women_iron","Ghana","ALL","full",0.348364153627311
"level","women_iron","Malawi","ALL","full",0.218834293212802
"level","women_iron","SierraLeone","ALL","full",-0.032967032967033
"level","women_iron","Gambia","Agricultural production, land use","drop",0.5853170189099
"level","women_iron","Gambia","Agricultural production, land use","only",0.162180200222469
"level","women_iron","Ghana","Agricultural production, land use","drop",0.334110953058321
"level","women_iron","Ghana","Agricultural production, land use","only",0.3462597482218
"level","women_iron","Malawi","Agricultural production, land use","drop",0.216519647153168
"level","women_iron","Malawi","Agricultural production, land use","only",0.0365936469334772
"level","women_iron","SierraLeone","Agricultural production, land use","drop",-0.0593406593406593
"level","women_iron","SierraLeone","Agricultural production, land use","only",0.287912087912088
"level","women_iron","Gambia","Anaemia and haemoglobin","drop",0.53726362625139
"level","women_iron","Gambia","Anaemia and haemoglobin","only",0.661401557285873
"level","women_iron","Ghana","Anaemia and haemoglobin","drop",0.31647226173542
"level","women_iron","Ghana","Anaemia and haemoglobin","only",0.403385490753912
"level","women_iron","Malawi","Anaemia and haemoglobin","drop",0.170864620543851
"level","women_iron","Malawi","Anaemia and haemoglobin","only",0.233669898665889
"level","women_iron","SierraLeone","Anaemia and haemoglobin","drop",-0.0153846153846154
"level","women_iron","SierraLeone","Anaemia and haemoglobin","only",-0.116483516483516
"level","women_iron","Gambia","Built environment","drop",0.656062291434928
"level","women_iron","Gambia","Built environment","only",-0.300111234705228
"level","women_iron","Ghana","Built environment","drop",0.355078236130868
"level","women_iron","Ghana","Built environment","only",0.122304409672831
"level","women_iron","Malawi","Built environment","drop",0.222679886272509
"level","women_iron","Malawi","Built environment","only",-0.0227819494058468
"level","women_iron","SierraLeone","Built environment","drop",0.0505494505494506
"level","women_iron","SierraLeone","Built environment","only",-0.296703296703297
"level","women_iron","Gambia","Child anthropometry","drop",0.566184649610678
"level","women_iron","Gambia","Child anthropometry","only",0.565739710789766
"level","women_iron","Ghana","Child anthropometry","drop",0.35203413940256
"level","women_iron","Ghana","Child anthropometry","only",0.189331436699858
"level","women_iron","Malawi","Child anthropometry","drop",0.249963548880951
"level","women_iron","Malawi","Child anthropometry","only",-0.104614711671648
"level","women_iron","SierraLeone","Child anthropometry","drop",-0.032967032967033
"level","women_iron","SierraLeone","Child anthropometry","only",-0.0769230769230769
"level","women_iron","Gambia","Climate and weather","drop",0.57908787541713
"level","women_iron","Gambia","Climate and weather","only",0.556395995550612
"level","women_iron","Ghana","Climate and weather","drop",0.331977240398293
"level","women_iron","Ghana","Climate and weather","only",0.268847795163585
"level","women_iron","Malawi","Climate and weather","drop",0.204180943354961
"level","women_iron","Malawi","Climate and weather","only",0.186392797258876
"level","women_iron","SierraLeone","Climate and weather","drop",-0.103296703296703
"level","women_iron","SierraLeone","Climate and weather","only",0.00659340659340659
"level","women_iron","Gambia","Conflict and insecurity","drop",0.618687430478309
"level","women_iron","Gambia","Conflict and insecurity","only",-0.408676307007786
"level","women_iron","Ghana","Conflict and insecurity","drop",0.349416785206259
"level","women_iron","Ghana","Conflict and insecurity","only",-0.198406827880512
"level","women_iron","Malawi","Conflict and insecurity","drop",0.21524385798644
"level","women_iron","Malawi","Conflict and insecurity","only",-0.041864110228184
"level","women_iron","SierraLeone","Conflict and insecurity","drop",-0.032967032967033
"level","women_iron","SierraLeone","Conflict and insecurity","only",-0.0549450549450549
"level","women_iron","Gambia","Ecosystem productivity/greenness","drop",0.608008898776418
"level","women_iron","Gambia","Ecosystem productivity/greenness","only",0.45539488320356
"level","women_iron","Ghana","Ecosystem productivity/greenness","drop",0.331635846372688
"level","women_iron","Ghana","Ecosystem productivity/greenness","only",0.322503556187767
"level","women_iron","Malawi","Ecosystem productivity/greenness","drop",0.221568127141503
"level","women_iron","Malawi","Ecosystem productivity/greenness","only",0.018189108405628
"level","women_iron","SierraLeone","Ecosystem productivity/greenness","drop",0.0153846153846154
"level","women_iron","SierraLeone","Ecosystem productivity/greenness","only",-0.243956043956044
"level","women_iron","Gambia","Education, employment, SES","drop",0.630255839822024
"level","women_iron","Gambia","Education, employment, SES","only",-0.606674082313682
"level","women_iron","Ghana","Education, employment, SES","drop",0.367908961593172
"level","women_iron","Ghana","Education, employment, SES","only",-0.0343385490753912
"level","women_iron","Malawi","Education, employment, SES","drop",0.245716993511701
"level","women_iron","Malawi","Education, employment, SES","only",-0.0702959830866808
"level","women_iron","SierraLeone","Education, employment, SES","drop",-0.0153846153846154
"level","women_iron","SierraLeone","Education, employment, SES","only",-0.38021978021978
"level","women_iron","Gambia","Food fortification and supplementation","drop",0.602669632925473
"level","women_iron","Gambia","Food fortification and supplementation","only",0.218137520234812
"level","women_iron","Ghana","Food fortification and supplementation","drop",0.348364153627311
"level","women_iron","Ghana","Food fortification and supplementation","only",-0.408574436215834
"level","women_iron","Malawi","Food fortification and supplementation","drop",0.228056426332288
"level","women_iron","Malawi","Food fortification and supplementation","only",-0.0707745314994947
"level","women_iron","SierraLeone","Food fortification and supplementation","drop",-0.032967032967033
"level","women_iron","SierraLeone","Food fortification and supplementation","only",0.142857142857143
"level","women_iron","Gambia","Food prices and supply","drop",0.626696329254728
"level","women_iron","Gambia","Food prices and supply","only",-0.0420467185761958
"level","women_iron","Ghana","Food prices and supply","drop",0.341450924608819
"level","women_iron","Ghana","Food prices and supply","only",0.0462019914651494
"level","women_iron","Malawi","Food prices and supply","drop",0.214350805569731
"level","women_iron","Malawi","Food prices and supply","only",-0.00317124735729387
"level","women_iron","SierraLeone","Food prices and supply","drop",-0.032967032967033
"level","women_iron","SierraLeone","Food prices and supply","only",0.0813186813186813
"level","women_iron","Gambia","Household assets and characteristics","drop",0.587541713014461
"level","women_iron","Gambia","Household assets and characteristics","only",0.545373840259983
"level","women_iron","Ghana","Household assets and characteristics","drop",0.360028449502134
"level","women_iron","Ghana","Household assets and characteristics","only",0.0457474501817291
"level","women_iron","Malawi","Household assets and characteristics","drop",0.229623824451411
"level","women_iron","Malawi","Household assets and characteristics","only",-0.0196206194375399
"level","women_iron","SierraLeone","Household assets and characteristics","drop",-0.0813186813186813
"level","women_iron","SierraLeone","Household assets and characteristics","only",-0.178021978021978
"level","women_iron","Gambia","Household diet and consumption (HCES)","drop",0.642714126807564
"level","women_iron","Gambia","Household diet and consumption (HCES)","only",-0.652947719688543
"level","women_iron","Ghana","Household diet and consumption (HCES)","drop",0.346714082503556
"level","women_iron","Ghana","Household diet and consumption (HCES)","only",0.0506056245951925
"level","women_iron","Malawi","Household diet and consumption (HCES)","drop",0.23192024495152
"level","women_iron","Malawi","Household diet and consumption (HCES)","only",-0.289640591966173
"level","women_iron","SierraLeone","Household diet and consumption (HCES)","drop",-0.032967032967033
"level","women_iron","SierraLeone","Household diet and consumption (HCES)","only",0.230769230769231
"level","women_iron","Gambia","Immunisation","drop",0.595105672969967
"level","women_iron","Gambia","Immunisation","only",-0.322803114571746
"level","women_iron","Ghana","Immunisation","drop",0.346685633001422
"level","women_iron","Ghana","Immunisation","only",-0.014651493598862
"level","women_iron","Malawi","Immunisation","drop",0.215626594736458
"level","women_iron","Malawi","Immunisation","only",-0.0981993147189619
"level","women_iron","SierraLeone","Immunisation","drop",-0.032967032967033
"level","women_iron","SierraLeone","Immunisation","only",-0.0989010989010989
"level","women_iron","Gambia","Infant and young child feeding","drop",0.620022246941046
"level","women_iron","Gambia","Infant and young child feeding","only",0.252502780867631
"level","women_iron","Ghana","Infant and young child feeding","drop",0.339089615931721
"level","women_iron","Ghana","Infant and young child feeding","only",-0.0433001422475107
"level","women_iron","Malawi","Infant and young child feeding","drop",0.228748997594226
"level","women_iron","Malawi","Infant and young child feeding","only",-0.0630057592768098
"level","women_iron","SierraLeone","Infant and young child feeding","drop",-0.032967032967033
"level","women_iron","SierraLeone","Infant and young child feeding","only",-0.283516483516484
"level","women_iron","Gambia","Infection and inflammation burden","drop",0.574193548387097
"level","women_iron","Gambia","Infection and inflammation burden","only",0.680533926585094
"level","women_iron","Ghana","Infection and inflammation burden","drop",0.283157894736842
"level","women_iron","Ghana","Infection and inflammation burden","only",0.336358463726885
"level","women_iron","Malawi","Infection and inflammation burden","drop",0.199332944521397
"level","women_iron","Malawi","Infection and inflammation burden","only",-3.64511190493548e-05
"level","women_iron","SierraLeone","Infection and inflammation burden","drop",-0.116483516483516
"level","women_iron","SierraLeone","Infection and inflammation burden","only",0.556043956043956
"level","women_iron","Gambia","Livestock density","drop",0.554616240266963
"level","women_iron","Gambia","Livestock density","only",0.574638487208009
"level","women_iron","Ghana","Livestock density","drop",0.33425320056899
"level","women_iron","Ghana","Livestock density","only",0.239886201991465
"level","women_iron","Malawi","Livestock density","drop",0.218797842093752
"level","women_iron","Malawi","Livestock density","only",0.0825071079682146
"level","women_iron","SierraLeone","Livestock density","drop",-0.125274725274725
"level","women_iron","SierraLeone","Livestock density","only",0.257142857142857
"level","women_iron","Gambia","Ruralness, population density, built environment","drop",0.647163515016685
"level","women_iron","Gambia","Ruralness, population density, built environment","only",-0.503003337041157
"level","women_iron","Ghana","Ruralness, population density, built environment","drop",0.356415362731152
"level","women_iron","Ghana","Ruralness, population density, built environment","only",-0.138975817923186
"level","women_iron","Malawi","Ruralness, population density, built environment","drop",0.213330174236349
"level","women_iron","Malawi","Ruralness, population density, built environment","only",-0.0703142086462054
"level","women_iron","SierraLeone","Ruralness, population density, built environment","drop",-0.0197802197802198
"level","women_iron","SierraLeone","Ruralness, population density, built environment","only",-0.265934065934066
"level","women_iron","Gambia","Satellite embedding","drop",0.584427141268076
"level","women_iron","Gambia","Satellite embedding","only",0.26273637374861
"level","women_iron","Ghana","Satellite embedding","drop",0.390128022759602
"level","women_iron","Ghana","Satellite embedding","only",0.118378378378378
"level","women_iron","Malawi","Satellite embedding","drop",0.191659983961508
"level","women_iron","Malawi","Satellite embedding","only",0.250054676678574
"level","women_iron","SierraLeone","Satellite embedding","drop",0.010989010989011
"level","women_iron","SierraLeone","Satellite embedding","only",-0.27032967032967
"level","women_iron","Gambia","Soil characteristics","drop",0.476751946607342
"level","women_iron","Gambia","Soil characteristics","only",0.659176863181313
"level","women_iron","Ghana","Soil characteristics","drop",0.343897581792319
"level","women_iron","Ghana","Soil characteristics","only",0.323556187766714
"level","women_iron","Malawi","Soil characteristics","drop",0.136928628708901
"level","women_iron","Malawi","Soil characteristics","only",0.333600641539695
"level","women_iron","SierraLeone","Soil characteristics","drop",-0.0813186813186813
"level","women_iron","SierraLeone","Soil characteristics","only",0.248351648351648
"level","women_iron","Gambia","Water and coast proximity","drop",0.627586206896552
"level","women_iron","Gambia","Water and coast proximity","only",-0.256062291434928
"level","women_iron","Ghana","Water and coast proximity","drop",0.351664295874822
"level","women_iron","Ghana","Water and coast proximity","only",0.0324039829302987
"level","women_iron","Malawi","Water and coast proximity","drop",0.202850477509659
"level","women_iron","Malawi","Water and coast proximity","only",0.1059087263979
"level","women_iron","SierraLeone","Water and coast proximity","drop",-0.032967032967033
"level","women_iron","SierraLeone","Water and coast proximity","only",-0.367032967032967
"level","women_iron","Gambia","Water and sanitation","drop",0.631590656284761
"level","women_iron","Gambia","Water and sanitation","only",-0.0651835372636263
"level","women_iron","Ghana","Water and sanitation","drop",0.332432432432432
"level","women_iron","Ghana","Water and sanitation","only",0.222048364153627
"level","women_iron","Malawi","Water and sanitation","drop",0.220401691331924
"level","women_iron","Malawi","Water and sanitation","only",0.0279762338703798
"level","women_iron","SierraLeone","Water and sanitation","drop",-0.0417582417582418
"level","women_iron","SierraLeone","Water and sanitation","only",-0.252747252747253
"level","women_folate","Ghana","ALL","full",-0.0689900426742532
"level","women_folate","Malawi","ALL","full",0.0842020850040096
"level","women_folate","SierraLeone","ALL","full",0.195604395604396
"level","women_folate","Ghana","Agricultural production, land use","drop",-0.0871123755334282
"level","women_folate","Ghana","Agricultural production, land use","only",0.0691352776384668
"level","women_folate","Malawi","Agricultural production, land use","drop",0.0598345119195159
"level","women_folate","Malawi","Agricultural production, land use","only",0.123525204704711
"level","women_folate","SierraLeone","Agricultural production, land use","drop",0.107692307692308
"level","women_folate","SierraLeone","Agricultural production, land use","only",-0.0549450549450549
"level","women_folate","Ghana","Anaemia and haemoglobin","drop",-0.128165007112376
"level","women_folate","Ghana","Anaemia and haemoglobin","only",0.292403982930299
"level","women_folate","Malawi","Anaemia and haemoglobin","drop",0.0197929576437997
"level","women_folate","Malawi","Anaemia and haemoglobin","only",0.378872931398994
"level","women_folate","SierraLeone","Anaemia and haemoglobin","drop",0.010989010989011
"level","women_folate","SierraLeone","Anaemia and haemoglobin","only",0.340659340659341
"level","women_folate","Ghana","Built environment","drop",-0.0548790896159317
"level","women_folate","Ghana","Built environment","only",-0.004950213371266
"level","women_folate","Malawi","Built environment","drop",0.0728840125391849
"level","women_folate","Malawi","Built environment","only",0.158052052198002
"level","women_folate","SierraLeone","Built environment","drop",0.0417582417582418
"level","women_folate","SierraLeone","Built environment","only",0.450549450549451
"level","women_folate","Ghana","Child anthropometry","drop",-0.056529160739687
"level","women_folate","Ghana","Child anthropometry","only",-0.165291607396871
"level","women_folate","Malawi","Child anthropometry","drop",0.109480936064737
"level","women_folate","Malawi","Child anthropometry","only",-0.096777721076037
"level","women_folate","SierraLeone","Child anthropometry","drop",0.164835164835165
"level","women_folate","SierraLeone","Child anthropometry","only",-0.0637362637362637
"level","women_folate","Ghana","Climate and weather","drop",-0.0769843527738264
"level","women_folate","Ghana","Climate and weather","only",0.0482503556187767
"level","women_folate","Malawi","Climate and weather","drop",0.0348837209302326
"level","women_folate","Malawi","Climate and weather","only",0.156265947364584
"level","women_folate","SierraLeone","Climate and weather","drop",0.125274725274725
"level","women_folate","SierraLeone","Climate and weather","only",0.327472527472527
"level","women_folate","Ghana","Conflict and insecurity","drop",-0.0679943100995733
"level","women_folate","Ghana","Conflict and insecurity","only",0.171834992887624
"level","women_folate","Malawi","Conflict and insecurity","drop",0.105380185171685
"level","women_folate","Malawi","Conflict and insecurity","only",-0.0605270831814537
"level","women_folate","SierraLeone","Conflict and insecurity","drop",0.191208791208791
"level","women_folate","SierraLeone","Conflict and insecurity","only",0.0637362637362637
"level","women_folate","Ghana","Ecosystem productivity/greenness","drop",-0.0593172119487909
"level","women_folate","Ghana","Ecosystem productivity/greenness","only",0.046628733997155
"level","women_folate","Malawi","Ecosystem productivity/greenness","drop",0.0782241014799154
"level","women_folate","Malawi","Ecosystem productivity/greenness","only",-0.0142341619887731
"level","women_folate","SierraLeone","Ecosystem productivity/greenness","drop",0.134065934065934
"level","women_folate","SierraLeone","Ecosystem productivity/greenness","only",-0.010989010989011
"level","women_folate","Ghana","Education, employment, SES","drop",-0.0379800853485064
"level","women_folate","Ghana","Education, employment, SES","only",-0.272147937411095
"level","women_folate","Malawi","Education, employment, SES","drop",0.128964059196617
"level","women_folate","Malawi","Education, employment, SES","only",-0.161660712983889
"level","women_folate","SierraLeone","Education, employment, SES","drop",0.164835164835165
"level","women_folate","SierraLeone","Education, employment, SES","only",0.142857142857143
"level","women_folate","Ghana","Food fortification and supplementation","drop",-0.0976671408250356
"level","women_folate","Ghana","Food fortification and supplementation","only",0.403367564977724
"level","women_folate","Malawi","Food fortification and supplementation","drop",0.0657942698840854
"level","women_folate","Malawi","Food fortification and supplementation","only",0.157774306753835
"level","women_folate","SierraLeone","Food fortification and supplementation","drop",0.235164835164835
"level","women_folate","SierraLeone","Food fortification and supplementation","only",-0.0505494505494506
"level","women_folate","Ghana","Food prices and supply","drop",-0.0627596017069701
"level","women_folate","Ghana","Food prices and supply","only",0.00145092460881935
"level","women_folate","Malawi","Food prices and supply","drop",0.0781147481227674
"level","women_folate","Malawi","Food prices and supply","only",0.0689472916818546
"level","women_folate","SierraLeone","Food prices and supply","drop",0.169230769230769
"level","women_folate","SierraLeone","Food prices and supply","only",-0.0153846153846154
"level","women_folate","Ghana","Household assets and characteristics","drop",-0.0619914651493599
"level","women_folate","Ghana","Household assets and characteristics","only",-0.378810509433908
"level","women_folate","Malawi","Household assets and characteristics","drop",0.0889407304804257
"level","women_folate","Malawi","Household assets and characteristics","only",-0.0555082178328172
"level","women_folate","SierraLeone","Household assets and characteristics","drop",0.134065934065934
"level","women_folate","SierraLeone","Household assets and characteristics","only",0.142857142857143
"level","women_folate","Ghana","Household diet and consumption (HCES)","drop",-0.0388335704125178
"level","women_folate","Ghana","Household diet and consumption (HCES)","only",-0.29291878113901
"level","women_folate","Malawi","Household diet and consumption (HCES)","drop",0.102172486695342
"level","women_folate","Malawi","Household diet and consumption (HCES)","only",-0.165415178245972
"level","women_folate","SierraLeone","Household diet and consumption (HCES)","drop",0.195604395604396
"level","women_folate","SierraLeone","Household diet and consumption (HCES)","only",-0.147252747252747
"level","women_folate","Ghana","Immunisation","drop",-0.0935988620199146
"level","women_folate","Ghana","Immunisation","only",0.141365576102418
"level","women_folate","Malawi","Immunisation","drop",0.0743238317416345
"level","women_folate","Malawi","Immunisation","only",0.0896697528614128
"level","women_folate","SierraLeone","Immunisation","drop",0.12967032967033
"level","women_folate","SierraLeone","Immunisation","only",0.0417582417582418
"level","women_folate","Ghana","Infant and young child feeding","drop",-0.0060597439544808
"level","women_folate","Ghana","Infant and young child feeding","only",-0.195931721194879
"level","women_folate","Malawi","Infant and young child feeding","drop",0.109754319457607
"level","women_folate","Malawi","Infant and young child feeding","only",-0.103922140409711
"level","women_folate","SierraLeone","Infant and young child feeding","drop",0.16043956043956
"level","women_folate","SierraLeone","Infant and young child feeding","only",-0.107692307692308
"level","women_folate","Ghana","Infection and inflammation burden","drop",-0.00608819345661451
"level","women_folate","Ghana","Infection and inflammation burden","only",-0.187112375533428
"level","women_folate","Malawi","Infection and inflammation burden","drop",0.106054530874098
"level","women_folate","Malawi","Infection and inflammation burden","only",-0.037854487132755
"level","women_folate","SierraLeone","Infection and inflammation burden","drop",0.16043956043956
"level","women_folate","SierraLeone","Infection and inflammation burden","only",0.217582417582418
"level","women_folate","Ghana","Livestock density","drop",-0.0640682788051209
"level","women_folate","Ghana","Livestock density","only",-0.139032716927454
"level","women_folate","Malawi","Livestock density","drop",0.105325508493111
"level","women_folate","Malawi","Livestock density","only",-0.0957570897426551
"level","women_folate","SierraLeone","Livestock density","drop",0.182417582417582
"level","women_folate","SierraLeone","Livestock density","only",0.138461538461538
"level","women_folate","Ghana","Ruralness, population density, built environment","drop",-0.0531152204836415
"level","women_folate","Ghana","Ruralness, population density, built environment","only",-0.259374110953058
"level","women_folate","Malawi","Ruralness, population density, built environment","drop",0.109371582707589
"level","women_folate","Malawi","Ruralness, population density, built environment","only",-0.120817234089087
"level","women_folate","SierraLeone","Ruralness, population density, built environment","drop",0.156043956043956
"level","women_folate","SierraLeone","Ruralness, population density, built environment","only",0.296703296703297
"level","women_folate","Ghana","Satellite embedding","drop",-0.0808250355618777
"level","women_folate","Ghana","Satellite embedding","only",-0.0327453769559033
"level","women_folate","Malawi","Satellite embedding","drop",0.120963038565284
"level","women_folate","Malawi","Satellite embedding","only",-0.141138732959102
"level","women_folate","SierraLeone","Satellite embedding","drop",0.235164835164835
"level","women_folate","SierraLeone","Satellite embedding","only",-0.305494505494505
"level","women_folate","Ghana","Soil characteristics","drop",-0.0732005689900427
"level","women_folate","Ghana","Soil characteristics","only",-0.0089900426742532
"level","women_folate","Malawi","Soil characteristics","drop",0.0722278923962966
"level","women_folate","Malawi","Soil characteristics","only",0.0905263541590727
"level","women_folate","SierraLeone","Soil characteristics","drop",0.12967032967033
"level","women_folate","SierraLeone","Soil characteristics","only",-0.0901098901098901
"level","women_folate","Ghana","Water and coast proximity","drop",-0.0720625889046941
"level","women_folate","Ghana","Water and coast proximity","only",-0.031578947368421
"level","women_folate","Malawi","Water and coast proximity","drop",0.0865896333017424
"level","women_folate","Malawi","Water and coast proximity","only",0.00667055478603193
"level","women_folate","SierraLeone","Water and coast proximity","drop",0.178021978021978
"level","women_folate","SierraLeone","Water and coast proximity","only",0.12967032967033
"level","women_folate","Ghana","Water and sanitation","drop",-0.0482503556187767
"level","women_folate","Ghana","Water and sanitation","only",-0.108051209103841
