"country","outcome","target","arm","reps","mean_r","sd_r","min_r","max_r","range_r"
"Gambia","child_iron","level","domain_enet",10,0.378598442714127,0.0969524765017414,0.190656284760845,0.514571746384872,0.323915461624027
"Gambia","child_iron","level","domain_index",10,0.4840489432703,0.0360563369244599,0.415350389321468,0.53503893214683,0.119688542825362
"Gambia","child_iron","level","null_train_mean",10,-0.317521454289314,0.152374198695613,-0.566419060824848,-0.133435259521238,0.43298380130361
"Gambia","child_iron","level","raw_enet",10,0.213829252787584,0.0930628949297622,0.0165272060775667,0.34860956618465,0.332082360107083
"Gambia","child_iron","level","region_mean_jk",10,0.142041238732795,0.103673498358443,-0.00579323342809511,0.331551205423289,0.337344438851384
"Gambia","child_iron","level","spatial",10,0.342157953281424,0.071372665094201,0.224916573971079,0.441601779755284,0.216685205784205
"Gambia","child_iron","level","spatial_plus_domain",10,0.353548387096774,0.0763534981627679,0.238264738598443,0.488320355951057,0.250055617352614
"Gambia","child_iron","prev","domain_enet",10,0.473133833164688,0.0393576804953962,0.410501726869903,0.510624099277197,0.100122372407294
"Gambia","child_iron","prev","domain_index",10,0.563711206069153,0.0192620499629412,0.538880857712144,0.590277008881221,0.051396151169077
"Gambia","child_iron","prev","null_train_mean",10,-0.353915124421755,0.123853009586562,-0.615504564211749,-0.22877160793711,0.386732956274639
"Gambia","child_iron","prev","raw_enet",10,0.315174720110695,0.0722677620790491,0.183112694424894,0.399377018824648,0.216264324399754
"Gambia","child_iron","prev","region_mean_jk",10,0.18942708827552,0.102947175894663,0.067290612718863,0.378607639510709,0.311317026791846
"Gambia","child_iron","prev","spatial",10,0.374057183313648,0.0377653280817032,0.325286463243251,0.445433310132003,0.120146846888752
"Gambia","child_iron","prev","spatial_plus_domain",10,0.389053289758652,0.0395137491511179,0.317944155933383,0.45010568751101,0.132161531577627
"Gambia","child_vitA","level","domain_enet",10,0.691657397107898,0.0727465523038449,0.504783092324805,0.782424916573971,0.277641824249166
"Gambia","child_vitA","level","domain_index",10,0.766006674082314,0.0158013500317198,0.737486095661847,0.790433815350389,0.0529477196885421
"Gambia","child_vitA","level","null_train_mean",10,-0.35074411074154,0.122994269487242,-0.582758072194795,-0.168836450822791,0.413921621372004
"Gambia","child_vitA","level","raw_enet",10,0.577219132369299,0.128078988426071,0.303670745272525,0.688097886540601,0.384427141268076
"Gambia","child_vitA","level","region_mean_jk",10,0.577838169697882,0.0407253277108321,0.4990536093503,0.63615149641996,0.13709788706966
"Gambia","child_vitA","level","spatial",10,0.658731924360401,0.0512107208528117,0.55194660734149,0.710344827586207,0.158398220244717
"Gambia","child_vitA","level","spatial_plus_domain",10,0.647296996662959,0.0543457349743787,0.55194660734149,0.710344827586207,0.158398220244717
"Gambia","child_vitA","prev","domain_enet",10,0.436218168973687,0.0985963858673064,0.24345713781058,0.576902092341631,0.333444954531051
"Gambia","child_vitA","prev","domain_index",10,0.650718831106888,0.0233550657441829,0.599176304401153,0.685377505071505,0.086201200670352
"Gambia","child_vitA","prev","null_train_mean",10,-0.322818394348901,0.131630329941588,-0.512583261297242,-0.151321122351048,0.361262138946194
"Gambia","child_vitA","prev","raw_enet",10,-0.0265275259195477,0.219501005020782,-0.350664329107728,0.354093403617488,0.704757732725216
"Gambia","child_vitA","prev","region_mean_jk",10,0.477009407048451,0.0502983785009174,0.392685920603332,0.537311798070804,0.144625877467472
"Gambia","child_vitA","prev","spatial",10,0.481724384211291,0.071548511456294,0.328099143636765,0.584920808683059,0.256821665046294
"Gambia","child_vitA","prev","spatial_plus_domain",10,0.485243709716696,0.0681857941226783,0.328099143636765,0.582470645356511,0.254371501719746
"Gambia","women_iron","level","domain_enet",10,0.541045606229143,0.0514670478620023,0.458064516129032,0.615572858731924,0.157508342602892
"Gambia","women_iron","level","domain_index",10,0.668298109010011,0.0286280474349186,0.611123470522803,0.711234705228031,0.100111234705228
"Gambia","women_iron","level","null_train_mean",10,-0.323512425124961,0.14758691534711,-0.56369589226319,-0.160666945137817,0.403028947125373
"Gambia","women_iron","level","raw_enet",10,0.500511679644049,0.0583298786153994,0.411790878754171,0.569744160177976,0.157953281423805
"Gambia","women_iron","level","region_mean_jk",10,0.47114260666798,0.0445947211658352,0.40753168999946,0.556818859108064,0.149287169108604
"Gambia","women_iron","level","spatial",10,0.56622914349277,0.0400381488814106,0.488765294771969,0.615127919911012,0.126362625139043
"Gambia","women_iron","level","spatial_plus_domain",10,0.564582869855395,0.041965067178755,0.489210233592881,0.615127919911012,0.125917686318131
"Gambia","women_iron","prev","domain_enet",10,0.67102013987368,0.0550232703315961,0.57670486506601,0.735788190113154,0.159083325047144
"Gambia","women_iron","prev","domain_index",10,0.747090893487133,0.0247925017090937,0.689064416323084,0.780287022294173,0.091222605971089
"Gambia","women_iron","prev","null_train_mean",10,-0.31605887025121,0.128167960732527,-0.509289174812376,-0.148429198006816,0.36085997680556
"Gambia","women_iron","prev","raw_enet",10,0.621136948998758,0.0725401523769214,0.50684169854181,0.735565695952249,0.228723997410439
"Gambia","women_iron","prev","region_mean_jk",10,0.589315601266793,0.0280142962491026,0.547521465731496,0.628008582609654,0.080487116878158
"Gambia","women_iron","prev","spatial",10,0.658983205768715,0.0379607178087078,0.584937149019499,0.694849264506616,0.109912115487117
"Gambia","women_iron","prev","spatial_plus_domain",10,0.652263882109381,0.0402888810331163,0.584937149019499,0.694849264506616,0.109912115487117
"Gambia","women_vitA","level","domain_enet",10,0.668164627363737,0.0405899759559524,0.606674082313682,0.718353726362625,0.111679644048943
"Gambia","women_vitA","level","domain_index",10,0.731434927697442,0.01311408480378,0.708565072302558,0.749499443826474,0.040934371523916
"Gambia","women_vitA","level","null_train_mean",10,-0.330864980241438,0.146738389896505,-0.558249555139874,-0.108926742466317,0.449322812673557
"Gambia","women_vitA","level","raw_enet",10,0.645383759733037,0.107936366297818,0.361067853170189,0.756618464961068,0.395550611790879
"Gambia","women_vitA","level","region_mean_jk",10,0.472025935789048,0.0420103805619125,0.396567895731881,0.52473325858323,0.128165362851349
"Gambia","women_vitA","level","spatial",10,0.600444938820912,0.0519705134647431,0.503448275862069,0.666295884315907,0.162847608453838
"Gambia","women_vitA","level","spatial_plus_domain",10,0.594215795328142,0.0502726176993824,0.505228031145717,0.636040044493882,0.130812013348165
"Gambia","women_vitA","prev","domain_enet",10,0.291352669428074,0.158778814045359,-0.00742082930294183,0.461347299603738,0.46876812890668
"Gambia","women_vitA","prev","domain_index",10,0.529094484443819,0.0413221567785296,0.455480726617933,0.584076006466788,0.128595279848855
"Gambia","women_vitA","prev","null_train_mean",10,-0.339664250113668,0.0826546899038987,-0.525653765503605,-0.234102633270731,0.291551132232874
"Gambia","women_vitA","prev","raw_enet",10,0.0976151207740941,0.103459788651883,-0.0537378085499776,0.280656851640931,0.334394660190909
"Gambia","women_vitA","prev","region_mean_jk",10,0.0220176574998294,0.109014965914385,-0.201517710187256,0.132925790004973,0.334443500192229
"Gambia","women_vitA","prev","spatial",10,0.37832355870862,0.0564177465225803,0.293093986370839,0.46791786134784,0.174823874977001
"Gambia","women_vitA","prev","spatial_plus_domain",10,0.36353979478439,0.06195266994065,0.247100054162124,0.435534378466194,0.18843432430407
"Ghana","child_iron","level","domain_enet",10,0.552611664295875,0.0310139186876475,0.490753911806543,0.584921763869132,0.094167852062589
"Ghana","child_iron","level","domain_index",10,0.548816500711237,0.0144258611059792,0.527368421052631,0.573314366998577,0.0459459459459459
"Ghana","child_iron","level","null_train_mean",10,-0.190707007307861,0.0797980829960175,-0.319224106774748,-0.0866652077055591,0.232558899069189
"Ghana","child_iron","level","raw_enet",10,0.52975533428165,0.0350512553856129,0.493513513513513,0.610184921763869,0.116671408250356
"Ghana","child_iron","level","region_mean_jk",10,0.359712047990425,0.0611921839134789,0.280215728462872,0.455396684810606,0.175180956347734
"Ghana","child_iron","level","spatial",10,0.527246088193457,0.0549369504338049,0.410782361308677,0.592460881934566,0.181678520625889
"Ghana","child_iron","level","spatial_plus_domain",10,0.532679943100996,0.0485135432077795,0.43524893314367,0.592460881934566,0.157211948790896
"Ghana","child_iron","prev","domain_enet",10,0.525725704554893,0.0226350045270432,0.478960516078278,0.564489179663685,0.0855286635854069
