"country","outcome","target","arm","reps","mean_r","sd_r","min_r","max_r","range_r"
"Ghana","child_iron","prev","domain_index",10,0.533616045038582,0.0127058989754431,0.500735342784079,0.544127931871901,0.043392589087822
"Ghana","child_iron","prev","null_train_mean",10,-0.177549049666641,0.0925134616058905,-0.288519937904674,-0.0459008992121072,0.242619038692567
"Ghana","child_iron","prev","raw_enet",10,0.519468833038512,0.0421498021979297,0.438951949239162,0.562233164831216,0.123281215592054
"Ghana","child_iron","prev","region_mean_jk",10,0.501991269626104,0.0271637678025536,0.474854127019367,0.560447976721792,0.085593849702425
"Ghana","child_iron","prev","spatial",10,0.513321906548776,0.0387059595390058,0.43582494133846,0.551624183688652,0.115799242350192
"Ghana","child_iron","prev","spatial_plus_domain",10,0.506570996341234,0.0372653784506826,0.445762829461238,0.560919535941423,0.115156706480185
"Ghana","child_vitA","level","domain_enet",10,0.174112751508694,0.0860201232822,-0.0470726414346627,0.263015647226174,0.310088288660837
"Ghana","child_vitA","level","domain_index",10,0.314753911806543,0.021267495889226,0.279288762446657,0.342588904694168,0.063300142247511
"Ghana","child_vitA","level","null_train_mean",10,-0.196107251406097,0.041918609249119,-0.236913934632282,-0.096681789500674,0.140232145131608
"Ghana","child_vitA","level","raw_enet",10,0.23316603437869,0.0652662325901468,0.107055983068638,0.322674253200569,0.215618270131931
"Ghana","child_vitA","level","region_mean_jk",10,0.439849802542479,0.0597252687275342,0.329393554302639,0.515681962611585,0.186288408308946
"Ghana","child_vitA","level","spatial",10,0.360321479374111,0.0497499109110013,0.282788051209104,0.420369843527738,0.137581792318634
"Ghana","child_vitA","level","spatial_plus_domain",10,0.351203413940256,0.0586981782997987,0.260739687055477,0.437866287339972,0.177126600284495
"Ghana","child_vitA","prev","domain_enet",10,0.226394402243712,0.0977246050681115,0.0646720723973944,0.347272483082516,0.282600410685122
"Ghana","child_vitA","prev","domain_index",10,0.363987947756886,0.0163321925054762,0.333517977807341,0.388420898445485,0.054902920638144
"Ghana","child_vitA","prev","null_train_mean",10,-0.180159604908215,0.072018857696971,-0.264292818936257,-0.0420666070140209,0.222226211922236
"Ghana","child_vitA","prev","raw_enet",10,0.101595721135662,0.038489482683304,0.0278070236836355,0.15115464718211,0.123347623498475
"Ghana","child_vitA","prev","region_mean_jk",10,0.147642262671198,0.0559887335486503,0.0853529216524712,0.240190123043368,0.154837201390897
"Ghana","child_vitA","prev","spatial",10,0.182944991450293,0.0421462666336338,0.117488797151751,0.251149209292306,0.133660412140555
"Ghana","child_vitA","prev","spatial_plus_domain",10,0.236635040964277,0.0488269773388944,0.13744433984701,0.319202357777217,0.181758017930207
"Ghana","women_b12","level","domain_enet",10,0.466668563300142,0.0350584045778737,0.395931721194879,0.519032716927454,0.123100995732575
"Ghana","women_b12","level","domain_index",10,0.535960170697013,0.0164777339843656,0.504580369843528,0.557581792318634,0.053001422475106
"Ghana","women_b12","level","null_train_mean",10,-0.221497108738931,0.0956560757174565,-0.363645469518301,-0.0705515761221134,0.293093893396188
"Ghana","women_b12","level","raw_enet",10,0.491570412517781,0.0471316777848172,0.423470839260313,0.560853485064011,0.137382645803698
"Ghana","women_b12","level","region_mean_jk",10,0.444913558057386,0.0453096104729732,0.39482037361357,0.518970703429071,0.124150329815501
"Ghana","women_b12","level","spatial",10,0.523035561877667,0.036381593047635,0.458691322901849,0.555163584637269,0.09647226173542
"Ghana","women_b12","level","spatial_plus_domain",10,0.519570412517781,0.0397021847594662,0.458691322901849,0.555163584637269,0.09647226173542
"Ghana","women_b12","prev","domain_enet",10,-0.0325962155848438,0.0573828880462044,-0.112693877302718,0.0863485844736284,0.199042461776346
"Ghana","women_b12","prev","domain_index",10,0.248645232822808,0.0280770043138578,0.204551222418352,0.297949340084246,0.093398117665894
"Ghana","women_b12","prev","null_train_mean",10,-0.217233193668528,0.0907961446702552,-0.402794912012462,-0.0870840090145323,0.31571090299793
"Ghana","women_b12","prev","raw_enet",10,0.129589451365067,0.0944710591792006,-0.0703004599667161,0.247705835176565,0.318006295143281
"Ghana","women_b12","prev","region_mean_jk",10,0.231650877854689,0.0827903259114329,0.0984812742467502,0.345028363199275,0.246547088952525
"Ghana","women_b12","prev","spatial",10,0.299406790086088,0.0458282101666444,0.226339198261423,0.352197957138211,0.125858758876788
"Ghana","women_b12","prev","spatial_plus_domain",10,0.289275135405112,0.0391186782558973,0.226339198261423,0.343164718094169,0.116825519832746
"Ghana","women_folate","level","domain_enet",10,0.251482219061167,0.0383801467948681,0.17977240398293,0.289331436699858,0.109559032716928
"Ghana","women_folate","level","domain_index",10,0.339473684210526,0.0104315897231603,0.327027027027027,0.358179231863442,0.031152204836415
"Ghana","women_folate","level","null_train_mean",10,-0.181692083692257,0.0924184198210343,-0.351886873497948,-0.0283077311601072,0.323579142337841
"Ghana","women_folate","level","raw_enet",10,0.397075391180654,0.0819000713261228,0.253769559032717,0.518662873399716,0.264893314366999
"Ghana","women_folate","level","region_mean_jk",10,0.382509277110578,0.0769190619145194,0.238095937451767,0.463530572813006,0.225434635361239
"Ghana","women_folate","level","spatial",10,0.563470839260313,0.0439822514639059,0.478805120910384,0.617467994310099,0.138662873399715
"Ghana","women_folate","level","spatial_plus_domain",10,0.557137980085348,0.0455332110579241,0.472432432432432,0.617467994310099,0.145035561877667
"Ghana","women_folate","prev","domain_enet",10,0.118764950793353,0.0562382429892897,0.0243284495857259,0.202037320692128,0.177708871106402
"Ghana","women_folate","prev","domain_index",10,0.227864610261616,0.0110722640939686,0.215101430938774,0.24843202662263,0.033330595683856
"Ghana","women_folate","prev","null_train_mean",10,-0.194963295447418,0.0609358122955856,-0.284476118665158,-0.079033273182492,0.205442845482666
"Ghana","women_folate","prev","raw_enet",10,0.203384197228519,0.110822590369594,-0.00454316834120098,0.383879466592497,0.388422634933698
"Ghana","women_folate","prev","region_mean_jk",10,0.268879166788053,0.0756741809328666,0.11027906655214,0.398308957359254,0.288029890807114
"Ghana","women_folate","prev","spatial",10,0.387811535582672,0.0482186149463836,0.280721486882899,0.451952608740141,0.171231121857242
"Ghana","women_folate","prev","spatial_plus_domain",10,0.372743596198849,0.0481272680026314,0.27125143316699,0.426936834315886,0.155685401148896
"Ghana","women_iron","level","domain_enet",10,0.272233285917497,0.0683561084445228,0.158634423897582,0.359118065433855,0.200483641536273
"Ghana","women_iron","level","domain_index",10,0.334958748221906,0.100277347910953,0.0831863442389758,0.421934566145092,0.338748221906116
"Ghana","women_iron","level","null_train_mean",10,-0.180298472312068,0.0686188029556508,-0.305723496529158,-0.0740356045725882,0.23168789195657
"Ghana","women_iron","level","raw_enet",10,0.306799431009957,0.0492525349739544,0.241137980085348,0.394366998577525,0.153229018492177
"Ghana","women_iron","level","region_mean_jk",10,0.369114391442858,0.0653418120366392,0.263956027291037,0.480914161252654,0.216958133961617
"Ghana","women_iron","level","spatial",10,0.556711237553343,0.0704601572313262,0.407681365576102,0.617325746799431,0.209644381223329
"Ghana","women_iron","level","spatial_plus_domain",10,0.556091038406828,0.0705302631095928,0.407681365576102,0.617325746799431,0.209644381223329
"Ghana","women_iron","prev","domain_enet",10,0.0957120280483462,0.0645064405977862,-0.00635343548001843,0.205915885796502,0.21226932127652
"Ghana","women_iron","prev","domain_index",10,0.264841056210184,0.086928670906988,0.0328945050283064,0.354616002588618,0.321721497560312
"Ghana","women_iron","prev","null_train_mean",10,-0.202498320258386,0.0522116117696796,-0.296048887661559,-0.120710409552481,0.175338478109078
"Ghana","women_iron","prev","raw_enet",10,0.162228671133173,0.118469211560592,-0.0877296296418984,0.34386701078803,0.431596640429928
"Ghana","women_iron","prev","region_mean_jk",10,0.352893860083498,0.0758997447092408,0.242484433419442,0.448671018503123,0.206186585083681
"Ghana","women_iron","prev","spatial",10,0.485982496357173,0.0540531654740316,0.373092181265935,0.547234482163819,0.174142300897884
"Ghana","women_iron","prev","spatial_plus_domain",10,0.484570881771313,0.054226808445207,0.373092181265935,0.547234482163819,0.174142300897884
"Ghana","women_vitA","level","domain_enet",10,0.513504978662873,0.0336817329844222,0.474310099573257,0.559857752489331,0.085547652916074
"Ghana","women_vitA","level","domain_index",10,0.505459459459459,0.0384145505000131,0.426230440967283,0.545263157894737,0.119032716927454
"Ghana","women_vitA","level","null_train_mean",10,-0.194365237180859,0.0806276547683876,-0.32445014945046,-0.0901492361560338,0.234300913294426
"Ghana","women_vitA","level","raw_enet",10,0.428862019914651,0.0580014367686588,0.351465149359886,0.506628733997155,0.155163584637269
"Ghana","women_vitA","level","region_mean_jk",10,0.317878564486442,0.0707671598300532,0.185841349361826,0.410985836727719,0.225144487365893
"Ghana","women_vitA","level","spatial",10,0.424335704125178,0.0320570620501454,0.381479374110953,0.484836415362731,0.103357041251778
"Ghana","women_vitA","level","spatial_plus_domain",10,0.43998293029872,0.0312883946031416,0.396642958748222,0.492233285917496,0.095590327169274
"Ghana","women_vitA","prev","domain_enet",10,0.00163789858298451,0.106608489140357,-0.177070227737472,0.154147849439149,0.331218077176621
"Ghana","women_vitA","prev","domain_index",10,0.137370695731892,0.074615746926451,0.0221544069113639,0.256558730338742,0.234404323427378
"Ghana","women_vitA","prev","null_train_mean",10,-0.164076187441962,0.0806016107215381,-0.257595178870204,-0.0272948533902203,0.230300325479984
"Ghana","women_vitA","prev","raw_enet",10,-0.193180540993789,0.0708019464349523,-0.287634354843345,-0.0757432181578613,0.211891136685484
"Ghana","women_vitA","prev","region_mean_jk",10,-0.172170896356849,0.0646008265098843,-0.269635307992648,-0.0643158847352936,0.205319423257354
"Ghana","women_vitA","prev","spatial",10,0.0651058732683954,0.0392050869043231,0.00920500005472162,0.121871526148227,0.112666526093505
"Ghana","women_vitA","prev","spatial_plus_domain",10,0.0611608732449433,0.035700127567002,0.0128379661780137,0.11373635660834,0.100898390430326
"Malawi","child_iron","level","domain_enet",10,0.230451264853831,0.0883711444364117,0.0978165779689436,0.332087920099147,0.234271342130203
"Malawi","child_iron","level","domain_index",10,0.28387767004447,0.0280769932624538,0.23757016840417,0.330885033170518,0.093314864766348
"Malawi","child_iron","level","null_train_mean",10,-0.220935258920389,0.102705939930849,-0.414748282949591,-0.0472188418292836,0.367529441120307
"Malawi","child_iron","level","raw_enet",10,0.459845447255231,0.053552588020187,0.383046584530145,0.535466938835022,0.152420354304877
"Malawi","child_iron","level","region_mean_jk",10,0.40612056738406,0.0654516611228783,0.321192573116609,0.520941852892954,0.199749279776345
"Malawi","child_iron","level","spatial",10,0.194951520011664,0.0669827055872107,0.0534737916454035,0.310126120871911,0.256652329226507
"Malawi","child_iron","level","spatial_plus_domain",10,0.322811110301086,0.0748551447419474,0.2175038273675,0.454363198950208,0.236859371582708
"Malawi","child_iron","prev","domain_enet",10,0.123216791475645,0.098362218462278,-0.0365547036399352,0.2795097796719,0.316064483311835
"Malawi","child_iron","prev","domain_index",10,0.245562009949366,0.0363783939338332,0.197123437579089,0.296920997103005,0.099797559523916
"Malawi","child_iron","prev","null_train_mean",10,-0.198068955154211,0.126372943602465,-0.419204415818608,-0.00236901761595745,0.416835398202651
"Malawi","child_iron","prev","raw_enet",10,0.185234421494722,0.133708393834648,-0.0525072701680849,0.324912105691828,0.377419375859913
"Malawi","child_iron","prev","region_mean_jk",10,0.125184212379967,0.0835743008180738,-0.015007483490869,0.25169710862114,0.266704592112009
"Malawi","child_iron","prev","spatial",10,0.0956340075295213,0.0425707321220119,0.0302256545660992,0.178344130774141,0.148118476208042
"Malawi","child_iron","prev","spatial_plus_domain",10,0.091987593318439,0.0517589235464143,0.0107896648617065,0.163167459320312,0.152377794458606
"Malawi","child_vitA","level","domain_enet",10,-0.152005828757699,0.0878124437892181,-0.282120956686874,0.0117787750430721,0.293899731729946
"Malawi","child_vitA","level","domain_index",10,0.0824178027265437,0.045320890903462,0.0133957862506379,0.151581978566742,0.138186192316104
"Malawi","child_vitA","level","null_train_mean",10,-0.178462482678161,0.0440242624336316,-0.235880296725289,-0.123864592373921,0.112015704351368
"Malawi","child_vitA","level","raw_enet",10,-0.194255860309749,0.107814048183519,-0.44175919098748,-0.0204743167761917,0.421284874211288
"Malawi","child_vitA","level","region_mean_jk",10,0.0448618234035407,0.0394550237527002,-0.0264118444891539,0.108393601183665,0.134805445672819
"Malawi","child_vitA","level","spatial",10,0.0533225195013487,0.0388579700594841,0.0134869140482613,0.10793176350514,0.0944448494568787
"Malawi","child_vitA","level","spatial_plus_domain",10,0.0503189472916819,0.0443819218786203,-0.0197929576437997,0.10793176350514,0.12772472114894
"Malawi","child_vitA","prev","domain_enet",10,0.0443322903867938,0.0961203746704697,-0.134607192217172,0.164076277281713,0.298683469498885
"Malawi","child_vitA","prev","domain_index",10,0.205716431777577,0.0424162027302976,0.112213289733883,0.271670773304656,0.159457483570773
"Malawi","child_vitA","prev","null_train_mean",10,-0.193120150925079,0.0963385064503431,-0.364012398556443,-0.0472266436080035,0.31678575494844
"Malawi","child_vitA","prev","raw_enet",10,-0.0890674153306469,0.0917163440538308,-0.276086309541474,0.00830677539136986,0.284393084932844
"Malawi","child_vitA","prev","region_mean_jk",10,0.13517929430293,0.101360836526608,-0.115365333738005,0.241718675713965,0.35708400945197
"Malawi","child_vitA","prev","spatial",10,0.126637856915233,0.0553352907688907,0.0373631796916772,0.206920620881016,0.169557441189339
"Malawi","child_vitA","prev","spatial_plus_domain",10,0.150420829690185,0.0528666006076111,0.0715278808161178,0.20376021943958,0.132232338623462
"Malawi","child_zinc","level","domain_enet",10,-0.14536303029496,0.0575606738098991,-0.232376020521384,-0.044965286042584,0.1874107344788
"Malawi","child_zinc","level","domain_index",10,0.0404716774804987,0.0329272465692835,-0.0404607421447838,0.0878289713494204,0.128289713494204
"Malawi","child_zinc","level","null_train_mean",10,-0.18276584255888,0.0701468689356848,-0.332931432137653,-0.119930463933152,0.213000968204501
"Malawi","child_zinc","level","raw_enet",10,-0.216720252974921,0.0670661351555178,-0.335957594768671,-0.129593725044167,0.206363869724504
"Malawi","child_zinc","level","region_mean_jk",10,-0.06912917318355,0.0494438921199348,-0.144490575714538,0.0123951313890342,0.156885707103572
"Malawi","child_zinc","level","spatial",10,-0.155099511555005,0.0851255961651397,-0.307137129109864,0.0250054676678574,0.332142596777721
"Malawi","child_zinc","level","spatial_plus_domain",10,-0.159958445724284,0.0947090526815516,-0.314390901800685,0.0250054676678574,0.339396369468542
"Malawi","child_zinc","prev","domain_enet",10,-0.185951647037359,0.106617539297293,-0.348737319254049,-0.0181473194728384,0.330589999781211
"Malawi","child_zinc","prev","domain_index",10,0.00508313919441676,0.0558071339601605,-0.111444362718336,0.0671674490395667,0.178611811757903
"Malawi","child_zinc","prev","null_train_mean",10,-0.202320050086915,0.0859455269213158,-0.362443977125809,-0.0845308746836569,0.277913102442152
"Malawi","child_zinc","prev","raw_enet",10,-0.197409656030616,0.103543293959195,-0.399742753984237,-0.0181473194728384,0.381595434511399
"Malawi","child_zinc","prev","region_mean_jk",10,0.0669016088099049,0.0532147835024748,-0.0360934961535226,0.134080404262289,0.170173900415812
"Malawi","child_zinc","prev","spatial",10,-0.0618992529483662,0.118597254023953,-0.26908002080631,0.0951356539328064,0.364215674739116
"Malawi","child_zinc","prev","spatial_plus_domain",10,-0.0684254712935651,0.121855564301341,-0.26908002080631,0.0951356539328064,0.364215674739116
"Malawi","women_b12","level","domain_enet",10,0.574394911423781,0.036951709992886,0.512794342786324,0.625300721732157,0.112506378945833
"Malawi","women_b12","level","domain_index",10,0.486906758037472,0.0287023679173869,0.432966392068236,0.53358970620398,0.100623314135744
"Malawi","women_b12","level","null_train_mean",10,-0.199893717113304,0.0773596928813356,-0.340167252295853,-0.0958420652059813,0.244325187089872
"Malawi","women_b12","level","raw_enet",10,0.685603630531457,0.017712714537278,0.653204053364438,0.706951228402712,0.053747175038274
"Malawi","women_b12","level","region_mean_jk",10,0.577744810108721,0.0566696822561864,0.491363841883801,0.6600165918567,0.168652749972899
"Malawi","women_b12","level","spatial",10,0.633651673106364,0.0204032238741204,0.598290442516585,0.657487059852737,0.059196617336152
"Malawi","women_b12","level","spatial_plus_domain",10,0.63628526645768,0.0259087197008751,0.584621272873077,0.660986367281475,0.076365094408398
"Malawi","women_b12","prev","domain_enet",10,0.250994296545723,0.0752234856930639,0.103983759437014,0.383280922566944,0.27929716312993
"Malawi","women_b12","prev","domain_index",10,0.285695688160686,0.056959461695478,0.164779020453875,0.351257386664225,0.18647836621035
"Malawi","women_b12","prev","null_train_mean",10,-0.187504005245849,0.0901441681970729,-0.342821850385898,-0.0504005032002531,0.292421347185645
"Malawi","women_b12","prev","raw_enet",10,0.196285496658259,0.0694804649242053,0.0788842312970452,0.315264910597502,0.236380679300457
"Malawi","women_b12","prev","region_mean_jk",10,0.24079613319,0.054359932131032,0.120362289183986,0.314711940971599,0.194349651787613
"Malawi","women_b12","prev","spatial",10,0.386417745369462,0.0469071879964529,0.277875268678651,0.442394638841423,0.164519370162772
"Malawi","women_b12","prev","spatial_plus_domain",10,0.389276371431511,0.0569234184269564,0.243601430253038,0.437350004614276,0.193748574361238
"Malawi","women_folate","level","domain_enet",10,0.195258031306587,0.07619919830768,0.0672476510699925,0.339451046147117,0.272203395077125
"Malawi","women_folate","level","domain_index",10,0.284654078880222,0.039231169854024,0.233068455201575,0.34094554202814,0.107877086826565
"Malawi","women_folate","level","null_train_mean",10,-0.198366568437241,0.0686731030255832,-0.342771403509601,-0.107969969430008,0.234801434079593
"Malawi","women_folate","level","raw_enet",10,0.267000505406818,0.0811139278364215,0.139672419999835,0.390464387256689,0.250791967256854
"Malawi","women_folate","level","region_mean_jk",10,0.361320018722982,0.0645936143549549,0.273522742604963,0.442683255585231,0.169160512980268
"Malawi","women_folate","level","spatial",10,0.480702777575271,0.0401007500860934,0.423179266603485,0.542009914704381,0.118830648100896
"Malawi","women_folate","level","spatial_plus_domain",10,0.474755777502369,0.0411669157111561,0.402711963257272,0.54153605015674,0.138824086899468
"Malawi","women_folate","prev","domain_enet",10,0.153898558561981,0.0633199251583909,0.0600502474271532,0.262441765898447,0.202391518471294
"Malawi","women_folate","prev","domain_index",10,0.207409328475993,0.0722044364017184,0.0991559813353024,0.293828252989938,0.194672271654636
"Malawi","women_folate","prev","null_train_mean",10,-0.191742743631881,0.0541453144797318,-0.299768303145393,-0.104030137211741,0.195738165933652
"Malawi","women_folate","prev","raw_enet",10,0.148998788816192,0.0859874191929639,-0.0207798921255271,0.274913030114109,0.295692922239636
"Malawi","women_folate","prev","region_mean_jk",10,0.39359065772782,0.0538326434606908,0.307041715219888,0.459589856400425,0.152548141180537
"Malawi","women_folate","prev","spatial",10,0.42858525297121,0.065230056490564,0.303369642481929,0.499959500707638,0.196589858225709
"Malawi","women_folate","prev","spatial_plus_domain",10,0.420455058256766,0.0658289909637065,0.303369642481929,0.499959500707638,0.196589858225709
"Malawi","women_iron","level","domain_enet",10,-0.119796829035055,0.0761498884230488,-0.259966327536997,-0.00863042949310322,0.251335898043894
"Malawi","women_iron","level","domain_index",10,0.171103375373624,0.0670149070564642,0.0956659619450317,0.268772326310418,0.173106364365386
"Malawi","women_iron","level","null_train_mean",10,-0.196145599473516,0.0973228466411408,-0.33978593015384,-0.0511064675698076,0.288679462584032
"Malawi","women_iron","level","raw_enet",10,0.294181017100529,0.0511705292384758,0.227079731428677,0.382700298899176,0.155620567470499
"Malawi","women_iron","level","region_mean_jk",10,0.117428299885379,0.0737300524765704,-0.0572858288270917,0.197383353303172,0.254669182130264
"Malawi","women_iron","level","spatial",10,0.226904570970329,0.0620987365194914,0.130640810672888,0.313023984836334,0.182383174163446
