"country","outcome","target","rep","variant","spearman","mae","rho_sd_across_folds","rho_mean"
"Gambia","women_vitA","prev",3,"insample",0.405497524778871,3.13996317276571,0.080219969828153,0.502017853049335
"Gambia","women_vitA","prev",3,"pooled",0.40221224390682,3.23101699119564,0.080219969828153,0.502017853049335
"Gambia","women_vitA","level",1,"none",0.716573971078977,0.0690805205244987,0.0534986011177978,0.709143789304456
"Gambia","women_vitA","level",1,"nested1",0.708565072302558,0.0689616294136239,0.0534986011177978,0.709143789304456
"Gambia","women_vitA","level",1,"nested5",0.708565072302558,0.0685566814129522,0.0534986011177978,0.709143789304456
"Gambia","women_vitA","level",1,"insample",0.715684093437152,0.0677585928455972,0.0534986011177978,0.709143789304456
"Gambia","women_vitA","level",1,"pooled",0.713904338153504,0.0674578337414461,0.0534986011177978,0.709143789304456
"Gambia","women_vitA","level",2,"none",0.722358175750834,0.0714935130318642,0.0262416804240437,0.712716598682745
"Gambia","women_vitA","level",2,"nested1",0.704115684093437,0.069326595868949,0.0262416804240437,0.712716598682745
"Gambia","women_vitA","level",2,"nested5",0.699666295884316,0.0693912435691157,0.0262416804240437,0.712716598682745
"Gambia","women_vitA","level",2,"insample",0.717908787541713,0.0685936872837096,0.0262416804240437,0.712716598682745
"Gambia","women_vitA","level",2,"pooled",0.692547274749722,0.0689948516202752,0.0262416804240437,0.712716598682745
"Gambia","women_vitA","level",3,"none",0.698776418242492,0.0732711529816155,0.0319453440047116,0.715197458267984
"Gambia","women_vitA","level",3,"nested1",0.663626251390434,0.0734172689673257,0.0319453440047116,0.715197458267984
"Gambia","women_vitA","level",3,"nested5",0.670300333704116,0.0736234121734491,0.0319453440047116,0.715197458267984
"Gambia","women_vitA","level",3,"insample",0.680978865406007,0.0713572573633742,0.0319453440047116,0.715197458267984
"Gambia","women_vitA","level",3,"pooled",0.651167964404894,0.0726399211997203,0.0319453440047116,0.715197458267984
"Gambia","child_iron","prev",1,"none",0.49638447297927,12.6070830950734,0.117747105813353,0.477848036113743
"Gambia","child_iron","prev",1,"nested1",0.419178999145202,11.0531022016568,0.117747105813353,0.477848036113743
"Gambia","child_iron","prev",1,"nested5",0.419178999145202,11.0314272060133,0.117747105813353,0.477848036113743
"Gambia","child_iron","prev",1,"insample",0.443653356844762,11.0487905502626,0.117747105813353,0.477848036113743
"Gambia","child_iron","prev",1,"pooled",0.452108134959156,10.5625331634651,0.117747105813353,0.477848036113743
"Gambia","child_iron","prev",2,"none",0.563577709572609,12.0479568782408,0.0769988646321146,0.466379904884943
"Gambia","child_iron","prev",2,"nested1",0.512849040886247,10.1776235763806,0.0769988646321146,0.466379904884943
"Gambia","child_iron","prev",2,"nested5",0.508844145989956,10.2309638979496,0.0769988646321146,0.466379904884943
"Gambia","child_iron","prev",2,"insample",0.532206032884991,10.3564832390067,0.0769988646321146,0.466379904884943
"Gambia","child_iron","prev",2,"pooled",0.543775729252056,10.0165943548184,0.0769988646321146,0.466379904884943
"Gambia","child_iron","prev",3,"none",0.411614197674429,12.9923127487685,0.0674167593302153,0.483495633587553
"Gambia","child_iron","prev",3,"nested1",0.258760709132627,11.3535131396291,0.0674167593302153,0.483495633587553
"Gambia","child_iron","prev",3,"nested5",0.26588052228159,11.3651721562139,0.0674167593302153,0.483495633587553
"Gambia","child_iron","prev",3,"insample",0.314829237680712,11.7729522142895,0.0674167593302153,0.483495633587553
"Gambia","child_iron","prev",3,"pooled",0.26454555731616,11.3710660592023,0.0674167593302153,0.483495633587553
"Gambia","child_iron","level",1,"none",0.372636262513904,0.245215682983144,0.165366788781523,0.392280051350454
