"estimand","n_train","n_test","country","outcome","target","rep","mse_pick","rank_pick","library","w_mean","wr_mean","rho_mean","w_lasso","wr_lasso","rho_lasso","w_enet","wr_enet","rho_enet","w_ridge","wr_ridge","rho_ridge","w_ranger","wr_ranger","rho_ranger","w_xgb","wr_xgb","rho_xgb","w_domain_index","wr_domain_index","rho_domain_index","w_domain_pc_ridge","wr_domain_pc_ridge","rho_domain_pc_ridge","w_domain_pc_enet","wr_domain_pc_enet","rho_domain_pc_enet","w_domain_pc1_ols","wr_domain_pc1_ols","rho_domain_pc1_ols","w_hapc","wr_hapc","rho_hapc","w_hapc_lasso","wr_hapc_lasso","rho_hapc_lasso","w_spatial_gam","wr_spatial_gam","rho_spatial_gam","w_spatial_plus_domain","wr_spatial_plus_domain","rho_spatial_plus_domain"
"infill",60,15,"Ghana","child_iron","prev",1,"lasso","lasso","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.0414470362720188,NA,-0.324766794124309,0.318016073610168,NA,0.572174715472648,0,NA,0.492500939424555,0,NA,0.525011183007815,0,NA,0.461940753297018,0,NA,0.415417953996209,0.354222477897481,NA,0.514118719219423,0,NA,0.470075278683746,0,NA,0.495927468953896,0,NA,0.179488859817434,0,NA,0.420822398944925,0,NA,0.51462016256518,0.286314412220332,NA,0.517740254494336,0,NA,0.50130405593896
"infill",60,15,"Ghana","child_iron","prev",1,"spatial_plus_domain","spatial_plus_domain","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.312104304432361,0,NA,0.505942657226611,0,NA,0.439158449551471,0,NA,0.547909351402429,0,NA,0.499361833422297,0,NA,0.341422062118751,0.0711591049330848,NA,0.537591958149903,0,NA,0.564472950299729,0.40007455083672,NA,0.59829726926004,0,NA,-0.189003490447639,0,NA,0.435784383109429,0,NA,0.52233894704414,0,NA,0.605212711223896,0.528766344230195,NA,0.608224274659768
"infill",60,15,"Ghana","child_iron","prev",1,"ridge","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.376961699486436,NA,-0.644343299071119,0,NA,0.0643587490202953,0,NA,0.0152340020566784,0,NA,0.359214430399994,0,NA,0.28088863900278,0,NA,0.161122551978714,0.623038300513564,NA,0.498932217408938,0,NA,0.305758405090372,0,NA,0.0503263468806215,0,NA,0.188758730249083,0,NA,0.128093267129799,0,NA,0.381233953632603,0,NA,0.469172328776032,0,NA,0.469619425694461
"infill",60,15,"Ghana","child_iron","prev",1,"ridge","hapc_lasso","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.0110018946771941,NA,-0.411217151304098,0,NA,0.348717435338267,0,NA,0.282532801725718,0.803539058712965,NA,0.481616625883484,0,NA,0.384501204796717,0,NA,0.194398186379887,0.107554393445901,NA,0.443517928237153,0,NA,0.451801466451619,0,NA,0.229122109198102,0.0779046531639398,NA,0.285600778842187,0,NA,0.437298301901039,0,NA,0.488645082550304,0,NA,0.282030769106659,0,NA,0.282030769106659
"infill",60,15,"Ghana","child_iron","prev",1,"domain_pc_ridge","spatial_gam","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.341226665015349,0,NA,0.268131559843099,0.0548313552498886,NA,0.33313568527152,0,NA,0.384586827019884,0,NA,0.320419305522331,0,NA,0.116566814367567,0.220755046470236,NA,0.361775426504891,0.533484209902993,NA,0.410688869662956,0,NA,0.257729784302644,0.0179150690929986,NA,0.0924726211585769,0,NA,0.243033441917068,0,NA,0.30170726426859,0.173014319283884,NA,0.421955135931975,0,NA,0.410242680899827
"infill",60,15,"Ghana","child_iron","prev",2,"domain_index","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.478380499951515,0,NA,0.43255946865348,0,NA,0.361093606592056,0.255458119021122,NA,0.523571787720389,0,NA,0.289878697616295,0,NA,0.208653548890221,0.744541880978878,NA,0.526053434900829,0,NA,0.392128138185644,0,NA,0.0369179872685624,0,NA,0.039985191648881,0,NA,0.322948737571366,0,NA,0.489525819098853,0,NA,0.325123664313774,0,NA,0.325123664313774
"infill",60,15,"Ghana","child_iron","prev",2,"lasso","lasso","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.470791930028837,0.454759706962812,NA,0.530221825882528,0,NA,0.475555176676167,0,NA,0.487141826022766,0,NA,0.390204846429056,0,NA,0.364267503674864,0.13871981730563,NA,0.462851741850379,0,NA,0.451628047784517,0,NA,0.404025066734035,0.148667980923538,NA,0.424936874831871,0,NA,0.380237536027284,0,NA,0.35784598716952,0,NA,0.510315124715962,0.25785249480802,NA,0.510315124715962
"infill",60,15,"Ghana","child_iron","prev",2,"ridge","ridge","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.523731306335218,NA,-0.282839592182786,0,NA,0.215747907120549,0,NA,0.283758726803591,0,NA,0.34033237509149,0,NA,0.319628590376194,0,NA,0.172197607282595,0.439938297256754,NA,0.319044209356004,0,NA,0.312782984139685,0,NA,0.0603340532590002,0,NA,-0.118100621413596,0,NA,0.311029841079115,0,NA,0.281337719719948,0.0363303964080284,NA,0.326307230606934,0,NA,0.287710255606779
"infill",60,15,"Ghana","child_iron","prev",2,"spatial_plus_domain","spatial_gam","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.445997438442379,0,NA,0.489811920282685,0,NA,0.445636198438594,0,NA,0.469691455690398,0,NA,0.454761568648965,0,NA,0.370317011289382,0.127435104987044,NA,0.513922990196327,0,NA,0.46888217209376,0,NA,0.463635781881069,0,NA,0.238208440720886,0,NA,0.248282626182489,0,NA,0.460845148789213,0,NA,0.539485189317734,0.872564895012956,NA,0.539485189317734
"infill",60,15,"Ghana","child_iron","prev",2,"spatial_gam","spatial_gam","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.103001409519543,NA,-0.39598330591078,0,NA,0.460989409081772,0,NA,0.439702216101721,0,NA,0.503899466941689,0,NA,0.478136648630748,0,NA,0.298412318937157,0.306726652445885,NA,0.506417006190315,0,NA,0.490752317532197,0,NA,0.484094824852497,0.04178894549317,NA,0.346637181877507,0,NA,0.337462149949181,0,NA,0.456457838434245,0.244427509084775,NA,0.511759783929067,0.304055483456627,NA,0.509466025946985
