"estimand","target","arm","cells","scored","mean_spearman","median_spearman","cells_positive","mean_wmae"
"region","level","lasso_nested",24,18,0.288354325014602,0.306262302252679,15,0.225963546636235
"region","level","ridge_nested_1se",24,18,0.296471047118128,0.285379077638395,16,0.188486023356818
"region","level","enet_nested_1se",24,18,0.315507350995375,0.301541882335788,16,0.190986595099814
"region","level","lasso_nested_1se",24,18,0.305244432385619,0.311938851095986,16,0.190126994074982
"region","level","sparse5",24,18,0.292864471951915,0.317116757193065,16,0.212619288747921
"region","level","sparse10",24,18,0.323893093521206,0.378946777840333,16,0.202274385418347
"region","level","sparse20",24,18,0.335979049504257,0.360182049747533,16,0.200834716488928
"region","level","sparse10w",24,18,0.323705582933768,0.376700592478459,16,0.20383716781887
"region","prev","domain_index",24,18,0.263184207360285,0.200831603025084,15,13.9749987281374
"region","prev","domain_enet",24,18,0.0564628355612173,0.0492937638019354,10,11.448596067653
"region","prev","index_soft1",24,18,0.248673991023257,0.171667274232557,14,14.2748305037842
"region","prev","index_soft2",24,18,0.207509233741291,0.169159272411838,11,15.455161595559
"region","prev","index_meta",24,18,0.0550996837410762,0.104982639263116,11,17.0835395610082
"region","prev","index_meta_agree",24,18,-0.0878317723424314,-0.0574722714310787,6,17.1664814418754
"region","prev","index_decor",24,18,0.261707776385364,0.227318234736757,15,14.4011780090397
"region","prev","ridge_min",24,18,0.0860612261772851,0.0937237585618018,10,11.1512878471934
"region","prev","ridge_nested",24,18,0.190842938626728,0.199067714949669,11,11.8794331927557
"region","prev","enet_1se",24,18,-0.275165427496378,-0.422876010814788,4,11.7667591610923
"region","prev","enet_nested",24,18,0.120378941315737,0.0475503878478698,11,15.4837500184342
"region","prev","lasso_min",24,18,0.0499964569909471,0.0156960444374086,9,11.3545684232862
"region","prev","lasso_1se",24,18,-0.255364531707242,-0.396688354642816,4,11.6621738961034
"region","prev","lasso_nested",24,18,0.118625745562015,0.0466911557078502,11,16.6817120003637
"region","prev","ridge_nested_1se",24,18,0.102508399502346,0.110298342025835,10,11.3661312882276
"region","prev","enet_nested_1se",24,18,0.165402889060955,0.103302134029073,11,12.199773993304
"region","prev","lasso_nested_1se",24,18,0.141891275276567,0.072270093256797,10,12.3764360358704
"region","prev","sparse5",24,18,0.180408358869077,0.158551794666729,14,14.2962593329376
"region","prev","sparse10",24,18,0.20411933424191,0.125395705214855,14,13.9252334912085
"region","prev","sparse20",24,18,0.22821233177093,0.231896677239861,16,13.624067385456
"region","prev","sparse10w",24,18,0.206163070123861,0.135440952223613,14,13.9330632289807
