"target","outcome","heldout","source","variant","n_cols","spearman"
"level","child_iron","Gambia","MapSPAM","only",12,0.340600667408231
"level","child_iron","Ghana","MapSPAM","drop",317,0.547681365576102
"level","child_iron","Ghana","MapSPAM","only",12,0.350770117230113
"level","child_iron","Malawi","MapSPAM","drop",317,-0.0913465043376832
"level","child_iron","Malawi","MapSPAM","only",12,0.267639462565768
"level","child_iron","SierraLeone","MapSPAM","drop",317,0.191208791208791
"level","child_iron","SierraLeone","MapSPAM","only",12,0.397802197802198
"level","child_iron","Gambia","Malaria Atlas","drop",319,0.430033370411568
"level","child_iron","Gambia","Malaria Atlas","only",10,0.275194660734149
"level","child_iron","Ghana","Malaria Atlas","drop",319,0.554366998577525
"level","child_iron","Ghana","Malaria Atlas","only",10,0.294224751066856
"level","child_iron","Malawi","Malaria Atlas","drop",319,-0.081978566741999
"level","child_iron","Malawi","Malaria Atlas","only",10,0.280108624334767
"level","child_iron","SierraLeone","Malaria Atlas","drop",319,0.226373626373626
"level","child_iron","SierraLeone","Malaria Atlas","only",10,-0.235164835164835
"level","child_iron","Gambia","WFP prices","drop",325,0.418909899888765
"level","child_iron","Gambia","WFP prices","only",4,0.180422691879867
"level","child_iron","Ghana","WFP prices","drop",325,0.548136557610242
"level","child_iron","Ghana","WFP prices","only",4,0.315106685633001
"level","child_iron","Malawi","WFP prices","drop",325,-0.0636072027411241
"level","child_iron","Malawi","WFP prices","only",4,-0.0088758474885179
"level","child_iron","SierraLeone","WFP prices","drop",325,0.257142857142857
"level","child_iron","SierraLeone","WFP prices","only",4,-0.107692307692308
"level","child_iron","Gambia","IHME","drop",300,0.41979977753059
"level","child_iron","Gambia","IHME","only",29,0.375305895439377
"level","child_iron","Ghana","IHME","drop",300,0.543556187766714
"level","child_iron","Ghana","IHME","only",29,-0.178406827880512
"level","child_iron","Malawi","IHME","drop",300,-0.0469854924546184
"level","child_iron","Malawi","IHME","only",29,-0.267387183786542
"level","child_iron","SierraLeone","IHME","drop",300,0.301098901098901
"level","child_iron","SierraLeone","IHME","only",29,-0.0461538461538462
"level","child_iron","Gambia","WorldPop/GHS","drop",319,0.427808676307008
"level","child_iron","Gambia","WorldPop/GHS","only",10,0.50567296996663
"level","child_iron","Ghana","WorldPop/GHS","drop",319,0.530241820768137
"level","child_iron","Ghana","WorldPop/GHS","only",10,0.315504978662873
"level","child_iron","Malawi","WorldPop/GHS","drop",319,-0.0799190785157104
"level","child_iron","Malawi","WorldPop/GHS","only",10,0.0777866880513232
"level","child_iron","SierraLeone","WorldPop/GHS","drop",319,0.213186813186813
"level","child_iron","SierraLeone","WorldPop/GHS","only",10,0.173626373626374
"level","child_iron","Gambia","Koppen/AEZ","drop",324,0.400667408231368
"level","child_iron","Gambia","Koppen/AEZ","only",5,-0.231816580050093
"level","child_iron","Ghana","Koppen/AEZ","drop",324,0.553854907539118
"level","child_iron","Ghana","Koppen/AEZ","only",5,0.246172258388215
"level","child_iron","Malawi","Koppen/AEZ","drop",324,-0.0641721950863891
"level","child_iron","Malawi","Koppen/AEZ","only",5,0.0293289667986256
"level","child_iron","SierraLeone","Koppen/AEZ","drop",324,0.195604395604396
"level","child_iron","SierraLeone","Koppen/AEZ","only",5,-0.19646990600669
"level","child_iron","Gambia","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","drop",321,0.406451612903226
"level","child_iron","Gambia","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","only",8,0.445161290322581
"level","child_iron","Ghana","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","drop",321,0.559061166429587
"level","child_iron","Ghana","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","only",8,0.383072546230441
"level","child_iron","Malawi","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","drop",321,-0.0702413064081067
"level","child_iron","Malawi","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","only",8,0.00380914194065758
"level","child_iron","SierraLeone","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","drop",321,0.173626373626374
"level","child_iron","SierraLeone","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","only",8,0.542857142857143
"level","child_iron","Gambia","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","drop",325,0.39888765294772
"level","child_iron","Gambia","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","only",4,0.203114571746385
"level","child_iron","Ghana","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","drop",325,0.553428165007112
"level","child_iron","Ghana","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","only",4,0.422019914651494
"level","child_iron","Malawi","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","drop",325,-0.0683276226580156
"level","child_iron","Malawi","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","only",4,0.0285776773346942
"level","child_iron","SierraLeone","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","drop",325,0.221978021978022
"level","child_iron","SierraLeone","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","only",4,0.468131868131868
"level","child_iron","Gambia","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","drop",326,0.413125695216908
"level","child_iron","Gambia","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","only",3,0.0303735813177629
"level","child_iron","Ghana","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","drop",326,0.550355618776671
"level","child_iron","Ghana","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","only",3,-0.101683837027493
"level","child_iron","Malawi","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","drop",326,-0.0673252168841583
"level","child_iron","Malawi","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","only",3,-0.0408271412383784
"level","child_iron","SierraLeone","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","drop",326,0.257142857142857
"level","child_iron","SierraLeone","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","only",3,-0.0857142857142857
"level","child_iron","Gambia","Global Data Lab Subnational HDI (SHDI)","drop",327,0.417130144605117
"level","child_iron","Gambia","Global Data Lab Subnational HDI (SHDI)","only",2,0.293399594721567
"level","child_iron","Ghana","Global Data Lab Subnational HDI (SHDI)","drop",327,0.550327169274538
"level","child_iron","Ghana","Global Data Lab Subnational HDI (SHDI)","only",2,-0.154241009430869
"level","child_iron","Malawi","Global Data Lab Subnational HDI (SHDI)","drop",327,-0.0628964059196617
"level","child_iron","Malawi","Global Data Lab Subnational HDI (SHDI)","only",2,-0.288944858079319
"level","child_iron","SierraLeone","Global Data Lab Subnational HDI (SHDI)","drop",327,0.226373626373626
"level","child_iron","SierraLeone","Global Data Lab Subnational HDI (SHDI)","only",2,-0.24422457022771
"level","child_iron","Gambia","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","drop",312,0.429143492769744
"level","child_iron","Gambia","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","only",17,-0.209571139086834
"level","child_iron","Ghana","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","drop",312,0.547709815078236
"level","child_iron","Ghana","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","only",17,-0.0767260447731533
"level","child_iron","Malawi","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","drop",312,-0.0766567033607932
"level","child_iron","Malawi","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","only",17,0.122153055286945
"level","child_iron","SierraLeone","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","drop",312,0.204395604395604
"level","child_iron","SierraLeone","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","only",17,-0.15555306369637
"level","child_iron","Gambia","ACLED (Armed Conflict Location & Event Data Project) export","drop",322,0.410011123470523
"level","child_iron","Gambia","ACLED (Armed Conflict Location & Event Data Project) export","only",7,-0.0887652947719689
"level","child_iron","Ghana","ACLED (Armed Conflict Location & Event Data Project) export","drop",322,0.555704125177809
"level","child_iron","Ghana","ACLED (Armed Conflict Location & Event Data Project) export","only",7,0.155448079658606
"level","child_iron","Malawi","ACLED (Armed Conflict Location & Event Data Project) export","drop",322,-0.0665779689436466
"level","child_iron","Malawi","ACLED (Armed Conflict Location & Event Data Project) export","only",7,-0.0696398629437924
"level","child_iron","SierraLeone","ACLED (Armed Conflict Location & Event Data Project) export","drop",322,0.221978021978022
"level","child_iron","SierraLeone","ACLED (Armed Conflict Location & Event Data Project) export","only",7,-0.16043956043956
"level","child_iron","Gambia","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","drop",327,0.417575083426029
"level","child_iron","Gambia","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","only",2,-0.2293659621802
"level","child_iron","Ghana","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","drop",327,0.559459459459459
"level","child_iron","Ghana","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","only",2,-0.273324880006064
"level","child_iron","Malawi","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","drop",327,-0.0458555077640883
"level","child_iron","Malawi","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","only",2,-0.30139607785959
"level","child_iron","SierraLeone","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","drop",327,0.257142857142857
"level","child_iron","SierraLeone","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","only",2,-0.248351648351648
"level","child_iron","Gambia","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","drop",302,0.43670745272525
"level","child_iron","Gambia","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","only",27,0.334670638807648
"level","child_iron","Ghana","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","drop",302,0.570156472261735
"level","child_iron","Ghana","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","only",27,-0.494193759687689
"level","child_iron","Malawi","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","drop",302,0.00484799883356419
"level","child_iron","Malawi","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","only",27,-0.319360952962153
"level","child_iron","SierraLeone","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","drop",302,0.23956043956044
"level","child_iron","SierraLeone","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","only",27,0.0813186813186813
"level","women_iron","Gambia","ALL","full",329,0.590656284760845
"level","women_iron","Ghana","ALL","full",329,0.348364153627311
"level","women_iron","Malawi","ALL","full",329,0.218834293212802
"level","women_iron","SierraLeone","ALL","full",329,-0.032967032967033
"level","women_iron","Gambia","GEE","drop",249,0.613348164627364
"level","women_iron","Gambia","GEE","only",80,0.207563959955506
"level","women_iron","Ghana","GEE","drop",249,0.3324893314367
"level","women_iron","Ghana","GEE","only",80,0.287368421052632
"level","women_iron","Malawi","GEE","drop",249,0.193883502223518
"level","women_iron","Malawi","GEE","only",80,0.110702048552891
"level","women_iron","SierraLeone","GEE","drop",249,0.0769230769230769
"level","women_iron","SierraLeone","GEE","only",80,-0.279120879120879
"level","women_iron","Gambia","AlphaEarth","drop",265,0.584427141268076
"level","women_iron","Gambia","AlphaEarth","only",64,0.26273637374861
"level","women_iron","Ghana","AlphaEarth","drop",265,0.390128022759602
"level","women_iron","Ghana","AlphaEarth","only",64,0.118378378378378
"level","women_iron","Malawi","AlphaEarth","drop",265,0.191659983961508
"level","women_iron","Malawi","AlphaEarth","only",64,0.250054676678574
"level","women_iron","SierraLeone","AlphaEarth","drop",265,0.010989010989011
"level","women_iron","SierraLeone","AlphaEarth","only",64,-0.27032967032967
"level","women_iron","Gambia","SoilGrids/iSDA","drop",284,0.476751946607342
"level","women_iron","Gambia","SoilGrids/iSDA","only",45,0.659176863181313
"level","women_iron","Ghana","SoilGrids/iSDA","drop",284,0.343897581792319
"level","women_iron","Ghana","SoilGrids/iSDA","only",45,0.323556187766714
"level","women_iron","Malawi","SoilGrids/iSDA","drop",284,0.136928628708901
"level","women_iron","Malawi","SoilGrids/iSDA","only",45,0.333600641539695
"level","women_iron","SierraLeone","SoilGrids/iSDA","drop",284,-0.0813186813186813
"level","women_iron","SierraLeone","SoilGrids/iSDA","only",45,0.248351648351648
"level","women_iron","Gambia","MapSPAM","drop",317,0.5853170189099
"level","women_iron","Gambia","MapSPAM","only",12,0.162180200222469
"level","women_iron","Ghana","MapSPAM","drop",317,0.334110953058321
"level","women_iron","Ghana","MapSPAM","only",12,0.3462597482218
"level","women_iron","Malawi","MapSPAM","drop",317,0.216519647153168
"level","women_iron","Malawi","MapSPAM","only",12,0.0365936469334772
"level","women_iron","SierraLeone","MapSPAM","drop",317,-0.0593406593406593
"level","women_iron","SierraLeone","MapSPAM","only",12,0.287912087912088
"level","women_iron","Gambia","Malaria Atlas","drop",319,0.587096774193548
"level","women_iron","Gambia","Malaria Atlas","only",10,0.542157953281424
"level","women_iron","Ghana","Malaria Atlas","drop",319,0.298378378378378
"level","women_iron","Ghana","Malaria Atlas","only",10,0.310440967283073
"level","women_iron","Malawi","Malaria Atlas","drop",319,0.18531748924692
"level","women_iron","Malawi","Malaria Atlas","only",10,0.0862068965517241
"level","women_iron","SierraLeone","Malaria Atlas","drop",319,-0.0593406593406593
"level","women_iron","SierraLeone","Malaria Atlas","only",10,0.481318681318681
"level","women_iron","Gambia","WFP prices","drop",325,0.626696329254728
"level","women_iron","Gambia","WFP prices","only",4,-0.0420467185761958
"level","women_iron","Ghana","WFP prices","drop",325,0.341450924608819
"level","women_iron","Ghana","WFP prices","only",4,0.0462019914651494
"level","women_iron","Malawi","WFP prices","drop",325,0.214350805569731
"level","women_iron","Malawi","WFP prices","only",4,-0.00317124735729387
"level","women_iron","SierraLeone","WFP prices","drop",325,-0.032967032967033
"level","women_iron","SierraLeone","WFP prices","only",4,0.0813186813186813
"level","women_iron","Gambia","IHME","drop",300,0.530144605116796
"level","women_iron","Gambia","IHME","only",29,0.627586206896552
"level","women_iron","Ghana","IHME","drop",300,0.29126600284495
"level","women_iron","Ghana","IHME","only",29,0.452546230440967
"level","women_iron","Malawi","IHME","drop",300,0.16443099803164
"level","women_iron","Malawi","IHME","only",29,0.167912079900853
"level","women_iron","SierraLeone","IHME","drop",300,-0.0549450549450549
"level","women_iron","SierraLeone","IHME","only",29,-0.353846153846154
"level","women_iron","Gambia","WorldPop/GHS","drop",319,0.579977753058954
"level","women_iron","Gambia","WorldPop/GHS","only",10,-0.0255839822024472
"level","women_iron","Ghana","WorldPop/GHS","drop",319,0.367197724039829
"level","women_iron","Ghana","WorldPop/GHS","only",10,-0.0649786628733997
"level","women_iron","Malawi","WorldPop/GHS","drop",319,0.206823649486039
"level","women_iron","Malawi","WorldPop/GHS","only",10,0.0343005030254429
"level","women_iron","SierraLeone","WorldPop/GHS","drop",319,-0.0461538461538462
"level","women_iron","SierraLeone","WorldPop/GHS","only",10,-0.279120879120879
"level","women_iron","Gambia","Koppen/AEZ","drop",324,0.6146829810901
"level","women_iron","Gambia","Koppen/AEZ","only",5,-0.186682057328821
"level","women_iron","Ghana","Koppen/AEZ","drop",324,0.346998577524893
"level","women_iron","Ghana","Koppen/AEZ","only",5,0.134397538329433
"level","women_iron","Malawi","Koppen/AEZ","drop",324,0.219545090034264
"level","women_iron","Malawi","Koppen/AEZ","only",5,0.0900420288697762
"level","women_iron","SierraLeone","Koppen/AEZ","drop",324,-0.032967032967033
"level","women_iron","SierraLeone","Koppen/AEZ","only",5,-0.311261311763408
"level","women_iron","Gambia","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","drop",321,0.554616240266963
"level","women_iron","Gambia","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","only",8,0.574638487208009
"level","women_iron","Ghana","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","drop",321,0.33425320056899
"level","women_iron","Ghana","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","only",8,0.239886201991465
"level","women_iron","Malawi","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","drop",321,0.218797842093752
"level","women_iron","Malawi","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","only",8,0.0825071079682146
"level","women_iron","SierraLeone","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","drop",321,-0.125274725274725
"level","women_iron","SierraLeone","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","only",8,0.257142857142857
"level","women_iron","Gambia","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","drop",325,0.627586206896552
"level","women_iron","Gambia","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","only",4,-0.256062291434928
"level","women_iron","Ghana","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","drop",325,0.351664295874822
"level","women_iron","Ghana","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","only",4,0.0324039829302987
"level","women_iron","Malawi","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","drop",325,0.202850477509659
"level","women_iron","Malawi","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","only",4,0.1059087263979
"level","women_iron","SierraLeone","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","drop",325,-0.032967032967033
"level","women_iron","SierraLeone","JRC Global Surface Water 1.4; USDOS LSIB 2017 (Earth Engine)","only",4,-0.367032967032967
"level","women_iron","Gambia","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","drop",326,0.6146829810901
"level","women_iron","Gambia","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","only",3,-0.0997341476105648
"level","women_iron","Ghana","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","drop",326,0.344921763869132
"level","women_iron","Ghana","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","only",3,-0.14688930544845
"level","women_iron","Malawi","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","drop",326,0.219399285558067
"level","women_iron","Malawi","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","only",3,-0.0730710966176607
"level","women_iron","SierraLeone","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","drop",326,-0.032967032967033
"level","women_iron","SierraLeone","WHO ESPEN implementation-unit database 2014-2025 (portal export, no key)","only",3,-0.142857142857143
"level","women_iron","Gambia","Global Data Lab Subnational HDI (SHDI)","drop",327,0.578642936596218
"level","women_iron","Gambia","Global Data Lab Subnational HDI (SHDI)","only",2,-0.235035159212438
"level","women_iron","Ghana","Global Data Lab Subnational HDI (SHDI)","drop",327,0.347027027027027
"level","women_iron","Ghana","Global Data Lab Subnational HDI (SHDI)","only",2,0.139911355527638
"level","women_iron","Malawi","Global Data Lab Subnational HDI (SHDI)","drop",327,0.21158052052198
"level","women_iron","Malawi","Global Data Lab Subnational HDI (SHDI)","only",2,-0.0905714429624411
"level","women_iron","SierraLeone","Global Data Lab Subnational HDI (SHDI)","drop",327,-0.0197802197802198
"level","women_iron","SierraLeone","Global Data Lab Subnational HDI (SHDI)","only",2,-0.140814166617778
"level","women_iron","Gambia","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","drop",312,0.624026696329255
"level","women_iron","Gambia","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","only",17,-0.534744422637695
"level","women_iron","Ghana","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","drop",312,0.349331436699858
"level","women_iron","Ghana","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","only",17,-0.132194284656829
"level","women_iron","Malawi","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","drop",312,0.223518262010644
"level","women_iron","Malawi","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","only",17,-0.108115304981792
"level","women_iron","SierraLeone","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","drop",312,-0.032967032967033
"level","women_iron","SierraLeone","WHO Health Inequality Data Repository (HEAT) - UNICEF MICS by subnational region","only",17,0.0274505406523006
"level","women_iron","Gambia","ACLED (Armed Conflict Location & Event Data Project) export","drop",322,0.618687430478309
"level","women_iron","Gambia","ACLED (Armed Conflict Location & Event Data Project) export","only",7,-0.408676307007786
"level","women_iron","Ghana","ACLED (Armed Conflict Location & Event Data Project) export","drop",322,0.349416785206259
"level","women_iron","Ghana","ACLED (Armed Conflict Location & Event Data Project) export","only",7,-0.198406827880512
"level","women_iron","Malawi","ACLED (Armed Conflict Location & Event Data Project) export","drop",322,0.21524385798644
"level","women_iron","Malawi","ACLED (Armed Conflict Location & Event Data Project) export","only",7,-0.041864110228184
"level","women_iron","SierraLeone","ACLED (Armed Conflict Location & Event Data Project) export","drop",322,-0.032967032967033
"level","women_iron","SierraLeone","ACLED (Armed Conflict Location & Event Data Project) export","only",7,-0.0549450549450549
"level","women_iron","Gambia","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","drop",327,0.642714126807564
"level","women_iron","Gambia","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","only",2,-0.652947719688543
"level","women_iron","Ghana","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","drop",327,0.346714082503556
"level","women_iron","Ghana","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","only",2,0.0506056245951925
"level","women_iron","Malawi","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","drop",327,0.23192024495152
"level","women_iron","Malawi","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","only",2,-0.289640591966173
"level","women_iron","SierraLeone","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","drop",327,-0.032967032967033
"level","women_iron","SierraLeone","HCES microdata (IHS4, IHS 2015/16, SLIHS 2011, GLSS7)","only",2,0.230769230769231
"level","women_iron","Gambia","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","drop",302,0.589766407119021
"level","women_iron","Gambia","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","only",27,0.333556555456091
"level","women_iron","Ghana","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","drop",302,0.350953058321479
"level","women_iron","Ghana","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","only",27,0.13664092400618
"level","women_iron","Malawi","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","drop",302,0.294433914121163
"level","women_iron","Malawi","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","only",27,-0.212086463336244
"level","women_iron","SierraLeone","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","drop",302,-0.0197802197802198
"level","women_iron","SierraLeone","MICS microdata (UNICEF MICS6 2017/2018, MICS5 2013-14)","only",27,0.010989010989011
"level","women_folate","Ghana","ALL","full",331,-0.0689900426742532
"level","women_folate","Malawi","ALL","full",331,0.0842020850040096
"level","women_folate","SierraLeone","ALL","full",331,0.195604395604396
"level","women_folate","Ghana","GEE","drop",251,-0.0423613086770981
"level","women_folate","Ghana","GEE","only",80,-0.0442674253200569
"level","women_folate","Malawi","GEE","drop",251,0.0169315447984253
"level","women_folate","Malawi","GEE","only",80,0.119249835969964
"level","women_folate","SierraLeone","GEE","drop",251,0.0505494505494506
"level","women_folate","SierraLeone","GEE","only",80,0.406593406593407
"level","women_folate","Ghana","AlphaEarth","drop",267,-0.0808250355618777
"level","women_folate","Ghana","AlphaEarth","only",64,-0.0327453769559033
"level","women_folate","Malawi","AlphaEarth","drop",267,0.120963038565284
"level","women_folate","Malawi","AlphaEarth","only",64,-0.141138732959102
"level","women_folate","SierraLeone","AlphaEarth","drop",267,0.235164835164835
"level","women_folate","SierraLeone","AlphaEarth","only",64,-0.305494505494505
"level","women_folate","Ghana","SoilGrids/iSDA","drop",286,-0.0732005689900427
"level","women_folate","Ghana","SoilGrids/iSDA","only",45,-0.0089900426742532
"level","women_folate","Malawi","SoilGrids/iSDA","drop",286,0.0722278923962966
"level","women_folate","Malawi","SoilGrids/iSDA","only",45,0.0905263541590727
"level","women_folate","SierraLeone","SoilGrids/iSDA","drop",286,0.12967032967033
"level","women_folate","SierraLeone","SoilGrids/iSDA","only",45,-0.0901098901098901
"level","women_folate","Ghana","MapSPAM","drop",319,-0.0871123755334282
"level","women_folate","Ghana","MapSPAM","only",12,0.0691352776384668
"level","women_folate","Malawi","MapSPAM","drop",319,0.0598345119195159
"level","women_folate","Malawi","MapSPAM","only",12,0.123525204704711
"level","women_folate","SierraLeone","MapSPAM","drop",319,0.107692307692308
"level","women_folate","SierraLeone","MapSPAM","only",12,-0.0549450549450549
"level","women_folate","Ghana","Malaria Atlas","drop",321,-0.0496728307254623
"level","women_folate","Ghana","Malaria Atlas","only",10,-0.0794879089615932
"level","women_folate","Malawi","Malaria Atlas","drop",321,0.0842203105635343
"level","women_folate","Malawi","Malaria Atlas","only",10,-0.00900342640519064
"level","women_folate","SierraLeone","Malaria Atlas","drop",321,0.191208791208791
"level","women_folate","SierraLeone","Malaria Atlas","only",10,0.494505494505494
"level","women_folate","Ghana","WFP prices","drop",327,-0.0627596017069701
"level","women_folate","Ghana","WFP prices","only",4,0.00145092460881935
"level","women_folate","Malawi","WFP prices","drop",327,0.0781147481227674
"level","women_folate","Malawi","WFP prices","only",4,0.0689472916818546
"level","women_folate","SierraLeone","WFP prices","drop",327,0.169230769230769
"level","women_folate","SierraLeone","WFP prices","only",4,-0.0153846153846154
"level","women_folate","Ghana","IHME","drop",302,-0.0819061166429587
"level","women_folate","Ghana","IHME","only",29,-0.0895305832147937
"level","women_folate","Malawi","IHME","drop",302,0.097397390099876
"level","women_folate","Malawi","IHME","only",29,-0.0559160166217103
"level","women_folate","SierraLeone","IHME","drop",302,0.032967032967033
"level","women_folate","SierraLeone","IHME","only",29,0.103296703296703
"level","women_folate","Ghana","WorldPop/GHS","drop",321,-0.0466571834992888
"level","women_folate","Ghana","WorldPop/GHS","only",10,-0.236045519203414
"level","women_folate","Malawi","WorldPop/GHS","drop",321,0.0908544142305169
"level","women_folate","Malawi","WorldPop/GHS","only",10,-0.106564846540789
"level","women_folate","SierraLeone","WorldPop/GHS","drop",321,0.125274725274725
"level","women_folate","SierraLeone","WorldPop/GHS","only",10,0.30989010989011
"level","women_folate","Ghana","Koppen/AEZ","drop",326,-0.0717211948790896
"level","women_folate","Ghana","Koppen/AEZ","only",5,0.0294661684783309
"level","women_folate","Malawi","Koppen/AEZ","drop",326,0.0881388058613399
"level","women_folate","Malawi","Koppen/AEZ","only",5,-0.0387277543525919
"level","women_folate","SierraLeone","Koppen/AEZ","drop",326,0.195604395604396
"level","women_folate","SierraLeone","Koppen/AEZ","only",5,-0.0331129055067455
"level","women_folate","Ghana","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","drop",323,-0.0640682788051209
"level","women_folate","Ghana","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","only",8,-0.139032716927454
"level","women_folate","Malawi","Gridded Livestock of the World 4 (2020, 5 arc-min, dasymetric; FAO catalog)","drop",323,0.105325508493111
