"target","outcome","representation","learner","country","n_areas","n_predictors","spearman","topk"
"level","women_vitA","pc1","index","Gambia",30,21,0.757508342602892,0.625
"level","women_vitA","pc1","index","Ghana",75,21,0.373513513513513,0.421052631578947
"level","women_vitA","pc1","index","Malawi",87,21,0.350331705183349,0.409090909090909
"level","women_vitA","pc1","index","SierraLeone",14,21,-0.010989010989011,0.5
"level","women_vitA","pc12","enet","Gambia",30,42,0.511012235817575,0.25
"level","women_vitA","pc12","enet","Ghana",75,42,0.247396870554765,0.473684210526316
"level","women_vitA","pc12","enet","Malawi",87,42,0.111339943136254,0.363636363636364
"level","women_vitA","pc12","enet","SierraLeone",14,42,0.0373626373626374,0.5
"level","women_vitA","pc12","index","Gambia",30,42,0.752614015572859,0.5
"level","women_vitA","pc12","index","Ghana",75,42,0.323641536273115,0.526315789473684
"level","women_vitA","pc12","index","Malawi",87,42,0.288528832835168,0.363636363636364
"level","women_vitA","pc12","index","SierraLeone",14,42,-0.0241758241758242,0.5
"level","women_vitA","pc123","enet","Gambia",30,61,0.442046718576196,0.25
"level","women_vitA","pc123","enet","Ghana",75,61,0.211806543385491,0.473684210526316
"level","women_vitA","pc123","enet","Malawi",87,61,0.101042502004812,0.318181818181818
"level","women_vitA","pc123","enet","SierraLeone",14,61,0.107692307692308,0.5
"level","women_vitA","pc123","index","Gambia",30,61,0.749054505005562,0.5
"level","women_vitA","pc123","index","Ghana",75,61,0.318520625889047,0.526315789473684
"level","women_vitA","pc123","index","Malawi",87,61,0.25058321790479,0.363636363636364
"level","women_vitA","pc123","index","SierraLeone",14,61,0.0241758241758242,0.5
"level","women_vitA","pcvar","enet","Gambia",30,89,0.454060066740823,0.375
"level","women_vitA","pcvar","enet","Ghana",75,89,0.287652916073969,0.421052631578947
"level","women_vitA","pcvar","enet","Malawi",87,89,0.0128307939053729,0.272727272727273
"level","women_vitA","pcvar","enet","SierraLeone",14,89,0.345054945054945,0.5
"level","women_vitA","pcvar","index","Gambia",30,89,0.769076751946607,0.5
"level","women_vitA","pcvar","index","Ghana",75,89,0.307596017069701,0.526315789473684
"level","women_vitA","pcvar","index","Malawi",87,89,0.240796092440038,0.363636363636364
"level","women_vitA","pcvar","index","SierraLeone",14,89,-0.0241758241758242,0.5
"level","women_vitA","sup1","enet","Gambia",30,21,0.552836484983315,0.375
"level","women_vitA","sup1","enet","Ghana",75,21,0.438833570412518,0.526315789473684
"level","women_vitA","sup1","enet","Malawi",87,21,-0.116807610993657,0.136363636363636
"level","women_vitA","sup1","enet","SierraLeone",14,21,0.107692307692308,0.75
"level","women_vitA","sup1","index","Gambia",30,21,0.773971078976641,0.5
"level","women_vitA","sup1","index","Ghana",75,21,0.307795163584637,0.526315789473684
"level","women_vitA","sup1","index","Malawi",87,21,0.248159218488008,0.363636363636364
"level","women_vitA","sup1","index","SierraLeone",14,21,-0.0945054945054945,0.5
"level","women_vitA","raw","enet","Gambia",30,329,0.596885428253615,0.625
"level","women_vitA","raw","enet","Ghana",75,329,0.321024182076814,0.578947368421053
"level","women_vitA","raw","enet","Malawi",87,329,0.114110228184005,0.227272727272727
"level","women_vitA","raw","enet","SierraLeone",14,329,-0.151648351648352,0.5
"level","child_iron","mean1","enet","Gambia",30,21,0.352169076751947,0.375
"level","child_iron","mean1","enet","Ghana",75,21,0.370156472261735,0.263157894736842
"level","child_iron","mean1","enet","Malawi",87,21,-0.212746956331559,0.181818181818182
"level","child_iron","mean1","enet","SierraLeone",14,21,0.230769230769231,0.25
"level","child_iron","mean1","index","Gambia",30,21,0.453615127919911,0.375
"level","child_iron","mean1","index","Ghana",75,21,0.216899004267425,0.157894736842105
"level","child_iron","mean1","index","Malawi",87,21,-0.178027265437049,0.227272727272727
"level","child_iron","mean1","index","SierraLeone",14,21,0.0681318681318681,0.25
"level","child_iron","pc1","enet","Gambia",30,21,0.399332591768632,0.5
"level","child_iron","pc1","enet","Ghana",75,21,0.29302987197724,0.210526315789474
"level","child_iron","pc1","enet","Malawi",87,21,-0.20678719836699,0.181818181818182
"level","child_iron","pc1","enet","SierraLeone",14,21,0.287912087912088,0.25
"level","child_iron","pc1","index","Gambia",30,21,0.45139043381535,0.5
"level","child_iron","pc1","index","Ghana",75,21,0.403214793741109,0.368421052631579
"level","child_iron","pc1","index","Malawi",87,21,-0.109316906029015,0.181818181818182
"level","child_iron","pc1","index","SierraLeone",14,21,0.178021978021978,0.25
"level","child_iron","pc12","enet","Gambia",30,42,0.502113459399333,0.375
"level","child_iron","pc12","enet","Ghana",75,42,0.241081081081081,0.368421052631579
"level","child_iron","pc12","enet","Malawi",87,42,-0.106072756433623,0.227272727272727
"level","child_iron","pc12","enet","SierraLeone",14,42,0.353846153846154,0.25
"level","child_iron","pc12","index","Gambia",30,42,0.462513904338153,0.5
"level","child_iron","pc12","index","Ghana",75,42,0.435106685633001,0.421052631578947
"level","child_iron","pc12","index","Malawi",87,42,-0.0851862652183422,0.181818181818182
"level","child_iron","pc12","index","SierraLeone",14,42,0.257142857142857,0.25
"level","child_iron","pc123","enet","Gambia",30,61,0.317908787541713,0.375
"level","child_iron","pc123","enet","Ghana",75,61,0.291038406827881,0.368421052631579
"level","child_iron","pc123","enet","Malawi",87,61,-0.104013268207334,0.272727272727273
"level","child_iron","pc123","enet","SierraLeone",14,61,0.336263736263736,0.25
"level","child_iron","pc123","index","Gambia",30,61,0.445161290322581,0.5
"level","child_iron","pc123","index","Ghana",75,61,0.479118065433855,0.473684210526316
"level","child_iron","pc123","index","Malawi",87,61,-0.0873551068017788,0.136363636363636
"level","child_iron","pc123","index","SierraLeone",14,61,0.230769230769231,0.25
"level","child_iron","pcvar","enet","Gambia",30,89,0.230700778642937,0.25
"level","child_iron","pcvar","enet","Ghana",75,89,0.392802275960171,0.421052631578947
"level","child_iron","pcvar","enet","Malawi",87,89,-0.0724101479915433,0.227272727272727
"level","child_iron","pcvar","enet","SierraLeone",14,89,0.0417582417582418,0.25
"level","child_iron","pcvar","index","Gambia",30,89,0.420689655172414,0.5
"level","child_iron","pcvar","index","Ghana",75,89,0.553684210526316,0.578947368421053
"level","child_iron","pcvar","index","Malawi",87,89,-0.064008165050667,0.136363636363636
"level","child_iron","pcvar","index","SierraLeone",14,89,0.221978021978022,0.25
"level","child_iron","sup1","enet","Gambia",30,21,0.263181312569522,0.375
"level","child_iron","sup1","enet","Ghana",75,21,0.431664295874822,0.368421052631579
"level","child_iron","sup1","enet","Malawi",87,21,0.122639790041554,0.227272727272727
"level","child_iron","sup1","enet","SierraLeone",14,21,0.38021978021978,0.25
"level","child_iron","sup1","index","Gambia",30,21,0.466963292547275,0.5
"level","child_iron","sup1","index","Ghana",75,21,0.432005689900427,0.368421052631579
"level","child_iron","sup1","index","Malawi",87,21,-0.14093825180433,0.136363636363636
"level","child_iron","sup1","index","SierraLeone",14,21,0.2,0.25
"level","child_iron","raw","enet","Gambia",30,329,0.392213570634038,0.375
"level","child_iron","raw","enet","Ghana",75,329,0.430867709815078,0.526315789473684
"level","child_iron","raw","enet","Malawi",87,329,0.0221987315010571,0.363636363636364
"level","child_iron","raw","enet","SierraLeone",14,329,0.371428571428571,0.25
"level","women_iron","mean1","enet","Gambia",30,21,0.67964404894327,0.375
"level","women_iron","mean1","enet","Ghana",75,21,0.409871977240398,0.526315789473684
"level","women_iron","mean1","enet","Malawi",87,21,0.0374535248232121,0.272727272727273
"level","women_iron","mean1","enet","SierraLeone",14,21,-0.138461538461538,0.25
"level","women_iron","mean1","index","Gambia",30,21,0.172413793103448,0
"level","women_iron","mean1","index","Ghana",75,21,0.292204836415363,0.421052631578947
"level","women_iron","mean1","index","Malawi",87,21,0.0593606473718743,0.409090909090909
"level","women_iron","mean1","index","SierraLeone",14,21,-0.0285714285714286,0.25
"level","women_iron","pc1","enet","Gambia",30,21,0.622246941045606,0.375
"level","women_iron","pc1","enet","Ghana",75,21,0.443328591749644,0.526315789473684
"level","women_iron","pc1","enet","Malawi",87,21,0.103302471385872,0.272727272727273
"level","women_iron","pc1","enet","SierraLeone",14,21,-0.134065934065934,0.25
"level","women_iron","pc1","index","Gambia",30,21,0.541713014460512,0.25
"level","women_iron","pc1","index","Ghana",75,21,0.352005689900427,0.578947368421053
"level","women_iron","pc1","index","Malawi",87,21,0.0945724283735511,0.454545454545455
"level","women_iron","pc1","index","SierraLeone",14,21,0.0153846153846154,0.5
"level","women_iron","pc12","enet","Gambia",30,42,0.591101223581758,0.375
"level","women_iron","pc12","enet","Ghana",75,42,0.243869132290185,0.473684210526316
"level","women_iron","pc12","enet","Malawi",87,42,0.0668149012174674,0.272727272727273
"level","women_iron","pc12","enet","SierraLeone",14,42,0.235164835164835,0.5
"level","women_iron","pc12","index","Gambia",30,42,0.565739710789766,0.5
"level","women_iron","pc12","index","Ghana",75,42,0.333229018492176,0.631578947368421
"level","women_iron","pc12","index","Malawi",87,42,0.171338485091492,0.5
"level","women_iron","pc12","index","SierraLeone",14,42,0.0769230769230769,0.5
"level","women_iron","pc123","enet","Gambia",30,61,0.59377085650723,0.5
"level","women_iron","pc123","enet","Ghana",75,61,0.232517780938834,0.473684210526316
"level","women_iron","pc123","enet","Malawi",87,61,0.297350003645112,0.409090909090909
"level","women_iron","pc123","enet","SierraLeone",14,61,-0.0637362637362637,0.5
"level","women_iron","pc123","index","Gambia",30,61,0.491434927697442,0.25
"level","women_iron","pc123","index","Ghana",75,61,0.294196301564723,0.578947368421053
"level","women_iron","pc123","index","Malawi",87,61,0.220274112415251,0.545454545454545
"level","women_iron","pc123","index","SierraLeone",14,61,0.0989010989010989,0.5
"level","women_iron","pcvar","enet","Gambia",30,89,0.567074527252503,0.375
"level","women_iron","pcvar","enet","Ghana",75,89,0.344324324324324,0.631578947368421
"level","women_iron","pcvar","enet","Malawi",87,89,0.280637165560983,0.363636363636364
"level","women_iron","pcvar","enet","SierraLeone",14,89,-0.107692307692308,0.25
"level","women_iron","pcvar","index","Gambia",30,89,0.590656284760845,0.375
"level","women_iron","pcvar","index","Ghana",75,89,0.348364153627311,0.578947368421053
"level","women_iron","pcvar","index","Malawi",87,89,0.218834293212802,0.5
"level","women_iron","pcvar","index","SierraLeone",14,89,-0.032967032967033,0.25
"level","women_iron","sup1","enet","Gambia",30,21,0.702780867630701,0.375
"level","women_iron","sup1","enet","Ghana",75,21,0.429473684210526,0.578947368421053
"level","women_iron","sup1","enet","Malawi",87,21,0.137037982066049,0.181818181818182
"level","women_iron","sup1","enet","SierraLeone",14,21,0.314285714285714,0.5
"level","women_iron","sup1","index","Gambia",30,21,0.415350389321468,0.25
"level","women_iron","sup1","index","Ghana",75,21,0.351009957325747,0.578947368421053
"level","women_iron","sup1","index","Malawi",87,21,0.117299701100824,0.409090909090909
"level","women_iron","sup1","index","SierraLeone",14,21,-0.00659340659340659,0.5
"level","women_iron","raw","enet","Gambia",30,329,0.692992213570634,0.5
"level","women_iron","raw","enet","Ghana",75,329,0.285860597439545,0.526315789473684
"level","women_iron","raw","enet","Malawi",87,329,0.287362397025589,0.454545454545455
"level","women_iron","raw","enet","SierraLeone",14,329,0.0637362637362637,0.25
"level","women_folate","mean1","enet","Ghana",75,21,0.104893314366999,0.263157894736842
"level","women_folate","mean1","enet","Malawi",87,21,0.177170664139389,0.409090909090909
"level","women_folate","mean1","enet","SierraLeone",14,21,0.0461538461538462,0.5
"level","women_folate","mean1","index","Ghana",75,21,0.0353911806543385,0.105263157894737
"level","women_folate","mean1","index","Malawi",87,21,0.00497557775023693,0.363636363636364
"level","women_folate","mean1","index","SierraLeone",14,21,0.169230769230769,0.5
"level","women_folate","pc1","enet","Ghana",75,21,-0.0467709815078236,0.210526315789474
"level","women_folate","pc1","enet","Malawi",87,21,0.15675803747175,0.409090909090909
"level","women_folate","pc1","enet","SierraLeone",14,21,-0.0989010989010989,0.25
"level","women_folate","pc1","index","Ghana",75,21,0.0862588904694168,0.105263157894737
"level","women_folate","pc1","index","Malawi",87,21,-0.0403149376685864,0.454545454545455
"level","women_folate","pc1","index","SierraLeone",14,21,-0.0637362637362637,0.5
"level","women_folate","pc12","enet","Ghana",75,42,-0.0116927453769559,0.105263157894737
"level","women_folate","pc12","enet","Malawi",87,42,0.0552963475978712,0.318181818181818
"level","women_folate","pc12","enet","SierraLeone",14,42,-0.134065934065934,0.25
"level","women_folate","pc12","index","Ghana",75,42,-0.154054054054054,0.0526315789473684
"level","women_folate","pc12","index","Malawi",87,42,-0.0475504847998834,0.409090909090909
"level","women_folate","pc12","index","SierraLeone",14,42,0.0681318681318681,0.5
"level","women_folate","pc123","enet","Ghana",75,62,0.0753342816500711,0.368421052631579
"level","women_folate","pc123","enet","Malawi",87,62,-0.158890427936138,0.181818181818182
"level","women_folate","pc123","enet","SierraLeone",14,62,-0.134065934065934,0.25
"level","women_folate","pc123","index","Ghana",75,62,-0.131294452347084,0.0526315789473684
"level","women_folate","pc123","index","Malawi",87,62,-0.0231282350368156,0.363636363636364
"level","women_folate","pc123","index","SierraLeone",14,62,-0.0021978021978022,0.25
"level","women_folate","pcvar","enet","Ghana",75,84,0.072375533428165,0.368421052631579
"level","women_folate","pcvar","enet","Malawi",87,84,0.385452358387402,0.409090909090909
"level","women_folate","pcvar","enet","SierraLeone",14,84,-0.032967032967033,0.5
"level","women_folate","pcvar","index","Ghana",75,84,-0.0689900426742532,0.105263157894737
"level","women_folate","pcvar","index","Malawi",87,84,0.0842020850040096,0.363636363636364
"level","women_folate","pcvar","index","SierraLeone",14,84,0.195604395604396,0.5
"level","women_folate","sup1","enet","Ghana",75,21,-0.230554765291607,0.0526315789473684
"level","women_folate","sup1","enet","Malawi",87,21,0.150123933804768,0.363636363636364
"level","women_folate","sup1","enet","SierraLeone",14,21,-0.147252747252747,0.5
"level","women_folate","sup1","index","Ghana",75,21,-0.121251778093883,0.105263157894737
"level","women_folate","sup1","index","Malawi",87,21,0.03615951009696,0.454545454545455
"level","women_folate","sup1","index","SierraLeone",14,21,0.134065934065934,0.5
"level","women_folate","raw","enet","Ghana",75,331,0.225547652916074,0.368421052631579
"level","women_folate","raw","enet","Malawi",87,331,0.409929284829044,0.454545454545455
"level","women_folate","raw","enet","SierraLeone",14,331,0.173626373626374,0.25
"level","women_b12","mean1","enet","Ghana",75,21,0.502645803698435,0.578947368421053
"level","women_b12","mean1","enet","Malawi",87,21,0.331759860027703,0.409090909090909
"level","women_b12","mean1","enet","SierraLeone",14,21,0.235164835164835,0.25
"level","women_b12","mean1","index","Ghana",75,21,0.546941678520626,0.473684210526316
"level","women_b12","mean1","index","Malawi",87,21,0.357804184588467,0.318181818181818
"level","women_b12","mean1","index","SierraLeone",14,21,0.665934065934066,0.75
"level","women_b12","pc1","enet","Ghana",75,21,0.47302987197724,0.526315789473684
"level","women_b12","pc1","enet","Malawi",87,21,0.304986513085952,0.454545454545455
"level","women_b12","pc1","enet","SierraLeone",14,21,0.349450549450549,0.5
"level","women_b12","pc1","index","Ghana",75,21,0.559800853485064,0.578947368421053
"level","women_b12","pc1","index","Malawi",87,21,0.335313844135015,0.318181818181818
"level","women_b12","pc1","index","SierraLeone",14,21,0.701098901098901,0.75
"level","women_b12","pc12","enet","Ghana",75,42,0.592916073968705,0.578947368421053
"level","women_b12","pc12","enet","Malawi",87,42,0.362816213457753,0.5
"level","women_b12","pc12","enet","SierraLeone",14,42,0.507692307692308,0.75
"level","women_b12","pc12","index","Ghana",75,42,0.623357041251778,0.631578947368421
"level","women_b12","pc12","index","Malawi",87,42,0.450080192461909,0.409090909090909
"level","women_b12","pc12","index","SierraLeone",14,42,0.578021978021978,0.75
"level","women_b12","pc123","enet","Ghana",75,62,0.583385490753912,0.578947368421053
"level","women_b12","pc123","enet","Malawi",87,62,0.403787271269228,0.409090909090909
"level","women_b12","pc123","enet","SierraLeone",14,62,0.437362637362637,0.5
"level","women_b12","pc123","index","Ghana",75,62,0.617581792318634,0.631578947368421
"level","women_b12","pc123","index","Malawi",87,62,0.480589779106218,0.5
"level","women_b12","pc123","index","SierraLeone",14,62,0.556043956043956,0.75
"level","women_b12","pcvar","enet","Ghana",75,84,0.562304409672831,0.473684210526316
"level","women_b12","pcvar","enet","Malawi",87,84,0.309816286359991,0.409090909090909
"level","women_b12","pcvar","enet","SierraLeone",14,84,0.428571428571429,0.5
"level","women_b12","pcvar","index","Ghana",75,84,0.594196301564722,0.578947368421053
"level","women_b12","pcvar","index","Malawi",87,84,0.449168914485675,0.409090909090909
"level","women_b12","pcvar","index","SierraLeone",14,84,0.56043956043956,0.75
"level","women_b12","sup1","enet","Ghana",75,21,0.524182076813656,0.578947368421053
"level","women_b12","sup1","enet","Malawi",87,21,0.21353065539112,0.363636363636364
"level","women_b12","sup1","enet","SierraLeone",14,21,0.6,0.75
"level","women_b12","sup1","index","Ghana",75,21,0.588762446657183,0.578947368421053
"level","women_b12","sup1","index","Malawi",87,21,0.441313698330539,0.363636363636364
"level","women_b12","sup1","index","SierraLeone",14,21,0.591208791208791,0.75
"level","women_b12","raw","enet","Ghana",75,331,0.578321479374111,0.578947368421053
"level","women_b12","raw","enet","Malawi",87,331,0.417401764234162,0.5
"level","women_b12","raw","enet","SierraLeone",14,331,0.41978021978022,0.5
