"estimand","n_train","n_test","country","outcome","target","rep","mse_pick","rank_pick","library","w_mean","wr_mean","rho_mean","w_lasso","wr_lasso","rho_lasso","w_enet","wr_enet","rho_enet","w_ridge","wr_ridge","rho_ridge","w_ranger","wr_ranger","rho_ranger","w_xgb","wr_xgb","rho_xgb","w_domain_index","wr_domain_index","rho_domain_index","w_domain_pc_ridge","wr_domain_pc_ridge","rho_domain_pc_ridge","w_domain_pc_enet","wr_domain_pc_enet","rho_domain_pc_enet","w_domain_pc1_ols","wr_domain_pc1_ols","rho_domain_pc1_ols","w_hapc","wr_hapc","rho_hapc","w_hapc_lasso","wr_hapc_lasso","rho_hapc_lasso","w_spatial_gam","wr_spatial_gam","rho_spatial_gam","w_spatial_plus_domain","wr_spatial_plus_domain","rho_spatial_plus_domain"
"infill",69,18,"Malawi","women_vitA","prev",1,"mean","domain_pc1_ols","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.673839293402555,NA,-0.180575295612722,0,NA,-1,0,NA,-1,0,NA,-1,0,NA,-0.0603467052512862,0,NA,-0.133880798579049,0,NA,-0.0964193169109206,0,NA,-1,0,NA,-1,0.131339339660942,NA,0.162291184005213,0.00865097375255726,NA,0.0999391876716843,0,NA,0.063257123409422,0,NA,0.038718578368401,0.186170393183946,NA,0.038718578368401
"infill",70,17,"Malawi","women_vitA","prev",1,"mean","domain_pc1_ols","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.9818397322168,NA,-0.242510152618573,0,NA,-1,0,NA,-1,0,NA,-1,0,NA,-0.234543070641359,0,NA,-0.127814072998289,0,NA,-0.0681675055990877,0,NA,-1,0,NA,-1,0,NA,-0.0124288472921114,0.00786933661622994,NA,-0.0766884437989736,0,NA,-0.119774680228341,0,NA,-0.0367676605955905,0.0102909311669703,NA,-0.0367737737655714
"infill",70,17,"Malawi","women_vitA","prev",1,"mean","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.748149279938569,NA,-0.17025130615175,0,NA,-1,0,NA,-1,0,NA,-1,0,NA,-0.16465956777431,0,NA,-0.0179460634019388,0,NA,0.0358921268038777,0,NA,-1,0,NA,-1,0,NA,-0.0178768340723722,0,NA,-0.0358921268038777,0,NA,-0.0780801904944598,0.251850720061431,NA,-0.0417122478367134,0,NA,-0.0536258099294119
"infill",70,17,"Malawi","women_vitA","prev",1,"mean","domain_pc1_ols","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.881918743976202,NA,-0.181016506776006,0,NA,-1,0,NA,-1,0,NA,-1,0,NA,-0.122981731335529,0,NA,-0.178286647762718,0,NA,-0.153553239980607,0,NA,-1,0,NA,-1,0.0977284323855593,NA,0.103116486856302,0,NA,0.0432228425211895,0,NA,-0.26681598345416,0,NA,-0.0514673117818932,0.0203528236382392,NA,-0.0514673117818932
"infill",69,18,"Malawi","women_vitA","prev",1,"mean","xgb","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",1,NA,-0.170886056862223,0,NA,-1,0,NA,-1,0,NA,-1,0,NA,-0.124031580059867,0,NA,0.00917141667707726,0,NA,-0.0152856944617954,0,NA,-1,0,NA,-1,0,NA,-0.088312809412757,0,NA,-0.0580856389548227,0,NA,-0.0951709917751765,0,NA,-0.0395830747405219,0,NA,-0.0395866918464061
"infill",69,18,"Malawi","women_vitA","prev",2,"mean","xgb","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.776382241235444,NA,-0.170886056862223,0,NA,-1,0,NA,-1,0,NA,-1,0,NA,-0.131954079696486,0.0293813354645928,NA,0.03362852781595,0,NA,-0.00305713889235909,0,NA,-1,0,NA,-1,0.0167536683513926,NA,0,0,NA,-0.0275142500312318,0.118569812922817,NA,-0.104462587393298,0,NA,-0.0182687775869161,0.0589129420257535,NA,-0.00913363778515608
"infill",70,17,"Malawi","women_vitA","prev",2,"mean","domain_pc1_ols","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.864380428487077,NA,-0.181016506776006,0,NA,-1,0,NA,-1,0,NA,-1,0,NA,-0.22406341706979,0,NA,-0.157736095708464,0,NA,-0.127607410248392,0,NA,-1,0,NA,-1,0.101491008815004,NA,0.139792250846933,0,NA,0.0350996154554961,0.0341285626979184,NA,0.0743756177161475,0,NA,-0.0169132862039437,0,NA,-0.0169132862039437
"infill",69,18,"Malawi","women_vitA","prev",2,"mean","domain_pc1_ols","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.593932108842643,NA,-0.187246638683317,0,NA,-1,0,NA,-1,0,NA,-1,0,NA,-0.14332211559779,0,NA,-0.141800507790767,0,NA,-0.117161412465421,0,NA,-1,0,NA,-1,0.126255437880325,NA,0.130738056828367,0,NA,0.075174382676311,0.279812453277033,NA,0.0805381854505749,0,NA,-0.0392214170485101,0,NA,-0.0392214170485101
"infill",70,17,"Malawi","women_vitA","prev",2,"mean","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.491589198850646,NA,-0.17025130615175,0,NA,-1,0,NA,-1,0,NA,-1,0,NA,-0.16183742579639,0,NA,-0.0418741479378573,0,NA,0.0538381902058165,0,NA,-1,0,NA,-1,0,NA,-0.0447112602040213,0,NA,-0.0239280845359185,0.148154435497317,NA,-0.0660678534953121,0,NA,0.008937400413875,0.360256365652036,NA,0.00297910740884195
"infill",70,17,"Malawi","women_vitA","prev",2,"mean","domain_pc1_ols","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.836860303983853,NA,-0.181016506776006,0,NA,-1,0,NA,-1,0,NA,-1,0,NA,-0.140352967149785,0,NA,-0.22575296710927,0,NA,-0.106693131609107,0,NA,-1,0,NA,-1,0.0620019113868505,NA,0.136458090484148,0,NA,0.0438290534962412,0,NA,-0.0953506686772351,0.101137784629297,NA,0.0122454616960453,0,NA,0.0122454616960453
"infill",70,17,"Malawi","women_vitA","prev",3,"mean","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.77809723597899,NA,-0.17025130615175,0,NA,-1,0,NA,-1,0,NA,-1,0,NA,-0.159033452797346,0,NA,-0.0358921268038777,0,NA,0.0179460634019388,0,NA,-1,0,NA,-1,0,NA,-0.0357517911311296,0.090812397744931,NA,-0.0179460634019388,0,NA,-0.0989539499513244,0.131090366276079,NA,-0.0685188709827532,0,NA,-0.0923539455671878
"infill",69,18,"Malawi","women_vitA","prev",3,"mean","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.766258056559707,NA,-0.243439874547169,0,NA,-1,0,NA,-1,0,NA,-1,0,NA,-0.239531672245244,0,NA,-0.0391960918219491,0.0146797307895879,NA,-0.0043551213135499,0,NA,-1,0,NA,-1,0,NA,-0.0217035608574511,0,NA,-0.0653268197032485,0,NA,-0.0740370623303483,0.219062212650705,NA,-0.130620699132461,0,NA,-0.139229818387775
