"country","outcome","rep","arm","n_areas","spearman","topk"
"Gambia","women_iron",4,"rank_discrete",30,0.753587722985562,0.625
"Gambia","women_iron",4,"rank_nnls",30,0.750472804732891,0.625
"Gambia","women_iron",4,"domain_index",30,0.787184341282231,0.625
"Gambia","women_iron",4,"enet",30,0.654800315543699,0.5
"Gambia","women_iron",4,"rf",30,0.746912898158409,0.625
"Gambia","women_iron",4,"mean",30,-0.155237876814468,0
"Gambia","women_iron",5,"mse_discrete",30,0.695961735311142,0.5
"Gambia","women_iron",5,"mse_nnls",30,0.769829796731634,0.625
"Gambia","women_iron",5,"rank_discrete",30,0.778729563167838,0.625
"Gambia","women_iron",5,"rank_nnls",30,0.750695298893796,0.625
"Gambia","women_iron",5,"domain_index",30,0.778729563167838,0.625
"Gambia","women_iron",5,"enet",30,0.687284463035843,0.625
"Gambia","women_iron",5,"rf",30,0.717321174758031,0.625
"Gambia","women_iron",5,"mean",30,0.0462990158920342,0.25
"Ghana","child_vitA",1,"mse_discrete",75,0.139476054956475,0.421052631578947
"Ghana","child_vitA",1,"mse_nnls",75,0.238825745512015,0.578947368421053
"Ghana","child_vitA",1,"rank_discrete",75,0.308695438678613,0.526315789473684
"Ghana","child_vitA",1,"rank_nnls",75,0.297316618976168,0.421052631578947
"Ghana","child_vitA",1,"domain_index",75,0.341004957075191,0.473684210526316
"Ghana","child_vitA",1,"enet",75,0.109911233117819,0.421052631578947
"Ghana","child_vitA",1,"rf",75,0.224253375905723,0.473684210526316
"Ghana","child_vitA",1,"mean",75,-0.188720287569617,0.157894736842105
"Ghana","child_vitA",2,"mse_discrete",75,0.125175561423,0.368421052631579
"Ghana","child_vitA",2,"mse_nnls",75,0.269711113275797,0.473684210526316
"Ghana","child_vitA",2,"rank_discrete",75,0.324188471320249,0.368421052631579
"Ghana","child_vitA",2,"rank_nnls",75,0.325828402351955,0.421052631578947
"Ghana","child_vitA",2,"domain_index",75,0.324188471320249,0.368421052631579
"Ghana","child_vitA",2,"enet",75,0.197712386839968,0.368421052631579
"Ghana","child_vitA",2,"rf",75,0.232438645704322,0.578947368421053
"Ghana","child_vitA",2,"mean",75,-0.0400782874418557,0.315789473684211
"Ghana","child_vitA",3,"mse_discrete",75,0.0182281835853465,0.368421052631579
"Ghana","child_vitA",3,"mse_nnls",75,0.290454802290875,0.421052631578947
"Ghana","child_vitA",3,"rank_discrete",75,0.355922575319738,0.473684210526316
"Ghana","child_vitA",3,"rank_nnls",75,0.336732505176801,0.473684210526316
"Ghana","child_vitA",3,"domain_index",75,0.351031552944477,0.473684210526316
"Ghana","child_vitA",3,"enet",75,0.100424197652053,0.421052631578947
"Ghana","child_vitA",3,"rf",75,0.190620404395839,0.526315789473684
"Ghana","child_vitA",3,"mean",75,-0.132346432706348,0.315789473684211
"Ghana","child_vitA",4,"mse_discrete",75,0.00250438725598387,0.368421052631579
"Ghana","child_vitA",4,"mse_nnls",75,0.253139178639618,0.421052631578947
"Ghana","child_vitA",4,"rank_discrete",75,0.284240326802308,0.421052631578947
"Ghana","child_vitA",4,"rank_nnls",75,0.259598205246948,0.421052631578947
"Ghana","child_vitA",4,"domain_index",75,0.284240326802308,0.421052631578947
"Ghana","child_vitA",4,"enet",75,-0.00486317060173612,0.368421052631579
"Ghana","child_vitA",4,"rf",75,0.189009244083988,0.473684210526316
"Ghana","child_vitA",4,"mean",75,-0.169121564589808,0.210526315789474
"Ghana","child_vitA",5,"mse_discrete",75,0.129395451179035,0.315789473684211
"Ghana","child_vitA",5,"mse_nnls",75,0.295130044267227,0.473684210526316
"Ghana","child_vitA",5,"rank_discrete",75,0.330892049046343,0.421052631578947
"Ghana","child_vitA",5,"rank_nnls",75,0.282787405449657,0.421052631578947
"Ghana","child_vitA",5,"domain_index",75,0.330892049046343,0.421052631578947
"Ghana","child_vitA",5,"enet",75,0.0866146734569722,0.368421052631579
"Ghana","child_vitA",5,"rf",75,0.157016203605809,0.473684210526316
"Ghana","child_vitA",5,"mean",75,-0.0993148771224005,0.210526315789474
"Ghana","women_vitA",1,"mse_discrete",75,-0.0154936575415991,0.263157894736842
"Ghana","women_vitA",1,"mse_nnls",75,-0.0343302446616976,0.157894736842105
"Ghana","women_vitA",1,"rank_discrete",75,0.11242230420455,0.210526315789474
"Ghana","women_vitA",1,"rank_nnls",75,0.136178131478261,0.210526315789474
"Ghana","women_vitA",1,"domain_index",75,0.155568470984986,0.263157894736842
"Ghana","women_vitA",1,"enet",75,-0.0348003304240831,0.263157894736842
"Ghana","women_vitA",1,"rf",75,0.00682005044719278,0.105263157894737
"Ghana","women_vitA",1,"mean",75,-0.0348003304240831,0.263157894736842
"Ghana","women_vitA",2,"mse_discrete",75,-0.2258609680465,0.105263157894737
"Ghana","women_vitA",2,"mse_nnls",75,-0.0372354128575578,0.157894736842105
"Ghana","women_vitA",2,"rank_discrete",75,0.0602214912036435,0.263157894736842
"Ghana","women_vitA",2,"rank_nnls",75,0.0409203026831567,0.263157894736842
"Ghana","women_vitA",2,"domain_index",75,0.0602214912036435,0.263157894736842
"Ghana","women_vitA",2,"enet",75,-0.2258609680465,0.105263157894737
"Ghana","women_vitA",2,"rf",75,0.00543821016050666,0.315789473684211
"Ghana","women_vitA",2,"mean",75,-0.2258609680465,0.105263157894737
"Ghana","women_vitA",3,"mse_discrete",75,-0.138518962276252,0.210526315789474
"Ghana","women_vitA",3,"mse_nnls",75,-0.0926857452259643,0.105263157894737
"Ghana","women_vitA",3,"rank_discrete",75,-0.057464266958058,0.157894736842105
"Ghana","women_vitA",3,"rank_nnls",75,0.00931627806185158,0.157894736842105
"Ghana","women_vitA",3,"domain_index",75,0.0690474388411871,0.157894736842105
"Ghana","women_vitA",3,"enet",75,-0.173420237044566,0.263157894736842
