"country","outcome","target","estimand","arm","rep","n_units","collapsed","spearman","wmae"
"Gambia","women_iron","level","infill","spatial",9,30,FALSE,0.587986651835373,0.249234669624251
"Gambia","women_iron","level","infill","spatial",10,30,FALSE,0.488765294771969,0.265243521742485
"Gambia","women_iron","level","infill","domain_index",1,30,FALSE,0.642714126807564,0.261127333009441
"Gambia","women_iron","level","infill","domain_index",2,30,FALSE,0.680533926585094,0.266384920912485
"Gambia","women_iron","level","infill","domain_index",3,30,FALSE,0.610678531701891,0.246666882807268
"Gambia","women_iron","level","infill","domain_index",4,30,FALSE,0.702780867630701,0.25011800339435
"Gambia","women_iron","level","infill","domain_index",5,30,FALSE,0.690322580645161,0.256049062958124
"Gambia","women_iron","level","infill","domain_index",6,30,FALSE,0.645828698553949,0.259021779628369
"Gambia","women_iron","level","infill","domain_index",7,30,FALSE,0.652502780867631,0.249002770351836
"Gambia","women_iron","level","infill","domain_index",8,30,FALSE,0.707675194660734,0.240720222815106
"Gambia","women_iron","level","infill","domain_index",9,30,FALSE,0.638264738598443,0.246252597768791
"Gambia","women_iron","level","infill","domain_index",10,30,FALSE,0.615127919911012,0.246161509738979
"Gambia","women_iron","level","infill","domain_enet",1,30,FALSE,0.561735261401557,0.220276988321423
"Gambia","women_iron","level","infill","domain_enet",2,30,FALSE,0.601334816462736,0.206363248871868
"Gambia","women_iron","level","infill","domain_enet",3,30,FALSE,0.574638487208009,0.200576993611854
"Gambia","women_iron","level","infill","domain_enet",4,30,FALSE,0.597330367074527,0.209988597529248
"Gambia","women_iron","level","infill","domain_enet",5,30,FALSE,0.623136818687431,0.211678750122892
"Gambia","women_iron","level","infill","domain_enet",6,30,FALSE,0.583092324805339,0.223710409236253
"Gambia","women_iron","level","infill","domain_enet",7,30,FALSE,0.604894327030033,0.203019531555279
"Gambia","women_iron","level","infill","domain_enet",8,30,FALSE,0.678754171301446,0.190152731863265
"Gambia","women_iron","level","infill","domain_enet",9,30,FALSE,0.56440489432703,0.222978903698532
"Gambia","women_iron","level","infill","domain_enet",10,30,FALSE,0.53503893214683,0.218046500326448
"Gambia","women_iron","level","infill","spatial_plus_domain",1,30,FALSE,0.531924360400445,0.264757783278311
"Gambia","women_iron","level","infill","spatial_plus_domain",2,30,FALSE,0.610233592880979,0.236376017917487
"Gambia","women_iron","level","infill","spatial_plus_domain",3,30,FALSE,0.575083426028921,0.231337531579773
"Gambia","women_iron","level","infill","spatial_plus_domain",4,30,FALSE,0.592436040044494,0.236204783669902
"Gambia","women_iron","level","infill","spatial_plus_domain",5,30,FALSE,0.566184649610678,0.222965381496218
"Gambia","women_iron","level","infill","spatial_plus_domain",6,30,FALSE,0.577308120133482,0.247839158726528
"Gambia","women_iron","level","infill","spatial_plus_domain",7,30,FALSE,0.498109010011124,0.264165036292717
"Gambia","women_iron","level","infill","spatial_plus_domain",8,30,FALSE,0.595550611790879,0.229172807594311
"Gambia","women_iron","level","infill","spatial_plus_domain",9,30,FALSE,0.587986651835373,0.24923466962736
"Gambia","women_iron","level","infill","spatial_plus_domain",10,30,FALSE,0.488765294771969,0.265243521741151
"Ghana","women_iron","level","infill","null_train_mean",1,75,FALSE,-0.13892563446268,0.263702086216613
"Ghana","women_iron","level","infill","null_train_mean",2,75,FALSE,-0.179427465199449,0.26479402169969
"Ghana","women_iron","level","infill","null_train_mean",3,75,FALSE,-0.114101931753048,0.263002967183595
"Ghana","women_iron","level","infill","null_train_mean",4,75,FALSE,-0.228203863506095,0.265409854390665
"Ghana","women_iron","level","infill","null_train_mean",5,75,FALSE,-0.227332856393477,0.26339070563933
"Ghana","women_iron","level","infill","null_train_mean",6,75,FALSE,-0.308772021423324,0.264186576025828
"Ghana","women_iron","level","infill","null_train_mean",7,75,FALSE,-0.0796971508046096,0.259524283114179
"Ghana","women_iron","level","infill","null_train_mean",8,75,FALSE,-0.155039266046126,0.26247311060761
"Ghana","women_iron","level","infill","null_train_mean",9,75,FALSE,-0.224719835055621,0.265105077808045
"Ghana","women_iron","level","infill","null_train_mean",10,75,FALSE,-0.170717394073262,0.265390785050714
"Ghana","women_iron","level","infill","spatial",1,75,FALSE,0.528449502133713,0.216273407760878
"Ghana","women_iron","level","infill","spatial",2,75,FALSE,0.584352773826458,0.205785107489405
"Ghana","women_iron","level","infill","spatial",3,75,FALSE,0.57425320056899,0.209054484262855
"Ghana","women_iron","level","infill","spatial",4,75,FALSE,0.462247510668563,0.227358541340416
"Ghana","women_iron","level","infill","spatial",5,75,FALSE,0.618293029871977,0.209878581516721
"Ghana","women_iron","level","infill","spatial",6,75,FALSE,0.601137980085348,0.202090176121302
"Ghana","women_iron","level","infill","spatial",7,75,FALSE,0.592631578947368,0.201074012404996
"Ghana","women_iron","level","infill","spatial",8,75,FALSE,0.610953058321479,0.202768332450094
"Ghana","women_iron","level","infill","spatial",9,75,FALSE,0.597894736842105,0.202300771525757
"Ghana","women_iron","level","infill","spatial",10,75,FALSE,0.423015647226173,0.230447466753694
"Ghana","women_iron","level","infill","domain_index",1,75,FALSE,0.193428165007112,0.340825587472149
"Ghana","women_iron","level","infill","domain_index",2,75,FALSE,0.368364153627311,0.284571175782581
"Ghana","women_iron","level","infill","domain_index",3,75,FALSE,0.330355618776671,0.288843060838595
"Ghana","women_iron","level","infill","domain_index",4,75,FALSE,0.345149359886202,0.297327559403149
"Ghana","women_iron","level","infill","domain_index",5,75,FALSE,0.420796586059744,0.281495316657047
"Ghana","women_iron","level","infill","domain_index",6,75,FALSE,0.392887624466572,0.274168109203805
"Ghana","women_iron","level","infill","domain_index",7,75,FALSE,0.420483641536273,0.284364098529439
"Ghana","women_iron","level","infill","domain_index",8,75,FALSE,0.410298719772404,0.283236901021095
"Ghana","women_iron","level","infill","domain_index",9,75,FALSE,0.396699857752489,0.281214891448652
"Ghana","women_iron","level","infill","domain_index",10,75,FALSE,0.391749644381223,0.286310400215083
"Ghana","women_iron","level","infill","domain_enet",1,75,FALSE,0.115647226173542,0.26264378000132
"Ghana","women_iron","level","infill","domain_enet",2,75,FALSE,0.23103840682788,0.251923421270213
"Ghana","women_iron","level","infill","domain_enet",3,75,FALSE,0.161735419630156,0.262937598296394
"Ghana","women_iron","level","infill","domain_enet",4,75,FALSE,0.158207681365576,0.255756191218523
"Ghana","women_iron","level","infill","domain_enet",5,75,FALSE,0.271009957325747,0.247589216372241
"Ghana","women_iron","level","infill","domain_enet",6,75,FALSE,0.227482219061166,0.244125680234977
"Ghana","women_iron","level","infill","domain_enet",7,75,FALSE,0.304921763869132,0.250363489670209
"Ghana","women_iron","level","infill","domain_enet",8,75,FALSE,0.310440967283073,0.248197393344371
"Ghana","women_iron","level","infill","domain_enet",9,75,FALSE,0.176671408250356,0.257323016628716
"Ghana","women_iron","level","infill","domain_enet",10,75,FALSE,0.0879943100995732,0.272350551808836
"Ghana","women_iron","level","infill","spatial_plus_domain",1,75,FALSE,0.528449502133713,0.216273407760879
"Ghana","women_iron","level","infill","spatial_plus_domain",2,75,FALSE,0.584352773826458,0.205785107489405
"Ghana","women_iron","level","infill","spatial_plus_domain",3,75,FALSE,0.569843527738265,0.209213648099454
"Ghana","women_iron","level","infill","spatial_plus_domain",4,75,FALSE,0.462247510668563,0.227358541340417
"Ghana","women_iron","level","infill","spatial_plus_domain",5,75,FALSE,0.618293029871977,0.209878581516721
"Ghana","women_iron","level","infill","spatial_plus_domain",6,75,FALSE,0.601137980085348,0.202090176121301
"Ghana","women_iron","level","infill","spatial_plus_domain",7,75,FALSE,0.592631578947368,0.201009954086017
"Ghana","women_iron","level","infill","spatial_plus_domain",8,75,FALSE,0.610953058321479,0.202768332450093
"Ghana","women_iron","level","infill","spatial_plus_domain",9,75,FALSE,0.598207681365576,0.202274242481606
"Ghana","women_iron","level","infill","spatial_plus_domain",10,75,FALSE,0.424210526315789,0.230282830323825
"Malawi","women_iron","level","infill","null_train_mean",1,27,TRUE,-0.294984144628282,0.181529149172524
"Malawi","women_iron","level","infill","null_train_mean",2,27,TRUE,-0.459764094478716,0.177299114023775
"Malawi","women_iron","level","infill","null_train_mean",3,27,TRUE,-0.394973490378734,0.1760261833165
"Malawi","women_iron","level","infill","null_train_mean",4,27,TRUE,-0.274737080847038,0.17700739603058
"Malawi","women_iron","level","infill","null_train_mean",5,27,TRUE,-0.407744715225365,0.177220985326033
"Malawi","women_iron","level","infill","null_train_mean",6,27,TRUE,-0.359774748728264,0.175788039428262
"Malawi","women_iron","level","infill","null_train_mean",7,27,TRUE,-0.450107802521507,0.179573983690468
"Malawi","women_iron","level","infill","null_train_mean",8,27,TRUE,-0.397776929979214,0.180877207466146
"Malawi","women_iron","level","infill","null_train_mean",9,27,TRUE,-0.17256728207399,0.170856950612412
"Malawi","women_iron","level","infill","null_train_mean",10,27,TRUE,-0.0847261745922837,0.171009371942932
"Malawi","women_iron","level","infill","spatial",1,27,TRUE,0.090964590964591,0.199261941975531
"Malawi","women_iron","level","infill","spatial",2,27,TRUE,0.0879120879120879,0.192497738121974
"Malawi","women_iron","level","infill","spatial",3,27,TRUE,-0.0238095238095238,0.197456246057866
"Malawi","women_iron","level","infill","spatial",4,27,TRUE,0.0634920634920635,0.195802824400087
"Malawi","women_iron","level","infill","spatial",5,27,TRUE,0.0531135531135531,0.199481940014404
"Malawi","women_iron","level","infill","spatial",6,27,TRUE,-0.0811965811965812,0.204997987784625
"Malawi","women_iron","level","infill","spatial",7,27,TRUE,0.106227106227106,0.198872172368903
"Malawi","women_iron","level","infill","spatial",8,27,TRUE,-0.00610500610500611,0.214830877929536
"Malawi","women_iron","level","infill","spatial",9,27,TRUE,0.163614163614164,0.179664316329538
"Malawi","women_iron","level","infill","spatial",10,27,TRUE,0.15018315018315,0.184050169352365
"Malawi","women_iron","level","infill","domain_index",1,27,TRUE,0.61965811965812,0.149843207717889
"Malawi","women_iron","level","infill","domain_index",2,27,TRUE,0.579365079365079,0.158760748416059
"Malawi","women_iron","level","infill","domain_index",3,27,TRUE,0.658730158730159,0.142679072793556
"Malawi","women_iron","level","infill","domain_index",4,27,TRUE,0.64041514041514,0.14401750066081
"Malawi","women_iron","level","infill","domain_index",5,27,TRUE,0.600732600732601,0.14324450441518
"Malawi","women_iron","level","infill","domain_index",6,27,TRUE,0.508547008547009,0.163611219757444
"Malawi","women_iron","level","infill","domain_index",7,27,TRUE,0.658119658119658,0.137460857131785
"Malawi","women_iron","level","infill","domain_index",8,27,TRUE,0.593406593406593,0.140195182991931
"Malawi","women_iron","level","infill","domain_index",9,27,TRUE,0.542124542124542,0.16950232949432
"Malawi","women_iron","level","infill","domain_index",10,27,TRUE,0.586080586080586,0.157672922548313
"Malawi","women_iron","level","infill","domain_enet",1,27,TRUE,0.456654456654457,0.190738315159517
"Malawi","women_iron","level","infill","domain_enet",2,27,TRUE,0.606227106227106,0.150189947432176
"Malawi","women_iron","level","infill","domain_enet",3,27,TRUE,0.637362637362637,0.139504465405174
"Malawi","women_iron","level","infill","domain_enet",4,27,TRUE,0.526862026862027,0.176295441288971
"Malawi","women_iron","level","infill","domain_enet",5,27,TRUE,0.556166056166056,0.157768787595972
"Malawi","women_iron","level","infill","domain_enet",6,27,TRUE,0.322954822954823,0.167877374734964
"Malawi","women_iron","level","infill","domain_enet",7,27,TRUE,0.693528693528694,0.118317690290877
"Malawi","women_iron","level","infill","domain_enet",8,27,TRUE,0.557387057387057,0.150442804070117
"Malawi","women_iron","level","infill","domain_enet",9,27,TRUE,0.565323565323565,0.152004721461345
"Malawi","women_iron","level","infill","domain_enet",10,27,TRUE,0.617826617826618,0.157093785327632
"Malawi","women_iron","level","infill","spatial_plus_domain",1,27,TRUE,0.468864468864469,0.186451780293539
"Malawi","women_iron","level","infill","spatial_plus_domain",2,27,TRUE,0.573260073260073,0.160501204710849
"Malawi","women_iron","level","infill","spatial_plus_domain",3,27,TRUE,0.601343101343101,0.154945100849748
"Malawi","women_iron","level","infill","spatial_plus_domain",4,27,TRUE,0.604395604395604,0.172585297406691
"Malawi","women_iron","level","infill","spatial_plus_domain",5,27,TRUE,0.486568986568987,0.174763056534667
"Malawi","women_iron","level","infill","spatial_plus_domain",6,27,TRUE,0.336996336996337,0.213868732342024
"Malawi","women_iron","level","infill","spatial_plus_domain",7,27,TRUE,0.672161172161172,0.136839411560866
"Malawi","women_iron","level","infill","spatial_plus_domain",8,27,TRUE,0.291819291819292,0.193176396793699
"Malawi","women_iron","level","infill","spatial_plus_domain",9,27,TRUE,0.539072039072039,0.164636289880828
"Malawi","women_iron","level","infill","spatial_plus_domain",10,27,TRUE,0.481684981684982,0.165185804749129
"SierraLeone","women_iron","level","infill","null_train_mean",1,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","null_train_mean",2,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","null_train_mean",3,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","null_train_mean",4,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","null_train_mean",5,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","null_train_mean",6,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","null_train_mean",7,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","null_train_mean",8,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","null_train_mean",9,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","null_train_mean",10,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial",1,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial",2,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial",3,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial",4,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial",5,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial",6,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial",7,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial",8,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial",9,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial",10,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_index",1,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_index",2,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_index",3,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_index",4,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_index",5,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_index",6,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_index",7,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_index",8,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_index",9,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_index",10,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_enet",1,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_enet",2,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_enet",3,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_enet",4,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_enet",5,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_enet",6,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_enet",7,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_enet",8,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_enet",9,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","domain_enet",10,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial_plus_domain",1,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial_plus_domain",2,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial_plus_domain",3,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial_plus_domain",4,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial_plus_domain",5,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial_plus_domain",6,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial_plus_domain",7,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial_plus_domain",8,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial_plus_domain",9,14,FALSE,NA,NA
"SierraLeone","women_iron","level","infill","spatial_plus_domain",10,14,FALSE,NA,NA
"Gambia","women_iron","level","country","domain_index",1,30,FALSE,0.483426028921023,NA
"Ghana","women_iron","level","country","domain_index",1,75,FALSE,0.118207681365576,NA
"Malawi","women_iron","level","country","domain_index",1,27,TRUE,0.413919413919414,NA
"SierraLeone","women_iron","level","country","domain_index",1,14,FALSE,-0.0153846153846154,NA
"Gambia","women_iron","level","country","domain_enet",1,30,FALSE,0.682313681868743,NA
"Ghana","women_iron","level","country","domain_enet",1,75,FALSE,0.32773826458037,NA
"Malawi","women_iron","level","country","domain_enet",1,27,TRUE,0.250915750915751,NA
"SierraLeone","women_iron","level","country","domain_enet",1,14,FALSE,-0.230769230769231,NA
"Ghana","women_folate","level","infill","null_train_mean",1,75,FALSE,-0.222977820830383,0.282925520311935
"Ghana","women_folate","level","infill","null_train_mean",2,75,FALSE,-0.162442826503385,0.283134534369316
"Ghana","women_folate","level","infill","null_train_mean",3,75,FALSE,-0.279157779594288,0.287164985877565
"Ghana","women_folate","level","infill","null_train_mean",4,75,FALSE,-0.0405018307367688,0.279062059531019
"Ghana","women_folate","level","infill","null_train_mean",5,75,FALSE,-0.153297251820888,0.282025944314805
"Ghana","women_folate","level","infill","null_train_mean",6,75,FALSE,-0.230381381287642,0.283310624519453
"Ghana","women_folate","level","infill","null_train_mean",7,75,FALSE,-0.374968561982344,0.288457809374627
"Ghana","women_folate","level","infill","null_train_mean",8,75,FALSE,-0.082745675698775,0.279810747639875
"Ghana","women_folate","level","infill","null_train_mean",9,75,FALSE,-0.140667648687918,0.282549945048648
"Ghana","women_folate","level","infill","null_train_mean",10,75,FALSE,-0.173765918967427,0.282886382853024
"Ghana","women_folate","level","infill","spatial",1,75,FALSE,0.566543385490754,0.231033036348342
"Ghana","women_folate","level","infill","spatial",2,75,FALSE,0.490412517780939,0.250221433130952
"Ghana","women_folate","level","infill","spatial",3,75,FALSE,0.513058321479374,0.228616383410572
"Ghana","women_folate","level","infill","spatial",4,75,FALSE,0.610697012802276,0.213849332426967
"Ghana","women_folate","level","infill","spatial",5,75,FALSE,0.58873399715505,0.227434017853235
"Ghana","women_folate","level","infill","spatial",6,75,FALSE,0.61724039829303,0.217808260600619
"Ghana","women_folate","level","infill","spatial",7,75,FALSE,0.563300142247511,0.22583351855819
"Ghana","women_folate","level","infill","spatial",8,75,FALSE,0.62597439544808,0.215826251576568
"Ghana","women_folate","level","infill","spatial",9,75,FALSE,0.571578947368421,0.224049520359668
"Ghana","women_folate","level","infill","spatial",10,75,FALSE,0.573115220483641,0.230652246775587
"Ghana","women_folate","level","infill","domain_index",1,75,FALSE,0.398093883357041,0.30695335218763
"Ghana","women_folate","level","infill","domain_index",2,75,FALSE,0.359800853485064,0.31214094519902
"Ghana","women_folate","level","infill","domain_index",3,75,FALSE,0.38628733997155,0.301587922159839
"Ghana","women_folate","level","infill","domain_index",4,75,FALSE,0.409331436699858,0.299632765148606
"Ghana","women_folate","level","infill","domain_index",5,75,FALSE,0.388876244665718,0.3054396610017
"Ghana","women_folate","level","infill","domain_index",6,75,FALSE,0.415220483641536,0.301727165295748
"Ghana","women_folate","level","infill","domain_index",7,75,FALSE,0.375192034139403,0.297440112515725
"Ghana","women_folate","level","infill","domain_index",8,75,FALSE,0.414281650071124,0.300709384187302
"Ghana","women_folate","level","infill","domain_index",9,75,FALSE,0.410298719772404,0.300639874752265
"Ghana","women_folate","level","infill","domain_index",10,75,FALSE,0.379374110953058,0.307019077205265
"Ghana","women_folate","level","infill","domain_enet",1,75,FALSE,0.357581792318634,0.270322390871436
"Ghana","women_folate","level","infill","domain_enet",2,75,FALSE,0.233285917496444,0.305887129538347
"Ghana","women_folate","level","infill","domain_enet",3,75,FALSE,0.346998577524893,0.27345767196534
"Ghana","women_folate","level","infill","domain_enet",4,75,FALSE,0.456301564722617,0.250064858329173
"Ghana","women_folate","level","infill","domain_enet",5,75,FALSE,0.29800853485064,0.263894684878422
"Ghana","women_folate","level","infill","domain_enet",6,75,FALSE,0.466799431009957,0.24970741503362
"Ghana","women_folate","level","infill","domain_enet",7,75,FALSE,0.374765291607397,0.267111609568062
"Ghana","women_folate","level","infill","domain_enet",8,75,FALSE,0.48827880512091,0.253184254135684
"Ghana","women_folate","level","infill","domain_enet",9,75,FALSE,0.42452347083926,0.257017558161497
"Ghana","women_folate","level","infill","domain_enet",10,75,FALSE,0.457923186344239,0.250415650534773
"Ghana","women_folate","level","infill","spatial_plus_domain",1,75,FALSE,0.566543385490754,0.231033036348342
"Ghana","women_folate","level","infill","spatial_plus_domain",2,75,FALSE,0.45402560455192,0.270211548866612
"Ghana","women_folate","level","infill","spatial_plus_domain",3,75,FALSE,0.513058321479374,0.228616383410571
"Ghana","women_folate","level","infill","spatial_plus_domain",4,75,FALSE,0.610697012802276,0.213849332426966
"Ghana","women_folate","level","infill","spatial_plus_domain",5,75,FALSE,0.58873399715505,0.227434017853235
"Ghana","women_folate","level","infill","spatial_plus_domain",6,75,FALSE,0.61724039829303,0.217808260600619
"Ghana","women_folate","level","infill","spatial_plus_domain",7,75,FALSE,0.563300142247511,0.22583351855819
"Ghana","women_folate","level","infill","spatial_plus_domain",8,75,FALSE,0.62597439544808,0.215826251576568
"Ghana","women_folate","level","infill","spatial_plus_domain",9,75,FALSE,0.571578947368421,0.224049520359668
"Ghana","women_folate","level","infill","spatial_plus_domain",10,75,FALSE,0.547254623044097,0.240710922645653
"Malawi","women_folate","level","infill","null_train_mean",1,27,TRUE,-0.209011996880229,0.249340866418287
"Malawi","women_folate","level","infill","null_train_mean",2,27,TRUE,-0.204028104257154,0.249764307562856
"Malawi","women_folate","level","infill","null_train_mean",3,27,TRUE,-0.218668288837438,0.254001727278334
"Malawi","women_folate","level","infill","null_train_mean",4,27,TRUE,-0.38033330579845,0.256847496267052
"Malawi","women_folate","level","infill","null_train_mean",5,27,TRUE,-0.375037919886432,0.256650691199337
"Malawi","women_folate","level","infill","null_train_mean",6,27,TRUE,-0.28065545333694,0.253422321134336
"Malawi","women_folate","level","infill","null_train_mean",7,27,TRUE,-0.310870302364335,0.254949141723361
"Malawi","women_folate","level","infill","null_train_mean",8,27,TRUE,-0.475650252214769,0.267809204895039
"Malawi","women_folate","level","infill","null_train_mean",9,27,TRUE,-0.602739514103195,0.280355101791541
"Malawi","women_folate","level","infill","null_train_mean",10,27,TRUE,-0.184715520342736,0.249208293336685
"Malawi","women_folate","level","infill","spatial",1,27,TRUE,0.432234432234432,0.226433016996293
"Malawi","women_folate","level","infill","spatial",2,27,TRUE,0.338827838827839,0.238589884721154
"Malawi","women_folate","level","infill","spatial",3,27,TRUE,0.315628815628816,0.223002812497911
"Malawi","women_folate","level","infill","spatial",4,27,TRUE,0.572649572649573,0.189573941563804
"Malawi","women_folate","level","infill","spatial",5,27,TRUE,0.298534798534798,0.256184180722632
"Malawi","women_folate","level","infill","spatial",6,27,TRUE,0.387667887667888,0.243578795731087
"Malawi","women_folate","level","infill","spatial",7,27,TRUE,0.412087912087912,0.237525335183517
"Malawi","women_folate","level","infill","spatial",8,27,TRUE,0.276556776556777,0.237859304764392
"Malawi","women_folate","level","infill","spatial",9,27,TRUE,0.266178266178266,0.236390212486238
"Malawi","women_folate","level","infill","spatial",10,27,TRUE,0.426129426129426,0.231612172063166
"Malawi","women_folate","level","infill","domain_index",1,27,TRUE,0.436507936507936,0.225758212684819
"Malawi","women_folate","level","infill","domain_index",2,27,TRUE,0.391941391941392,0.221227944675353
"Malawi","women_folate","level","infill","domain_index",3,27,TRUE,0.384004884004884,0.217519301316174
"Malawi","women_folate","level","infill","domain_index",4,27,TRUE,0.621489621489621,0.190070685170359
"Malawi","women_folate","level","infill","domain_index",5,27,TRUE,0.487789987789988,0.239278332906615
"Malawi","women_folate","level","infill","domain_index",6,27,TRUE,0.502442002442002,0.218019229835848
"Malawi","women_folate","level","infill","domain_index",7,27,TRUE,0.467032967032967,0.219152337303177
"Malawi","women_folate","level","infill","domain_index",8,27,TRUE,0.373626373626374,0.242747081546547
"Malawi","women_folate","level","infill","domain_index",9,27,TRUE,0.395604395604396,0.23716075453456
"Malawi","women_folate","level","infill","domain_index",10,27,TRUE,0.538461538461538,0.221921368599622
"Malawi","women_folate","level","infill","domain_enet",1,27,TRUE,0.194749694749695,0.265590858517254
"Malawi","women_folate","level","infill","domain_enet",2,27,TRUE,0.0303825158079172,0.247560144125322
"Malawi","women_folate","level","infill","domain_enet",3,27,TRUE,0.375457875457875,0.22261479493011
"Malawi","women_folate","level","infill","domain_enet",4,27,TRUE,-0.205355747162412,0.281562924126765
"Malawi","women_folate","level","infill","domain_enet",5,27,TRUE,0.166056166056166,0.245886895445193
"Malawi","women_folate","level","infill","domain_enet",6,27,TRUE,0.150685002643307,0.248141841797463
"Malawi","women_folate","level","infill","domain_enet",7,27,TRUE,0.343107602760116,0.223430820502528
"Malawi","women_folate","level","infill","domain_enet",8,27,TRUE,0.0410391101504141,0.255288721989198
"Malawi","women_folate","level","infill","domain_enet",9,27,TRUE,0.135531135531136,0.265905255919196
"Malawi","women_folate","level","infill","domain_enet",10,27,TRUE,0.362026862026862,0.233923917505185
"Malawi","women_folate","level","infill","spatial_plus_domain",1,27,TRUE,0.432234432234432,0.226433016996294
"Malawi","women_folate","level","infill","spatial_plus_domain",2,27,TRUE,0.294871794871795,0.24306328221934
"Malawi","women_folate","level","infill","spatial_plus_domain",3,27,TRUE,0.264957264957265,0.226923114249275
"Malawi","women_folate","level","infill","spatial_plus_domain",4,27,TRUE,0.442002442002442,0.20483165187939
"Malawi","women_folate","level","infill","spatial_plus_domain",5,27,TRUE,0.0457875457875458,0.298063244058268
"Malawi","women_folate","level","infill","spatial_plus_domain",6,27,TRUE,0.387667887667888,0.243578795731093
"Malawi","women_folate","level","infill","spatial_plus_domain",7,27,TRUE,0.412087912087912,0.237525335183529
"Malawi","women_folate","level","infill","spatial_plus_domain",8,27,TRUE,0.288766788766789,0.238137847441613
"Malawi","women_folate","level","infill","spatial_plus_domain",9,27,TRUE,0.266178266178266,0.236390212486215
"Malawi","women_folate","level","infill","spatial_plus_domain",10,27,TRUE,0.387057387057387,0.23059253519206
"SierraLeone","women_folate","level","infill","null_train_mean",1,14,FALSE,NA,NA
"SierraLeone","women_folate","level","infill","null_train_mean",2,14,FALSE,NA,NA
"SierraLeone","women_folate","level","infill","null_train_mean",3,14,FALSE,NA,NA
"SierraLeone","women_folate","level","infill","null_train_mean",4,14,FALSE,NA,NA
"SierraLeone","women_folate","level","infill","null_train_mean",5,14,FALSE,NA,NA
"SierraLeone","women_folate","level","infill","null_train_mean",6,14,FALSE,NA,NA
"SierraLeone","women_folate","level","infill","null_train_mean",7,14,FALSE,NA,NA
"SierraLeone","women_folate","level","infill","null_train_mean",8,14,FALSE,NA,NA
"SierraLeone","women_folate","level","infill","null_train_mean",9,14,FALSE,NA,NA
"SierraLeone","women_folate","level","infill","null_train_mean",10,14,FALSE,NA,NA
"SierraLeone","women_folate","level","infill","spatial",1,14,FALSE,NA,NA
"SierraLeone","women_folate","level","infill","spatial",2,14,FALSE,NA,NA
"SierraLeone","women_folate","level","infill","spatial",3,14,FALSE,NA,NA
"SierraLeone","women_folate","level","infill","spatial",4,14,FALSE,NA,NA
"SierraLeone","women_folate","level","infill","spatial",5,14,FALSE,NA,NA
