"estimand","target","arm","paired","mean_diff","median_diff","cells_better"
"infill","level","sl_disc",2,-0.0197382809652256,-0.0197382809652256,1
"infill","prev","sl_disc",2,-0.164782396148269,-0.164782396148269,0
"region","level","sl_disc",2,0.0323959320551141,0.0323959320551141,1
"region","prev","sl_disc",2,-0.152558646797794,-0.152558646797794,0
"infill","level","sl_nnls",2,0.0183713640008748,0.0183713640008748,1
"infill","prev","sl_nnls",2,-0.0872221452990666,-0.0872221452990666,1
"region","level","sl_nnls",2,0.062823503681563,0.062823503681563,2
"region","prev","sl_nnls",2,-0.0741113812966954,-0.0741113812966954,0
"infill","level","sl_rank_disc",2,-0.0380002916089524,-0.0380002916089524,0
"infill","prev","sl_rank_disc",2,-0.1293712983678,-0.1293712983678,0
"region","level","sl_rank_disc",2,-0.0367609535612743,-0.0367609535612743,0
"region","prev","sl_rank_disc",2,-0.124133915134863,-0.124133915134863,0
"infill","level","sl_rank_nnls",2,0.0403605015673981,0.0403605015673981,1
"infill","prev","sl_rank_nnls",2,-0.0465686182870086,-0.0465686182870086,1
"region","level","sl_rank_nnls",2,0.0642177589852008,0.0642177589852008,2
"region","prev","sl_rank_nnls",2,-0.0393556236346614,-0.0393556236346614,0
"infill","level","sl_lrn_mean",2,-0.586428695393288,-0.586428695393288,0
"infill","prev","sl_lrn_mean",2,-0.488273657081882,-0.488273657081882,0
"region","level","sl_lrn_mean",2,-0.88592331354589,-0.88592331354589,0
"region","prev","sl_lrn_mean",2,-0.794879891411729,-0.794879891411729,0
"infill","level","sl_lrn_lasso",2,-0.192963111467522,-0.192963111467522,0
"infill","prev","sl_lrn_lasso",2,-0.225435786139947,-0.225435786139947,0
"region","level","sl_lrn_lasso",2,-0.115212874535248,-0.115212874535248,0
"region","prev","sl_lrn_lasso",2,-0.359552558206654,-0.359552558206654,0
"infill","level","sl_lrn_enet",2,-0.113430004848359,-0.113430004848359,0
"infill","prev","sl_lrn_enet",2,-0.213283541654936,-0.213283541654936,0
