"domain_set","target","outcome","heldout","arm","biomarker","z","sd_axis","share_abs_contrib"
"all","level","women_iron","SierraLeone","all_other","child_vitA",4.37844260379955,0.992719424921442,0.0176132790875463
"all","level","women_iron","SierraLeone","all_other","women_vitA",3.8019630469475,0.992719424921442,0.0152942592346221
"all","level","women_iron","Gambia","block_only_same_nutrient","child_iron",4.79507699390417,0.992123638389473,1
"all","level","women_iron","Ghana","block_only_same_nutrient","child_iron",5.11123237895707,0.98946851025047,1
"all","level","women_iron","Malawi","block_only_same_nutrient","child_iron",5.73972901230503,0.988403983088187,1
"all","level","women_iron","SierraLeone","block_only_same_nutrient","child_iron",6.02369711465643,0.992719424921442,1
"all","level","women_iron","Gambia","block_only_all","child_iron",4.79507699390417,0.992123638389473,0.47317012486816
"all","level","women_iron","Gambia","block_only_all","child_vitA",2.73264903628583,0.992123638389473,0.269653206270511
"all","level","women_iron","Gambia","block_only_all","women_vitA",2.60621257221062,0.992123638389473,0.257176668861329
"all","level","women_iron","Ghana","block_only_all","child_iron",5.11123237895707,0.98946851025047,0.525902197679852
"all","level","women_iron","Ghana","block_only_all","child_vitA",2.93178042266992,0.98946851025047,0.301655188628204
"all","level","women_iron","Ghana","block_only_all","women_vitA",1.6759661292589,0.98946851025047,0.172442613691944
"all","level","women_iron","Malawi","block_only_all","child_iron",5.73972901230503,0.988403983088187,0.336532419145829
"all","level","women_iron","Malawi","block_only_all","child_vitA",5.11745459585846,0.988403983088187,0.300047157508848
"all","level","women_iron","Malawi","block_only_all","women_vitA",6.19831739489986,0.988403983088187,0.363420423345323
"all","level","women_iron","SierraLeone","block_only_all","child_iron",6.02369711465643,0.992719424921442,0.424081493505396
"all","level","women_iron","SierraLeone","block_only_all","child_vitA",4.37844260379955,0.992719424921442,0.308251966077294
"all","level","women_iron","SierraLeone","block_only_all","women_vitA",3.8019630469475,0.992719424921442,0.26766654041731
"all","level","women_vitA","Gambia","same_nutrient","child_vitA",5.19435994593132,0.992123638389473,0.0211875128314547
"all","level","women_vitA","Ghana","same_nutrient","child_vitA",4.9453336774006,0.98946851025047,0.021391919293645
"all","level","women_vitA","Malawi","same_nutrient","child_vitA",6.55748118811614,0.988403983088187,0.0220319766580472
"all","level","women_vitA","SierraLeone","same_nutrient","child_vitA",6.8419315903293,0.992719424921442,0.0225865510886883
"all","level","women_vitA","Gambia","other_xpop","child_iron",1.40589069304778,0.992123638389473,0.00582455865414153
"all","level","women_vitA","Ghana","other_xpop","child_iron",0.47976086711472,0.98946851025047,0.00211616808641503
"all","level","women_vitA","Malawi","other_xpop","child_iron",4.4311877242181,0.988403983088187,0.0149951315661011
"all","level","women_vitA","SierraLeone","other_xpop","child_iron",2.59012314544923,0.992719424921442,0.00867222564044483
"all","level","women_vitA","Gambia","other_samepop","women_iron",2.23925239055061,0.992123638389473,0.00924522862746564
"all","level","women_vitA","Ghana","other_samepop","women_iron",1.50672413747038,0.98946851025047,0.00661601155501068
"all","level","women_vitA","Malawi","other_samepop","women_iron",5.85794501167783,0.988403983088187,0.0197280259960064
"all","level","women_vitA","SierraLeone","other_samepop","women_iron",3.64204448024597,0.992719424921442,0.0121514607865545
"all","level","women_vitA","Gambia","all_other","child_iron",1.40589069304778,0.992123638389473,0.00565053785265673
"all","level","women_vitA","Gambia","all_other","child_vitA",5.19435994593132,0.992123638389473,0.0208771049128863
"all","level","women_vitA","Gambia","all_other","women_iron",2.23925239055061,0.992123638389473,0.00899997450515046
"all","level","women_vitA","Ghana","all_other","child_iron",0.47976086711472,0.98946851025047,0.002057610029392
"all","level","women_vitA","Ghana","all_other","child_vitA",4.9453336774006,0.98946851025047,0.0212096668794713
"all","level","women_vitA","Ghana","all_other","women_iron",1.50672413747038,0.98946851025047,0.006462074982128
"all","level","women_vitA","Malawi","all_other","child_iron",4.4311877242181,0.988403983088187,0.014390530954334
"all","level","women_vitA","Malawi","all_other","child_vitA",6.55748118811614,0.988403983088187,0.0212957883739172
"all","level","women_vitA","Malawi","all_other","women_iron",5.85794501167783,0.988403983088187,0.0190240053605969
"all","level","women_vitA","SierraLeone","all_other","child_iron",2.59012314544923,0.992719424921442,0.00837813347682713
"all","level","women_vitA","SierraLeone","all_other","child_vitA",6.8419315903293,0.992719424921442,0.0221312319469494
"all","level","women_vitA","SierraLeone","all_other","women_iron",3.64204448024597,0.992719424921442,0.0117807274289848
"all","level","women_vitA","Gambia","block_only_same_nutrient","child_vitA",5.19435994593132,0.992123638389473,1
"all","level","women_vitA","Ghana","block_only_same_nutrient","child_vitA",4.9453336774006,0.98946851025047,1
"all","level","women_vitA","Malawi","block_only_same_nutrient","child_vitA",6.55748118811614,0.988403983088187,1
"all","level","women_vitA","SierraLeone","block_only_same_nutrient","child_vitA",6.8419315903293,0.992719424921442,1
"all","level","women_vitA","Gambia","block_only_all","child_iron",1.40589069304778,0.992123638389473,0.159046350043796
"all","level","women_vitA","Gambia","block_only_all","child_vitA",5.19435994593132,0.992123638389473,0.587630314575239
"all","level","women_vitA","Gambia","block_only_all","women_iron",2.23925239055061,0.992123638389473,0.253323335380965
"all","level","women_vitA","Ghana","block_only_all","child_iron",0.47976086711472,0.98946851025047,0.069211398786514
"all","level","women_vitA","Ghana","block_only_all","child_vitA",4.9453336774006,0.98946851025047,0.71342513477054
"all","level","women_vitA","Ghana","block_only_all","women_iron",1.50672413747038,0.98946851025047,0.217363466442946
"all","level","women_vitA","Malawi","block_only_all","child_iron",4.4311877242181,0.988403983088187,0.263031357173929
"all","level","women_vitA","Malawi","block_only_all","child_vitA",6.55748118811614,0.988403983088187,0.389246243648377
"all","level","women_vitA","Malawi","block_only_all","women_iron",5.85794501167783,0.988403983088187,0.347722399177695
"all","level","women_vitA","SierraLeone","block_only_all","child_iron",2.59012314544923,0.992719424921442,0.198111021084695
"all","level","women_vitA","SierraLeone","block_only_all","child_vitA",6.8419315903293,0.992719424921442,0.523319540205368
"all","level","women_vitA","SierraLeone","block_only_all","women_iron",3.64204448024597,0.992719424921442,0.278569438709937
"all","level","women_folate","Ghana","other_xpop","child_iron",0.850781324371843,0.992559940372529,0.00420812897759566
"all","level","women_folate","Ghana","other_xpop","child_vitA",1.07708863185449,0.992559940372529,0.00532748868987252
"all","level","women_folate","Malawi","other_xpop","child_iron",2.4682280860484,0.991558114149638,0.0119372275825753
"all","level","women_folate","Malawi","other_xpop","child_vitA",0.455996415226103,0.991558114149638,0.00220536060510809
"all","level","women_folate","SierraLeone","other_xpop","child_iron",2.20693358979931,0.9952378437785,0.0101731959106187
"all","level","women_folate","SierraLeone","other_xpop","child_vitA",0.957212360915328,0.9952378437785,0.00441241590624527
"all","level","women_folate","Ghana","other_samepop","women_b12",-5.18717393783128,0.992559940372529,0.0249199437522751
"all","level","women_folate","Ghana","other_samepop","women_iron",1.27848572209026,0.992559940372529,0.00614203276474209
"all","level","women_folate","Ghana","other_samepop","women_vitA",1.44005052781541,0.992559940372529,0.00691821376797663
"all","level","women_folate","Malawi","other_samepop","women_b12",2.52521326245607,0.991558114149638,0.0121051768391585
"all","level","women_folate","Malawi","other_samepop","women_iron",1.12642466280662,0.991558114149638,0.00539976957272967
"all","level","women_folate","Malawi","other_samepop","women_vitA",-1.11136725871481,0.991558114149638,0.00532758852490293
"all","level","women_folate","SierraLeone","other_samepop","women_b12",-1.79520782444627,0.9952378437785,0.00821154488465418
"all","level","women_folate","SierraLeone","other_samepop","women_iron",2.15525063245764,0.9952378437785,0.00985843369503148
"all","level","women_folate","SierraLeone","other_samepop","women_vitA",0.89755889944283,0.9952378437785,0.00410556654724308
"all","level","women_folate","Ghana","all_other","child_iron",0.850781324371843,0.992559940372529,0.00404977012155161
"all","level","women_folate","Ghana","all_other","child_vitA",1.07708863185449,0.992559940372529,0.00512700647580363
"all","level","women_folate","Ghana","all_other","women_b12",-5.18717393783128,0.992559940372529,0.0246912589956418
"all","level","women_folate","Ghana","all_other","women_iron",1.27848572209026,0.992559940372529,0.00608566870220642
"all","level","women_folate","Ghana","all_other","women_vitA",1.44005052781541,0.992559940372529,0.00685472686577517
"all","level","women_folate","Malawi","all_other","child_iron",2.4682280860484,0.991558114149638,0.0116684382854435
"all","level","women_folate","Malawi","all_other","child_vitA",0.455996415226103,0.991558114149638,0.00215570273246819
"all","level","women_folate","Malawi","all_other","women_b12",2.52521326245607,0.991558114149638,0.0119378331674872
"all","level","women_folate","Malawi","all_other","women_iron",1.12642466280662,0.991558114149638,0.00532512239669203
"all","level","women_folate","Malawi","all_other","women_vitA",-1.11136725871481,0.991558114149638,0.00525393918984926
"all","level","women_folate","SierraLeone","all_other","child_iron",2.20693358979931,0.9952378437785,0.00995081827702021
"all","level","women_folate","SierraLeone","all_other","child_vitA",0.957212360915328,0.9952378437785,0.00431596415044462
"all","level","women_folate","SierraLeone","all_other","women_b12",-1.79520782444627,0.9952378437785,0.00809439256039146
"all","level","women_folate","SierraLeone","all_other","women_iron",2.15525063245764,0.9952378437785,0.00971778556642888
"all","level","women_folate","SierraLeone","all_other","women_vitA",0.89755889944283,0.9952378437785,0.00404699332257208
"all","level","women_folate","Ghana","block_only_all","child_iron",0.850781324371843,0.992559940372529,0.0865179631341213
"all","level","women_folate","Ghana","block_only_all","child_vitA",1.07708863185449,0.992559940372529,0.109531687959619
"all","level","women_folate","Ghana","block_only_all","women_b12",-5.18717393783128,0.992559940372529,0.52749597419162
"all","level","women_folate","Ghana","block_only_all","women_iron",1.27848572209026,0.992559940372529,0.130012233934464
"all","level","women_folate","Ghana","block_only_all","women_vitA",1.44005052781541,0.992559940372529,0.146442140780175
"all","level","women_folate","Malawi","block_only_all","child_iron",2.4682280860484,0.991558114149638,0.321081610295021
"all","level","women_folate","Malawi","block_only_all","child_vitA",0.455996415226103,0.991558114149638,0.0593186926755857
"all","level","women_folate","Malawi","block_only_all","women_b12",2.52521326245607,0.991558114149638,0.328494576830546
"all","level","women_folate","Malawi","block_only_all","women_iron",1.12642466280662,0.991558114149638,0.146531937892747
"all","level","women_folate","Malawi","block_only_all","women_vitA",-1.11136725871481,0.991558114149638,0.144573182306101
"all","level","women_folate","SierraLeone","block_only_all","child_iron",2.20693358979931,0.9952378437785,0.275447904045375
"all","level","women_folate","SierraLeone","block_only_all","child_vitA",0.957212360915328,0.9952378437785,0.119469901477383
"all","level","women_folate","SierraLeone","block_only_all","women_b12",-1.79520782444627,0.9952378437785,0.224060313756223
"all","level","women_folate","SierraLeone","block_only_all","women_iron",2.15525063245764,0.9952378437785,0.268997341898679
"all","level","women_folate","SierraLeone","block_only_all","women_vitA",0.89755889944283,0.9952378437785,0.112024538822341
"all","level","women_b12","Ghana","other_xpop","child_iron",-1.95571291839083,0.992559940372529,0.00636707407348565
"all","level","women_b12","Ghana","other_xpop","child_vitA",-0.264010668414745,0.992559940372529,0.000859520569803393
"all","level","women_b12","Malawi","other_xpop","child_iron",2.52385432320909,0.991558114149638,0.00769106609570047
"all","level","women_b12","Malawi","other_xpop","child_vitA",1.47341374181655,0.991558114149638,0.00449000656274631
"all","level","women_b12","SierraLeone","other_xpop","child_iron",1.03946307794783,0.9952378437785,0.00287467146581334
"all","level","women_b12","SierraLeone","other_xpop","child_vitA",0.752612997467712,0.9952378437785,0.00208137754434916
"all","level","women_b12","Ghana","other_samepop","women_folate",-5.15856804482674,0.992559940372529,0.0164884388547044
"all","level","women_b12","Ghana","other_samepop","women_iron",-1.89237949537911,0.992559940372529,0.00604865213142747
"all","level","women_b12","Ghana","other_samepop","women_vitA",0.868092569850555,0.992559940372529,0.00277470242397177
"all","level","women_b12","Malawi","other_samepop","women_folate",2.62983305659353,0.991558114149638,0.00800042256669919
"all","level","women_b12","Malawi","other_samepop","women_iron",-1.07102913598026,0.991558114149638,0.00325826221082946
"all","level","women_b12","Malawi","other_samepop","women_vitA",0.854146557841266,0.991558114149638,0.0025984666134942
"all","level","women_b12","SierraLeone","other_samepop","women_folate",-1.77529167623792,0.9952378437785,0.00487427504392986
"all","level","women_b12","SierraLeone","other_samepop","women_iron",-1.59937717782363,0.9952378437785,0.00439128080644025
"all","level","women_b12","SierraLeone","other_samepop","women_vitA",1.04026935619732,0.9952378437785,0.00285618359492496
"all","level","women_b12","Ghana","all_other","child_iron",-1.95571291839083,0.992559940372529,0.00620704739104408
"all","level","women_b12","Ghana","all_other","child_vitA",-0.264010668414745,0.992559940372529,0.000837917833022191
"all","level","women_b12","Ghana","all_other","women_folate",-5.15856804482674,0.992559940372529,0.0163722783763739
"all","level","women_b12","Ghana","all_other","women_iron",-1.89237949537911,0.992559940372529,0.00600603958750909
"all","level","women_b12","Ghana","all_other","women_vitA",0.868092569850555,0.992559940372529,0.00275515474188776
"all","level","women_b12","Malawi","all_other","child_iron",2.52385432320909,0.991558114149638,0.00758577026830317
"all","level","women_b12","Malawi","all_other","child_vitA",1.47341374181655,0.991558114149638,0.00442853537654652
"all","level","women_b12","Malawi","all_other","women_folate",2.62983305659353,0.991558114149638,0.00790430304469492
"all","level","women_b12","Malawi","all_other","women_iron",-1.07102913598026,0.991558114149638,0.00321911645275749
"all","level","women_b12","Malawi","all_other","women_vitA",0.854146557841266,0.991558114149638,0.00256724784139175
"all","level","women_b12","SierraLeone","all_other","child_iron",1.03946307794783,0.9952378437785,0.00283999606273217
"all","level","women_b12","SierraLeone","all_other","child_vitA",0.752612997467712,0.9952378437785,0.0020562711604814
"all","level","women_b12","SierraLeone","all_other","women_folate",-1.77529167623792,0.9952378437785,0.00485040929079534
"all","level","women_b12","SierraLeone","all_other","women_iron",-1.59937717782363,0.9952378437785,0.00436977992215975
"all","level","women_b12","SierraLeone","all_other","women_vitA",1.04026935619732,0.9952378437785,0.00284219895680565
"all","level","women_b12","Ghana","block_only_all","child_iron",-1.95571291839083,0.992559940372529,0.192894614852907
"all","level","women_b12","Ghana","block_only_all","child_vitA",-0.264010668414745,0.992559940372529,0.0260397299225406
"all","level","women_b12","Ghana","block_only_all","women_folate",-5.15856804482674,0.992559940372529,0.508796555385086
"all","level","women_b12","Ghana","block_only_all","women_iron",-1.89237949537911,0.992559940372529,0.186647953533508
"all","level","women_b12","Ghana","block_only_all","women_vitA",0.868092569850555,0.992559940372529,0.085621146305958
"all","level","women_b12","Malawi","block_only_all","child_iron",2.52385432320909,0.991558114149638,0.295109054310824
"all","level","women_b12","Malawi","block_only_all","child_vitA",1.47341374181655,0.991558114149638,0.172283214588702
"all","level","women_b12","Malawi","block_only_all","women_folate",2.62983305659353,0.991558114149638,0.307500927921966
"all","level","women_b12","Malawi","block_only_all","women_iron",-1.07102913598026,0.991558114149638,0.125233216732014
"all","level","women_b12","Malawi","block_only_all","women_vitA",0.854146557841266,0.991558114149638,0.0998735864464942
"all","level","women_b12","SierraLeone","block_only_all","child_iron",1.03946307794783,0.9952378437785,0.16746587491298
"all","level","women_b12","SierraLeone","block_only_all","child_vitA",0.752612997467712,0.9952378437785,0.121252016320426
"all","level","women_b12","SierraLeone","block_only_all","women_folate",-1.77529167623792,0.9952378437785,0.286013789324641
"all","level","women_b12","SierraLeone","block_only_all","women_iron",-1.59937717782363,0.9952378437785,0.257672546608269
"all","level","women_b12","SierraLeone","block_only_all","women_vitA",1.04026935619732,0.9952378437785,0.167595772833684
"all","prev","child_iron","Gambia","same_nutrient","women_iron",4.06518862433122,0.992123638389473,0.0166329882246664
"all","prev","child_iron","Ghana","same_nutrient","women_iron",4.85293768148229,0.98946851025047,0.0299722252270334
"all","prev","child_iron","Malawi","same_nutrient","women_iron",5.16855588466347,0.988403983088187,0.0171125524891382
"all","prev","child_iron","SierraLeone","same_nutrient","women_iron",5.31770201542634,0.992719424921442,0.019587946639414
"all","prev","child_iron","Gambia","other_xpop","women_vitA",1.01063696648121,0.992123638389473,0.00418742199817732
"all","prev","child_iron","Ghana","other_xpop","women_vitA",1.45152842391228,0.98946851025047,0.0091571520820132
"all","prev","child_iron","Malawi","other_xpop","women_vitA",3.49787348588853,0.988403983088187,0.011645512982229
"all","prev","child_iron","SierraLeone","other_xpop","women_vitA",2.47788333188379,0.992719424921442,0.00922385924137805
"all","prev","child_iron","Gambia","other_samepop","child_vitA",1.98885927351038,0.992123638389473,0.00820727370039422
"all","prev","child_iron","Ghana","other_samepop","child_vitA",1.61747244353321,0.98946851025047,0.0101933598675416
"all","prev","child_iron","Malawi","other_samepop","child_vitA",4.35561911232912,0.988403983088187,0.0144599227433573
"all","prev","child_iron","SierraLeone","other_samepop","child_vitA",3.70373672591735,0.992719424921442,0.0137244406056542
"all","prev","child_iron","Gambia","all_other","child_vitA",1.98885927351038,0.992123638389473,0.00803889091531007
"all","prev","child_iron","Gambia","all_other","women_iron",4.06518862433122,0.992123638389473,0.0164313324408709
"all","prev","child_iron","Gambia","all_other","women_vitA",1.01063696648121,0.992123638389473,0.00408495484659534
"all","prev","child_iron","Ghana","all_other","child_vitA",1.61747244353321,0.98946851025047,0.00980384398391137
"all","prev","child_iron","Ghana","all_other","women_iron",4.85293768148229,0.98946851025047,0.0294146859089411
"all","prev","child_iron","Ghana","all_other","women_vitA",1.45152842391228,0.98946851025047,0.00879802203935137
"all","prev","child_iron","Malawi","all_other","child_vitA",4.35561911232912,0.988403983088187,0.0140555298620263
"all","prev","child_iron","Malawi","all_other","women_iron",5.16855588466347,0.988403983088187,0.0166788669318682
