"country","outcome","rep","arm","n_areas","spearman","topk","secs_sl","secs_mlr3"
"Gambia","child_vitA",1,"sl_discrete",30,0.468203937491161,0.625,48.887220621109,0
"Gambia","child_vitA",1,"sl_nnls",30,0.542154321528776,0.625,48.887220621109,0
"Gambia","child_vitA",1,"mlr3_discrete",30,NA,NA,48.887220621109,0
"Gambia","child_vitA",1,"domain_index",30,0.65530731879115,0.625,48.887220621109,0
"Gambia","child_vitA",1,"enet",30,0.459962479029138,0.375,48.887220621109,0
"Gambia","child_vitA",1,"rf",30,0.578684029306393,0.625,48.887220621109,0
"Gambia","child_vitA",1,"mean",30,-0.19358197634098,0.125,48.887220621109,0
"Gambia","child_vitA",1,"hapc",30,0.422987287010331,0.625,48.887220621109,0
"Gambia","child_vitA",2,"sl_discrete",30,0.527230599448896,0.625,9.49872374534607,0
"Gambia","child_vitA",2,"sl_nnls",30,0.43189697183414,0.5,9.49872374534607,0
"Gambia","child_vitA",2,"mlr3_discrete",30,NA,NA,9.49872374534607,0
"Gambia","child_vitA",2,"domain_index",30,0.635928754299365,0.625,9.49872374534607,0
"Gambia","child_vitA",2,"enet",30,0.425214708216283,0.375,9.49872374534607,0
"Gambia","child_vitA",2,"rf",30,0.527230599448896,0.625,9.49872374534607,0
"Gambia","child_vitA",2,"mean",30,-0.152684375705562,0.25,9.49872374534607,0
"Gambia","child_vitA",2,"hapc",30,0.351487066299264,0.375,9.49872374534607,0
"Gambia","child_vitA",3,"sl_discrete",30,0.474217974747232,0.5,9.03939533233643,0
"Gambia","child_vitA",3,"sl_nnls",30,0.433456166678306,0.625,9.03939533233643,0
"Gambia","child_vitA",3,"mlr3_discrete",30,NA,NA,9.03939533233643,0
"Gambia","child_vitA",3,"domain_index",30,0.584475324441868,0.625,9.03939533233643,0
"Gambia","child_vitA",3,"enet",30,0.368638209585096,0.375,9.03939533233643,0
"Gambia","child_vitA",3,"rf",30,0.474217974747232,0.5,9.03939533233643,0
"Gambia","child_vitA",3,"mean",30,-0.437604326798976,0.125,9.03939533233643,0
"Gambia","child_vitA",3,"hapc",30,0.373093051997001,0.5,9.03939533233643,0
"Gambia","child_vitA",4,"sl_discrete",30,0.443034077863901,0.5,8.93918895721436,0
"Gambia","child_vitA",4,"sl_nnls",30,0.535694800031514,0.5,8.93918895721436,0
