"country","outcome","rep","arm","n_areas","spearman","topk","secs_sl","secs_mlr3"
"Gambia","child_vitA",1,"sl_discrete",30,0.490255407430089,0.625,14.469703912735,13.3846874237061
"Gambia","child_vitA",1,"sl_nnls",30,0.505624613751159,0.625,14.469703912735,13.3846874237061
"Gambia","child_vitA",1,"mlr3_discrete",30,0.382604239715517,0.5,14.469703912735,13.3846874237061
"Gambia","child_vitA",1,"domain_index",30,0.622118742822461,0.625,14.469703912735,13.3846874237061
"Gambia","child_vitA",1,"enet",30,0.410068244015808,0.5,14.469703912735,13.3846874237061
"Gambia","child_vitA",1,"rf",30,0.524780436122348,0.5,14.469703912735,13.3846874237061
"Gambia","child_vitA",1,"mean",30,-0.19358197634098,0.125,14.469703912735,13.3846874237061
"Gambia","child_vitA",2,"sl_discrete",30,0.525225920363539,0.5,13.3201699256897,11.4888899326324
"Gambia","child_vitA",2,"sl_nnls",30,0.543268032131752,0.5,13.3201699256897,11.4888899326324
"Gambia","child_vitA",2,"mlr3_discrete",30,0.252572465668426,0.375,13.3201699256897,11.4888899326324
"Gambia","child_vitA",2,"domain_index",30,0.568660633879608,0.5,13.3201699256897,11.4888899326324
"Gambia","child_vitA",2,"enet",30,0.381557252579619,0.25,13.3201699256897,11.4888899326324
"Gambia","child_vitA",2,"rf",30,0.525225920363539,0.5,13.3201699256897,11.4888899326324
"Gambia","child_vitA",2,"mean",30,-0.18676570956841,0.25,13.3201699256897,11.4888899326324
"Gambia","child_vitA",3,"sl_discrete",30,0.454393926014257,0.5,13.3060457706451,12.3908786773682
"Gambia","child_vitA",3,"sl_nnls",30,0.476445395953185,0.5,13.3060457706451,12.3908786773682
"Gambia","child_vitA",3,"mlr3_discrete",30,0.239426060815232,0.5,13.3060457706451,12.3908786773682
"Gambia","child_vitA",3,"domain_index",30,0.574229186894488,0.625,13.3060457706451,12.3908786773682
"Gambia","child_vitA",3,"enet",30,0.328321885757361,0.375,13.3060457706451,12.3908786773682
"Gambia","child_vitA",3,"rf",30,0.454393926014257,0.5,13.3060457706451,12.3908786773682
"Gambia","child_vitA",3,"mean",30,-0.437604326798976,0.125,13.3060457706451,12.3908786773682
"Gambia","child_vitA",4,"sl_discrete",30,0.479563785641518,0.5,13.9899709224701,12.6730999946594
"Gambia","child_vitA",4,"sl_nnls",30,0.56621047055306,0.5,13.9899709224701,12.6730999946594
"Gambia","child_vitA",4,"mlr3_discrete",30,0.424546481854497,0.5,13.9899709224701,12.6730999946594
"Gambia","child_vitA",4,"domain_index",30,0.582470645356511,0.625,13.9899709224701,12.6730999946594
"Gambia","child_vitA",4,"enet",30,0.34792319236974,0.25,13.9899709224701,12.6730999946594
"Gambia","child_vitA",4,"rf",30,0.479563785641518,0.5,13.9899709224701,12.6730999946594
"Gambia","child_vitA",4,"mean",30,-0.384437445972932,0,13.9899709224701,12.6730999946594
"Gambia","child_vitA",5,"sl_discrete",30,0.478004590797351,0.5,13.1706972122192,11.6695122718811
"Gambia","child_vitA",5,"sl_nnls",30,0.492705570756636,0.5,13.1706972122192,11.6695122718811
"Gambia","child_vitA",5,"mlr3_discrete",30,0.216938022037171,0.375,13.1706972122192,11.6695122718811
"Gambia","child_vitA",5,"domain_index",30,0.582025161115321,0.625,13.1706972122192,11.6695122718811
