"column","outcome","country","n","rho","z"
"fe_pr_ann","child_vitA","Gambia",30,-0.417575083426029,-2.31099586861354
"fe_pr_si","child_vitA","Gambia",30,-0.737486095661847,-4.91007961603627
"fe_pr_harm_amp","child_vitA","Gambia",30,-0.741045606229144,-4.95086590282623
"fe_pr_wet_months","child_vitA","Gambia",30,0.327347062564597,1.76593328286826
"fe_pr_dry_months","child_vitA","Gambia",30,-0.391532761106675,-2.1491755439808
"fe_pr_iacv","child_vitA","Gambia",30,-0.724137931034483,-4.76118630633152
"fe_tmax_ann","child_vitA","Gambia",30,0.636040044493882,3.90488294083972
"fe_tmin_ann","child_vitA","Gambia",30,-0.512791991101224,-2.94367508465174
"fe_dtr","child_vitA","Gambia",30,0.609788654060067,3.68191481638749
"fe_tmax_hot","child_vitA","Gambia",30,0.757508342602892,5.1459707449657
"fe_tmax_range","child_vitA","Gambia",30,0.742825361512792,4.97143822504648
"fe_pet_ann","child_vitA","Gambia",30,-0.12880978865406,-0.673054340666828
"fe_aridity","child_vitA","Gambia",30,-0.344160177975528,-1.86440055612505
"fe_def_ann","child_vitA","Gambia",30,-0.0220244716351502,-0.114461021523474
"fe_aet_ann","child_vitA","Gambia",30,-0.0967741935483871,-0.504432122410223
"fe_soilm_ann","child_vitA","Gambia",30,-0.353058954393771,-1.91703737478008
"fe_vpd_ann","child_vitA","Gambia",30,0.76551724137931,5.24504021457468
"fe_srad_ann","child_vitA","Gambia",30,0.147052280311457,0.769686418097572
"fe_lst_day_ann","child_vitA","Gambia",30,0.704115684093437,4.54879767522146
"fe_lst_night_ann","child_vitA","Gambia",30,0.757953281423804,5.15139989370358
"fe_lst_day_range","child_vitA","Gambia",30,0.757508342602892,5.1459707449657
"fe_lst_night_range","child_vitA","Gambia",30,0.745494994438265,5.00252547954736
"fe_lst_diurnal","child_vitA","Gambia",30,0.652057842046719,4.04712909154324
"fe_lst_day_hot","child_vitA","Gambia",30,0.738375973303671,4.92023191523214
"fe_pr_ann","women_vitA","Gambia",30,-0.609343715239155,-3.67823584884826
"fe_pr_si","women_vitA","Gambia",30,-0.639154616240267,-3.93215286463137
"fe_pr_harm_amp","women_vitA","Gambia",30,-0.628031145717464,-3.83558291400819
"fe_pr_wet_months","women_vitA","Gambia",30,0.224649944897272,1.18756949434933
"fe_pr_dry_months","women_vitA","Gambia",30,-0.417207040523506,-2.30868000218419
"fe_pr_iacv","women_vitA","Gambia",30,-0.62091212458287,-3.77494308321357
"fe_tmax_ann","women_vitA","Gambia",30,0.705005561735261,4.55797955554953
"fe_tmin_ann","women_vitA","Gambia",30,-0.561735261401557,-3.30145254042602
"fe_dtr","women_vitA","Gambia",30,0.686318131256952,4.36976542236215
"fe_tmax_hot","women_vitA","Gambia",30,0.699666295884316,4.50322733847762
"fe_tmax_range","women_vitA","Gambia",30,0.668965517241379,4.20300327612075
"fe_pet_ann","women_vitA","Gambia",30,0.12258064516129,0.640167052726052
"fe_aridity","women_vitA","Gambia",30,-0.5559510567297,-3.25774714501798
"fe_def_ann","women_vitA","Gambia",30,0.217352614015573,1.14770415182692
"fe_aet_ann","women_vitA","Gambia",30,-0.319688542825362,-1.72148612063223
"fe_soilm_ann","women_vitA","Gambia",30,-0.539488320355951,-3.13553286477099
"fe_vpd_ann","women_vitA","Gambia",30,0.722803114571746,4.74663309373714
"fe_srad_ann","women_vitA","Gambia",30,0.393548387096774,2.16155686542402
"fe_lst_day_ann","women_vitA","Gambia",30,0.730812013348165,4.83485349680449
"fe_lst_night_ann","women_vitA","Gambia",30,0.698776418242492,4.49418011132496
"fe_lst_day_range","women_vitA","Gambia",30,0.689432703003337,4.40048497729149
"fe_lst_night_range","women_vitA","Gambia",30,0.675194660734149,4.2620364801963
"fe_lst_diurnal","women_vitA","Gambia",30,0.697441601779755,4.48065040647441
"fe_lst_day_hot","women_vitA","Gambia",30,0.705895439377086,4.56718437029913
"fe_pr_ann","child_iron","Gambia",30,-0.323248053392658,-1.74211359345684
"fe_pr_si","child_iron","Gambia",30,-0.490100111234705,-2.786135815849
"fe_pr_harm_amp","child_iron","Gambia",30,-0.489655172413793,-2.78309382963541
"fe_pr_wet_months","child_iron","Gambia",30,0.314509922856181,1.69156889009946
"fe_pr_dry_months","child_iron","Gambia",30,-0.211812805188857,-1.1175289282204
"fe_pr_iacv","child_iron","Gambia",30,-0.446051167964405,-2.49290470004915
"fe_tmax_ann","child_iron","Gambia",30,0.448720800889878,2.51024784360831
"fe_tmin_ann","child_iron","Gambia",30,-0.349054505005562,-1.89330476999256
"fe_dtr","child_iron","Gambia",30,0.431813125695217,2.4012627710828
"fe_tmax_hot","child_iron","Gambia",30,0.512347052280311,2.94053924260773
"fe_tmax_range","child_iron","Gambia",30,0.527030033370412,3.04507024109732
"fe_pet_ann","child_iron","Gambia",30,-0.057174638487208,-0.29741249374036
"fe_aridity","child_iron","Gambia",30,-0.264071190211346,-1.40545402454695
"fe_def_ann","child_iron","Gambia",30,0.0206896551724138,0.107521945614427
"fe_aet_ann","child_iron","Gambia",30,-0.0887652947719689,-0.462455168332513
"fe_soilm_ann","child_iron","Gambia",30,-0.288542825361513,-1.54313266755378
"fe_vpd_ann","child_iron","Gambia",30,0.521690767519466,3.00680527382272
"fe_srad_ann","child_iron","Gambia",30,0.157285873192436,0.824122743065124
"fe_lst_day_ann","child_iron","Gambia",30,0.485205784204672,2.75276924660125
"fe_lst_night_ann","child_iron","Gambia",30,0.535928809788654,3.10951426128837
"fe_lst_day_range","child_iron","Gambia",30,0.524805339265851,3.02909056574339
"fe_lst_night_range","child_iron","Gambia",30,0.481646273637375,2.72863270276681
"fe_lst_diurnal","child_iron","Gambia",30,0.438487208008899,2.44404337754445
"fe_lst_day_hot","child_iron","Gambia",30,0.503448275862069,2.87822402506539
"fe_pr_ann","women_iron","Gambia",30,-0.488765294771969,-2.7770150827113
