"column","outcome","country","n","rho","z"
"fe_pr_ann","child_vitA","Gambia",30,-0.399777530589544,-2.19996838816495
"fe_pr_si","child_vitA","Gambia",30,-0.742825361512792,-4.97143822504648
"fe_pr_harm_amp","child_vitA","Gambia",30,-0.749499443826474,-5.04968289662908
"fe_pr_phase_sin","child_vitA","Gambia",30,0.726362625139043,4.78557367106507
"fe_pr_phase_cos","child_vitA","Gambia",30,-0.726362625139043,-4.78557367106507
"fe_pr_wet_months","child_vitA","Gambia",30,0.327347062564597,1.76593328286826
"fe_pr_dry_months","child_vitA","Gambia",30,-0.391532761106675,-2.1491755439808
"fe_pr_iacv","child_vitA","Gambia",30,-0.726807563959956,-4.79047114451808
"fe_pr_anom_sy","child_vitA","Gambia",30,0.625806451612903,3.81653778137201
"fe_pr_anom_win","child_vitA","Gambia",30,0.67964404894327,4.30476403518094
"fe_tmax_ann","child_vitA","Gambia",30,0.642269187986652,3.9596069713197
"fe_tmin_ann","child_vitA","Gambia",30,-0.510122358175751,-2.92488902097074
"fe_dtr","child_vitA","Gambia",30,0.597330367074527,3.58007767031061
"fe_tmax_hot","child_vitA","Gambia",30,0.758398220244716,5.15683765520661
"fe_tmax_range","child_vitA","Gambia",30,0.748164627363738,5.03389253825456
"fe_tmax_anom_sy","child_vitA","Gambia",30,0.739710789766407,4.93551551057722
"fe_pet_ann","child_vitA","Gambia",30,-0.140378197997775,-0.734275343774325
"fe_aridity","child_vitA","Gambia",30,-0.343270300333704,-1.85915716004817
"fe_def_ann","child_vitA","Gambia",30,-0.0269187986651835,-0.139907980886908
"fe_aet_ann","child_vitA","Gambia",30,-0.0638487208008899,-0.332219625826638
"fe_soilm_ann","child_vitA","Gambia",30,-0.352614015572859,-1.91439665169532
"fe_vpd_ann","child_vitA","Gambia",30,0.76329254727475,5.21723088481641
"fe_srad_ann","child_vitA","Gambia",30,0.144382647385984,0.755513650777966
"fe_lst_day_ann","child_vitA","Gambia",30,0.704115684093437,4.54879767522146
"fe_lst_night_ann","child_vitA","Gambia",30,0.758398220244716,5.15683765520661
