"country","outcome","set","n","n_districts","prevalence","n_pred","picks","auc","brier","brier_skill","pr_auc","pr_gain","pr_norm"
"Malawi","child_vitA","survey_only",1069,86,0.201122544434051,80,"SL.asl_enet 1;SL.mean 4",0.440487990850172,0.16274101344203,-0.0128755692066185,0.19268878562041,0.958066566642876,-0.0105570119107513
"Malawi","child_vitA","proxies_only",1069,86,0.201122544434051,109,"SL.asl_ranger 2;SL.mean 3",0.439935188715212,0.162572805872562,-0.0118286706156241,0.186388519679225,0.926741058312053,-0.0184434103781131
"Malawi","child_vitA","both",1069,86,0.201122544434051,189,"SL.asl_enet 1;SL.asl_ranger 1;SL.mean 3",0.442827188061652,0.164435030242295,-0.0234188747601696,0.176166733316866,0.875917385654557,-0.0312385972883727
"Malawi","women_vitA","survey_only",784,86,0.0216836734693878,79,"SL.asl_ranger 1;SL.mean 4",0.345041797683871,0.0224427410738158,-0.0579465800649823,0.0149074170889798,0.687494999868244,-0.0069264471997912
"Malawi","women_vitA","proxies_only",784,86,0.0216836734693878,109,"SL.asl_ranger 2;SL.mean 3",0.412033131375105,0.0217638559937749,-0.025944065473559,0.0201127876370698,0.927554441615454,-0.00160570338010077
"Malawi","women_vitA","both",784,86,0.0216836734693878,188,"SL.asl_enet 2;SL.asl_ranger 1;SL.mean 2",0.423345348569676,0.0216828118654845,-0.0221236605561199,0.0171631664155965,0.791524851166335,-0.00462070082160666
"Malawi","child_iron","survey_only",1069,86,0.0972871842843779,80,"SL.asl_enet 1;SL.asl_ranger 4",0.784057393383818,0.079273770208577,0.0973398473762093,0.264909403288978,2.72296300111459,0.185687204265199
"Malawi","child_iron","proxies_only",1069,86,0.0972871842843779,109,"SL.asl_enet 1;SL.asl_ranger 4",0.543249302510961,0.0869814201957261,0.00957577994930092,0.140810575296702,1.44737024030937,0.0482139948105439
"Malawi","child_iron","both",1069,86,0.0972871842843779,189,"SL.asl_ranger 5",0.781262455161419,0.078716881070667,0.103680931355156,0.290996719279037,2.99111050874317,0.214586003014808
"Malawi","women_iron","survey_only",784,86,0.100765306122449,79,"SL.asl_enet 2;SL.asl_ranger 3",0.745560642786606,0.08170206264259,0.0983272642850567,0.301020668595952,2.98734435669907,0.222695325076917
"Malawi","women_iron","proxies_only",784,86,0.100765306122449,109,"SL.asl_enet 4;SL.asl_ranger 1",0.518206302181524,0.0915058101403062,-0.00986794573301086,0.113050872894263,1.12192258669749,0.0136622473036908
"Malawi","women_iron","both",784,86,0.100765306122449,188,"SL.asl_enet 5",0.772412245264386,0.0789961597357956,0.128189899298588,0.35880650784155,3.56081395123766,0.286956456947198
