"scope","fit","country","outcome","target","n_train","column","beta","sd_tr","beta_std","share","rank","fold_sign_agree","loco_sign_agree","loco_fits","incountry_sign_agree","incountry_fits","domain"
"country","Ghana","Ghana","women_folate","prev",75,"soil_potassium_stdev_20_50",-0.759371294554623,0.998218727051735,-0.758018647009944,0.00586456618052977,81,1,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soil_sulfur_mean_0_20",-0.487865148732259,0.998218727051735,-0.486996127740421,0.00441600786888618,196,1,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soil_sulfur_mean_20_50",-0.627812937575871,0.998218727051735,-0.626694631373596,0.00562066812545322,125,1,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soil_sulfur_stdev_0_20",0.392479238349326,0.998218727051735,0.391780125699299,-0.00219186187020895,234,1,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soil_sulfur_stdev_20_50",-0.194108638240794,0.998218727051735,-0.193762877774471,0.00184886330461029,315,0.8,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soil_totalcarbon_mean_0_20",-0.604505351616652,0.998218727051735,-0.603428562586736,0.00431992342072465,136,1,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soil_totalcarbon_mean_20_50",-0.550705169238288,0.998218727051735,-0.549724213017854,0.00374378602090234,166,1,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soil_zinc_mean_0_20",-0.754967871256362,0.998218727051735,-0.753623067410484,0.00587281643962933,85,1,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soil_zinc_mean_20_50",-0.659051476060045,0.998218727051735,-0.657877525494225,0.00512547630081518,115,1,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soil_zinc_stdev_0_20",-0.520485133824713,0.998218727051735,-0.519558007735857,0.00332760186930825,178,1,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soil_zinc_stdev_20_50",-0.295085835913108,0.998218727051735,-0.29456020749618,0.00216374918875167,270,1,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soilgrids_cec",-0.075419485075742,0.97770726222207,-0.0737381782716019,0.000428317813053573,369,0.6,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soilgrids_clay",-0.00812081832098409,0.991428689640637,-0.00805121226678293,4.115569172587e-05,405,0.6,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soilgrids_nitrogen",0.122448621975482,0.991428689640637,0.121399076833454,-0.000819117385800569,345,0.6,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soilgrids_organic_carbon",0.168229059055847,0.97770726222207,0.164478772755687,-0.00105962526305408,329,0.8,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soilgrids_ph",0.361448605462388,0.97770726222207,0.353390926480616,0.00132272410799009,244,1,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soilgrids_sand",-0.266182872113224,0.991428689640637,-0.263901336103995,5.85000641025432e-05,285,0.8,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"soilgrids_silt",0.351282009164272,0.991428689640637,0.348271062040064,0.00118804126812418,246,0.8,NA,NA,NA,NA,"Soil characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"spam_parea_total",0.449437655294877,0.956756501485065,0.430002398715577,0.00291827963346476,224,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"spam_prod_cereals",0.652541268015158,0.956756501485065,0.624323100660811,0.00436156440836775,126,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"spam_prod_oilcrops",-0.955321480010386,0.945489241507139,-0.903246181530498,0.000507202958860147,49,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"spam_prod_pulses",0.719978023668944,0.843214880109547,0.607096182909517,0.00515326893428001,135,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"spam_prod_roots",1.18926222353993,0.956756501485065,1.13783436434242,0.0039518540001821,24,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"spam_prod_total",0.911258166244356,0.956756501485065,0.871852175085646,0.00382550997985446,53,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"spam_prod_vegetables",-0.298620040565281,0.945489241507139,-0.282342035652899,-0.00126942143910843,275,0.8,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"spam_share_cereals",0.334833104500805,0.956756501485065,0.320353749643573,0.00137427842946308,255,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"spam_share_oilcrops",-1.47135126087144,0.945489241507139,-1.39114678763191,0.00335451592232029,11,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"spam_share_pulses",0.656536011810032,0.843214880109547,0.553600934485997,0.00453944408654757,162,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"spam_share_roots",1.39092161327247,0.956756501485065,1.33077329655453,-0.00104540244564477,13,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"spam_share_vegetables",-0.801635391644848,0.945489241507139,-0.757937638411565,-0.00111299974378842,82,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"tclim_aet_t0",-0.517168773504761,0.998218727051735,-0.516247554758829,0.00293223444892646,181,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"tclim_def_t0",0.424747598420229,0.998218727051735,0.423991007013323,0.00313385747996392,228,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"tclim_pdsi_t0",-1.20715249077684,0.998218727051735,-1.20500222270059,0.0100700469018038,18,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"tclim_pet_t0",0.00100116491398028,0.998218727051735,0.000999381566002254,7.32341256060276e-06,410,0.6,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"tclim_pr_t0",-0.571220250734263,0.998218727051735,-0.570202751554129,0.00430823812065371,155,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"tclim_ro_t0",-0.655326069386417,0.998218727051735,-0.654158754786726,0.00558708166921765,120,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"tclim_soil_t0",-0.512295768850671,0.998218727051735,-0.511383230256106,-0.00042730443579024,183,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"tclim_srad_t0",-0.364019743208292,0.998218727051735,-0.363371324687081,-0.00297039279276934,242,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"tclim_tmmn_t0",-0.608576986879161,0.998218727051735,-0.607492945155497,0.00120619695019504,132,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"tclim_tmmx_t0",0.443374257547863,0.998218727051735,0.442584486976936,0.00371102311470672,217,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"tclim_vap_t0",-0.406541252451836,0.998218727051735,-0.405817091516489,0.00369836101441426,231,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"tclim_vpd_t0",0.623784216063833,0.998218727051735,0.622673086114204,0.00580353747948732,127,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"tclim_vs_t0",-0.0937847361148718,0.998218727051735,-0.0936176799014702,-8.46617418715714e-05,357,0.6,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"wapor_mean_t0",0.00192962956265891,0.998218727051735,0.00192619236571877,-3.62946397858378e-06,409,0.4,NA,NA,NA,NA,"Ecosystem productivity/greenness"
"country","Ghana","Ghana","women_folate","prev",75,"wapor_sd_t0",0.657466362880974,0.998218727051735,0.65629523583438,0.00508058303113293,118,1,NA,NA,NA,NA,"Ecosystem productivity/greenness"
"country","Ghana","Ghana","women_folate","prev",75,"wsf",-0.595155037969695,0.998218727051735,-0.594094904400536,0.00535102123761471,146,1,NA,NA,NA,NA,"Ruralness, population density, built environment"
"country","Ghana","Ghana","women_folate","prev",75,"map_blooddisorders201201africahbcallelefrequency",1.06975923988938,0.998218727051735,1.06785370669421,0.00911242983321012,29,1,NA,NA,NA,NA,"Malaria incidence and treatment"
"country","Ghana","Ghana","women_folate","prev",75,"map_blooddisorders201201globalg6pddallelefrequency",-0.391052916409087,0.998173301175974,-0.39033858050655,0.0020014717938732,237,0.8,NA,NA,NA,NA,"Malaria incidence and treatment"
"country","Ghana","Ghana","women_folate","prev",75,"map_blooddisorders201201globalsicklehaemoglobinhbsallelefrequency",-0.426814946567691,0.998218727051735,-0.426054672649454,0.00292671370655529,225,0.8,NA,NA,NA,NA,"Malaria incidence and treatment"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_w_deworm_pregnancy",0.0866714452809602,0.956714991872986,0.0829198710675938,-4.77404076490382e-05,361,0.6,NA,NA,NA,NA,"Food fortification and supplementation"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_w_barrier_money",0.617244554515194,0.956749392486676,0.590548352548121,0.00329731242169225,149,1,NA,NA,NA,NA,"Healthcare access"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_w_barrier_distance",0.691176722251237,0.95673557635617,0.661273359727006,0.00303018584057643,114,1,NA,NA,NA,NA,"Healthcare access"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_w_barrier_alone",0.471915133876102,0.949308382080502,0.447992992219226,0.00161851861707352,215,1,NA,NA,NA,NA,"Healthcare access"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_w_barrier_permission",-0.638261656240354,0.926240847565734,-0.591184017444775,-0.0009521274652612,148,0.8,NA,NA,NA,NA,"Healthcare access"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_w_barriers_n",0.549089838617472,0.956756501485065,0.525345272996651,0.00277616607582805,175,1,NA,NA,NA,NA,"Healthcare access"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_w_health_insurance",-0.648065517113536,0.949268278710093,-0.615188037921733,-0.00161518822407351,130,0.8,NA,NA,NA,NA,"Healthcare access"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_w_working",-0.456870905157144,0.956725514064216,-0.437100051597452,-5.47932318876283e-06,219,0.6,NA,NA,NA,NA,"Education, employment, SES"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_w_occ_agric",0.388096869563546,0.906675814065099,0.351878045147645,0.00298485594962278,245,1,NA,NA,NA,NA,"Education, employment, SES"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_w_decides_earnings",-0.0361570309773945,0.820507436190287,-0.0296671127875148,-4.97925623428573e-05,393,0.6,NA,NA,NA,NA,"Education, employment, SES"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_w_owns_house",-0.388952382428941,0.955938639052399,-0.37181461111531,0.00129775214778826,239,1,NA,NA,NA,NA,"Education, employment, SES"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_c_fg_grains",0.87516649271794,0.941277453448483,0.823774487608983,-0.00172433749600598,64,1,NA,NA,NA,NA,"Dietary diversity"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_c_fg_roots",1.07736590734196,0.898690142620464,0.968218120923575,0.00221565368198638,42,1,NA,NA,NA,NA,"Dietary diversity"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_c_fg_legumes",0.506161636205474,0.833810923891277,0.422043101522806,0.000747037708600614,230,1,NA,NA,NA,NA,"Dietary diversity"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_c_fg_dairy",-0.71356875612118,0.860297171899323,-0.613881182846769,0.00381645441884835,131,1,NA,NA,NA,NA,"Dietary diversity"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_c_fg_flesh",0.166123149455454,0.94546197974171,0.157063121765082,-0.000210107795403883,332,0.8,NA,NA,NA,NA,"Dietary diversity"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_c_fg_eggs",-0.28969182987857,0.882351730033886,-0.255610087270039,0.000904874321040033,289,0.6,NA,NA,NA,NA,"Dietary diversity"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_c_fg_other_fruitveg",-2.13932888537217,0.886543557701646,-1.89660824113174,0.00819476592948338,5,1,NA,NA,NA,NA,"Dietary diversity"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_c_diet_groups_n",0.143207541903827,0.956616809332786,0.13699474180843,-0.000410266081839508,341,0.6,NA,NA,NA,NA,"Dietary diversity"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_c_mdd_4plus",-0.594000352860907,0.914537395272982,-0.543235535496646,0.00122675435234873,168,1,NA,NA,NA,NA,"Dietary diversity"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_c_deworm_6mo",-0.767388918566354,0.956720520860269,-0.734176725873201,0.00545745538672495,93,1,NA,NA,NA,NA,"Food fortification and supplementation"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_cattle",0.75462054604184,0.797856106103962,0.602078610450988,0.00468175674273912,138,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_cattle_any",0.621006428927044,0.797840023285262,0.495463783715451,0.00399859192087931,191,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_cows",0.40801092465178,0.740207039387781,0.302012558574365,0.00205476204982718,264,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_cows_any",0.406766401646349,0.740207039387781,0.301091353885065,0.00209205041750735,265,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_horses",-0.17335733828189,0.64107942328087,-0.111135822447261,-0.000480940905501596,352,0.8,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_horses_any",-0.173919028679841,0.64107942328087,-0.111495910603642,-0.000483386896999634,351,0.8,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_goats",0.657870636565157,0.94165880785927,0.619489679353564,0.00516776284309001,129,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_goats_any",0.587003850852718,0.941576644777632,0.552709116357451,0.0046760603390492,163,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_sheep",0.580957698370536,0.91457273480815,0.53132807100659,0.00371359573519727,173,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_sheep_any",0.465884991516419,0.914420340133448,0.426014712405512,0.00313219214871176,226,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_chickens",0.786775817529952,0.956756501485065,0.752752878633009,0.00575157230612991,86,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_chickens_any",0.828943469155258,0.956748224109146,0.793090192001168,0.00648492218702825,71,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_livestock_total",0.881632731249132,0.956756501485065,0.843507847544643,0.00729998339028174,60,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_livestock_any",0.871917202968418,0.956756501485065,0.834212452696707,0.00691751902221048,62,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_agland_ha",0.834742865223555,0.949670291801904,0.792730500396411,0.00297066367087807,72,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_agland_any",0.063705133548168,0.424127219970152,0.0270190811896117,2.18783725575274e-05,394,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_owns_land",0.546673346046846,0.95675168752484,0.523030646355171,0.00406621877933901,177,1,NA,NA,NA,NA,"Agricultural production, land use"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_clean_fuel",-2.30464970000013,0.906685946988972,-2.08959349572247,0.0181617593612276,2,1,NA,NA,NA,NA,"Built environment"
"country","Ghana","Ghana","women_folate","prev",75,"dhs_hh_solid_fuel",2.29987847395849,0.906685946988972,2.08526749212061,0.0181434946479879,3,1,NA,NA,NA,NA,"Built environment"
"country","Ghana","Ghana","women_folate","prev",75,"fprice_dist_nearest_market_km",0.713967889806204,0.998212992009871,0.712692023482425,0.00464908341579789,100,1,NA,NA,NA,NA,"Food prices and supply"
"country","Ghana","Ghana","women_folate","prev",75,"fprice_n_markets_100km",-0.625840247797404,0.935110326421136,-0.585229678405315,0.00367063753217237,151,1,NA,NA,NA,NA,"Food prices and supply"
"country","Ghana","Ghana","women_folate","prev",75,"fprice_staple_rel",-0.58107974865524,0.998214770918372,-0.580042388189195,0.00562102558630437,153,1,NA,NA,NA,NA,"Food prices and supply"
"country","Ghana","Ghana","women_folate","prev",75,"fprice_animal_rel",-0.537044544306897,0.998218727051735,-0.536087921388109,0.0028663069926517,170,1,NA,NA,NA,NA,"Food prices and supply"
"country","Ghana","Ghana","women_folate","prev",75,"fprice_pulses_rel",0.157316178245351,0.998218727051735,0.157035955192718,0.000244248268988515,333,0.8,NA,NA,NA,NA,"Food prices and supply"
"country","Ghana","Ghana","women_folate","prev",75,"fprice_vegfruit_rel",-0.304329094239476,0.998218727051735,-0.303787001056537,-0.000127672049588581,263,0.6,NA,NA,NA,NA,"Food prices and supply"
"country","Ghana","Ghana","women_folate","prev",75,"fprice_animal_to_staple",-0.47405026986641,0.998203748051632,-0.473198756145538,0.00146224369476747,205,1,NA,NA,NA,NA,"Food prices and supply"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_allanemia",0.491420056798524,0.998218727051735,0.490544703545114,0.00241772064660373,194,1,NA,NA,NA,NA,"Nutrition status (MODELLED SURFACE)"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_ebfprevalence",0.459311309467956,0.998218727051735,0.458493150657568,0.00404363674082161,210,1,NA,NA,NA,NA,"Infant and child morbidity/mortality"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_hivprevalence",-0.755973963018461,0.998218727051735,-0.754627367048543,0.00750265281605462,84,1,NA,NA,NA,NA,"Infant and child morbidity/mortality"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_mcvcoverage",-0.633899712268905,0.998218727051735,-0.632770563859527,0.00043539428534331,123,1,NA,NA,NA,NA,"Infant and child morbidity/mortality"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_mildanemia",0.392457084002853,0.998218727051735,0.391758010815763,0.00135537289270071,235,0.8,NA,NA,NA,NA,"Nutrition status (MODELLED SURFACE)"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_moderateanemia",0.551307505063126,0.998218727051735,0.550325475918182,0.00310221987195332,165,1,NA,NA,NA,NA,"Nutrition status (MODELLED SURFACE)"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_prevalence",0.29865724615084,0.998218727051735,0.298125256077468,0.00208226828751611,267,0.6,NA,NA,NA,NA,"Infant and child morbidity/mortality"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_severeanemia",0.244652502016348,0.998218727051735,0.244216709132781,0.000450691704873338,294,0.8,NA,NA,NA,NA,"Nutrition status (MODELLED SURFACE)"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_wimp",-1.08849145597927,0.998218727051735,-1.08655255559431,0.00778105277547941,27,1,NA,NA,NA,NA,"Infant and child morbidity/mortality"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_wpiped",0.0347862276959355,0.998218727051735,0.0347242639295685,-9.14099764998139e-05,389,0.8,NA,NA,NA,NA,"Infant and child morbidity/mortality"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_wsurface",1.17647815631764,0.998218727051735,1.17438252760357,0.00802459635302236,20,1,NA,NA,NA,NA,"Infant and child morbidity/mortality"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_wunimp",0.694355622759914,0.998218727051735,0.693118785872616,0.00441280252170485,104,1,NA,NA,NA,NA,"Infant and child morbidity/mortality"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_overweightprevalence",-1.02771133007828,0.998218727051735,-1.02588069568738,0.00960292834691928,32,1,NA,NA,NA,NA,"Infant and child morbidity/mortality"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_stuntingprevalence",0.810072903342725,0.998218727051735,0.808629942393877,0.00748663952636007,68,1,NA,NA,NA,NA,"Nutrition status (MODELLED SURFACE)"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_underweightprevalence",0.831574148012237,0.998218727051735,0.830092887477906,0.00697354253986907,63,1,NA,NA,NA,NA,"Nutrition status (MODELLED SURFACE)"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_wastingprevalence",0.569772548940179,0.998218727051735,0.568757628512087,0.00332861443614476,156,1,NA,NA,NA,NA,"Nutrition status (MODELLED SURFACE)"
"country","Ghana","Ghana","women_folate","prev",75,"ihme_sod",0.49257560847277,0.998218727051735,0.491698196866422,0.00455399892181041,192,1,NA,NA,NA,NA,"Infant and child morbidity/mortality"
"country","Ghana","Ghana","women_folate","prev",75,"wpop_share_under5",0.691342815229119,0.99425380658438,0.687370225696314,0.0040903048552948,105,1,NA,NA,NA,NA,"Household assets and characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"wpop_share_wra",-0.886815859288484,0.994589393853309,-0.882017647949235,0.00663335405588165,50,1,NA,NA,NA,NA,"Household assets and characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"wpop_share_over60",0.0224244590641738,0.993464770234534,0.0222779100718232,9.64334738557109e-05,397,0.6,NA,NA,NA,NA,"Household assets and characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"wpop_dependency_ratio",0.349917069492195,0.994585334069383,0.348022385457474,0.00279340925266746,248,1,NA,NA,NA,NA,"Household assets and characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"wpop_sex_ratio_wra",0.48498726382545,0.998198012907583,0.48411332303605,-0.00135137219975604,198,1,NA,NA,NA,NA,"Household assets and characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"wpop_log_density",-0.675836019968273,0.998218727051735,-0.67463217154844,0.00585227257718425,109,1,NA,NA,NA,NA,"Household assets and characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"ghsl_smod_mean",-0.570748210456675,0.965254658415712,-0.550917368925737,0.00493300612344634,164,1,NA,NA,NA,NA,"Ruralness, population density, built environment"
"country","Ghana","Ghana","women_folate","prev",75,"koppen_purity",0.514321743150263,0.509929436797408,0.262267796817275,0.000949913904454359,288,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"koppen_n_classes",-0.474439030924734,0.481546172241507,-0.228464299303776,0.000833959935740333,301,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"aez16_purity",0.300762921573231,0.653925318499045,0.196676489282479,0.000355646928299107,312,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"aez16_n_classes",-0.314946622757866,0.593090318440198,-0.186791792783128,0.00041399700910416,320,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"koppen_is_3",0.46712512833141,0.45221854005039,0.211242643554881,0.000762681385734147,303,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"aez16_is_10",-0.231564271097022,0.663532087421999,-0.153650324173361,-0.000669778892856145,336,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"aez16_is_11",0.231564271097022,0.663532087421999,0.153650324173361,-0.000669778892856146,335,1,NA,NA,NA,NA,"Climate and weather"
"country","Ghana","Ghana","women_folate","prev",75,"rwi_mean",-0.578221866845101,0.998218727051735,-0.577191895875594,0.00512761326072672,154,1,NA,NA,NA,NA,"Education, employment, SES"
"country","Ghana","Ghana","women_folate","prev",75,"rwi_sd",-1.83332593134877,0.998218727051735,-1.8300602774619,0.00480129884749161,6,1,NA,NA,NA,NA,"Education, employment, SES"
"country","Ghana","Ghana","women_folate","prev",75,"rwi_n_points",0.233170077380898,0.994148962906775,0.231805790609112,0.00179553061144721,300,1,NA,NA,NA,NA,"Education, employment, SES"
"country","Ghana","Ghana","women_folate","prev",75,"wpop_log_density_survey_year",-0.602943806246486,0.998218727051735,-0.601869798755095,0.00534442639257075,139,1,NA,NA,NA,NA,"Ruralness, population density, built environment"
"country","Ghana","Ghana","women_folate","prev",75,"gpw2010_share_under5",0.435137558753637,0.997791155540575,0.434176407567896,0.00310728233180516,222,1,NA,NA,NA,NA,"Household assets and characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"gpw2010_share_under15",0.483149229628997,0.997339238565061,0.48186368479148,0.00422180098858279,199,1,NA,NA,NA,NA,"Household assets and characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"gpw2010_share_female_1549",-0.600929598423655,0.998112957097754,-0.5997956184902,0.00558673152274852,141,1,NA,NA,NA,NA,"Household assets and characteristics"
"country","Ghana","Ghana","women_folate","prev",75,"glw_cattle_km2",0.594883348573785,0.915301018404257,0.54449733478132,0.00278537949703281,167,1,NA,NA,NA,NA,"Livestock density"
"country","Ghana","Ghana","women_folate","prev",75,"glw_sheep_km2",-0.741406491055886,0.998218727051735,-0.7400858437297,-0.000357116232471238,91,1,NA,NA,NA,NA,"Livestock density"
"country","Ghana","Ghana","women_folate","prev",75,"glw_goats_km2",-0.97359487760726,0.998218727051735,-0.971860639389209,0.00199119971183738,39,1,NA,NA,NA,NA,"Livestock density"
"country","Ghana","Ghana","women_folate","prev",75,"glw_pigs_km2",0.234642277007369,0.991069970766743,0.232546914614335,0.000237849139584118,299,0.8,NA,NA,NA,NA,"Livestock density"
"country","Ghana","Ghana","women_folate","prev",75,"glw_chickens_km2",-1.46829995396113,0.998218727051735,-1.4656845109732,0.00205692214520671,8,1,NA,NA,NA,NA,"Livestock density"
"country","Ghana","Ghana","women_folate","prev",75,"glw_tlu_km2",-0.632790950453192,0.998218727051735,-0.631663777051243,-8.18996444291527e-05,124,1,NA,NA,NA,NA,"Livestock density"
"country","Ghana","Ghana","women_folate","prev",75,"glw_tlu_per_capita",0.846929620348217,0.998218727051735,0.845421007526406,0.00785987316855128,58,1,NA,NA,NA,NA,"Livestock density"
"country","Ghana","Ghana","women_folate","prev",75,"glw_ruminant_share",0.884255148275732,0.991428689640637,0.876675922962996,0.00370559996483787,51,1,NA,NA,NA,NA,"Livestock density"
