"country","outcome","estimand","arm","scheme","rho_train","n_admin2","exact_admin2","within1_admin2","n_admin1","exact_admin1","within1_admin1","share_obs_top_admin2"
"Gambia","child_vitA","infill","domain_index","who_vitA",NA,30,0.4,0.833333333333333,6,0.833333333333333,1,0.466666666666667
"Gambia","child_vitA","infill","spatial","who_vitA",NA,30,0.333333333333333,0.866666666666667,6,0.833333333333333,1,0.466666666666667
"Gambia","child_vitA","infill","spatial_plus_domain","who_vitA",NA,30,0.333333333333333,0.866666666666667,6,1,1,0.466666666666667
"Gambia","child_vitA","infill","region_mean_jk","who_vitA",NA,30,0.366666666666667,0.9,6,0.666666666666667,1,0.466666666666667
"Gambia","women_vitA","infill","domain_index","who_vitA",NA,30,0.666666666666667,1,6,0.666666666666667,1,0
"Gambia","women_vitA","infill","spatial","who_vitA",NA,30,0.666666666666667,0.966666666666667,6,0.666666666666667,1,0
"Gambia","women_vitA","infill","spatial_plus_domain","who_vitA",NA,30,0.666666666666667,0.966666666666667,6,0.666666666666667,1,0
"Gambia","women_vitA","infill","region_mean_jk","who_vitA",NA,30,0.666666666666667,0.933333333333333,6,0.666666666666667,1,0
"Gambia","child_iron","infill","domain_index","who20",NA,30,1,1,6,1,1,1
"Gambia","child_iron","infill","domain_index","bands_5_20_40",NA,30,0.833333333333333,1,6,0.833333333333333,1,0.933333333333333
"Gambia","child_iron","infill","spatial","who20",NA,30,1,1,6,1,1,1
"Gambia","child_iron","infill","spatial","bands_5_20_40",NA,30,0.933333333333333,1,6,1,1,0.933333333333333
"Gambia","child_iron","infill","spatial_plus_domain","who20",NA,30,1,1,6,1,1,1
"Gambia","child_iron","infill","spatial_plus_domain","bands_5_20_40",NA,30,0.933333333333333,1,6,1,1,0.933333333333333
"Gambia","child_iron","infill","region_mean_jk","who20",NA,30,1,1,6,1,1,1
"Gambia","child_iron","infill","region_mean_jk","bands_5_20_40",NA,30,0.933333333333333,1,6,1,1,0.933333333333333
"Gambia","women_iron","infill","domain_index","who20",NA,30,1,1,6,1,1,1
"Gambia","women_iron","infill","domain_index","bands_5_20_40",NA,30,0.833333333333333,1,6,1,1,0.666666666666667
"Gambia","women_iron","infill","spatial","who20",NA,30,1,1,6,1,1,1
"Gambia","women_iron","infill","spatial","bands_5_20_40",NA,30,0.833333333333333,1,6,1,1,0.666666666666667
"Gambia","women_iron","infill","spatial_plus_domain","who20",NA,30,1,1,6,1,1,1
"Gambia","women_iron","infill","spatial_plus_domain","bands_5_20_40",NA,30,0.866666666666667,1,6,1,1,0.666666666666667
"Gambia","women_iron","infill","region_mean_jk","who20",NA,30,1,1,6,1,1,1
"Gambia","women_iron","infill","region_mean_jk","bands_5_20_40",NA,30,0.833333333333333,1,6,1,1,0.666666666666667
"Ghana","child_vitA","infill","domain_index","who_vitA",NA,75,0.373333333333333,0.653333333333333,16,0.4375,0.75,0.613333333333333
"Ghana","child_vitA","infill","spatial","who_vitA",NA,75,0.373333333333333,0.853333333333333,16,0.5,1,0.613333333333333
"Ghana","child_vitA","infill","spatial_plus_domain","who_vitA",NA,75,0.373333333333333,0.853333333333333,16,0.5,1,0.613333333333333
"Ghana","child_vitA","infill","region_mean_jk","who_vitA",NA,75,0.426666666666667,0.853333333333333,16,0.5625,1,0.613333333333333
"Ghana","women_vitA","infill","domain_index","who_vitA",NA,75,0.573333333333333,0.893333333333333,16,0.625,1,0.0533333333333333
"Ghana","women_vitA","infill","spatial","who_vitA",NA,75,0.653333333333333,0.866666666666667,16,0.625,1,0.0533333333333333
"Ghana","women_vitA","infill","spatial_plus_domain","who_vitA",NA,75,0.653333333333333,0.866666666666667,16,0.625,1,0.0533333333333333
"Ghana","women_vitA","infill","region_mean_jk","who_vitA",NA,75,0.506666666666667,0.866666666666667,16,0.6875,1,0.0533333333333333
"Ghana","child_iron","infill","domain_index","who20",NA,75,0.786666666666667,1,16,0.75,1,0.413333333333333
"Ghana","child_iron","infill","domain_index","bands_5_20_40",NA,75,0.426666666666667,0.826666666666667,16,0.4375,0.9375,0.173333333333333
"Ghana","child_iron","infill","spatial","who20",NA,75,0.733333333333333,1,16,0.75,1,0.413333333333333
"Ghana","child_iron","infill","spatial","bands_5_20_40",NA,75,0.44,0.906666666666667,16,0.625,0.9375,0.173333333333333
"Ghana","child_iron","infill","spatial_plus_domain","who20",NA,75,0.733333333333333,1,16,0.75,1,0.413333333333333
"Ghana","child_iron","infill","spatial_plus_domain","bands_5_20_40",NA,75,0.44,0.906666666666667,16,0.625,0.9375,0.173333333333333
"Ghana","child_iron","infill","region_mean_jk","who20",NA,75,0.68,1,16,0.9375,1,0.413333333333333
"Ghana","child_iron","infill","region_mean_jk","bands_5_20_40",NA,75,0.346666666666667,0.893333333333333,16,0.6875,1,0.173333333333333
"Ghana","women_iron","infill","domain_index","who20",NA,75,0.72,1,16,0.875,1,0.28
"Ghana","women_iron","infill","domain_index","bands_5_20_40",NA,75,0.306666666666667,0.88,16,0.5,1,0.04
"Ghana","women_iron","infill","spatial","who20",NA,75,0.72,1,16,0.875,1,0.28
"Ghana","women_iron","infill","spatial","bands_5_20_40",NA,75,0.48,0.933333333333333,16,0.625,1,0.04
"Ghana","women_iron","infill","spatial_plus_domain","who20",NA,75,0.72,1,16,0.875,1,0.28
"Ghana","women_iron","infill","spatial_plus_domain","bands_5_20_40",NA,75,0.48,0.933333333333333,16,0.625,1,0.04
"Ghana","women_iron","infill","region_mean_jk","who20",NA,75,0.733333333333333,1,16,0.9375,1,0.28
"Ghana","women_iron","infill","region_mean_jk","bands_5_20_40",NA,75,0.466666666666667,0.973333333333333,16,0.6875,1,0.04
"Ghana","women_folate","infill","domain_index","who20",NA,75,0.68,1,16,0.8125,1,0.88
"Ghana","women_folate","infill","domain_index","bands_5_20_40",NA,75,0.4,0.773333333333333,16,0.5625,0.8125,0.626666666666667
"Ghana","women_folate","infill","spatial","who20",NA,75,0.88,1,16,1,1,0.88
"Ghana","women_folate","infill","spatial","bands_5_20_40",NA,75,0.6,0.893333333333333,16,0.875,1,0.626666666666667
"Ghana","women_folate","infill","spatial_plus_domain","who20",NA,75,0.88,1,16,1,1,0.88
"Ghana","women_folate","infill","spatial_plus_domain","bands_5_20_40",NA,75,0.6,0.893333333333333,16,0.875,1,0.626666666666667
"Ghana","women_folate","infill","region_mean_jk","who20",NA,75,0.866666666666667,1,16,0.875,1,0.88
"Ghana","women_folate","infill","region_mean_jk","bands_5_20_40",NA,75,0.626666666666667,0.906666666666667,16,0.875,0.9375,0.626666666666667
"Ghana","women_b12","infill","domain_index","who20",NA,75,0.813333333333333,1,16,0.875,1,0.213333333333333
"Ghana","women_b12","infill","domain_index","bands_5_20_40",NA,75,0.533333333333333,0.853333333333333,16,0.4375,0.9375,0.0666666666666667
"Ghana","women_b12","infill","spatial","who20",NA,75,0.813333333333333,1,16,0.8125,1,0.213333333333333
"Ghana","women_b12","infill","spatial","bands_5_20_40",NA,75,0.56,0.866666666666667,16,0.375,0.875,0.0666666666666667
"Ghana","women_b12","infill","spatial_plus_domain","who20",NA,75,0.813333333333333,1,16,0.8125,1,0.213333333333333
"Ghana","women_b12","infill","spatial_plus_domain","bands_5_20_40",NA,75,0.56,0.866666666666667,16,0.375,0.875,0.0666666666666667
"Ghana","women_b12","infill","region_mean_jk","who20",NA,75,0.826666666666667,1,16,1,1,0.213333333333333
"Ghana","women_b12","infill","region_mean_jk","bands_5_20_40",NA,75,0.586666666666667,0.853333333333333,16,0.625,1,0.0666666666666667
"Malawi","child_vitA","infill","domain_index","who_vitA",NA,87,0.954022988505747,1,27,0.925925925925926,1,0
"Malawi","child_vitA","infill","spatial","who_vitA",NA,87,0.954022988505747,1,27,0.925925925925926,1,0
"Malawi","child_vitA","infill","spatial_plus_domain","who_vitA",NA,87,0.954022988505747,1,27,0.925925925925926,1,0
"Malawi","child_vitA","infill","region_mean_jk","who_vitA",NA,87,0.954022988505747,1,27,0.925925925925926,1,0
"Malawi","women_vitA","infill","domain_index","who_vitA",NA,87,0.96551724137931,0.988505747126437,27,0.925925925925926,1,0
"Malawi","women_vitA","infill","spatial","who_vitA",NA,87,0.977011494252874,0.988505747126437,27,0.925925925925926,1,0
"Malawi","women_vitA","infill","spatial_plus_domain","who_vitA",NA,87,0.977011494252874,0.988505747126437,27,0.925925925925926,1,0
"Malawi","women_vitA","infill","region_mean_jk","who_vitA",NA,87,0.954022988505747,0.988505747126437,27,0.925925925925926,1,0
"Malawi","child_iron","infill","domain_index","who20",NA,87,0.609195402298851,1,27,0.62962962962963,1,0.425287356321839
"Malawi","child_iron","infill","domain_index","bands_5_20_40",NA,87,0.436781609195402,0.816091954022989,27,0.481481481481481,0.925925925925926,0.114942528735632
"Malawi","child_iron","infill","spatial","who20",NA,87,0.551724137931034,1,27,0.518518518518518,1,0.425287356321839
"Malawi","child_iron","infill","spatial","bands_5_20_40",NA,87,0.436781609195402,0.885057471264368,27,0.444444444444444,0.925925925925926,0.114942528735632
"Malawi","child_iron","infill","spatial_plus_domain","who20",NA,87,0.586206896551724,1,27,0.555555555555556,1,0.425287356321839
"Malawi","child_iron","infill","spatial_plus_domain","bands_5_20_40",NA,87,0.448275862068966,0.908045977011494,27,0.444444444444444,0.962962962962963,0.114942528735632
"Malawi","child_iron","infill","region_mean_jk","who20",NA,87,0.609195402298851,1,27,0.814814814814815,1,0.425287356321839
"Malawi","child_iron","infill","region_mean_jk","bands_5_20_40",NA,87,0.379310344827586,0.873563218390805,27,0.740740740740741,0.962962962962963,0.114942528735632
"Malawi","women_iron","infill","domain_index","who20",NA,87,0.586206896551724,1,27,0.703703703703704,1,0.390804597701149
"Malawi","women_iron","infill","domain_index","bands_5_20_40",NA,87,0.275862068965517,0.735632183908046,27,0.444444444444444,0.925925925925926,0.0919540229885057
"Malawi","women_iron","infill","spatial","who20",NA,87,0.609195402298851,1,27,0.62962962962963,1,0.390804597701149
"Malawi","women_iron","infill","spatial","bands_5_20_40",NA,87,0.241379310344828,0.896551724137931,27,0.481481481481481,1,0.0919540229885057
"Malawi","women_iron","infill","spatial_plus_domain","who20",NA,87,0.609195402298851,1,27,0.62962962962963,1,0.390804597701149
"Malawi","women_iron","infill","spatial_plus_domain","bands_5_20_40",NA,87,0.241379310344828,0.908045977011494,27,0.555555555555556,1,0.0919540229885057
"Malawi","women_iron","infill","region_mean_jk","who20",NA,87,0.436781609195402,1,27,0.555555555555556,1,0.390804597701149
"Malawi","women_iron","infill","region_mean_jk","bands_5_20_40",NA,87,0.206896551724138,0.655172413793103,27,0.407407407407407,1,0.0919540229885057
"Malawi","women_folate","infill","domain_index","who20",NA,87,0.67816091954023,1,27,0.740740740740741,1,0.425287356321839
"Malawi","women_folate","infill","domain_index","bands_5_20_40",NA,87,0.459770114942529,0.770114942528736,27,0.407407407407407,0.888888888888889,0.218390804597701
"Malawi","women_folate","infill","spatial","who20",NA,87,0.632183908045977,1,27,0.703703703703704,1,0.425287356321839
"Malawi","women_folate","infill","spatial","bands_5_20_40",NA,87,0.298850574712644,0.770114942528736,27,0.333333333333333,0.925925925925926,0.218390804597701
"Malawi","women_folate","infill","spatial_plus_domain","who20",NA,87,0.64367816091954,1,27,0.740740740740741,1,0.425287356321839
"Malawi","women_folate","infill","spatial_plus_domain","bands_5_20_40",NA,87,0.298850574712644,0.793103448275862,27,0.296296296296296,0.962962962962963,0.218390804597701
"Malawi","women_folate","infill","region_mean_jk","who20",NA,87,0.71264367816092,1,27,0.888888888888889,1,0.425287356321839
"Malawi","women_folate","infill","region_mean_jk","bands_5_20_40",NA,87,0.344827586206897,0.816091954022989,27,0.666666666666667,1,0.218390804597701
"Malawi","women_b12","infill","domain_index","who20",NA,87,0.747126436781609,1,27,0.814814814814815,1,0.264367816091954
"Malawi","women_b12","infill","domain_index","bands_5_20_40",NA,87,0.551724137931034,0.816091954022989,27,0.555555555555556,0.962962962962963,0.0459770114942529
"Malawi","women_b12","infill","spatial","who20",NA,87,0.724137931034483,1,27,0.777777777777778,1,0.264367816091954
"Malawi","women_b12","infill","spatial","bands_5_20_40",NA,87,0.505747126436782,0.873563218390805,27,0.592592592592593,0.925925925925926,0.0459770114942529
"Malawi","women_b12","infill","spatial_plus_domain","who20",NA,87,0.724137931034483,1,27,0.777777777777778,1,0.264367816091954
"Malawi","women_b12","infill","spatial_plus_domain","bands_5_20_40",NA,87,0.540229885057471,0.885057471264368,27,0.592592592592593,0.925925925925926,0.0459770114942529
"Malawi","women_b12","infill","region_mean_jk","who20",NA,87,0.724137931034483,1,27,0.814814814814815,1,0.264367816091954
"Malawi","women_b12","infill","region_mean_jk","bands_5_20_40",NA,87,0.528735632183908,0.885057471264368,27,0.666666666666667,1,0.0459770114942529
"Malawi","child_zinc","infill","domain_index","who20",NA,87,0.804597701149425,1,27,0.925925925925926,1,0.931034482758621
"Malawi","child_zinc","infill","domain_index","bands_5_20_40",NA,87,0.574712643678161,0.873563218390805,27,0.777777777777778,0.962962962962963,0.747126436781609
"Malawi","child_zinc","infill","spatial","who20",NA,87,0.931034482758621,1,27,1,1,0.931034482758621
"Malawi","child_zinc","infill","spatial","bands_5_20_40",NA,87,0.747126436781609,0.931034482758621,27,0.925925925925926,1,0.747126436781609
"Malawi","child_zinc","infill","spatial_plus_domain","who20",NA,87,0.931034482758621,1,27,1,1,0.931034482758621
"Malawi","child_zinc","infill","spatial_plus_domain","bands_5_20_40",NA,87,0.735632183908046,0.931034482758621,27,0.925925925925926,1,0.747126436781609
"Malawi","child_zinc","infill","region_mean_jk","who20",NA,87,0.896551724137931,1,27,0.962962962962963,1,0.931034482758621
"Malawi","child_zinc","infill","region_mean_jk","bands_5_20_40",NA,87,0.689655172413793,0.908045977011494,27,0.814814814814815,0.962962962962963,0.747126436781609
"Malawi","women_zinc","infill","domain_index","who20",NA,87,0.931034482758621,1,27,1,1,0.954022988505747
"Malawi","women_zinc","infill","domain_index","bands_5_20_40",NA,87,0.620689655172414,0.931034482758621,27,0.962962962962963,1,0.758620689655172
"Malawi","women_zinc","infill","spatial","who20",NA,87,0.954022988505747,1,27,1,1,0.954022988505747
"Malawi","women_zinc","infill","spatial","bands_5_20_40",NA,87,0.758620689655172,0.954022988505747,27,0.962962962962963,1,0.758620689655172
"Malawi","women_zinc","infill","spatial_plus_domain","who20",NA,87,0.954022988505747,1,27,1,1,0.954022988505747
"Malawi","women_zinc","infill","spatial_plus_domain","bands_5_20_40",NA,87,0.758620689655172,0.954022988505747,27,0.962962962962963,1,0.758620689655172
"Malawi","women_zinc","infill","region_mean_jk","who20",NA,87,0.954022988505747,1,27,1,1,0.954022988505747
"Malawi","women_zinc","infill","region_mean_jk","bands_5_20_40",NA,87,0.747126436781609,0.96551724137931,27,0.962962962962963,1,0.758620689655172
"SierraLeone","child_vitA","infill","domain_index","who_vitA",NA,10,0.4,1,1,NA,NA,0
"SierraLeone","child_vitA","infill","spatial","who_vitA",NA,10,0.6,1,1,NA,NA,0
"SierraLeone","child_vitA","infill","spatial_plus_domain","who_vitA",NA,10,0.6,1,1,NA,NA,0
"SierraLeone","child_vitA","infill","region_mean_jk","who_vitA",NA,10,0.6,1,1,NA,NA,0
"SierraLeone","women_vitA","infill","domain_index","who_vitA",NA,10,0.8,1,1,NA,NA,0
"SierraLeone","women_vitA","infill","spatial","who_vitA",NA,10,0.9,1,1,NA,NA,0
"SierraLeone","women_vitA","infill","spatial_plus_domain","who_vitA",NA,10,0.9,1,1,NA,NA,0
"SierraLeone","women_vitA","infill","region_mean_jk","who_vitA",NA,10,0.8,1,1,NA,NA,0
"SierraLeone","child_iron","infill","domain_index","who20",NA,10,1,1,1,NA,NA,0
"SierraLeone","child_iron","infill","domain_index","bands_5_20_40",NA,10,0.4,1,1,NA,NA,0
"SierraLeone","child_iron","infill","spatial","who20",NA,10,1,1,1,NA,NA,0
"SierraLeone","child_iron","infill","spatial","bands_5_20_40",NA,10,0.5,1,1,NA,NA,0
"SierraLeone","child_iron","infill","spatial_plus_domain","who20",NA,10,1,1,1,NA,NA,0
"SierraLeone","child_iron","infill","spatial_plus_domain","bands_5_20_40",NA,10,0.4,1,1,NA,NA,0
"SierraLeone","child_iron","infill","region_mean_jk","who20",NA,10,1,1,1,NA,NA,0
"SierraLeone","child_iron","infill","region_mean_jk","bands_5_20_40",NA,10,0.5,1,1,NA,NA,0
"SierraLeone","women_iron","infill","domain_index","who20",NA,10,0.9,1,1,NA,NA,0.285714285714286
"SierraLeone","women_iron","infill","domain_index","bands_5_20_40",NA,10,0.9,1,1,NA,NA,0
"SierraLeone","women_iron","infill","spatial","who20",NA,10,0.7,1,1,NA,NA,0.285714285714286
"SierraLeone","women_iron","infill","spatial","bands_5_20_40",NA,10,0.7,1,1,NA,NA,0
"SierraLeone","women_iron","infill","spatial_plus_domain","who20",NA,10,0.7,1,1,NA,NA,0.285714285714286
"SierraLeone","women_iron","infill","spatial_plus_domain","bands_5_20_40",NA,10,0.7,1,1,NA,NA,0
"SierraLeone","women_iron","infill","region_mean_jk","who20",NA,10,0.7,1,1,NA,NA,0.285714285714286
"SierraLeone","women_iron","infill","region_mean_jk","bands_5_20_40",NA,10,0.7,1,1,NA,NA,0
"SierraLeone","women_folate","infill","domain_index","who20",NA,10,1,1,1,NA,NA,1
"SierraLeone","women_folate","infill","domain_index","bands_5_20_40",NA,10,1,1,1,NA,NA,1
"SierraLeone","women_folate","infill","spatial","who20",NA,10,1,1,1,NA,NA,1
"SierraLeone","women_folate","infill","spatial","bands_5_20_40",NA,10,1,1,1,NA,NA,1
"SierraLeone","women_folate","infill","spatial_plus_domain","who20",NA,10,1,1,1,NA,NA,1
"SierraLeone","women_folate","infill","spatial_plus_domain","bands_5_20_40",NA,10,1,1,1,NA,NA,1
"SierraLeone","women_folate","infill","region_mean_jk","who20",NA,10,1,1,1,NA,NA,1
"SierraLeone","women_folate","infill","region_mean_jk","bands_5_20_40",NA,10,1,1,1,NA,NA,1
"SierraLeone","women_b12","infill","domain_index","who20",NA,10,1,1,1,NA,NA,0
"SierraLeone","women_b12","infill","domain_index","bands_5_20_40",NA,10,1,1,1,NA,NA,0
"SierraLeone","women_b12","infill","spatial","who20",NA,10,1,1,1,NA,NA,0
"SierraLeone","women_b12","infill","spatial","bands_5_20_40",NA,10,1,1,1,NA,NA,0
"SierraLeone","women_b12","infill","spatial_plus_domain","who20",NA,10,1,1,1,NA,NA,0
"SierraLeone","women_b12","infill","spatial_plus_domain","bands_5_20_40",NA,10,1,1,1,NA,NA,0
"SierraLeone","women_b12","infill","region_mean_jk","who20",NA,10,1,1,1,NA,NA,0
"SierraLeone","women_b12","infill","region_mean_jk","bands_5_20_40",NA,10,1,1,1,NA,NA,0
"Gambia","child_vitA","country","transport_anchored_full","who_vitA",0.157472986709676,30,0.433333333333333,0.866666666666667,6,0.666666666666667,1,0.466666666666667
"Gambia","child_vitA","country","transport_anchored_climate_soil","who_vitA",0.239821783986389,30,0.366666666666667,0.866666666666667,6,0.333333333333333,1,0.466666666666667
"Ghana","child_vitA","country","transport_anchored_full","who_vitA",0.157831656310394,75,0.613333333333333,0.826666666666667,16,0.6875,1,0.613333333333333
"Ghana","child_vitA","country","transport_anchored_climate_soil","who_vitA",0.0322255120673456,75,0.613333333333333,0.826666666666667,16,0.6875,1,0.613333333333333
"Malawi","child_vitA","country","transport_anchored_full","who_vitA",0.330721947759254,87,0.954022988505747,1,27,0.925925925925926,1,0
"Malawi","child_vitA","country","transport_anchored_climate_soil","who_vitA",0.418905938903894,87,0.954022988505747,1,27,0.925925925925926,1,0
"SierraLeone","child_vitA","country","transport_anchored_full","who_vitA",0.391331125618382,14,0.5,0.928571428571429,4,1,1,0
"SierraLeone","child_vitA","country","transport_anchored_climate_soil","who_vitA",0.0714173657120992,14,0.571428571428571,1,4,1,1,0
"Gambia","women_vitA","country","transport_anchored_full","who_vitA",0.0680138687176607,30,0.3,1,6,0.666666666666667,1,0
"Gambia","women_vitA","country","transport_anchored_climate_soil","who_vitA",0.105079643909067,30,0.3,1,6,0.666666666666667,1,0
"Ghana","women_vitA","country","transport_anchored_full","who_vitA",0,75,0.133333333333333,0.946666666666667,16,0.5,1,0.0533333333333333
"Ghana","women_vitA","country","transport_anchored_climate_soil","who_vitA",0.158567415732833,75,0.133333333333333,0.946666666666667,16,0.5,1,0.0533333333333333
"Malawi","women_vitA","country","transport_anchored_full","who_vitA",0.159169175445823,87,0.977011494252874,0.988505747126437,27,0.925925925925926,1,0
"Malawi","women_vitA","country","transport_anchored_climate_soil","who_vitA",0.28308584651207,87,0.977011494252874,0.988505747126437,27,0.925925925925926,1,0
"SierraLeone","women_vitA","country","transport_anchored_full","who_vitA",0.233647179640182,14,0.857142857142857,1,4,1,1,0
"SierraLeone","women_vitA","country","transport_anchored_climate_soil","who_vitA",0.302838755664367,14,0.857142857142857,1,4,1,1,0
"Gambia","child_iron","country","transport_anchored_full","who20",0,30,1,1,6,1,1,1
"Gambia","child_iron","country","transport_anchored_full","bands_5_20_40",0,30,0.933333333333333,1,6,1,1,0.933333333333333
"Gambia","child_iron","country","transport_anchored_climate_soil","who20",0.241925479535683,30,1,1,6,1,1,1
"Gambia","child_iron","country","transport_anchored_climate_soil","bands_5_20_40",0.241925479535683,30,0.933333333333333,1,6,1,1,0.933333333333333
"Ghana","child_iron","country","transport_anchored_full","who20",0,75,0.413333333333333,1,16,0.375,1,0.413333333333333
"Ghana","child_iron","country","transport_anchored_full","bands_5_20_40",0,75,0.24,0.813333333333333,16,0.25,0.875,0.173333333333333
"Ghana","child_iron","country","transport_anchored_climate_soil","who20",0.227703466679404,75,0.666666666666667,1,16,0.5625,1,0.413333333333333
"Ghana","child_iron","country","transport_anchored_climate_soil","bands_5_20_40",0.227703466679404,75,0.386666666666667,0.92,16,0.3125,1,0.173333333333333
