"country","outcome","estimand","arm","scheme","rho_train","n_admin2","exact_admin2","within1_admin2","n_admin1","exact_admin1","within1_admin1","share_obs_top_admin2"
"Malawi","child_iron","country","transport_anchored_full","who20",0.519473522115572,87,0.471264367816092,1,27,0.592592592592593,1,0.425287356321839
"Malawi","child_iron","country","transport_anchored_full","bands_5_20_40",0.519473522115572,87,0.367816091954023,0.839080459770115,27,0.481481481481481,0.925925925925926,0.114942528735632
"Malawi","child_iron","country","transport_anchored_climate_soil","who20",0.409798374422035,87,0.551724137931034,1,27,0.555555555555556,1,0.425287356321839
"Malawi","child_iron","country","transport_anchored_climate_soil","bands_5_20_40",0.409798374422035,87,0.402298850574713,0.919540229885057,27,0.444444444444444,0.962962962962963,0.114942528735632
"SierraLeone","child_iron","country","transport_anchored_full","who20",0.344674928887838,14,1,1,4,1,1,0
"SierraLeone","child_iron","country","transport_anchored_full","bands_5_20_40",0.344674928887838,14,0.5,1,4,0.5,1,0
"SierraLeone","child_iron","country","transport_anchored_climate_soil","who20",0.429751077392837,14,1,1,4,1,1,0
"SierraLeone","child_iron","country","transport_anchored_climate_soil","bands_5_20_40",0.429751077392837,14,0.5,1,4,0.75,1,0
"Gambia","women_iron","country","transport_anchored_full","who20",0.194764535251769,30,1,1,6,1,1,1
"Gambia","women_iron","country","transport_anchored_full","bands_5_20_40",0.194764535251769,30,0.733333333333333,1,6,0.833333333333333,1,0.666666666666667
"Gambia","women_iron","country","transport_anchored_climate_soil","who20",0.119935084415469,30,1,1,6,1,1,1
"Gambia","women_iron","country","transport_anchored_climate_soil","bands_5_20_40",0.119935084415469,30,0.733333333333333,1,6,0.666666666666667,1,0.666666666666667
"Ghana","women_iron","country","transport_anchored_full","who20",0,75,0.72,1,16,0.875,1,0.28
"Ghana","women_iron","country","transport_anchored_full","bands_5_20_40",0,75,0.426666666666667,0.96,16,0.625,1,0.04
"Ghana","women_iron","country","transport_anchored_climate_soil","who20",0.140044351157298,75,0.72,1,16,0.875,1,0.28
"Ghana","women_iron","country","transport_anchored_climate_soil","bands_5_20_40",0.140044351157298,75,0.426666666666667,0.96,16,0.625,1,0.04
"Malawi","women_iron","country","transport_anchored_full","who20",0.180020923367275,87,0.620689655172414,1,27,0.814814814814815,1,0.390804597701149
"Malawi","women_iron","country","transport_anchored_full","bands_5_20_40",0.180020923367275,87,0.379310344827586,0.839080459770115,27,0.777777777777778,1,0.0919540229885057
"Malawi","women_iron","country","transport_anchored_climate_soil","who20",0.318382487779457,87,0.632183908045977,1,27,0.666666666666667,1,0.390804597701149
"Malawi","women_iron","country","transport_anchored_climate_soil","bands_5_20_40",0.318382487779457,87,0.367816091954023,0.862068965517241,27,0.62962962962963,1,0.0919540229885057
"SierraLeone","women_iron","country","transport_anchored_full","who20",0.255740516011438,14,0.285714285714286,1,4,0.25,1,0.285714285714286
"SierraLeone","women_iron","country","transport_anchored_full","bands_5_20_40",0.255740516011438,14,0.285714285714286,0.928571428571429,4,0.25,1,0
"SierraLeone","women_iron","country","transport_anchored_climate_soil","who20",0.40801529400885,14,0.5,1,4,0.25,1,0.285714285714286
"SierraLeone","women_iron","country","transport_anchored_climate_soil","bands_5_20_40",0.40801529400885,14,0.5,0.857142857142857,4,0.25,1,0
"Ghana","women_folate","country","transport_anchored_full","who20",0.134065934065934,75,0.88,1,16,0.875,1,0.88
"Ghana","women_folate","country","transport_anchored_full","bands_5_20_40",0.134065934065934,75,0.626666666666667,0.88,16,0.8125,0.875,0.626666666666667
"Ghana","women_folate","country","transport_anchored_climate_soil","who20",0.173626373626374,75,0.88,1,16,0.875,1,0.88
"Ghana","women_folate","country","transport_anchored_climate_soil","bands_5_20_40",0.173626373626374,75,0.64,0.88,16,0.8125,0.875,0.626666666666667
"Malawi","women_folate","country","transport_anchored_full","who20",0.00659340659340659,87,0.402298850574713,1,27,0.407407407407407,1,0.425287356321839
"Malawi","women_folate","country","transport_anchored_full","bands_5_20_40",0.00659340659340659,87,0.195402298850575,0.64367816091954,27,0.296296296296296,0.777777777777778,0.218390804597701
"Malawi","women_folate","country","transport_anchored_climate_soil","who20",0,87,0.425287356321839,1,27,0.444444444444444,1,0.425287356321839
"Malawi","women_folate","country","transport_anchored_climate_soil","bands_5_20_40",0,87,0.206896551724138,0.655172413793103,27,0.333333333333333,0.777777777777778,0.218390804597701
"SierraLeone","women_folate","country","transport_anchored_full","who20",0,14,1,1,4,1,1,1
"SierraLeone","women_folate","country","transport_anchored_full","bands_5_20_40",0,14,1,1,4,1,1,1
"SierraLeone","women_folate","country","transport_anchored_climate_soil","who20",0.236508239658697,14,1,1,4,1,1,1
"SierraLeone","women_folate","country","transport_anchored_climate_soil","bands_5_20_40",0.236508239658697,14,1,1,4,1,1,1
"Ghana","women_b12","country","transport_anchored_full","who20",0,75,0.786666666666667,1,16,0.875,1,0.213333333333333
"Ghana","women_b12","country","transport_anchored_full","bands_5_20_40",0,75,0.16,0.933333333333333,16,0.4375,0.9375,0.0666666666666667
"Ghana","women_b12","country","transport_anchored_climate_soil","who20",0,75,0.786666666666667,1,16,0.875,1,0.213333333333333
"Ghana","women_b12","country","transport_anchored_climate_soil","bands_5_20_40",0,75,0.16,0.933333333333333,16,0.4375,0.9375,0.0666666666666667
"Malawi","women_b12","country","transport_anchored_full","who20",0,87,0.735632183908046,1,27,0.740740740740741,1,0.264367816091954
"Malawi","women_b12","country","transport_anchored_full","bands_5_20_40",0,87,0.275862068965517,0.954022988505747,27,0.296296296296296,0.962962962962963,0.0459770114942529
"Malawi","women_b12","country","transport_anchored_climate_soil","who20",0.291810670165491,87,0.67816091954023,1,27,0.740740740740741,1,0.264367816091954
"Malawi","women_b12","country","transport_anchored_climate_soil","bands_5_20_40",0.291810670165491,87,0.275862068965517,0.908045977011494,27,0.296296296296296,0.962962962962963,0.0459770114942529
"SierraLeone","women_b12","country","transport_anchored_full","who20",0.29871488665471,14,1,1,4,1,1,0
