"domain_set","target","outcome","heldout","arm","biomarker","z","sd_axis","share_abs_contrib"
"cs_top5","level","child_iron","Gambia","same_nutrient","women_iron",4.84187535353649,0.992123638389473,0.0452057335706976
"cs_top5","level","child_iron","Ghana","same_nutrient","women_iron",5.17943427467616,0.98946851025047,0.0657184516972607
"cs_top5","level","child_iron","Malawi","same_nutrient","women_iron",5.59069774717864,0.988403983088187,0.0483310155363692
"cs_top5","level","child_iron","SierraLeone","same_nutrient","women_iron",5.84121710172483,0.992719424921442,0.0526499872280145
"cs_top5","level","child_iron","Gambia","other_xpop","women_vitA",1.20555985301834,0.992123638389473,0.0116511595010996
"cs_top5","level","child_iron","Ghana","other_xpop","women_vitA",0.347287956097852,0.98946851025047,0.0046943279467144
"cs_top5","level","child_iron","Malawi","other_xpop","women_vitA",4.29211799409997,0.988403983088187,0.037526197638516
"cs_top5","level","child_iron","SierraLeone","other_xpop","women_vitA",2.28750166406928,0.992719424921442,0.0213007613169394
"cs_top5","level","child_iron","Gambia","other_samepop","child_vitA",2.90645470326263,0.992123638389473,0.0276352179090514
"cs_top5","level","child_iron","Ghana","other_samepop","child_vitA",1.9485609530206,0.98946851025047,0.0257808876217051
"cs_top5","level","child_iron","Malawi","other_samepop","child_vitA",4.88123425399426,0.988403983088187,0.0424581817445803
"cs_top5","level","child_iron","SierraLeone","other_samepop","child_vitA",4.02438438547732,0.992719424921442,0.0368778246079252
"cs_top5","level","child_iron","Gambia","all_other","child_vitA",2.90645470326263,0.992123638389473,0.0261325848885471
"cs_top5","level","child_iron","Gambia","all_other","women_iron",4.84187535353649,0.992123638389473,0.0435343852267918
"cs_top5","level","child_iron","Gambia","all_other","women_vitA",1.20555985301834,0.992123638389473,0.0108394585203275
"cs_top5","level","child_iron","Ghana","all_other","child_vitA",1.9485609530206,0.98946851025047,0.0240241777547962
"cs_top5","level","child_iron","Ghana","all_other","women_iron",5.17943427467616,0.98946851025047,0.0638582280380881
"cs_top5","level","child_iron","Ghana","all_other","women_vitA",0.347287956097852,0.98946851025047,0.00428177911317637
"cs_top5","level","child_iron","Malawi","all_other","child_vitA",4.88123425399426,0.988403983088187,0.0390972574228023
"cs_top5","level","child_iron","Malawi","all_other","women_iron",5.59069774717864,0.988403983088187,0.044779852312079
"cs_top5","level","child_iron","Malawi","all_other","women_vitA",4.29211799409997,0.988403983088187,0.0343786086412573
"cs_top5","level","child_iron","SierraLeone","all_other","child_vitA",4.02438438547732,0.992719424921442,0.0343212907441888
"cs_top5","level","child_iron","SierraLeone","all_other","women_iron",5.84121710172483,0.992719424921442,0.0498158454176706
"cs_top5","level","child_iron","SierraLeone","all_other","women_vitA",2.28750166406928,0.992719424921442,0.0195085762616648
"cs_top5","level","child_iron","Gambia","block_only_same_nutrient","women_iron",4.84187535353649,0.992123638389473,1
