"estimand","target","arm","cells","scored","mean_spearman","median_spearman","cells_positive","mean_wmae"
"infill","level","domain_index",24,18,0.393171425807709,0.409912220727651,16,0.209027237561912
"infill","level","hapc_lasso",24,18,0.364450211652386,0.385775248933144,16,0.172049911044434
"infill","level","hal_group",24,18,0.232930765188213,0.24517895934995,14,0.182512396471318
"infill","level","hal_lasso",24,18,0.27128733877906,0.329541304380824,15,0.182810635810966
"infill","level","hapc_lasso_xy",24,18,0.366441609618168,0.392446657183499,16,0.171786603754553
"infill","level","hapc_xy_only",24,18,0.361752154934525,0.455357966302706,17,0.181512483353197
"infill","level","spatial",24,18,0.387825412867395,0.453997806814461,17,0.17521397931757
"infill","level","spatial_plus_domain",24,18,0.390602770296793,0.453769559032717,17,0.174956876221236
"infill","prev","domain_index",24,18,0.277590617763778,0.290010676582208,15,14.1921438260011
"infill","prev","hapc_lasso",24,18,0.252822623118566,0.272306671859186,13,11.109984249731
"infill","prev","hal_group",24,18,0.147457538174136,0.193599983243008,12,11.0514777440373
"infill","prev","hal_lasso",24,18,0.114126806689023,0.102021435002777,10,11.2605128911246
"infill","prev","hapc_lasso_xy",24,18,0.254387129065922,0.271313085962225,13,11.0992642171734
"infill","prev","hapc_xy_only",24,18,0.231242195686393,0.308636007926784,13,11.2543748946508
"infill","prev","spatial",24,18,0.263969405008756,0.330170611606094,15,10.8831623696404
"infill","prev","spatial_plus_domain",24,18,0.266396896122821,0.332997013322213,15,10.8637431305822
"region","level","domain_index",24,18,0.380799153992455,0.352637238463221,16,0.205810157216689
"region","level","hapc_lasso",24,18,0.345721257076314,0.313513513513513,16,0.179632578300513
"region","level","hal_group",24,18,0.189690501074663,0.276130867709815,13,0.185200473001442
"region","level","hal_lasso",24,18,0.198226248169008,0.320967183706923,15,0.188784747565948
"region","level","hapc_lasso_xy",24,18,0.354161153926439,0.327339971550498,16,0.179218594483423
"region","level","hapc_xy_only",24,18,0.321720598072853,0.377648769721642,16,0.185148258356131
"region","level","spatial",24,18,0.377059389241421,0.444224751066856,17,0.185001712735165
"region","level","spatial_plus_domain",24,18,0.384195912518249,0.419374110953058,17,0.186414803815445
"region","prev","domain_index",24,18,0.265908104156939,0.204179619044388,15,13.9244239574173
"region","prev","hapc_lasso",24,18,0.196939729558589,0.140605877363781,14,11.5789343512295
"region","prev","hal_group",24,18,0.0386146822433131,0.15145232897579,11,11.412482642388
"region","prev","hal_lasso",24,18,0.0292853295382048,0.0496974800554369,9,11.399655307351
"region","prev","hapc_lasso_xy",24,18,0.20037467806914,0.141183466757325,14,11.5870751443134
"region","prev","hapc_xy_only",24,18,0.163237021462349,0.193148617216653,12,11.6474773646664
"region","prev","spatial",24,18,0.228660557805375,0.259848569638825,14,11.5078789057178
"region","prev","spatial_plus_domain",24,18,0.228805410463291,0.271575771931536,14,11.705056688921
