"scope","fit","country","outcome","target","n_train","domain","share","n_axes"
"loco","holdout_Ghana","Ghana","child_vitA","prev",131,"Infant and young child feeding",0.0141280623233315,4
"loco","holdout_Ghana","Ghana","child_vitA","prev",131,"Infection and inflammation burden",0.0508363809588128,8
"loco","holdout_Ghana","Ghana","child_vitA","prev",131,"Livestock density",0.0428125527524798,3
"loco","holdout_Ghana","Ghana","child_vitA","prev",131,"Ruralness, population density, built environment",0.0361304875976758,2
"loco","holdout_Ghana","Ghana","child_vitA","prev",131,"Satellite embedding",0.14055932098578,11
"loco","holdout_Ghana","Ghana","child_vitA","prev",131,"Soil characteristics",0.117707881513323,9
"loco","holdout_Ghana","Ghana","child_vitA","prev",131,"Water and coast proximity",0.0281554270996647,2
"loco","holdout_Ghana","Ghana","child_vitA","prev",131,"Water and sanitation",0.0231359227570363,6
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Agricultural production, land use",0.0333141725092528,4
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Anaemia and haemoglobin",0.0220866664237085,1
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Built environment",0.0396428389900368,4
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Child anthropometry",0.0823674601332357,3
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Climate and weather",0.127240023490941,6
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Ecosystem productivity/greenness",0.0566592936120514,3
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Education, employment, SES",0.0768818417798494,3
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Food fortification and supplementation",0.00353949398946931,1
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Food prices and supply",0.0164615317186771,3
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Household assets and characteristics",0.057328886607435,2
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Household diet and consumption (HCES)",0.0166851349064446,1
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Immunisation",0.00675276545321193,4
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Infant and young child feeding",0.0399076802475781,4
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Infection and inflammation burden",0.0493891392626281,8
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Livestock density",0.02291803286246,3
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Ruralness, population density, built environment",0.0355683695060289,1
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Satellite embedding",0.11630414634185,8
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Soil characteristics",0.113219611224126,8
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Water and coast proximity",0.0355278632732143,2
"loco","holdout_Malawi","Malawi","child_vitA","prev",119,"Water and sanitation",0.0482050476678007,5
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Agricultural production, land use",0.0214101929118797,4
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Anaemia and haemoglobin",0.0148036312924164,1
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Built environment",0.0463267271855464,4
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Child anthropometry",0.0806040520282077,3
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Climate and weather",0.125205573623825,7
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Ecosystem productivity/greenness",0.0501292158073934,4
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Education, employment, SES",0.0985042733755127,4
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Food fortification and supplementation",0.00431192752117363,1
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Food prices and supply",0.0224735259885739,3
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Household assets and characteristics",0.0837501266117685,3
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Household diet and consumption (HCES)",0.0234917675329056,1
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Immunisation",0.00483128079253021,5
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Infant and young child feeding",0.0333964179501353,4
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Infection and inflammation burden",0.0270751484204138,8
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Livestock density",0.0316072165303442,4
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Ruralness, population density, built environment",0.0436204941832974,1
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Satellite embedding",0.123609504832865,12
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Soil characteristics",0.0817003128735894,10
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Water and coast proximity",0.0203441547033493,2
"loco","holdout_SierraLeone","SierraLeone","child_vitA","prev",192,"Water and sanitation",0.0628044558342728,6
"pooled","all","all","child_vitA","prev",206,"Agricultural production, land use",0.0248622242412448,4
"pooled","all","all","child_vitA","prev",206,"Anaemia and haemoglobin",0.0157532678115884,1
"pooled","all","all","child_vitA","prev",206,"Built environment",0.0464535815455625,4
"pooled","all","all","child_vitA","prev",206,"Child anthropometry",0.0751276819101758,4
"pooled","all","all","child_vitA","prev",206,"Climate and weather",0.135122880749321,8
"pooled","all","all","child_vitA","prev",206,"Ecosystem productivity/greenness",0.0549535086668472,4
"pooled","all","all","child_vitA","prev",206,"Education, employment, SES",0.0888034207878711,4
"pooled","all","all","child_vitA","prev",206,"Food fortification and supplementation",0.00230715139172253,1
"pooled","all","all","child_vitA","prev",206,"Food prices and supply",0.0173915098796465,3
"pooled","all","all","child_vitA","prev",206,"Household assets and characteristics",0.0722847991804116,3
"pooled","all","all","child_vitA","prev",206,"Household diet and consumption (HCES)",0.0199077561273815,1
"pooled","all","all","child_vitA","prev",206,"Immunisation",0.0062457440242345,5
"pooled","all","all","child_vitA","prev",206,"Infant and young child feeding",0.0356674125493156,4
"pooled","all","all","child_vitA","prev",206,"Infection and inflammation burden",0.0311845296948047,9
"pooled","all","all","child_vitA","prev",206,"Livestock density",0.0342702674347061,4
"pooled","all","all","child_vitA","prev",206,"Ruralness, population density, built environment",0.043875572103288,1
"pooled","all","all","child_vitA","prev",206,"Satellite embedding",0.132380463922267,12
"pooled","all","all","child_vitA","prev",206,"Soil characteristics",0.0872613150666125,10
"pooled","all","all","child_vitA","prev",206,"Water and coast proximity",0.0259926172280617,2
"pooled","all","all","child_vitA","prev",206,"Water and sanitation",0.0501542956849372,6
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Agricultural production, land use",0.0275489815347825,4
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Anaemia and haemoglobin",0.026982361792743,1
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Built environment",0.0285612033482067,4
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Child anthropometry",0.0498593035421361,4
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Climate and weather",0.19406227520398,7
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Ecosystem productivity/greenness",0.0781930042522358,4
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Education, employment, SES",0.0624750748546997,4
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Food fortification and supplementation",0.0103093912222266,1
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Food prices and supply",0.0147682251299791,3
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Household assets and characteristics",0.0330545566891854,3
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Household diet and consumption (HCES)",0.00233206667791739,2
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Immunisation",0.00424222164225094,5
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Infant and young child feeding",0.0317127355198347,3
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Infection and inflammation burden",0.053380968873067,8
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Livestock density",0.0457760313784187,3
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Ruralness, population density, built environment",0.000880878773552686,1
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Satellite embedding",0.15958343716636,11
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Soil characteristics",0.119905340477494,10
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Water and coast proximity",0.00980140072084927,2
"loco","holdout_Gambia","Gambia","women_vitA","level",176,"Water and sanitation",0.0465705412000803,6
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Agricultural production, land use",0.00216068626941938,3
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Anaemia and haemoglobin",0.0441515474401837,1
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Built environment",0.0284248435132793,4
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Child anthropometry",0.0755442571191336,4
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Climate and weather",0.188918604900544,7
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Ecosystem productivity/greenness",0.059755470950802,4
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Education, employment, SES",0.117320875109872,4
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Food fortification and supplementation",0.00661836800406429,1
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Food prices and supply",0.00853077168153991,3
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Household assets and characteristics",0.0644904616363783,3
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Household diet and consumption (HCES)",0.00190269951608217,1
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Immunisation",0.0326811362440701,5
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Infant and young child feeding",0.0143447773086335,4
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Infection and inflammation burden",0.0391043480207893,8
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Livestock density",0.029132064061773,3
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Ruralness, population density, built environment",0.0056891821104327,2
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Satellite embedding",0.129168265879051,11
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Soil characteristics",0.119590208908386,9
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Water and coast proximity",0.00127804361547191,2
"loco","holdout_Ghana","Ghana","women_vitA","level",131,"Water and sanitation",0.0311933877100943,6
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Agricultural production, land use",0.0372331770414547,4
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Anaemia and haemoglobin",0.0338005872795936,1
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Built environment",0.0298089517685017,4
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Child anthropometry",0.0548064805991756,3
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Climate and weather",0.169263417285858,6
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Ecosystem productivity/greenness",0.0589157436259376,3
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Education, employment, SES",0.0516983055441264,3
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Food fortification and supplementation",0.00642121667196405,1
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Food prices and supply",0.010518214616074,3
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Household assets and characteristics",0.0382916455480101,2
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Household diet and consumption (HCES)",0.00797998716933605,1
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Immunisation",0.0100702896078045,4
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Infant and young child feeding",0.0278421845481872,4
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Infection and inflammation burden",0.0662629423798646,8
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Livestock density",0.0410458606330706,3
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Ruralness, population density, built environment",0.0130674801675552,1
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Satellite embedding",0.132765971213615,8
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Soil characteristics",0.142798561395491,8
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Water and coast proximity",0.0268647698715125,2
"loco","holdout_Malawi","Malawi","women_vitA","level",119,"Water and sanitation",0.0405442130328672,5
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Agricultural production, land use",0.0216109837913554,4
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Anaemia and haemoglobin",0.0364292170296132,1
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Built environment",0.0354959597755332,4
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Child anthropometry",0.0600182914352154,3
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Climate and weather",0.187369769322479,7
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Ecosystem productivity/greenness",0.0748326421334821,4
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Education, employment, SES",0.0817205911969401,4
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Food fortification and supplementation",0.0125849806192159,1
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Food prices and supply",0.00929852374541866,3
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Household assets and characteristics",0.0578452081993897,3
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Household diet and consumption (HCES)",0.00381573958545139,1
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Immunisation",0.0105062459168425,5
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Infant and young child feeding",0.0205942635680438,4
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Infection and inflammation burden",0.0331136224360855,8
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Livestock density",0.0402975566116524,4
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Ruralness, population density, built environment",0.00286429331598362,1
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Satellite embedding",0.139902765427507,12
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Soil characteristics",0.111273583403313,10
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Water and coast proximity",0.00710202961985929,2
"loco","holdout_SierraLeone","SierraLeone","women_vitA","level",192,"Water and sanitation",0.0533237328666193,6
"pooled","all","all","women_vitA","level",206,"Agricultural production, land use",0.0227761862810417,4
"pooled","all","all","women_vitA","level",206,"Anaemia and haemoglobin",0.0360318855744777,1
"pooled","all","all","women_vitA","level",206,"Built environment",0.0277969900176698,4
"pooled","all","all","women_vitA","level",206,"Child anthropometry",0.0645095639501426,4
"pooled","all","all","women_vitA","level",206,"Climate and weather",0.195794683792519,8
"pooled","all","all","women_vitA","level",206,"Ecosystem productivity/greenness",0.0725355193664506,4
"pooled","all","all","women_vitA","level",206,"Education, employment, SES",0.0799776165390393,4
"pooled","all","all","women_vitA","level",206,"Food fortification and supplementation",0.00991623784802658,1
"pooled","all","all","women_vitA","level",206,"Food prices and supply",0.00976368864053132,3
"pooled","all","all","women_vitA","level",206,"Household assets and characteristics",0.0515591948930231,3
"pooled","all","all","women_vitA","level",206,"Household diet and consumption (HCES)",0.00275588426703586,1
"pooled","all","all","women_vitA","level",206,"Immunisation",0.00938659922939845,5
"pooled","all","all","women_vitA","level",206,"Infant and young child feeding",0.0225795563808812,4
"pooled","all","all","women_vitA","level",206,"Infection and inflammation burden",0.0389235156943173,9
"pooled","all","all","women_vitA","level",206,"Livestock density",0.0419317178514068,4
"pooled","all","all","women_vitA","level",206,"Ruralness, population density, built environment",0.00297715980383121,1
"pooled","all","all","women_vitA","level",206,"Satellite embedding",0.13833215562197,12
"pooled","all","all","women_vitA","level",206,"Soil characteristics",0.12081419219822,10
"pooled","all","all","women_vitA","level",206,"Water and coast proximity",0.00647602497381989,2
"pooled","all","all","women_vitA","level",206,"Water and sanitation",0.0451616270761977,6
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Agricultural production, land use",0.0436878897631859,4
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Anaemia and haemoglobin",0.0151084445379073,1
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Built environment",0.0591169009487073,4
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Child anthropometry",0.0296978029602118,4
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Climate and weather",0.169627699218411,7
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Ecosystem productivity/greenness",0.079898187107341,4
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Education, employment, SES",0.00489318832966783,4
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Food fortification and supplementation",0.00582078132515797,1
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Food prices and supply",0.0120494490863905,3
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Household assets and characteristics",0.00586188535222344,3
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Household diet and consumption (HCES)",0.0153781140940355,2
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Immunisation",0.0201228231395007,5
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Infant and young child feeding",0.0125404687283003,3
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Infection and inflammation burden",0.0672539521942862,8
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Livestock density",0.0584135279343634,3
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Ruralness, population density, built environment",0.0264622685950727,1
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Satellite embedding",0.166619590363879,11
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Soil characteristics",0.122619485544798,10
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Water and coast proximity",0.0246357931273173,2
"loco","holdout_Gambia","Gambia","women_vitA","prev",176,"Water and sanitation",0.0601917476492433,6
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Agricultural production, land use",0.021002123116975,3
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Anaemia and haemoglobin",0.0314475361960736,1
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Built environment",0.0260311274231371,4
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Child anthropometry",0.0819083864843709,4
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Climate and weather",0.199707043952201,7
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Ecosystem productivity/greenness",0.0500628997457348,4
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Education, employment, SES",0.0814606951353226,4
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Food fortification and supplementation",-0.00184009860733003,1
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Food prices and supply",0.00504024108850988,3
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Household assets and characteristics",0.0387180676345995,3
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Household diet and consumption (HCES)",0.00842761184358642,1
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Immunisation",0.0263684781742579,5
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Infant and young child feeding",0.00750889377735609,4
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Infection and inflammation burden",0.0702788803485365,8
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Livestock density",0.0116624610045981,3
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Ruralness, population density, built environment",0.00930785068361603,2
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Satellite embedding",0.133561077967357,11
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Soil characteristics",0.140903060375143,9
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Water and coast proximity",0.014375314341713,2
"loco","holdout_Ghana","Ghana","women_vitA","prev",131,"Water and sanitation",0.0440683493142412,6
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Agricultural production, land use",0.0257409078730752,4
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Anaemia and haemoglobin",0.0363425699090011,1
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Built environment",0.0222987659300015,4
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Child anthropometry",0.0724077921996403,3
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Climate and weather",0.182545466209919,6
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Ecosystem productivity/greenness",0.0587811528945283,3
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Education, employment, SES",0.0384192937827731,3
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Food fortification and supplementation",-0.00111904318534335,1
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Food prices and supply",0.00366724929090165,3
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Household assets and characteristics",0.0326516418796601,2
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Household diet and consumption (HCES)",0.00439439809584329,1
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Immunisation",0.0119870655753285,4
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Infant and young child feeding",0.0193846229290852,4
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Infection and inflammation burden",0.0710312416733584,8
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Livestock density",0.0197241910105445,3
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Ruralness, population density, built environment",-0.004978457440041,1
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Satellite embedding",0.162789181296227,8
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Soil characteristics",0.178999531206065,8
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Water and coast proximity",0.0359492265956206,2
"loco","holdout_Malawi","Malawi","women_vitA","prev",119,"Water and sanitation",0.0289832022738125,5
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Agricultural production, land use",0.0304550149563702,4
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Anaemia and haemoglobin",0.0387079454211286,1
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Built environment",0.023696841742917,4
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Child anthropometry",0.0750653431898676,3
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Climate and weather",0.203863855446354,7
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Ecosystem productivity/greenness",0.0670375968436099,4
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Education, employment, SES",0.0569293376688582,4
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Food fortification and supplementation",0.0020520634736533,1
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Food prices and supply",0.00277497477497754,3
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Household assets and characteristics",0.039413369792529,3
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Household diet and consumption (HCES)",0.00306553592409351,1
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Immunisation",0.00876736356753044,5
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Infant and young child feeding",0.0188034682552083,4
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Infection and inflammation burden",0.0432138207011405,8
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Livestock density",0.035418343387754,4
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Ruralness, population density, built environment",0.00079485056264201,1
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Satellite embedding",0.142387336785045,12
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Soil characteristics",0.138869391798317,10
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Water and coast proximity",0.0229915372874398,2
"loco","holdout_SierraLeone","SierraLeone","women_vitA","prev",192,"Water and sanitation",0.0456920084205641,6
"pooled","all","all","women_vitA","prev",206,"Agricultural production, land use",0.0329665017374079,4
"pooled","all","all","women_vitA","prev",206,"Anaemia and haemoglobin",0.0348623510107159,1
"pooled","all","all","women_vitA","prev",206,"Built environment",0.0207510123357202,4
"pooled","all","all","women_vitA","prev",206,"Child anthropometry",0.0780502289653947,4
"pooled","all","all","women_vitA","prev",206,"Climate and weather",0.207921897663342,8
"pooled","all","all","women_vitA","prev",206,"Ecosystem productivity/greenness",0.0680100910469259,4
"pooled","all","all","women_vitA","prev",206,"Education, employment, SES",0.0451996439064931,4
"pooled","all","all","women_vitA","prev",206,"Food fortification and supplementation",0.000322242957506575,1
"pooled","all","all","women_vitA","prev",206,"Food prices and supply",0.00427676075966823,3
"pooled","all","all","women_vitA","prev",206,"Household assets and characteristics",0.0344665225903035,3
"pooled","all","all","women_vitA","prev",206,"Household diet and consumption (HCES)",0.000976478871670782,1
"pooled","all","all","women_vitA","prev",206,"Immunisation",0.0115548743409762,5
"pooled","all","all","women_vitA","prev",206,"Infant and young child feeding",0.0183571217233724,4
"pooled","all","all","women_vitA","prev",206,"Infection and inflammation burden",0.0527092251268946,9
"pooled","all","all","women_vitA","prev",206,"Livestock density",0.0302296073381379,4
"pooled","all","all","women_vitA","prev",206,"Ruralness, population density, built environment",-0.00219706507897089,1
"pooled","all","all","women_vitA","prev",206,"Satellite embedding",0.149570539236806,12
"pooled","all","all","women_vitA","prev",206,"Soil characteristics",0.150964872961073,10
"pooled","all","all","women_vitA","prev",206,"Water and coast proximity",0.0220692638585693,2
"pooled","all","all","women_vitA","prev",206,"Water and sanitation",0.0389378286479926,6
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Agricultural production, land use",0.0498616514882164,4
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Anaemia and haemoglobin",0.0132346362003554,1
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Built environment",0.0497853853138923,4
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Child anthropometry",0.0298488045103408,4
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Climate and weather",0.166492801713521,7
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Ecosystem productivity/greenness",0.0736954183011832,4
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Education, employment, SES",0.0133328207854449,4
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Food fortification and supplementation",0.00161988353478722,1
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Food prices and supply",0.013996769828548,3
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Household assets and characteristics",0.0162263591553779,3
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Household diet and consumption (HCES)",0.00102638286270862,2
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Immunisation",0.0109329829254739,5
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Infant and young child feeding",0.019036851752083,3
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Infection and inflammation burden",0.0603393251650598,8
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Livestock density",0.0412931876034645,3
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Ruralness, population density, built environment",2.82804592914034e-05,1
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Satellite embedding",0.212545629891103,11
"loco","holdout_Gambia","Gambia","child_iron","level",176,"Soil characteristics",0.162082387146991,10
