"country","outcome","rep","arm","n_areas","spearman","topk","capture","mae_pp"
"Gambia","women_vitA",1,"wrank_discrete",30,0.461816625442603,0.5,0.238472158990721,3.26679795295327
"Gambia","women_vitA",1,"wrank_nnls",30,0.38109258115792,0.25,0.149371223432372,3.20064313666645
"Gambia","women_vitA",1,"burden_discrete",30,0.462989940039764,0.5,0.238472158990721,3.27664114943603
"Gambia","women_vitA",1,"burden_ens",30,0.462989940039764,0.5,0.238472158990721,3.26951656189647
"Gambia","women_vitA",1,"domain_index",30,0.461816625442603,0.5,0.238472158990721,3.26679795295327
"Gambia","women_vitA",1,"enet",30,0.198524829839655,0.375,0.152080070458101,3.47142040054661
"Gambia","women_vitA",1,"rf",30,0.294501963887432,0.25,0.179423424365917,3.29505800338004
"Gambia","women_vitA",1,"mean",30,-0.0746830486507854,0.375,0.0773298889520981,3.44985570158585
"Gambia","women_vitA",2,"mse_discrete",30,0.269627694427617,0.25,0.183408709325468,3.2931037129568
"Gambia","women_vitA",2,"mse_nnls",30,0.399161625954201,0.375,0.305434937656905,3.10428955483129
"Gambia","women_vitA",2,"rank_discrete",30,0.457123367053958,0.5,0.338997532991948,3.07989200921987
"Gambia","women_vitA",2,"rank_nnls",30,0.44773685027667,0.5,0.338997532991948,2.93534650938077
"Gambia","women_vitA",2,"wrank_discrete",30,0.41394538987843,0.25,0.247769290074784,3.343926081888
"Gambia","women_vitA",2,"wrank_nnls",30,0.436003704305059,0.25,0.305434937656905,3.10136844526734
"Gambia","women_vitA",2,"burden_discrete",30,0.252712780663235,0.25,0.259084329872624,3.44718558486124
"Gambia","women_vitA",2,"burden_ens",30,0.120616740588159,0.375,0.299465622508882,3.50504234390697
"Gambia","women_vitA",2,"domain_index",30,0.457123367053958,0.5,0.338997532991948,3.07989200921987
"Gambia","women_vitA",2,"enet",30,0.194535560209308,0.25,0.144269486614814,3.42655386900194
"Gambia","women_vitA",2,"rf",30,0.269627694427617,0.25,0.183408709325468,3.2931037129568
"Gambia","women_vitA",2,"mean",30,-0.498365728496587,0.125,0.100896804361186,3.54142807971725
"Gambia","women_vitA",3,"mse_discrete",30,0.283238143754686,0.375,0.161025566760647,3.33915801280372
"Gambia","women_vitA",3,"mse_nnls",30,0.401273592229091,0.375,0.188510446143026,3.17856203194341
"Gambia","women_vitA",3,"rank_discrete",30,0.456184715376229,0.375,0.277611381701375,2.86948167326076
"Gambia","women_vitA",3,"rank_nnls",30,0.4202812887031,0.375,0.188510446143026,2.96281736353582
"Gambia","women_vitA",3,"wrank_discrete",30,0.457827355812255,0.375,0.221063238728922,2.95508579508611
"Gambia","women_vitA",3,"wrank_nnls",30,0.371940727300064,0.25,0.120166434367736,3.17987932348602
"Gambia","women_vitA",3,"burden_discrete",30,0.308347076133933,0.375,0.228180496531407,3.21504284307701
"Gambia","women_vitA",3,"burden_ens",30,0.39165241253237,0.375,0.198709835264774,3.22079206461561
"Gambia","women_vitA",3,"domain_index",30,0.456184715376229,0.375,0.277611381701375,2.86948167326076
"Gambia","women_vitA",3,"enet",30,0.147368313403432,0.375,0.177832081949857,3.29672056317773
"Gambia","women_vitA",3,"rf",30,0.356922300456402,0.375,0.120166434367736,3.28111370857528
"Gambia","women_vitA",3,"mean",30,-0.26569930769991,0.25,0.143682809682872,3.47164509914346
"Gambia","women_vitA",4,"mse_discrete",30,0.30693909861734,0.125,0.159642479717965,3.46799482752436
"Gambia","women_vitA",4,"mse_nnls",30,0.404558873101142,0.375,0.205175435857674,3.09366176760709
"Gambia","women_vitA",4,"rank_discrete",30,0.452430108665314,0.375,0.352118872008849,3.17411034927336
"Gambia","women_vitA",4,"rank_nnls",30,0.446798198598941,0.375,0.188510446143026,3.06963138476175
"Gambia","women_vitA",4,"wrank_discrete",30,0.386489828304861,0.125,0.191219293168755,3.4160840513444
"Gambia","women_vitA",4,"wrank_nnls",30,0.471672468058756,0.5,0.153463157500783,3.06989975002394
"Gambia","women_vitA",4,"burden_discrete",30,0.483874939869231,0.5,0.289407250504212,2.84320939752458
"Gambia","women_vitA",4,"burden_ens",30,0.483874939869231,0.5,0.289407250504212,2.83410930359618
"Gambia","women_vitA",4,"domain_index",30,0.457123367053958,0.5,0.250268027793558,3.03853884144427
"Gambia","women_vitA",4,"enet",30,0.120147414749295,0.25,0.195045355035169,3.43036200494798
"Gambia","women_vitA",4,"rf",30,0.318437581669518,0.375,0.188510446143026,3.19820024449604
"Gambia","women_vitA",4,"mean",30,-0.24559233306316,0,0.155646971192238,3.46503274293756
"Gambia","women_vitA",5,"mse_discrete",30,0.366778143072555,0.375,0.176714577340189,3.20591008608246
"Gambia","women_vitA",5,"mse_nnls",30,0.403620221423413,0.5,0.366075014697768,3.10612437074411
"Gambia","women_vitA",5,"rank_discrete",30,0.36630881723369,0.375,0.278959861023673,3.26922975782317
"Gambia","women_vitA",5,"rank_nnls",30,0.364666176797665,0.375,0.306303214931489,3.20109293058666
"Gambia","women_vitA",5,"wrank_discrete",30,0.420750614541965,0.5,0.238472158990721,3.02313697947957
"Gambia","women_vitA",5,"wrank_nnls",30,0.376164659849844,0.5,0.238472158990721,3.14778857683537
"Gambia","women_vitA",5,"burden_discrete",30,0.400887377842006,0.5,0.318099083734327,3.15977724634871
"Gambia","women_vitA",5,"burden_ens",30,0.369828761025174,0.375,0.278959861023673,3.15394972529542
"Gambia","women_vitA",5,"domain_index",30,0.420750614541965,0.5,0.238472158990721,3.02313697947957
"Gambia","women_vitA",5,"enet",30,-0.0148416586058837,0.25,0.293639068854067,3.4723629381667
"Gambia","women_vitA",5,"rf",30,0.296144604323458,0.375,0.176714577340189,3.27725041621455
"Gambia","women_vitA",5,"mean",30,-0.209687021211821,0.25,0.162356081452205,3.4371989750035
"Gambia","child_iron",1,"mse_discrete",30,0.401824454594604,0.375,0.110694020568139,11.5088737298877
"Gambia","child_iron",1,"mse_nnls",30,0.478807434267768,0.375,0.0844130195731487,10.7988220086093
"Gambia","child_iron",1,"rank_discrete",30,0.50639671022,0.375,0.0757624113670886,12.0649123115658
"Gambia","child_iron",1,"rank_nnls",30,0.517521418265255,0.5,0.0781003929950269,11.1545617697558
"Gambia","child_iron",1,"wrank_discrete",30,0.50639671022,0.375,0.0757624113670886,12.0649123115658
"Gambia","child_iron",1,"wrank_nnls",30,0.490154636473928,0.375,0.0844130195731487,10.820867061773
"Gambia","child_iron",1,"burden_discrete",30,0.145552522053328,0.375,0.156501370153403,12.1060448922142
"Gambia","child_iron",1,"burden_ens",30,0.273445323752364,0.25,0.156501370153403,11.8218778001749
"Gambia","child_iron",1,"domain_index",30,0.50639671022,0.375,0.0757624113670886,12.0649123115658
"Gambia","child_iron",1,"enet",30,0.241628658742935,0.375,0.130360705583089,12.0899379962828
"Gambia","child_iron",1,"rf",30,0.454333076568207,0.375,0.144656298294113,11.1742922251316
"Gambia","child_iron",1,"mean",30,-0.231495079460171,0.125,0.121819893943717,12.3614978055707
"Gambia","child_iron",2,"mse_discrete",30,0.453443099924587,0.5,0.0987062038154014,10.4200903648858
"Gambia","child_iron",2,"mse_nnls",30,0.486149741577636,0.5,0.083745555647237,10.2521358064969
"Gambia","child_iron",2,"rank_discrete",30,0.525753702218743,0.5,0.0872265234661311,11.8192439859159
"Gambia","child_iron",2,"rank_nnls",30,0.516186453299824,0.5,0.0905663186288257,11.2372127324183
"Gambia","child_iron",2,"wrank_discrete",30,0.525753702218743,0.5,0.0872265234661311,11.8192439859159
"Gambia","child_iron",2,"wrank_nnls",30,0.494159531370219,0.375,0.083745555647237,11.2108532827871
"Gambia","child_iron",2,"burden_discrete",30,0.337940374296629,0.5,0.0790279487088409,11.9815474440392
"Gambia","child_iron",2,"burden_ens",30,0.393814664802021,0.5,0.0828743360229983,11.0984686244366
"Gambia","child_iron",2,"domain_index",30,0.525753702218743,0.5,0.0872265234661311,11.8192439859159
"Gambia","child_iron",2,"enet",30,0.312264927121597,0.375,0.13772412257562,11.6133626547996
"Gambia","child_iron",2,"rf",30,0.426298812294165,0.5,0.0861633499565758,10.8164472312291
"Gambia","child_iron",2,"mean",30,-0.147067462245285,0.25,0.109903642857852,12.5458238962417
"Gambia","child_iron",3,"mse_discrete",30,0.228723997410439,0.125,0.115446779970299,11.5023861902835
"Gambia","child_iron",3,"mse_nnls",30,0.326843922369587,0.25,0.0689416483854999,11.4384089881072
"Gambia","child_iron",3,"rank_discrete",30,0.455000559050922,0.375,0.113405455909026,12.6097446919274
"Gambia","child_iron",3,"rank_nnls",30,0.408944267743567,0.25,0.115446779970299,11.9106164772103
"Gambia","child_iron",3,"wrank_discrete",30,0.364890423884358,0.25,0.0689416483854999,13.4785413297491
"Gambia","child_iron",3,"wrank_nnls",30,0.266325510603401,0.25,0.115446779970299,12.0330882545091
"Gambia","child_iron",3,"burden_discrete",30,0.307442769184259,0.5,0.0852007676550858,11.8877943284769
"Gambia","child_iron",3,"burden_ens",30,0.25275336678819,0.375,0.113405455909026,11.1339316337558
"Gambia","child_iron",3,"domain_index",30,0.455445547372733,0.375,0.0689416483854999,12.7495342906032
"Gambia","child_iron",3,"enet",30,0.132384025738532,0.25,0.103427808912415,12.2578498800182
"Gambia","child_iron",3,"rf",30,0.299254646417355,0.25,0.115446779970299,11.4833234662638
"Gambia","child_iron",3,"mean",30,-0.607334149642566,0,0.0970068015538843,13.0406952413037
"Gambia","child_iron",4,"mse_discrete",30,0.555790413940931,0.625,0.11452800772729,10.8251336472018
"Gambia","child_iron",4,"mse_nnls",30,0.466792749578892,0.375,0.0757624113670886,10.3076953675329
"Gambia","child_iron",4,"rank_discrete",30,0.50773167518543,0.5,0.0905663186288257,11.8653406131502
"Gambia","child_iron",4,"rank_nnls",30,0.496606967140175,0.5,0.0905663186288257,10.9750717612657
"Gambia","child_iron",4,"wrank_discrete",30,0.50773167518543,0.5,0.0905663186288257,11.8653406131502
"Gambia","child_iron",4,"wrank_nnls",30,0.486149741577636,0.5,0.0872265234661311,10.3800568797246
"Gambia","child_iron",4,"burden_discrete",30,0.00416507603710218,0.25,0.0735814792581464,13.2063240197166
"Gambia","child_iron",4,"burden_ens",30,0.18467015355123,0.125,0.0624372291458216,12.5470996646297
"Gambia","child_iron",4,"domain_index",30,0.50773167518543,0.5,0.0905663186288257,11.8653406131502
"Gambia","child_iron",4,"enet",30,-0.143063745461977,0,0.0717401749519524,13.1692570012273
"Gambia","child_iron",4,"rf",30,0.423628882363304,0.25,0.104463793287435,10.6591283406395
"Gambia","child_iron",4,"mean",30,-0.3268165827673,0.125,0.3976944761462,12.6417455622816
"Gambia","child_iron",5,"mse_discrete",30,0.380910003469525,0.375,0.0959338361042474,11.2806301987559
"Gambia","child_iron",5,"mse_nnls",30,0.501724332840993,0.625,0.0757624113670886,10.8531022482501
"Gambia","child_iron",5,"rank_discrete",30,0.516631441621634,0.5,0.0872420917163589,12.2329626631595
"Gambia","child_iron",5,"rank_nnls",30,0.523528760609692,0.625,0.102754599085836,11.0839980225728
"Gambia","child_iron",5,"wrank_discrete",30,0.515296476656203,0.5,0.0757624113670886,11.9369969161987
"Gambia","child_iron",5,"wrank_nnls",30,0.492824566404789,0.625,0.0757624113670886,10.7215931592261
"Gambia","child_iron",5,"burden_discrete",30,0.184276472236116,0.25,0.0764520637761778,12.0857535445396
"Gambia","child_iron",5,"burden_ens",30,0.347313385172856,0.375,0.0753274198279449,11.9156262070763
"Gambia","child_iron",5,"domain_index",30,0.515296476656203,0.5,0.0757624113670886,11.9369969161987
"Gambia","child_iron",5,"enet",30,0.226276561640483,0.25,0.170488520408238,12.417573679793
"Gambia","child_iron",5,"rf",30,0.380910003469525,0.375,0.0959338361042474,11.2806301987559
"Gambia","child_iron",5,"mean",30,-0.145705726483755,0.125,0.227077989014769,12.6164440235729
"Gambia","women_iron",1,"mse_discrete",30,0.653910338900079,0.5,0.193042953320205,10.4792371951287
"Gambia","women_iron",1,"mse_nnls",30,0.686839474714033,0.5,0.166573578027453,9.80592318975644
"Gambia","women_iron",1,"rank_discrete",30,0.719546116367082,0.375,0.0915060727942875,9.43540404841361
"Gambia","women_iron",1,"rank_nnls",30,0.707531431678207,0.375,0.138877246420371,9.55549556527354
"Gambia","women_iron",1,"wrank_discrete",30,0.681722109013216,0.375,0.101692370349199,10.1478801129393
"Gambia","women_iron",1,"wrank_nnls",30,0.709088890804543,0.5,0.134609379326362,9.69319250065579
"Gambia","women_iron",1,"burden_discrete",30,0.377183616169164,0.375,0.182519483836766,13.3898230343447
"Gambia","women_iron",1,"burden_ens",30,0.212704417825272,0.125,0.168395638052247,14.8736749695709
"Gambia","women_iron",1,"domain_index",30,0.762264995260861,0.625,0.134609379326362,9.87805357135245
"Gambia","women_iron",1,"enet",30,0.602069199409191,0.5,0.194141879633028,11.0845377162911
"Gambia","women_iron",1,"rf",30,0.655022809704604,0.5,0.193042953320205,10.1501201346959
"Gambia","women_iron",1,"mean",30,-0.171578705952833,0.125,0.0547702586406937,14.2531887355445
"Gambia","women_iron",2,"mse_discrete",30,0.67927467324326,0.625,0.0983633453353185,9.88250214640111
"Gambia","women_iron",2,"mse_nnls",30,0.753810217146467,0.625,0.111932005457873,9.48215507787416
"Gambia","women_iron",2,"rank_discrete",30,0.694849264506616,0.625,0.156933511109856,10.2038481052449
"Gambia","women_iron",2,"rank_nnls",30,0.747357886480219,0.75,0.128619586101314,9.02684534861088
"Gambia","women_iron",2,"wrank_discrete",30,0.69195684041485,0.625,0.128619586101314,10.0774899024165
"Gambia","women_iron",2,"wrank_nnls",30,0.741795532457592,0.75,0.134609379326362,9.00954715346946
"Gambia","women_iron",2,"burden_discrete",30,0.519959086902027,0.375,0.14309680863739,12.6262949838665
"Gambia","women_iron",2,"burden_ens",30,0.511069087599007,0.375,0.111869992594271,12.2382549183346
"Gambia","women_iron",2,"domain_index",30,0.775392150754261,0.75,0.134609379326362,9.63263272196793
"Gambia","women_iron",2,"enet",30,0.71376126818355,0.5,0.118388939682455,10.2946820347903
"Gambia","women_iron",2,"rf",30,0.699299147724718,0.625,0.118932736216613,9.61320093644013
"Gambia","women_iron",2,"mean",30,0.0422138086074429,0.375,0.125953851255884,14.2764714209372
"Gambia","women_iron",3,"mse_discrete",30,0.615196354902592,0.5,0.138877246420371,10.510698432107
"Gambia","women_iron",3,"mse_nnls",30,0.706863949195492,0.625,0.135708305639184,10.3425336491081
"Gambia","women_iron",3,"rank_discrete",30,0.719101128045272,0.5,0.138877246420371,10.2337453355656
"Gambia","women_iron",3,"rank_nnls",30,0.705973972551871,0.625,0.110563321411829,10.155940992963
"Gambia","women_iron",3,"wrank_discrete",30,0.719101128045272,0.5,0.138877246420371,10.2337453355656
"Gambia","women_iron",3,"wrank_nnls",30,0.695739241150237,0.5,0.138877246420371,9.65909736277906
"Gambia","women_iron",3,"burden_discrete",30,0.199467792260685,0.25,0.0911084818453445,13.6742787892679
"Gambia","women_iron",3,"burden_ens",30,0.0800978979258347,0.5,0.0913183629195778,13.4942077390669
"Gambia","women_iron",3,"domain_index",30,0.719101128045272,0.5,0.138877246420371,10.2337453355656
"Gambia","women_iron",3,"enet",30,0.662587611175377,0.625,0.135522368181957,11.1796737986497
"Gambia","women_iron",3,"rf",30,0.615196354902592,0.5,0.138877246420371,10.510698432107
"Gambia","women_iron",3,"mean",30,-0.291411452967509,0.25,0.109742390251662,14.6988104852088
"Gambia","women_iron",4,"mse_discrete",30,0.723773505424279,0.625,0.116509418838394,9.47024918916257
"Gambia","women_iron",4,"mse_nnls",30,0.774724668271546,0.75,0.157534809786927,9.11897857890787
"Gambia","women_iron",4,"rank_discrete",30,0.753587722985562,0.625,0.116509418838394,9.31141764868235
"Gambia","women_iron",4,"rank_nnls",30,0.750472804732891,0.625,0.130633264622913,9.11603085931304
"Gambia","women_iron",4,"wrank_discrete",30,0.754700193790087,0.5,0.132771790927603,9.42952320946724
"Gambia","women_iron",4,"wrank_nnls",30,0.778729563167838,0.625,0.134609379326362,8.8951008192149
"Gambia","women_iron",4,"burden_discrete",30,0.107143968454288,0.25,0.153452016465319,13.5591780431975
"Gambia","women_iron",4,"burden_ens",30,0.557125378906362,0.625,0.152957396406406,11.5114581242143
"Gambia","women_iron",4,"domain_index",30,0.787184341282231,0.625,0.134609379326362,9.14144830967703
"Gambia","women_iron",4,"enet",30,0.654800315543699,0.5,0.118388939682455,10.6607891054597
"Gambia","women_iron",4,"rf",30,0.746912898158409,0.625,0.116509418838394,9.60046746351034
"Gambia","women_iron",4,"mean",30,-0.155237876814468,0,0.363262976954119,14.3768867981945
"Gambia","women_iron",5,"mse_discrete",30,0.695961735311142,0.5,0.158345890954383,9.36593379639492
"Gambia","women_iron",5,"mse_nnls",30,0.769829796731634,0.625,0.134609379326362,8.83064291457797
"Gambia","women_iron",5,"rank_discrete",30,0.778729563167838,0.625,0.134609379326362,9.94126510647383
"Gambia","women_iron",5,"rank_nnls",30,0.750695298893796,0.625,0.134609379326362,9.92126783722656
"Gambia","women_iron",5,"wrank_discrete",30,0.778729563167838,0.625,0.134609379326362,9.94126510647383
"Gambia","women_iron",5,"wrank_nnls",30,0.754700193790087,0.625,0.131672864614781,9.09374857149866
"Gambia","women_iron",5,"burden_discrete",30,0.555684304915095,0.5,0.161996164646932,12.4314967372182
"Gambia","women_iron",5,"burden_ens",30,0.558905332193602,0.5,0.147872318862414,12.9536409605825
"Gambia","women_iron",5,"domain_index",30,0.778729563167838,0.625,0.134609379326362,9.94126510647383
"Gambia","women_iron",5,"enet",30,0.687284463035843,0.625,0.188775086226196,10.273623434338
"Gambia","women_iron",5,"rf",30,0.717321174758031,0.625,0.134609379326362,9.36531294719269
"Gambia","women_iron",5,"mean",30,0.0462990158920342,0.25,0.118766833750568,14.1859100025345
"Ghana","child_vitA",1,"mse_discrete",75,0.139476054956475,0.421052631578947,0.239586853910806,10.2135625712226
"Ghana","child_vitA",1,"mse_nnls",75,0.238825745512015,0.578947368421053,0.278893080200808,9.58317829807013
"Ghana","child_vitA",1,"rank_discrete",75,0.308695438678613,0.526315789473684,0.26477116913727,12.0075859226648
"Ghana","child_vitA",1,"rank_nnls",75,0.297316618976168,0.421052631578947,0.232996670795909,9.06369789616994
"Ghana","child_vitA",1,"wrank_discrete",75,0.341004957075191,0.473684210526316,0.237843772781226,13.1397521219102
"Ghana","child_vitA",1,"wrank_nnls",75,0.289865002533858,0.526315789473684,0.257465192934348,8.91224476521812
"Ghana","child_vitA",1,"burden_discrete",75,0.224253375905723,0.473684210526316,0.278534531308784,9.88175318202016
"Ghana","child_vitA",1,"burden_ens",75,0.226051545896628,0.473684210526316,0.278534531308784,9.87508098280656
"Ghana","child_vitA",1,"domain_index",75,0.341004957075191,0.473684210526316,0.237843772781226,13.1397521219102
"Ghana","child_vitA",1,"enet",75,0.109911233117819,0.421052631578947,0.238496120505393,10.0204516095493
"Ghana","child_vitA",1,"rf",75,0.224253375905723,0.473684210526316,0.278534531308784,9.88175318202016
"Ghana","child_vitA",1,"mean",75,-0.188720287569617,0.157894736842105,0.145385099862599,9.97374162945192
"Ghana","child_vitA",2,"mse_discrete",75,0.125175561423,0.368421052631579,0.167379953624245,9.83666381858047
"Ghana","child_vitA",2,"mse_nnls",75,0.269711113275797,0.473684210526316,0.213447706784245,9.32004674632872
"Ghana","child_vitA",2,"rank_discrete",75,0.324188471320249,0.368421052631579,0.221290814658127,13.2775420170414
"Ghana","child_vitA",2,"rank_nnls",75,0.325828402351955,0.421052631578947,0.221290814658127,10.4054815926673
"Ghana","child_vitA",2,"wrank_discrete",75,0.324188471320249,0.368421052631579,0.221290814658127,13.2775420170414
"Ghana","child_vitA",2,"wrank_nnls",75,0.331884638881322,0.473684210526316,0.254501684190257,9.72120674918699
"Ghana","child_vitA",2,"burden_discrete",75,0.311946530022169,0.578947368421053,0.290300366745275,10.7032678221163
"Ghana","child_vitA",2,"burden_ens",75,0.295446522185627,0.526315789473684,0.305297559239085,9.63686786903502
"Ghana","child_vitA",2,"domain_index",75,0.324188471320249,0.368421052631579,0.221290814658127,13.2775420170414
"Ghana","child_vitA",2,"enet",75,0.197712386839968,0.368421052631579,0.215739420865744,9.95836827367535
"Ghana","child_vitA",2,"rf",75,0.232438645704322,0.578947368421053,0.258985497831836,9.76945598915535
"Ghana","child_vitA",2,"mean",75,-0.0400782874418557,0.315789473684211,0.249193982692138,9.93678893137454
"Ghana","child_vitA",3,"mse_discrete",75,0.0182281835853465,0.368421052631579,0.260429974159061,10.2413850184629
"Ghana","child_vitA",3,"mse_nnls",75,0.290454802290875,0.421052631578947,0.279967163532622,9.53450955583099
"Ghana","child_vitA",3,"rank_discrete",75,0.355922575319738,0.473684210526316,0.240676798406141,12.9826039493532
"Ghana","child_vitA",3,"rank_nnls",75,0.336732505176801,0.473684210526316,0.240676798406141,9.87770666906687
"Ghana","child_vitA",3,"wrank_discrete",75,0.355922575319738,0.473684210526316,0.240676798406141,12.9826039493532
"Ghana","child_vitA",3,"wrank_nnls",75,0.333797891751645,0.473684210526316,0.240676798406141,9.33874900794943
"Ghana","child_vitA",3,"burden_discrete",75,0.301243822236304,0.421052631578947,0.235543145105152,12.1266015825243
"Ghana","child_vitA",3,"burden_ens",75,0.305228566936149,0.421052631578947,0.285684190002962,10.303416471299
