"outcome","target","rank","column","domain","beta","beta_std","share","loco_sign_agree","loco_fits","incountry_sign_agree","incountry_fits"
"child_vitA","level",1,"lcover_grass_frac_t0","Built environment",3.55627375647735,3.52151993806391,0.0211969226520088,4,4,4,4
"child_vitA","level",2,"npp_gpp_t0","Ecosystem productivity/greenness",-3.02391314638174,-2.99436184195925,0.0187804774593273,4,4,4,4
"child_vitA","level",3,"ihme_underweightprevalence","Nutrition status (MODELLED SURFACE)",2.93311207849387,2.90444813090643,0.0174163221634649,4,4,3,4
"child_vitA","level",4,"ihme_stuntingprevalence","Nutrition status (MODELLED SURFACE)",2.91096561601329,2.88251809555949,0.014231923407369,4,4,3,4
"child_vitA","level",5,"wpop_share_under5","Household assets and characteristics",2.73433859163457,2.69727870538978,0.011769708985261,4,4,4,4
"child_vitA","level",6,"wpop_dependency_ratio","Household assets and characteristics",2.71400740614932,2.68098351370779,0.0141972878365231,4,4,4,4
"child_vitA","level",7,"fprice_staple_rel","Food prices and supply",-2.63866648886655,-2.61287622322704,0.0107004989861702,4,4,3,4
"child_vitA","level",8,"npp_npp_t0","Ecosystem productivity/greenness",-2.59479867929391,-2.56304347757415,0.0147414047727701,4,4,4,4
"child_vitA","level",9,"dhs_CN_NUTS_C_WH2","Adult nutrition",2.46583040484396,2.40502617059742,0.00870888848525705,4,4,3,4
"child_vitA","level",10,"dhs_w_primary_edu","Education, employment, SES",-2.38035261434553,-2.30251355243059,0.0142128306722903,4,4,3,4
"child_vitA","level",11,"dhs_w_no_education","Education, employment, SES",2.38035261434553,2.30251355243059,0.0142128306722903,4,4,3,4
"child_vitA","level",12,"lcover_crops_frac_t0","Built environment",2.24488227941719,2.22294408330495,0.00966393823159595,4,4,4,4
"child_vitA","level",13,"wapor_sd_t0","Ecosystem productivity/greenness",2.24137500733785,2.2194710861733,0.00911510851013266,4,4,3,4
"child_vitA","level",14,"dhs_hh_sheep","Agricultural production, land use",2.41476938518604,2.21562595360418,0.00938259024893728,4,4,4,4
"child_vitA","level",15,"ihme_wastingprevalence","Nutrition status (MODELLED SURFACE)",2.22677434864671,2.20501311296579,0.0137319274957417,4,4,4,4
"child_vitA","level",16,"glw_ruminant_share","Livestock density",2.21936735023097,2.18672496821196,0.00899868978270382,4,4,4,4
"child_vitA","level",17,"dhs_w_bmi_overweight","Adult nutrition",-2.24596046345567,-2.18461709207614,0.00961845452621616,4,4,4,4
"child_vitA","level",18,"aef_A54","Satellite embedding",-2.18932437602708,-2.16792912160551,0.0111462994126553,4,4,4,4
"child_vitA","level",19,"glw_tlu_per_capita","Livestock density",2.1822179542215,2.16089214757306,0.00972246583625123,4,4,2,4
"child_vitA","level",20,"dhs_CN_NUTS_C_HA2","Adult nutrition",2.18688175383106,2.13295603770386,0.00575537783832442,4,4,3,4
"child_vitA","prev",1,"glw_tlu_per_capita","Livestock density",3.14593034812238,3.11518662602819,0.0239720422944317,4,4,3,4
"child_vitA","prev",2,"dhs_CN_NUTS_C_HA2","Adult nutrition",2.96146013398942,2.88843430247028,0.0122837145850989,4,4,4,4
"child_vitA","prev",3,"wapor_sd_t0","Ecosystem productivity/greenness",2.57269047168783,2.5475487577452,0.0153057872714885,4,4,4,4
"child_vitA","prev",4,"ihme_stuntingprevalence","Nutrition status (MODELLED SURFACE)",2.48505989619035,2.4607745553272,0.0174458896599015,4,4,3,4
"child_vitA","prev",5,"ihme_underweightprevalence","Nutrition status (MODELLED SURFACE)",2.44795832306217,2.4240355587113,0.0188284827709011,4,4,4,4
"child_vitA","prev",6,"lcover_grass_frac_t0","Built environment",2.35631623409022,2.33328904548444,0.0167497530994093,4,4,3,4
"child_vitA","prev",7,"npp_gpp_t0","Ecosystem productivity/greenness",-2.21963211189609,-2.19794067399118,0.015130300116846,4,4,4,4
"child_vitA","prev",8,"dhs_CN_NUTS_C_WH2","Adult nutrition",2.16929500044023,2.11580295123137,0.00697810890253967,4,4,3,4
"child_vitA","prev",9,"fprice_staple_rel","Food prices and supply",-2.12613804955127,-2.10535722510242,0.0116338496728594,3,4,2,4
"child_vitA","prev",10,"wdist_coast_km_mean","Water and coast proximity",2.00289200017066,1.9833186631212,0.0129096119252902,4,4,3,4
"child_vitA","prev",11,"wpop_dependency_ratio","Household assets and characteristics",1.97816400443148,1.95409381392056,0.0133137319588022,4,4,3,4
"child_vitA","prev",12,"wpop_share_under5","Household assets and characteristics",1.95400344553714,1.92751983972655,0.0113986253410171,4,4,3,4
"child_vitA","prev",13,"ihme_wastingprevalence","Nutrition status (MODELLED SURFACE)",1.83844311370403,1.82047685955367,0.0102589482660734,4,4,3,4
"child_vitA","prev",14,"wdist_coast_km_min","Water and coast proximity",1.90050342405065,1.8090597638943,0.0101606833602007,4,4,3,4
"child_vitA","prev",15,"lcover_urban_frac_t0","Built environment",-1.77172246618722,-1.75440824206239,0.0121310018169033,4,4,3,4
"child_vitA","prev",16,"tclim_vap_t0","Climate and weather",-1.73849469564388,-1.72150519115056,0.0111075001950078,4,4,3,4
"child_vitA","prev",17,"dhs_hh_sheep","Agricultural production, land use",1.84242050304832,1.69047806761549,0.00981046647039324,4,4,3,4
"child_vitA","prev",18,"dhs_w_any_media","Fertility, reproductive health",-1.74946932174688,-1.66646645451776,0.00999297188352114,4,4,4,4
"child_vitA","prev",19,"dhs_w_bmi_overweight","Adult nutrition",-1.67606488494553,-1.63028693276591,0.0103480564643763,4,4,4,4
