"estimand","target","arm","paired","mean_diff","median_diff","cells_better"
"infill","level","hapc_lasso",1,0.00460881934566137,0.00460881934566137,1
"infill","prev","hapc_lasso",1,0.0110795389376052,0.0110795389376052,1
"region","level","hapc_lasso",1,-0.0184637268847795,-0.0184637268847795,0
"region","prev","hapc_lasso",1,-0.0216022453770576,-0.0216022453770576,0
"infill","level","hal_group",1,0.0113229018492176,0.0113229018492176,1
"infill","prev","hal_group",1,-0.0661631229856477,-0.0661631229856477,0
"region","level","hal_group",1,-0.0845803698435277,-0.0845803698435277,0
"region","prev","hal_group",1,-0.0984451301221496,-0.0984451301221496,0
"infill","level","hal_lasso",1,-0.0604391921178324,-0.0604391921178324,0
"infill","prev","hal_lasso",1,-0.161638479784315,-0.161638479784315,0
"region","level","hal_lasso",1,-0.355792029923873,-0.355792029923873,0
"region","prev","hal_lasso",1,-0.302572318045811,-0.302572318045811,0
"infill","level","hapc_lasso_xy",1,0.00625889046941674,0.00625889046941674,1
"infill","prev","hapc_lasso_xy",1,0.0168334747518513,0.0168334747518513,1
"region","level","hapc_lasso_xy",1,-0.017524893314367,-0.017524893314367,0
"region","prev","hapc_lasso_xy",1,-0.0181041950681488,-0.0181041950681488,0
"infill","level","hapc_xy_only",1,0.0189189189189188,0.0189189189189188,1
"infill","prev","hapc_xy_only",1,-0.013663812839289,-0.013663812839289,0
"region","level","hapc_xy_only",1,0.00498597815325053,0.00498597815325053,1
"region","prev","hapc_xy_only",1,0.0516500145188106,0.0516500145188106,1
"infill","level","spatial",1,-0.0173541963015648,-0.0173541963015648,0
"infill","prev","spatial",1,-0.0218735227479526,-0.0218735227479526,0
"region","level","spatial",1,0.0232432432432432,0.0232432432432432,1
"region","prev","spatial",1,0.0261425719004577,0.0261425719004577,1
