"country","outcome","target","estimand","arm","rep","n_areas","n","spearman","pearson","mae","wmae","bias","rmse_sd","topk"
"SierraLeone","child_vitA","prev","infill","domain_index",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_disc",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_nnls",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_rank_disc",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_rank_nnls",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_mean",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_lasso",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_enet",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_ridge",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_ranger",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_xgb",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_domain_index",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_domain_pc_ridge",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_domain_pc_enet",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_domain_pc1_ols",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_hapc",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_hapc_lasso",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_spatial_gam",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_spatial_plus_domain",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","ridge_min",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","domain_enet",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","domain_index",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_disc",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_nnls",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_rank_disc",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_rank_nnls",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_mean",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_lasso",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_enet",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_ridge",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_ranger",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_xgb",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_domain_index",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_domain_pc_ridge",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_domain_pc_enet",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_domain_pc1_ols",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_hapc",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_hapc_lasso",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_spatial_gam",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_spatial_plus_domain",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","ridge_min",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","domain_enet",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","domain_index",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_disc",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_nnls",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_rank_disc",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_rank_nnls",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_mean",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_lasso",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_enet",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_ridge",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_ranger",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_xgb",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_domain_index",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_domain_pc_ridge",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_domain_pc_enet",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_domain_pc1_ols",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_hapc",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_hapc_lasso",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_spatial_gam",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","sl_lrn_spatial_plus_domain",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","ridge_min",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","infill","domain_enet",3,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","domain_index",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_disc",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_nnls",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_rank_disc",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_rank_nnls",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_lrn_mean",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_lrn_lasso",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_lrn_enet",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_lrn_ridge",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_lrn_ranger",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_lrn_xgb",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_lrn_domain_index",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_lrn_domain_pc_ridge",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_lrn_domain_pc_enet",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_lrn_domain_pc1_ols",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_lrn_hapc",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_lrn_hapc_lasso",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_lrn_spatial_gam",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","sl_lrn_spatial_plus_domain",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","ridge_min",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","prev","region","domain_enet",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","domain_index",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_disc",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_nnls",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_rank_disc",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_rank_nnls",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_mean",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_lasso",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_enet",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_ridge",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_ranger",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_xgb",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_domain_index",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_domain_pc_ridge",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_domain_pc_enet",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_domain_pc1_ols",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_hapc",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_hapc_lasso",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_spatial_gam",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_spatial_plus_domain",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","ridge_min",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","domain_enet",1,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","domain_index",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_disc",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_nnls",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_rank_disc",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_rank_nnls",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_mean",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_lasso",2,14,2,NA,NA,NA,NA,NA,NA,NA
"SierraLeone","child_vitA","level","infill","sl_lrn_enet",2,14,2,NA,NA,NA,NA,NA,NA,NA
