"target","outcome","heldout","set","n_train_countries","train_set","spearman"
"prev","child_iron","Ghana","climate_soil",3,"Gambia+Malawi+SierraLeone",0.497908197643179
"prev","child_iron","Malawi","full",1,"Gambia",-0.170637227301494
"prev","child_iron","Malawi","climate_soil",1,"Gambia",0.0625764079595675
"prev","child_iron","Malawi","full",1,"Ghana",-0.0949636437363383
"prev","child_iron","Malawi","climate_soil",1,"Ghana",0.176291996713377
"prev","child_iron","Malawi","full",2,"Gambia+Ghana",-0.115877169964481
"prev","child_iron","Malawi","climate_soil",2,"Gambia+Ghana",0.172160366804372
"prev","child_iron","Malawi","full",2,"Gambia+SierraLeone",-0.185978069480184
"prev","child_iron","Malawi","climate_soil",2,"Gambia+SierraLeone",0.050902045302776
"prev","child_iron","Malawi","full",2,"Ghana+SierraLeone",-0.140484537501999
"prev","child_iron","Malawi","climate_soil",2,"Ghana+SierraLeone",0.181591062888061
"prev","child_iron","Malawi","full",3,"Gambia+Ghana+SierraLeone",-0.142846771820835
"prev","child_iron","Malawi","climate_soil",3,"Gambia+Ghana+SierraLeone",0.179347396314959
"prev","child_iron","SierraLeone","full",1,"Gambia",0.371428571428571
"prev","child_iron","SierraLeone","climate_soil",1,"Gambia",0.318681318681319
"prev","child_iron","SierraLeone","full",1,"Ghana",0.301098901098901
"prev","child_iron","SierraLeone","climate_soil",1,"Ghana",0.0197802197802198
"prev","child_iron","SierraLeone","full",1,"Malawi",-0.472527472527473
"prev","child_iron","SierraLeone","climate_soil",1,"Malawi",0.120879120879121
"prev","child_iron","SierraLeone","full",2,"Gambia+Ghana",0.323076923076923
"prev","child_iron","SierraLeone","climate_soil",2,"Gambia+Ghana",0.173626373626374
"prev","child_iron","SierraLeone","full",2,"Gambia+Malawi",-0.16043956043956
"prev","child_iron","SierraLeone","climate_soil",2,"Gambia+Malawi",0.243956043956044
"prev","child_iron","SierraLeone","full",2,"Ghana+Malawi",0.0153846153846154
"prev","child_iron","SierraLeone","climate_soil",2,"Ghana+Malawi",0.0901098901098901
"prev","child_iron","SierraLeone","full",3,"Gambia+Ghana+Malawi",0.27032967032967
"prev","child_iron","SierraLeone","climate_soil",3,"Gambia+Ghana+Malawi",0.208791208791209
"prev","women_iron","Gambia","full",1,"Ghana",0.515518970817109
"prev","women_iron","Gambia","climate_soil",1,"Ghana",0.728445882803286
"prev","women_iron","Gambia","full",1,"Malawi",-0.613861389937161
"prev","women_iron","Gambia","climate_soil",1,"Malawi",0.47191011527971
"prev","women_iron","Gambia","full",2,"Ghana+Malawi",0.147291134519174
"prev","women_iron","Gambia","climate_soil",2,"Ghana+Malawi",0.67971966156507
"prev","women_iron","Gambia","full",2,"Ghana+SierraLeone",0.475470021854191
"prev","women_iron","Gambia","climate_soil",2,"Ghana+SierraLeone",0.741573038296687
"prev","women_iron","Gambia","full",2,"Malawi+SierraLeone",-0.537100904424903
"prev","women_iron","Gambia","climate_soil",2,"Malawi+SierraLeone",0.440538438592091
"prev","women_iron","Gambia","full",3,"Ghana+Malawi+SierraLeone",0.1833351885858
"prev","women_iron","Gambia","climate_soil",3,"Ghana+Malawi+SierraLeone",0.736010684274059
"prev","women_iron","Ghana","full",1,"Gambia",0.160716037323079
"prev","women_iron","Ghana","climate_soil",1,"Gambia",0.317835028152804
"prev","women_iron","Ghana","full",1,"Malawi",0.262483676713065
"prev","women_iron","Ghana","climate_soil",1,"Malawi",0.433918912586341
"prev","women_iron","Ghana","full",2,"Gambia+Malawi",0.35784857334488
"prev","women_iron","Ghana","climate_soil",2,"Gambia+Malawi",0.386553004361849
"prev","women_iron","Ghana","full",2,"Gambia+SierraLeone",0.131695066214695
"prev","women_iron","Ghana","climate_soil",2,"Gambia+SierraLeone",0.281706293173552
"prev","women_iron","Ghana","full",2,"Malawi+SierraLeone",0.180917050429758
"prev","women_iron","Ghana","climate_soil",2,"Malawi+SierraLeone",0.247376081440976
"prev","women_iron","Ghana","full",3,"Gambia+Malawi+SierraLeone",0.278468951329532
"prev","women_iron","Ghana","climate_soil",3,"Gambia+Malawi+SierraLeone",0.318122791872273
"prev","women_iron","Malawi","full",1,"Gambia",-0.180312246971008
"prev","women_iron","Malawi","climate_soil",1,"Gambia",0.0576665964388799
"prev","women_iron","Malawi","full",1,"Ghana",0.261563833414104
"prev","women_iron","Malawi","climate_soil",1,"Ghana",0.179340338042263
"prev","women_iron","Malawi","full",2,"Gambia+Ghana",0.153404254058035
"prev","women_iron","Malawi","climate_soil",2,"Gambia+Ghana",0.157773216099632
"prev","women_iron","Malawi","full",2,"Gambia+SierraLeone",-0.138075861810397
"prev","women_iron","Malawi","climate_soil",2,"Gambia+SierraLeone",0.0521220874072766
"prev","women_iron","Malawi","full",2,"Ghana+SierraLeone",0.277697521631274
"prev","women_iron","Malawi","climate_soil",2,"Ghana+SierraLeone",0.176165435541695
"prev","women_iron","Malawi","full",3,"Gambia+Ghana+SierraLeone",0.127468170073807
"prev","women_iron","Malawi","climate_soil",3,"Gambia+Ghana+SierraLeone",0.119850255327547
"prev","women_iron","SierraLeone","full",1,"Gambia",-0.296703296703297
"prev","women_iron","SierraLeone","climate_soil",1,"Gambia",0.0461538461538462
"prev","women_iron","SierraLeone","full",1,"Ghana",-0.230769230769231
"prev","women_iron","SierraLeone","climate_soil",1,"Ghana",-0.0373626373626374
"prev","women_iron","SierraLeone","full",1,"Malawi",0.0153846153846154
"prev","women_iron","SierraLeone","climate_soil",1,"Malawi",-0.138461538461538
"prev","women_iron","SierraLeone","full",2,"Gambia+Ghana",-0.252747252747253
"prev","women_iron","SierraLeone","climate_soil",2,"Gambia+Ghana",-0.0681318681318681
"prev","women_iron","SierraLeone","full",2,"Gambia+Malawi",0.138461538461538
"prev","women_iron","SierraLeone","climate_soil",2,"Gambia+Malawi",-0.0725274725274725
"prev","women_iron","SierraLeone","full",2,"Ghana+Malawi",0.0197802197802198
"prev","women_iron","SierraLeone","climate_soil",2,"Ghana+Malawi",-0.0637362637362637
"prev","women_iron","SierraLeone","full",3,"Gambia+Ghana+Malawi",-0.125274725274725
"prev","women_iron","SierraLeone","climate_soil",3,"Gambia+Ghana+Malawi",-0.142857142857143
"prev","women_folate","Ghana","full",1,"Malawi",-0.0354305829418487
"prev","women_folate","Ghana","climate_soil",1,"Malawi",0.213481376462571
"prev","women_folate","Ghana","full",2,"Malawi+SierraLeone",-0.0461908766349685
"prev","women_folate","Ghana","climate_soil",2,"Malawi+SierraLeone",0.13506662692675
"prev","women_folate","Malawi","full",1,"Ghana",-0.113621658672428
"prev","women_folate","Malawi","climate_soil",1,"Ghana",0.259535102854822
"prev","women_folate","Malawi","full",2,"Ghana+SierraLeone",-0.0450446670748712
"prev","women_folate","Malawi","climate_soil",2,"Ghana+SierraLeone",0.435599337831907
"prev","women_folate","SierraLeone","full",1,"Ghana",-0.010989010989011
"prev","women_folate","SierraLeone","climate_soil",1,"Ghana",-0.195604395604396
"prev","women_folate","SierraLeone","full",1,"Malawi",0.257142857142857
"prev","women_folate","SierraLeone","climate_soil",1,"Malawi",0.173626373626374
"prev","women_folate","SierraLeone","full",2,"Ghana+Malawi",0.0725274725274725
"prev","women_folate","SierraLeone","climate_soil",2,"Ghana+Malawi",0.12967032967033
"prev","women_b12","Ghana","full",1,"Malawi",0.235192100409849
"prev","women_b12","Ghana","climate_soil",1,"Malawi",0.240257927750337
"prev","women_b12","Ghana","full",2,"Malawi+SierraLeone",0.20064938776775
"prev","women_b12","Ghana","climate_soil",2,"Malawi+SierraLeone",0.282243635902409
"prev","women_b12","Malawi","full",1,"Ghana",0.28206676623503
"prev","women_b12","Malawi","climate_soil",1,"Ghana",0.23788912384877
"prev","women_b12","Malawi","full",2,"Ghana+SierraLeone",0.249758851442055
"prev","women_b12","Malawi","climate_soil",2,"Ghana+SierraLeone",0.0889858640509145
"prev","women_b12","SierraLeone","full",1,"Ghana",-0.388163249937115
"prev","women_b12","SierraLeone","climate_soil",1,"Ghana",0.291810670165491
"prev","women_b12","SierraLeone","full",1,"Malawi",-0.0991055106222421
"prev","women_b12","SierraLeone","climate_soil",1,"Malawi",0.0688232712654459
"prev","women_b12","SierraLeone","full",2,"Ghana+Malawi",-0.275293085061784
"prev","women_b12","SierraLeone","climate_soil",2,"Ghana+Malawi",0.167928781887688
