"country","outcome","target","rep","set","n_cols","addon_cols","spearman"
"Gambia","child_vitA","level",1,"base",426,0,0.734371523915462
"Gambia","child_vitA","level",1,"plus",449,23,0.71523915461624
"Gambia","child_vitA","level",1,"addon_only",23,23,0.598220244716351
"Gambia","child_vitA","level",1,"replace",441,23,0.723692992213571
"Gambia","child_vitA","level",2,"base",426,0,0.76952169076752
"Gambia","child_vitA","level",2,"plus",449,23,0.770856507230256
"Gambia","child_vitA","level",2,"addon_only",23,23,0.61245828698554
"Gambia","child_vitA","level",2,"replace",441,23,0.770856507230256
"Gambia","child_vitA","level",3,"base",426,0,0.728142380422692
"Gambia","child_vitA","level",3,"plus",449,23,0.714349276974416
"Gambia","child_vitA","level",3,"addon_only",23,23,0.517241379310345
"Gambia","child_vitA","level",3,"replace",441,23,0.718798665183537
"Gambia","child_vitA","level",4,"base",426,0,0.775305895439377
"Gambia","child_vitA","level",4,"plus",449,23,0.768186874304783
"Gambia","child_vitA","level",4,"addon_only",23,23,0.574193548387097
"Gambia","child_vitA","level",4,"replace",441,23,0.769076751946607
"Gambia","child_vitA","level",5,"base",426,0,0.741935483870968
"Gambia","child_vitA","level",5,"plus",449,23,0.741935483870968
"Gambia","child_vitA","level",5,"addon_only",23,23,0.49944382647386
"Gambia","child_vitA","level",5,"replace",441,23,0.741935483870968
"Gambia","child_vitA","level",6,"base",426,0,0.737041156840934
"Gambia","child_vitA","level",6,"plus",449,23,0.73615127919911
"Gambia","child_vitA","level",6,"addon_only",23,23,0.472747497219132
"Gambia","child_vitA","level",6,"replace",441,23,0.732146829810901
"Gambia","child_vitA","level",7,"base",426,0,0.753058954393771
"Gambia","child_vitA","level",7,"plus",449,23,0.754393770856507
"Gambia","child_vitA","level",7,"addon_only",23,23,0.43670745272525
"Gambia","child_vitA","level",7,"replace",441,23,0.756618464961068
"Gambia","child_vitA","level",8,"base",426,0,0.746829810901001
"Gambia","child_vitA","level",8,"plus",449,23,0.739710789766407
"Gambia","child_vitA","level",8,"addon_only",23,23,0.615127919911012
"Gambia","child_vitA","level",8,"replace",441,23,0.74860956618465
"Gambia","child_vitA","level",9,"base",426,0,0.731256952169077
"Gambia","child_vitA","level",9,"plus",449,23,0.73615127919911
"Gambia","child_vitA","level",9,"addon_only",23,23,0.603559510567297
"Gambia","child_vitA","level",9,"replace",441,23,0.733036707452725
"Gambia","child_vitA","level",10,"base",426,0,0.690767519466073
"Gambia","child_vitA","level",10,"plus",449,23,0.684538375973304
"Gambia","child_vitA","level",10,"addon_only",23,23,0.579977753058954
"Gambia","child_vitA","level",10,"replace",441,23,0.700111234705228
"Gambia","child_vitA","prev",1,"base",426,0,0.659984903323649
"Gambia","child_vitA","prev",1,"plus",449,23,0.679363467815434
"Gambia","child_vitA","prev",1,"addon_only",23,23,0.52099382007223
