"domain_set","target","outcome","heldout","arm","biomarker","z","sd_axis","share_abs_contrib"
"cs","level","child_iron","Gambia","same_nutrient","women_iron",4.84187535353649,0.992123638389473,0.0656293270906653
"cs","level","child_iron","Ghana","same_nutrient","women_iron",5.17943427467616,0.98946851025047,0.0982370852362908
"cs","level","child_iron","Malawi","same_nutrient","women_iron",5.59069774717864,0.988403983088187,0.0725146394984723
"cs","level","child_iron","SierraLeone","same_nutrient","women_iron",5.84121710172483,0.992719424921442,0.0807096824884497
"cs","level","child_iron","Gambia","other_xpop","women_vitA",1.20555985301834,0.992123638389473,0.0171879622687985
"cs","level","child_iron","Ghana","other_xpop","women_vitA",0.347287956097852,0.98946851025047,0.00725153118700825
"cs","level","child_iron","Malawi","other_xpop","women_vitA",4.29211799409997,0.988403983088187,0.0566250511701564
"cs","level","child_iron","SierraLeone","other_xpop","women_vitA",2.28750166406928,0.992719424921442,0.0332391625066833
"cs","level","child_iron","Gambia","other_samepop","child_vitA",2.90645470326263,0.992123638389473,0.0404569528544123
"cs","level","child_iron","Ghana","other_samepop","child_vitA",1.9485609530206,0.98946851025047,0.0393704786995002
"cs","level","child_iron","Malawi","other_samepop","child_vitA",4.88123425399426,0.988403983088187,0.0639005031125538
"cs","level","child_iron","SierraLeone","other_samepop","child_vitA",4.02438438547732,0.992719424921442,0.0570378715634487
"cs","level","child_iron","Gambia","all_other","child_vitA",2.90645470326263,0.992123638389473,0.037315769841747
"cs","level","child_iron","Gambia","all_other","women_iron",4.84187535353649,0.992123638389473,0.0621645009957235
"cs","level","child_iron","Gambia","all_other","women_vitA",1.20555985301834,0.992123638389473,0.0154780991271542
"cs","level","child_iron","Ghana","all_other","child_vitA",1.9485609530206,0.98946851025047,0.0354157165354076
"cs","level","child_iron","Ghana","all_other","women_iron",5.17943427467616,0.98946851025047,0.094137869180511
"cs","level","child_iron","Ghana","all_other","women_vitA",0.347287956097852,0.98946851025047,0.00631206931980052
"cs","level","child_iron","Malawi","all_other","child_vitA",4.88123425399426,0.988403983088187,0.0565803382083682
"cs","level","child_iron","Malawi","all_other","women_iron",5.59069774717864,0.988403983088187,0.0648040132671948
"cs","level","child_iron","Malawi","all_other","women_vitA",4.29211799409997,0.988403983088187,0.0497516560565964
"cs","level","child_iron","SierraLeone","all_other","child_vitA",4.02438438547732,0.992719424921442,0.0511454603676002
"cs","level","child_iron","SierraLeone","all_other","women_iron",5.84121710172483,0.992719424921442,0.074235388362233
"cs","level","child_iron","SierraLeone","all_other","women_vitA",2.28750166406928,0.992719424921442,0.0290716081005265
"cs","level","child_iron","Gambia","block_only_same_nutrient","women_iron",4.84187535353649,0.992123638389473,1
"cs","level","child_iron","Ghana","block_only_same_nutrient","women_iron",5.17943427467616,0.98946851025047,1
"cs","level","child_iron","Malawi","block_only_same_nutrient","women_iron",5.59069774717864,0.988403983088187,1
"cs","level","child_iron","SierraLeone","block_only_same_nutrient","women_iron",5.84121710172483,0.992719424921442,1
"cs","level","child_iron","Gambia","block_only_all","child_vitA",2.90645470326263,0.992123638389473,0.324602461336481
"cs","level","child_iron","Gambia","block_only_all","women_iron",4.84187535353649,0.992123638389473,0.540756632290915
"cs","level","child_iron","Gambia","block_only_all","women_vitA",1.20555985301834,0.992123638389473,0.134640906372604
"cs","level","child_iron","Ghana","block_only_all","child_vitA",1.9485609530206,0.98946851025047,0.260667175424848
"cs","level","child_iron","Ghana","block_only_all","women_iron",5.17943427467616,0.98946851025047,0.692874657364748
"cs","level","child_iron","Ghana","block_only_all","women_vitA",0.347287956097852,0.98946851025047,0.0464581672104041
"cs","level","child_iron","Malawi","block_only_all","child_vitA",4.88123425399426,0.988403983088187,0.330616210020768
"cs","level","child_iron","Malawi","block_only_all","women_iron",5.59069774717864,0.988403983088187,0.378669656968695
"cs","level","child_iron","Malawi","block_only_all","women_vitA",4.29211799409997,0.988403983088187,0.290714133010537
"cs","level","child_iron","SierraLeone","block_only_all","child_vitA",4.02438438547732,0.992719424921442,0.331140477899778
"cs","level","child_iron","SierraLeone","block_only_all","women_iron",5.84121710172483,0.992719424921442,0.480635853165924
"cs","level","child_iron","SierraLeone","block_only_all","women_vitA",2.28750166406928,0.992719424921442,0.188223668934298
"cs","level","child_vitA","Gambia","same_nutrient","women_vitA",5.08352576312208,0.992123638389473,0.0856395204911071
"cs","level","child_vitA","Ghana","same_nutrient","women_vitA",4.81860195470203,0.98946851025047,0.0750037217706738
"cs","level","child_vitA","Malawi","same_nutrient","women_vitA",6.48510437896468,0.988403983088187,0.081972802819308
"cs","level","child_vitA","SierraLeone","same_nutrient","women_vitA",6.61338900862943,0.992719424921442,0.0933702184398592
"cs","level","child_vitA","Gambia","other_xpop","women_iron",2.66347400230003,0.992123638389473,0.0467772423909778
"cs","level","child_vitA","Ghana","other_xpop","women_iron",2.92458516432533,0.98946851025047,0.0469053190879446
"cs","level","child_vitA","Malawi","other_xpop","women_iron",5.17442279974524,0.988403983088187,0.0665074125575542
"cs","level","child_vitA","SierraLeone","other_xpop","women_iron",4.2710343780428,0.992719424921442,0.0623623442321436
"cs","level","child_vitA","Gambia","other_samepop","child_iron",2.91713833991923,0.992123638389473,0.0510049943072529
"cs","level","child_vitA","Ghana","other_samepop","child_iron",2.14785790912367,0.98946851025047,0.0348824931251886
"cs","level","child_vitA","Malawi","other_samepop","child_iron",5.04386770099849,0.988403983088187,0.0649383428909368
"cs","level","child_vitA","SierraLeone","other_samepop","child_iron",4.14996056752128,0.992719424921442,0.0607018282761517
"cs","level","child_vitA","Gambia","all_other","child_iron",2.91713833991923,0.992123638389473,0.0449203850811168
"cs","level","child_vitA","Gambia","all_other","women_iron",2.66347400230003,0.992123638389473,0.041014262573565
"cs","level","child_vitA","Gambia","all_other","women_vitA",5.08352576312208,0.992123638389473,0.0782801184723879
"cs","level","child_vitA","Ghana","all_other","child_iron",2.14785790912367,0.98946851025047,0.030985893788688
"cs","level","child_vitA","Ghana","all_other","women_iron",2.92458516432533,0.98946851025047,0.0421912850439584
"cs","level","child_vitA","Ghana","all_other","women_vitA",4.81860195470203,0.98946851025047,0.0695151610095472
"cs","level","child_vitA","Malawi","all_other","child_iron",5.04386770099849,0.988403983088187,0.056462573644192
"cs","level","child_vitA","Malawi","all_other","women_iron",5.17442279974524,0.988403983088187,0.057924046726873
"cs","level","child_vitA","Malawi","all_other","women_vitA",6.48510437896468,0.988403983088187,0.0725962109424636
"cs","level","child_vitA","SierraLeone","all_other","child_iron",4.14996056752128,0.992719424921442,0.0523649423644627
"cs","level","child_vitA","SierraLeone","all_other","women_iron",4.2710343780428,0.992719424921442,0.0538926732926609
"cs","level","child_vitA","SierraLeone","all_other","women_vitA",6.61338900862943,0.992719424921442,0.083448921655055
"cs","level","child_vitA","Gambia","block_only_same_nutrient","women_vitA",5.08352576312208,0.992123638389473,1
"cs","level","child_vitA","Ghana","block_only_same_nutrient","women_vitA",4.81860195470203,0.98946851025047,1
"cs","level","child_vitA","Malawi","block_only_same_nutrient","women_vitA",6.48510437896468,0.988403983088187,1
"cs","level","child_vitA","SierraLeone","block_only_same_nutrient","women_vitA",6.61338900862943,0.992719424921442,1
"cs","level","child_vitA","Gambia","block_only_all","child_iron",2.91713833991923,0.992123638389473,0.273546564298349
"cs","level","child_vitA","Gambia","block_only_all","women_iron",2.66347400230003,0.992123638389473,0.249759893953922
"cs","level","child_vitA","Gambia","block_only_all","women_vitA",5.08352576312208,0.992123638389473,0.476693541747729
"cs","level","child_vitA","Ghana","block_only_all","child_iron",2.14785790912367,0.98946851025047,0.217151767382579
"cs","level","child_vitA","Ghana","block_only_all","women_iron",2.92458516432533,0.98946851025047,0.295680098109111
"cs","level","child_vitA","Ghana","block_only_all","women_vitA",4.81860195470203,0.98946851025047,0.48716813450831
"cs","level","child_vitA","Malawi","block_only_all","child_iron",5.04386770099849,0.988403983088187,0.301966620397981
"cs","level","child_vitA","Malawi","block_only_all","women_iron",5.17442279974524,0.988403983088187,0.309782702079996
"cs","level","child_vitA","Malawi","block_only_all","women_vitA",6.48510437896468,0.988403983088187,0.388250677522023
"cs","level","child_vitA","SierraLeone","block_only_all","child_iron",4.14996056752128,0.992719424921442,0.276031301326699
"cs","level","child_vitA","SierraLeone","block_only_all","women_iron",4.2710343780428,0.992719424921442,0.284084428803715
"cs","level","child_vitA","SierraLeone","block_only_all","women_vitA",6.61338900862943,0.992719424921442,0.439884269869586
"cs","level","women_iron","Gambia","same_nutrient","child_iron",4.79507699390417,0.992123638389473,0.0852572500207777
"cs","level","women_iron","Ghana","same_nutrient","child_iron",5.11123237895707,0.98946851025047,0.0828063144692551
"cs","level","women_iron","Malawi","same_nutrient","child_iron",5.73972901230503,0.988403983088187,0.0810736619458652
"cs","level","women_iron","SierraLeone","same_nutrient","child_iron",6.02369711465643,0.992719424921442,0.0812853545631952
"cs","level","women_iron","Gambia","other_xpop","child_vitA",2.73264903628583,0.992123638389473,0.05043646556291
"cs","level","women_iron","Ghana","other_xpop","child_vitA",2.93178042266992,0.98946851025047,0.049235803788017
"cs","level","women_iron","Malawi","other_xpop","child_vitA",5.11745459585846,0.988403983088187,0.0729250205201858
"cs","level","women_iron","SierraLeone","other_xpop","child_vitA",4.37844260379955,0.992719424921442,0.0604253912627851
"cs","level","women_iron","Gambia","other_samepop","women_vitA",2.60621257221062,0.992123638389473,0.0482153465618143
"cs","level","women_iron","Ghana","other_samepop","women_vitA",1.6759661292589,0.98946851025047,0.0287522628780347
"cs","level","women_iron","Malawi","other_samepop","women_vitA",6.19831739489986,0.988403983088187,0.0869877536227926
"cs","level","women_iron","SierraLeone","other_samepop","women_vitA",3.8019630469475,0.992719424921442,0.0528903788947309
"cs","level","women_iron","Gambia","all_other","child_iron",4.79507699390417,0.992123638389473,0.0778657766208
"cs","level","women_iron","Gambia","all_other","child_vitA",2.73264903628583,0.992123638389473,0.0443746450188344
"cs","level","women_iron","Gambia","all_other","women_vitA",2.60621257221062,0.992123638389473,0.042321482268597
"cs","level","women_iron","Ghana","all_other","child_iron",5.11123237895707,0.98946851025047,0.0770542590624315
"cs","level","women_iron","Ghana","all_other","child_vitA",2.93178042266992,0.98946851025047,0.0441979842537835
"cs","level","women_iron","Ghana","all_other","women_vitA",1.6759661292589,0.98946851025047,0.0252659865036554
"cs","level","women_iron","Malawi","all_other","child_iron",5.73972901230503,0.988403983088187,0.0699010150964411
"cs","level","women_iron","Malawi","all_other","child_vitA",5.11745459585846,0.988403983088187,0.0623226758952508
"cs","level","women_iron","Malawi","all_other","women_vitA",6.19831739489986,0.988403983088187,0.0754859117677111
"cs","level","women_iron","SierraLeone","all_other","child_iron",6.02369711465643,0.992719424921442,0.0732044244887994
"cs","level","women_iron","SierraLeone","all_other","child_vitA",4.37844260379955,0.992719424921442,0.0532100742895117
"cs","level","women_iron","SierraLeone","all_other","women_vitA",3.8019630469475,0.992719424921442,0.0462042681565586
"cs","level","women_iron","Gambia","block_only_same_nutrient","child_iron",4.79507699390417,0.992123638389473,1
"cs","level","women_iron","Ghana","block_only_same_nutrient","child_iron",5.11123237895707,0.98946851025047,1
"cs","level","women_iron","Malawi","block_only_same_nutrient","child_iron",5.73972901230503,0.988403983088187,1
"cs","level","women_iron","SierraLeone","block_only_same_nutrient","child_iron",6.02369711465643,0.992719424921442,1
"cs","level","women_iron","Gambia","block_only_all","child_iron",4.79507699390417,0.992123638389473,0.47317012486816
"cs","level","women_iron","Gambia","block_only_all","child_vitA",2.73264903628583,0.992123638389473,0.269653206270511
"cs","level","women_iron","Gambia","block_only_all","women_vitA",2.60621257221062,0.992123638389473,0.257176668861329
