"domain_set","target","outcome","heldout","arm","biomarker","z","sd_axis","share_abs_contrib"
"cs","level","women_iron","Ghana","block_only_all","child_iron",5.11123237895707,0.98946851025047,0.525902197679852
"cs","level","women_iron","Ghana","block_only_all","child_vitA",2.93178042266992,0.98946851025047,0.301655188628204
"cs","level","women_iron","Ghana","block_only_all","women_vitA",1.6759661292589,0.98946851025047,0.172442613691944
"cs","level","women_iron","Malawi","block_only_all","child_iron",5.73972901230503,0.988403983088187,0.336532419145829
"cs","level","women_iron","Malawi","block_only_all","child_vitA",5.11745459585846,0.988403983088187,0.300047157508848
"cs","level","women_iron","Malawi","block_only_all","women_vitA",6.19831739489986,0.988403983088187,0.363420423345323
"cs","level","women_iron","SierraLeone","block_only_all","child_iron",6.02369711465643,0.992719424921442,0.424081493505396
"cs","level","women_iron","SierraLeone","block_only_all","child_vitA",4.37844260379955,0.992719424921442,0.308251966077294
"cs","level","women_iron","SierraLeone","block_only_all","women_vitA",3.8019630469475,0.992719424921442,0.26766654041731
"cs","level","women_vitA","Gambia","same_nutrient","child_vitA",5.19435994593132,0.992123638389473,0.0733698417907062
"cs","level","women_vitA","Ghana","same_nutrient","child_vitA",4.9453336774006,0.98946851025047,0.0708996385443062
"cs","level","women_vitA","Malawi","same_nutrient","child_vitA",6.55748118811614,0.988403983088187,0.0750302129230776
"cs","level","women_vitA","SierraLeone","same_nutrient","child_vitA",6.8419315903293,0.992719424921442,0.0834234627050349
"cs","level","women_vitA","Gambia","other_xpop","child_iron",1.40589069304778,0.992123638389473,0.0209807920539503
"cs","level","women_vitA","Ghana","other_xpop","child_iron",0.47976086711472,0.98946851025047,0.00734864641995066
"cs","level","women_vitA","Malawi","other_xpop","child_iron",4.4311877242181,0.988403983088187,0.051965586096055
"cs","level","women_vitA","SierraLeone","other_xpop","child_iron",2.59012314544923,0.992719424921442,0.0333080541434983
"cs","level","women_vitA","Gambia","other_samepop","women_iron",2.23925239055061,0.992123638389473,0.0330069584403574
"cs","level","women_vitA","Ghana","other_samepop","women_iron",1.50672413747038,0.98946851025047,0.0227215451633556
"cs","level","women_vitA","Malawi","other_samepop","women_iron",5.85794501167783,0.988403983088187,0.0675669808106972
"cs","level","women_vitA","SierraLeone","other_samepop","women_iron",3.64204448024597,0.992719424921442,0.0462102832196864
"cs","level","women_vitA","Gambia","all_other","child_iron",1.40589069304778,0.992123638389473,0.0188856990914462
"cs","level","women_vitA","Gambia","all_other","child_vitA",5.19435994593132,0.992123638389473,0.069777202023334
"cs","level","women_vitA","Gambia","all_other","women_iron",2.23925239055061,0.992123638389473,0.0300804657480604
"cs","level","women_vitA","Ghana","all_other","child_iron",0.47976086711472,0.98946851025047,0.0066877120357601
"cs","level","women_vitA","Ghana","all_other","child_vitA",4.9453336774006,0.98946851025047,0.0689363593869221
"cs","level","women_vitA","Ghana","all_other","women_iron",1.50672413747038,0.98946851025047,0.0210032494090883
"cs","level","women_vitA","Malawi","all_other","child_iron",4.4311877242181,0.988403983088187,0.0453610752968463
"cs","level","women_vitA","Malawi","all_other","child_vitA",6.55748118811614,0.988403983088187,0.0671274647892007
"cs","level","women_vitA","Malawi","all_other","women_iron",5.85794501167783,0.988403983088187,0.0599664697812799
"cs","level","women_vitA","SierraLeone","all_other","child_iron",2.59012314544923,0.992719424921442,0.0293509535926561
"cs","level","women_vitA","SierraLeone","all_other","child_vitA",6.8419315903293,0.992719424921442,0.0775319184899426
"cs","level","women_vitA","SierraLeone","all_other","women_iron",3.64204448024597,0.992719424921442,0.041271195429416
"cs","level","women_vitA","Gambia","block_only_same_nutrient","child_vitA",5.19435994593132,0.992123638389473,1
"cs","level","women_vitA","Ghana","block_only_same_nutrient","child_vitA",4.9453336774006,0.98946851025047,1
"cs","level","women_vitA","Malawi","block_only_same_nutrient","child_vitA",6.55748118811614,0.988403983088187,1
"cs","level","women_vitA","SierraLeone","block_only_same_nutrient","child_vitA",6.8419315903293,0.992719424921442,1
"cs","level","women_vitA","Gambia","block_only_all","child_iron",1.40589069304778,0.992123638389473,0.159046350043796
"cs","level","women_vitA","Gambia","block_only_all","child_vitA",5.19435994593132,0.992123638389473,0.587630314575239
"cs","level","women_vitA","Gambia","block_only_all","women_iron",2.23925239055061,0.992123638389473,0.253323335380965
"cs","level","women_vitA","Ghana","block_only_all","child_iron",0.47976086711472,0.98946851025047,0.069211398786514
"cs","level","women_vitA","Ghana","block_only_all","child_vitA",4.9453336774006,0.98946851025047,0.71342513477054
"cs","level","women_vitA","Ghana","block_only_all","women_iron",1.50672413747038,0.98946851025047,0.217363466442946
"cs","level","women_vitA","Malawi","block_only_all","child_iron",4.4311877242181,0.988403983088187,0.263031357173929
"cs","level","women_vitA","Malawi","block_only_all","child_vitA",6.55748118811614,0.988403983088187,0.389246243648377
"cs","level","women_vitA","Malawi","block_only_all","women_iron",5.85794501167783,0.988403983088187,0.347722399177695
"cs","level","women_vitA","SierraLeone","block_only_all","child_iron",2.59012314544923,0.992719424921442,0.198111021084695
"cs","level","women_vitA","SierraLeone","block_only_all","child_vitA",6.8419315903293,0.992719424921442,0.523319540205368
"cs","level","women_vitA","SierraLeone","block_only_all","women_iron",3.64204448024597,0.992719424921442,0.278569438709937
"cs","level","women_folate","Ghana","other_xpop","child_iron",0.850781324371843,0.992559940372529,0.0157434398468854
"cs","level","women_folate","Ghana","other_xpop","child_vitA",1.07708863185449,0.992559940372529,0.0199311851348938
"cs","level","women_folate","Malawi","other_xpop","child_iron",2.4682280860484,0.991558114149638,0.0514138857976176
"cs","level","women_folate","Malawi","other_xpop","child_vitA",0.455996415226103,0.991558114149638,0.00949853368458029
"cs","level","women_folate","SierraLeone","other_xpop","child_iron",2.20693358979931,0.9952378437785,0.0352177896946862
"cs","level","women_folate","SierraLeone","other_xpop","child_vitA",0.957212360915328,0.9952378437785,0.015274996844348
"cs","level","women_folate","Ghana","other_samepop","women_b12",-5.18717393783128,0.992559940372529,0.0864266672243578
"cs","level","women_folate","Ghana","other_samepop","women_iron",1.27848572209026,0.992559940372529,0.02130163001636
"cs","level","women_folate","Ghana","other_samepop","women_vitA",1.44005052781541,0.992559940372529,0.0239935597389661
"cs","level","women_folate","Malawi","other_samepop","women_b12",2.52521326245607,0.991558114149638,0.0506604888475519
"cs","level","women_folate","Malawi","other_samepop","women_iron",1.12642466280662,0.991558114149638,0.0225981800888452
"cs","level","women_folate","Malawi","other_samepop","women_vitA",-1.11136725871481,0.991558114149638,0.0222961004730726
"cs","level","women_folate","SierraLeone","other_samepop","women_b12",-1.79520782444627,0.9952378437785,0.0278979138420306
"cs","level","women_folate","SierraLeone","other_samepop","women_iron",2.15525063245764,0.9952378437785,0.0334930561428627
"cs","level","women_folate","SierraLeone","other_samepop","women_vitA",0.89755889944283,0.9952378437785,0.0139482574127747
"cs","level","women_folate","Ghana","all_other","child_iron",0.850781324371843,0.992559940372529,0.0137342235875594
"cs","level","women_folate","Ghana","all_other","child_vitA",1.07708863185449,0.992559940372529,0.0173875185899622
"cs","level","women_folate","Ghana","all_other","women_b12",-5.18717393783128,0.992559940372529,0.0837369187697389
"cs","level","women_folate","Ghana","all_other","women_iron",1.27848572209026,0.992559940372529,0.0206386861790299
"cs","level","women_folate","Ghana","all_other","women_vitA",1.44005052781541,0.992559940372529,0.023246838358849
"cs","level","women_folate","Malawi","all_other","child_iron",2.4682280860484,0.991558114149638,0.0467732864089241
"cs","level","women_folate","Malawi","all_other","child_vitA",0.455996415226103,0.991558114149638,0.0086411993491897
"cs","level","women_folate","Malawi","all_other","women_b12",2.52521326245607,0.991558114149638,0.0478531639098102
"cs","level","women_folate","Malawi","all_other","women_iron",1.12642466280662,0.991558114149638,0.0213459135601526
"cs","level","women_folate","Malawi","all_other","women_vitA",-1.11136725871481,0.991558114149638,0.0210605735309461
"cs","level","women_folate","SierraLeone","all_other","child_iron",2.20693358979931,0.9952378437785,0.0326888599127009
"cs","level","women_folate","SierraLeone","all_other","child_vitA",0.957212360915328,0.9952378437785,0.0141781252128716
"cs","level","women_folate","SierraLeone","all_other","women_b12",-1.79520782444627,0.9952378437785,0.0265904227289616
"cs","level","women_folate","SierraLeone","all_other","women_iron",2.15525063245764,0.9952378437785,0.0319233375788052
"cs","level","women_folate","SierraLeone","all_other","women_vitA",0.89755889944283,0.9952378437785,0.0132945446400826
"cs","level","women_folate","Ghana","block_only_all","child_iron",0.850781324371843,0.992559940372529,0.0865179631341213
"cs","level","women_folate","Ghana","block_only_all","child_vitA",1.07708863185449,0.992559940372529,0.109531687959619
"cs","level","women_folate","Ghana","block_only_all","women_b12",-5.18717393783128,0.992559940372529,0.52749597419162
"cs","level","women_folate","Ghana","block_only_all","women_iron",1.27848572209026,0.992559940372529,0.130012233934464
"cs","level","women_folate","Ghana","block_only_all","women_vitA",1.44005052781541,0.992559940372529,0.146442140780175
"cs","level","women_folate","Malawi","block_only_all","child_iron",2.4682280860484,0.991558114149638,0.321081610295021
"cs","level","women_folate","Malawi","block_only_all","child_vitA",0.455996415226103,0.991558114149638,0.0593186926755857
"cs","level","women_folate","Malawi","block_only_all","women_b12",2.52521326245607,0.991558114149638,0.328494576830546
"cs","level","women_folate","Malawi","block_only_all","women_iron",1.12642466280662,0.991558114149638,0.146531937892747
"cs","level","women_folate","Malawi","block_only_all","women_vitA",-1.11136725871481,0.991558114149638,0.144573182306101
"cs","level","women_folate","SierraLeone","block_only_all","child_iron",2.20693358979931,0.9952378437785,0.275447904045375
"cs","level","women_folate","SierraLeone","block_only_all","child_vitA",0.957212360915328,0.9952378437785,0.119469901477383
"cs","level","women_folate","SierraLeone","block_only_all","women_b12",-1.79520782444627,0.9952378437785,0.224060313756223
"cs","level","women_folate","SierraLeone","block_only_all","women_iron",2.15525063245764,0.9952378437785,0.268997341898679
"cs","level","women_folate","SierraLeone","block_only_all","women_vitA",0.89755889944283,0.9952378437785,0.112024538822341
"cs","level","women_b12","Ghana","other_xpop","child_iron",-1.95571291839083,0.992559940372529,0.0229635744736726
"cs","level","women_b12","Ghana","other_xpop","child_vitA",-0.264010668414745,0.992559940372529,0.00309995837782492
"cs","level","women_b12","Malawi","other_xpop","child_iron",2.52385432320909,0.991558114149638,0.032801480919702
"cs","level","women_b12","Malawi","other_xpop","child_vitA",1.47341374181655,0.991558114149638,0.0191493432463924
"cs","level","women_b12","SierraLeone","other_xpop","child_iron",1.03946307794783,0.9952378437785,0.0112099990887046
"cs","level","women_b12","SierraLeone","other_xpop","child_vitA",0.752612997467712,0.9952378437785,0.00811648936335163
"cs","level","women_b12","Ghana","other_samepop","women_folate",-5.15856804482674,0.992559940372529,0.0567716630038613
"cs","level","women_b12","Ghana","other_samepop","women_iron",-1.89237949537911,0.992559940372529,0.0208262312435366
"cs","level","women_b12","Ghana","other_samepop","women_vitA",0.868092569850555,0.992559940372529,0.00955363162867165
"cs","level","women_b12","Malawi","other_samepop","women_folate",2.62983305659353,0.991558114149638,0.0339328722849753
"cs","level","women_b12","Malawi","other_samepop","women_iron",-1.07102913598026,0.991558114149638,0.0138195444739681
"cs","level","women_b12","Malawi","other_samepop","women_vitA",0.854146557841266,0.991558114149638,0.0110210973229692
"cs","level","women_b12","SierraLeone","other_samepop","women_folate",-1.77529167623792,0.9952378437785,0.0186188259213029
"cs","level","women_b12","SierraLeone","other_samepop","women_iron",-1.59937717782363,0.9952378437785,0.0167738775858554
"cs","level","women_b12","SierraLeone","other_samepop","women_vitA",1.04026935619732,0.9952378437785,0.0109100911774387
"cs","level","women_b12","Ghana","all_other","child_iron",-1.95571291839083,0.992559940372529,0.0210099876151703
"cs","level","women_b12","Ghana","all_other","child_vitA",-0.264010668414745,0.992559940372529,0.00283623471599841
"cs","level","women_b12","Ghana","all_other","women_folate",-5.15856804482674,0.992559940372529,0.055417873305761
"cs","level","women_b12","Ghana","all_other","women_iron",-1.89237949537911,0.992559940372529,0.0203296043029829
"cs","level","women_b12","Ghana","all_other","women_vitA",0.868092569850555,0.992559940372529,0.00932581360478426
"cs","level","women_b12","Malawi","all_other","child_iron",2.52385432320909,0.991558114149638,0.0309681787655175
"cs","level","women_b12","Malawi","all_other","child_vitA",1.47341374181655,0.991558114149638,0.0180790704647833
"cs","level","women_b12","Malawi","all_other","women_folate",2.62983305659353,0.991558114149638,0.0322685582409142
"cs","level","women_b12","Malawi","all_other","women_iron",-1.07102913598026,0.991558114149638,0.0131417338319042
"cs","level","women_b12","Malawi","all_other","women_vitA",0.854146557841266,0.991558114149638,0.0104805428157782
"cs","level","women_b12","SierraLeone","all_other","child_iron",1.03946307794783,0.9952378437785,0.0107005203817265
"cs","level","women_b12","SierraLeone","all_other","child_vitA",0.752612997467712,0.9952378437785,0.00774760632658055
"cs","level","women_b12","SierraLeone","all_other","women_folate",-1.77529167623792,0.9952378437785,0.0182753434615468
"cs","level","women_b12","SierraLeone","all_other","women_iron",-1.59937717782363,0.9952378437785,0.016464430966762
"cs","level","women_b12","SierraLeone","all_other","women_vitA",1.04026935619732,0.9952378437785,0.0107088204329982
"cs","level","women_b12","Ghana","block_only_all","child_iron",-1.95571291839083,0.992559940372529,0.192894614852907
"cs","level","women_b12","Ghana","block_only_all","child_vitA",-0.264010668414745,0.992559940372529,0.0260397299225406
"cs","level","women_b12","Ghana","block_only_all","women_folate",-5.15856804482674,0.992559940372529,0.508796555385086
"cs","level","women_b12","Ghana","block_only_all","women_iron",-1.89237949537911,0.992559940372529,0.186647953533508
"cs","level","women_b12","Ghana","block_only_all","women_vitA",0.868092569850555,0.992559940372529,0.085621146305958
"cs","level","women_b12","Malawi","block_only_all","child_iron",2.52385432320909,0.991558114149638,0.295109054310824
"cs","level","women_b12","Malawi","block_only_all","child_vitA",1.47341374181655,0.991558114149638,0.172283214588702
"cs","level","women_b12","Malawi","block_only_all","women_folate",2.62983305659353,0.991558114149638,0.307500927921966
"cs","level","women_b12","Malawi","block_only_all","women_iron",-1.07102913598026,0.991558114149638,0.125233216732014
"cs","level","women_b12","Malawi","block_only_all","women_vitA",0.854146557841266,0.991558114149638,0.0998735864464942
"cs","level","women_b12","SierraLeone","block_only_all","child_iron",1.03946307794783,0.9952378437785,0.16746587491298
"cs","level","women_b12","SierraLeone","block_only_all","child_vitA",0.752612997467712,0.9952378437785,0.121252016320426
"cs","level","women_b12","SierraLeone","block_only_all","women_folate",-1.77529167623792,0.9952378437785,0.286013789324641
"cs","level","women_b12","SierraLeone","block_only_all","women_iron",-1.59937717782363,0.9952378437785,0.257672546608269
"cs","level","women_b12","SierraLeone","block_only_all","women_vitA",1.04026935619732,0.9952378437785,0.167595772833684
"cs","prev","child_iron","Gambia","same_nutrient","women_iron",4.06518862433122,0.992123638389473,0.0574410812342146
"cs","prev","child_iron","Ghana","same_nutrient","women_iron",4.85293768148229,0.98946851025047,0.104262737888429
"cs","prev","child_iron","Malawi","same_nutrient","women_iron",5.16855588466347,0.988403983088187,0.0758854366500399
"cs","prev","child_iron","SierraLeone","same_nutrient","women_iron",5.31770201542634,0.992719424921442,0.0694902847806915
"cs","prev","child_iron","Gambia","other_xpop","women_vitA",1.01063696648121,0.992123638389473,0.0149244426002049
"cs","prev","child_iron","Ghana","other_xpop","women_vitA",1.45152842391228,0.98946851025047,0.0336439129763562
"cs","prev","child_iron","Malawi","other_xpop","women_vitA",3.49787348588853,0.988403983088187,0.0526476557643428
"cs","prev","child_iron","SierraLeone","other_xpop","women_vitA",2.47788333188379,0.992719424921442,0.0336282496131497
"cs","prev","child_iron","Gambia","other_samepop","child_vitA",1.98885927351038,0.992123638389473,0.0289519728147006
"cs","prev","child_iron","Ghana","other_samepop","child_vitA",1.61747244353321,0.98946851025047,0.037346561840758
"cs","prev","child_iron","Malawi","other_samepop","child_vitA",4.35561911232912,0.988403983088187,0.0647222914589758
"cs","prev","child_iron","SierraLeone","other_samepop","child_vitA",3.70373672591735,0.992719424921442,0.0494422035773071
"cs","prev","child_iron","Gambia","all_other","child_vitA",1.98885927351038,0.992123638389473,0.0269599261966361
"cs","prev","child_iron","Gambia","all_other","women_iron",4.06518862433122,0.992123638389473,0.0551055505772075
"cs","prev","child_iron","Gambia","all_other","women_vitA",1.01063696648121,0.992123638389473,0.0136996611026353
