"estimand","target","arm","cells","scored","mean_spearman","median_spearman","cells_positive","mean_wmae"
"infill","level","domain_index",1,1,0.527709815078236,0.527709815078236,1,0.308162303646423
"infill","level","hapc_lasso",1,1,0.532318634423897,0.532318634423897,1,0.270468656157595
"infill","level","hal_group",1,1,0.539032716927454,0.539032716927454,1,0.269675044661487
"infill","level","hal_lasso",1,1,0.467270622960404,0.467270622960404,1,0.279839203374068
"infill","level","hapc_lasso_xy",1,1,0.533968705547653,0.533968705547653,1,0.270059434120245
"infill","level","hapc_xy_only",1,1,0.546628733997155,0.546628733997155,1,0.271808909115776
"infill","level","spatial",1,1,0.510355618776671,0.510355618776671,1,0.285780093846115
"infill","prev","domain_index",1,1,0.544824905051647,0.544824905051647,1,15.5447554842883
"infill","prev","hapc_lasso",1,1,0.555904443989252,0.555904443989252,1,12.425568040531
"infill","prev","hal_group",1,1,0.478661782065999,0.478661782065999,1,14.9918518239164
"infill","prev","hal_lasso",1,1,0.383186425267331,0.383186425267331,1,17.436833695452
"infill","prev","hapc_lasso_xy",1,1,0.561658379803498,0.561658379803498,1,12.4668321966419
"infill","prev","hapc_xy_only",1,1,0.531161092212358,0.531161092212358,1,12.4995147716447
"infill","prev","spatial",1,1,0.522951382303694,0.522951382303694,1,13.070071749132
"region","level","domain_index",1,1,0.50927453769559,0.50927453769559,1,0.298132005933267
"region","level","hapc_lasso",1,1,0.490810810810811,0.490810810810811,1,0.289663202758523
"region","level","hal_group",1,1,0.424694167852063,0.424694167852063,1,0.314369130663264
"region","level","hal_lasso",1,1,0.153482507771717,0.153482507771717,1,0.343224518033037
"region","level","hapc_lasso_xy",1,1,0.491749644381223,0.491749644381223,1,0.28904098804015
"region","level","hapc_xy_only",1,1,0.514260515848841,0.514260515848841,1,0.283579779549936
"region","level","spatial",1,1,0.532517780938834,0.532517780938834,1,0.320900356031407
"region","prev","domain_index",1,1,0.466440022619362,0.466440022619362,1,14.9414902662389
"region","prev","hapc_lasso",1,1,0.444837777242305,0.444837777242305,1,14.0037009702334
"region","prev","hal_group",1,1,0.367994892497213,0.367994892497213,1,16.0764204769177
"region","prev","hal_lasso",1,1,0.163867704573552,0.163867704573552,1,18.3485779733007
"region","prev","hapc_lasso_xy",1,1,0.448335827551214,0.448335827551214,1,14.0117755450695
"region","prev","hapc_xy_only",1,1,0.518090037138173,0.518090037138173,1,13.5046823536881
"region","prev","spatial",1,1,0.49258259451982,0.49258259451982,1,13.5428314790431
