"target","outcome","heldout","arm","n_train_countries","train_set","n_train_areas","n_areas","spearman","topk"
"prev","child_vitA","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,0.107692307692308,0.5
"prev","child_vitA","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,-0.032967032967033,0.25
"prev","child_vitA","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.00659340659340659,0.5
"prev","child_vitA","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,-0.27032967032967,0.25
"prev","child_vitA","SierraLeone","domain_index",3,"Gambia+Ghana+Malawi",192,14,0.032967032967033,0.5
"prev","child_vitA","SierraLeone","domain_enet",3,"Gambia+Ghana+Malawi",192,14,-0.296703296703297,0.25
"prev","women_vitA","Gambia","domain_index",1,"Ghana",75,30,0.508749209329046,0.625
"prev","women_vitA","Gambia","domain_enet",1,"Ghana",75,30,NA,0.125
"prev","women_vitA","Gambia","domain_index",1,"Malawi",87,30,0.509453198087343,0.5
"prev","women_vitA","Gambia","domain_enet",1,"Malawi",87,30,NA,0.125
"prev","women_vitA","Gambia","domain_index",2,"Ghana+Malawi",162,30,0.373583367736089,0.625
"prev","women_vitA","Gambia","domain_enet",2,"Ghana+Malawi",162,30,0.603787691699094,0.5
"prev","women_vitA","Gambia","domain_index",2,"Ghana+SierraLeone",89,30,0.369828761025174,0.5
"prev","women_vitA","Gambia","domain_enet",2,"Ghana+SierraLeone",89,30,NA,0.125
"prev","women_vitA","Gambia","domain_index",2,"Malawi+SierraLeone",101,30,0.246865391242692,0.25
"prev","women_vitA","Gambia","domain_enet",2,"Malawi+SierraLeone",101,30,NA,0.125
"prev","women_vitA","Gambia","domain_index",3,"Ghana+Malawi+SierraLeone",176,30,0.273616964057965,0.375
"prev","women_vitA","Gambia","domain_enet",3,"Ghana+Malawi+SierraLeone",176,30,0.608246287168306,0.5
"prev","women_vitA","Ghana","domain_index",1,"Gambia",30,75,0.0476508596351112,0.421052631578947
"prev","women_vitA","Ghana","domain_enet",1,"Gambia",30,75,0.106250267379709,0.368421052631579
"prev","women_vitA","Ghana","domain_index",1,"Malawi",87,75,0.158982423132412,0.421052631578947
"prev","women_vitA","Ghana","domain_enet",1,"Malawi",87,75,NA,0.105263157894737
"prev","women_vitA","Ghana","domain_index",2,"Gambia+Malawi",117,75,0.0498442248657262,0.421052631578947
"prev","women_vitA","Ghana","domain_enet",2,"Gambia+Malawi",117,75,0.117034313096899,0.421052631578947
"prev","women_vitA","Ghana","domain_index",2,"Gambia+SierraLeone",44,75,0.0877894433553659,0.421052631578947
"prev","women_vitA","Ghana","domain_enet",2,"Gambia+SierraLeone",44,75,0.18875735613801,0.421052631578947
"prev","women_vitA","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.220999825028051,0.473684210526316
"prev","women_vitA","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,NA,0.105263157894737
"prev","women_vitA","Ghana","domain_index",3,"Gambia+Malawi+SierraLeone",131,75,0.0630044162494163,0.421052631578947
"prev","women_vitA","Ghana","domain_enet",3,"Gambia+Malawi+SierraLeone",131,75,0.179764558692489,0.473684210526316
"prev","women_vitA","Malawi","domain_index",1,"Gambia",30,87,0.220367881855553,0.227272727272727
"prev","women_vitA","Malawi","domain_enet",1,"Gambia",30,87,0.179650019008716,0.363636363636364
"prev","women_vitA","Malawi","domain_index",1,"Ghana",75,87,0.163011857810957,0.318181818181818
"prev","women_vitA","Malawi","domain_enet",1,"Ghana",75,87,NA,0.909090909090909
"prev","women_vitA","Malawi","domain_index",2,"Gambia+Ghana",105,87,0.199236715102281,0.318181818181818
"prev","women_vitA","Malawi","domain_enet",2,"Gambia+Ghana",105,87,0.0301873810761031,0.272727272727273
"prev","women_vitA","Malawi","domain_index",2,"Gambia+SierraLeone",44,87,0.232442834285994,0.227272727272727
"prev","women_vitA","Malawi","domain_enet",2,"Gambia+SierraLeone",44,87,0.0845246670130888,0.272727272727273
"prev","women_vitA","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.175016607029593,0.409090909090909
"prev","women_vitA","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,NA,0.909090909090909
"prev","women_vitA","Malawi","domain_index",3,"Gambia+Ghana+SierraLeone",119,87,0.214330405640332,0.318181818181818
"prev","women_vitA","Malawi","domain_enet",3,"Gambia+Ghana+SierraLeone",119,87,0.0996183575511404,0.272727272727273
"prev","women_vitA","SierraLeone","domain_index",1,"Gambia",30,14,-0.18071682129972,0.25
"prev","women_vitA","SierraLeone","domain_enet",1,"Gambia",30,14,-0.00234697170519116,0.25
"prev","women_vitA","SierraLeone","domain_index",1,"Ghana",75,14,0.157247104247808,0.25
"prev","women_vitA","SierraLeone","domain_enet",1,"Ghana",75,14,NA,0.5
"prev","women_vitA","SierraLeone","domain_index",1,"Malawi",87,14,-0.0492864058090144,0.25
"prev","women_vitA","SierraLeone","domain_enet",1,"Malawi",87,14,NA,0.5
"prev","women_vitA","SierraLeone","domain_index",2,"Gambia+Ghana",105,14,0.0680621794505437,0.5
"prev","women_vitA","SierraLeone","domain_enet",2,"Gambia+Ghana",105,14,0.0821440096816907,0.5
"prev","women_vitA","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,-0.115001613554367,0.5
"prev","women_vitA","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,NA,0.5
"prev","women_vitA","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.124389500375132,0.25
"prev","women_vitA","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,0.0258166887571028,0.5
"prev","women_vitA","SierraLeone","domain_index",3,"Gambia+Ghana+Malawi",192,14,0.0915318965024554,0.5
"prev","women_vitA","SierraLeone","domain_enet",3,"Gambia+Ghana+Malawi",192,14,0.124389500375132,0.25
"prev","child_iron","Gambia","domain_index",1,"Ghana",75,30,0.560685285480843,0.5
"prev","child_iron","Gambia","domain_enet",1,"Ghana",75,30,0.291689844946582,0.375
"prev","child_iron","Gambia","domain_index",1,"Malawi",87,30,-0.370230283746081,0
"prev","child_iron","Gambia","domain_enet",1,"Malawi",87,30,-0.339526089541177,0.25
"prev","child_iron","Gambia","domain_index",2,"Ghana+Malawi",162,30,0.466570255417987,0.375
"prev","child_iron","Gambia","domain_enet",2,"Ghana+Malawi",162,30,0.399599512985553,0.375
"prev","child_iron","Gambia","domain_index",2,"Ghana+SierraLeone",89,30,0.540215822677574,0.5
"prev","child_iron","Gambia","domain_enet",2,"Ghana+SierraLeone",89,30,0.327288910691397,0.5
"prev","child_iron","Gambia","domain_index",2,"Malawi+SierraLeone",101,30,-0.266548004764306,0
"prev","child_iron","Gambia","domain_enet",2,"Malawi+SierraLeone",101,30,-0.196684838240105,0.25
"prev","child_iron","Gambia","domain_index",3,"Ghana+Malawi+SierraLeone",176,30,0.48503727077311,0.375
"prev","child_iron","Gambia","domain_enet",3,"Ghana+Malawi+SierraLeone",176,30,0.304817000439982,0.375
"prev","child_iron","Ghana","domain_index",1,"Gambia",30,75,0.528234152157965,0.526315789473684
"prev","child_iron","Ghana","domain_enet",1,"Gambia",30,75,0.485315216531107,0.368421052631579
"prev","child_iron","Ghana","domain_index",1,"Malawi",87,75,-0.208598020461872,0.105263157894737
"prev","child_iron","Ghana","domain_enet",1,"Malawi",87,75,0.112437331357785,0.315789473684211
"prev","child_iron","Ghana","domain_index",2,"Gambia+Malawi",117,75,0.471023182411851,0.368421052631579
"prev","child_iron","Ghana","domain_enet",2,"Gambia+Malawi",117,75,0.165821862398643,0.421052631578947
"prev","child_iron","Ghana","domain_index",2,"Gambia+SierraLeone",44,75,0.516526391940392,0.526315789473684
"prev","child_iron","Ghana","domain_enet",2,"Gambia+SierraLeone",44,75,0.464812358393993,0.526315789473684
"prev","child_iron","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,-0.184968333681283,0.105263157894737
"prev","child_iron","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,-0.0183611946826808,0.105263157894737
"prev","child_iron","Ghana","domain_index",3,"Gambia+Malawi+SierraLeone",131,75,0.538499858982885,0.526315789473684
"prev","child_iron","Ghana","domain_enet",3,"Gambia+Malawi+SierraLeone",131,75,0.465583357237589,0.473684210526316
"prev","child_iron","Malawi","domain_index",1,"Gambia",30,87,-0.0636435176711649,0.318181818181818
"prev","child_iron","Malawi","domain_enet",1,"Gambia",30,87,0.0632969350297914,0.363636363636364
"prev","child_iron","Malawi","domain_index",1,"Ghana",75,87,-0.0855876712276026,0.227272727272727
"prev","child_iron","Malawi","domain_enet",1,"Ghana",75,87,0.0545867660163258,0.227272727272727
"prev","child_iron","Malawi","domain_index",2,"Gambia+Ghana",105,87,-0.0741230822748003,0.181818181818182
"prev","child_iron","Malawi","domain_enet",2,"Gambia+Ghana",105,87,0.0182503122470623,0.409090909090909
"prev","child_iron","Malawi","domain_index",2,"Gambia+SierraLeone",44,87,-0.158087287445443,0.227272727272727
"prev","child_iron","Malawi","domain_enet",2,"Gambia+SierraLeone",44,87,-0.029897313116377,0.272727272727273
"prev","child_iron","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,-0.120774929922838,0.181818181818182
"prev","child_iron","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.0678116299634725,0.181818181818182
"prev","child_iron","Malawi","domain_index",3,"Gambia+Ghana+SierraLeone",119,87,-0.0939056546205666,0.181818181818182
"prev","child_iron","Malawi","domain_enet",3,"Gambia+Ghana+SierraLeone",119,87,0.0138450644632887,0.363636363636364
"prev","child_iron","SierraLeone","domain_index",1,"Gambia",30,14,0.112087912087912,0.25
"prev","child_iron","SierraLeone","domain_enet",1,"Gambia",30,14,-0.164835164835165,0
"prev","child_iron","SierraLeone","domain_index",1,"Ghana",75,14,0.12967032967033,0.25
"prev","child_iron","SierraLeone","domain_enet",1,"Ghana",75,14,0.0901098901098901,0.25
"prev","child_iron","SierraLeone","domain_index",1,"Malawi",87,14,-0.30989010989011,0.25
"prev","child_iron","SierraLeone","domain_enet",1,"Malawi",87,14,-0.292307692307692,0.25
"prev","child_iron","SierraLeone","domain_index",2,"Gambia+Ghana",105,14,0.134065934065934,0.25
"prev","child_iron","SierraLeone","domain_enet",2,"Gambia+Ghana",105,14,0.138461538461538,0.25
"prev","child_iron","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,-0.156043956043956,0
"prev","child_iron","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,0.147252747252747,0.5
"prev","child_iron","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.0945054945054945,0.25
"prev","child_iron","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,-0.0593406593406593,0.25
"prev","child_iron","SierraLeone","domain_index",3,"Gambia+Ghana+Malawi",192,14,0.182417582417582,0.25
"prev","child_iron","SierraLeone","domain_enet",3,"Gambia+Ghana+Malawi",192,14,0.00659340659340659,0.25
"prev","women_iron","Gambia","domain_index",1,"Ghana",75,30,0.607409059270913,0.625
"prev","women_iron","Gambia","domain_enet",1,"Ghana",75,30,NA,0.125
"prev","women_iron","Gambia","domain_index",1,"Malawi",87,30,-0.160418290012575,0
"prev","women_iron","Gambia","domain_enet",1,"Malawi",87,30,NA,0.125
"prev","women_iron","Gambia","domain_index",2,"Ghana+Malawi",162,30,0.444320839327478,0.25
"prev","women_iron","Gambia","domain_enet",2,"Ghana+Malawi",162,30,0.418956504984297,0.375
"prev","women_iron","Gambia","domain_index",2,"Ghana+SierraLeone",89,30,0.558237849710887,0.375
"prev","women_iron","Gambia","domain_enet",2,"Ghana+SierraLeone",89,30,0.487929694864877,0.375
"prev","women_iron","Gambia","domain_index",2,"Malawi+SierraLeone",101,30,-0.195349873274675,0
"prev","women_iron","Gambia","domain_enet",2,"Malawi+SierraLeone",101,30,NA,0.125
"prev","women_iron","Gambia","domain_index",3,"Ghana+Malawi+SierraLeone",176,30,0.425853823972355,0.25
"prev","women_iron","Gambia","domain_enet",3,"Ghana+Malawi+SierraLeone",176,30,0.550005565757399,0.25
"prev","women_iron","Ghana","domain_index",1,"Gambia",30,75,0.18226953991126,0.473684210526316
"prev","women_iron","Ghana","domain_enet",1,"Gambia",30,75,0.239836671990905,0.368421052631579
"prev","women_iron","Ghana","domain_index",1,"Malawi",87,75,0.34997823561742,0.368421052631579
"prev","women_iron","Ghana","domain_enet",1,"Malawi",87,75,NA,0.157894736842105
"prev","women_iron","Ghana","domain_index",2,"Gambia+Malawi",117,75,0.392150008705508,0.578947368421053
"prev","women_iron","Ghana","domain_enet",2,"Gambia+Malawi",117,75,0.395286633247713,0.578947368421053
"prev","women_iron","Ghana","domain_index",2,"Gambia+SierraLeone",44,75,0.144817091822452,0.473684210526316
"prev","women_iron","Ghana","domain_enet",2,"Gambia+SierraLeone",44,75,-0.0123738399371395,0.210526315789474
"prev","women_iron","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.23792304325644,0.263157894736842
"prev","women_iron","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,NA,0.157894736842105
"prev","women_iron","Ghana","domain_index",3,"Gambia+Malawi+SierraLeone",131,75,0.354596843314887,0.526315789473684
"prev","women_iron","Ghana","domain_enet",3,"Gambia+Malawi+SierraLeone",131,75,0.423904735148842,0.684210526315789
"prev","women_iron","Malawi","domain_index",1,"Gambia",30,87,-0.0471329549063847,0.363636363636364
"prev","women_iron","Malawi","domain_enet",1,"Gambia",30,87,-0.0185310635747412,0.318181818181818
"prev","women_iron","Malawi","domain_index",1,"Ghana",75,87,0.214764104426146,0.363636363636364
"prev","women_iron","Malawi","domain_enet",1,"Ghana",75,87,0.13640047594275,0.318181818181818
"prev","women_iron","Malawi","domain_index",2,"Gambia+Ghana",105,87,0.190586712789171,0.409090909090909
"prev","women_iron","Malawi","domain_enet",2,"Gambia+Ghana",105,87,0.164104508549744,0.363636363636364
"prev","women_iron","Malawi","domain_index",2,"Gambia+SierraLeone",44,87,-0.0839081375149995,0.227272727272727
"prev","women_iron","Malawi","domain_enet",2,"Gambia+SierraLeone",44,87,0.10681741940685,0.409090909090909
"prev","women_iron","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.240191093257222,0.318181818181818
"prev","women_iron","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.212338960242039,0.363636363636364
"prev","women_iron","Malawi","domain_index",3,"Gambia+Ghana+SierraLeone",119,87,0.201990444219781,0.409090909090909
"prev","women_iron","Malawi","domain_enet",3,"Gambia+Ghana+SierraLeone",119,87,0.208941907129187,0.318181818181818
"prev","women_iron","SierraLeone","domain_index",1,"Gambia",30,14,-0.208791208791209,0.25
"prev","women_iron","SierraLeone","domain_enet",1,"Gambia",30,14,-0.16043956043956,0
"prev","women_iron","SierraLeone","domain_index",1,"Ghana",75,14,-0.441758241758242,0
"prev","women_iron","SierraLeone","domain_enet",1,"Ghana",75,14,-0.208791208791209,0
"prev","women_iron","SierraLeone","domain_index",1,"Malawi",87,14,-0.0549450549450549,0
"prev","women_iron","SierraLeone","domain_enet",1,"Malawi",87,14,NA,0.5
"prev","women_iron","SierraLeone","domain_index",2,"Gambia+Ghana",105,14,-0.331868131868132,0.25
"prev","women_iron","SierraLeone","domain_enet",2,"Gambia+Ghana",105,14,-0.468131868131868,0
"prev","women_iron","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,-0.156043956043956,0.25
"prev","women_iron","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,0.138461538461538,0
"prev","women_iron","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,-0.432967032967033,0
"prev","women_iron","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,0.178021978021978,0
"prev","women_iron","SierraLeone","domain_index",3,"Gambia+Ghana+Malawi",192,14,-0.345054945054945,0
"prev","women_iron","SierraLeone","domain_enet",3,"Gambia+Ghana+Malawi",192,14,0.0549450549450549,0
"prev","women_folate","Ghana","domain_index",1,"Malawi",87,75,0.0486849844446321,0.105263157894737
"prev","women_folate","Ghana","domain_enet",1,"Malawi",87,75,0.0218768885019058,0.157894736842105
"prev","women_folate","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.0554832097315435,0.105263157894737
"prev","women_folate","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,0.178350086457882,0.263157894736842
"prev","women_folate","Malawi","domain_index",1,"Ghana",75,87,0.0651327827077648,0.272727272727273
"prev","women_folate","Malawi","domain_enet",1,"Ghana",75,87,0.328493750032058,0.454545454545455
"prev","women_folate","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.149944099450718,0.363636363636364
"prev","women_folate","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.315927041920656,0.363636363636364
"prev","women_folate","SierraLeone","domain_index",1,"Ghana",75,14,0.0505494505494506,0
"prev","women_folate","SierraLeone","domain_enet",1,"Ghana",75,14,0.217582417582418,0.5
"prev","women_folate","SierraLeone","domain_index",1,"Malawi",87,14,0.296703296703297,0.25
"prev","women_folate","SierraLeone","domain_enet",1,"Malawi",87,14,0.27032967032967,0.25
"prev","women_folate","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.283516483516484,0.25
"prev","women_folate","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,0.107692307692308,0.25
"prev","women_b12","Ghana","domain_index",1,"Malawi",87,75,0.272193952537621,0.315789473684211
"prev","women_b12","Ghana","domain_enet",1,"Malawi",87,75,0.245913948567387,0.421052631578947
"prev","women_b12","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.238552924373603,0.263157894736842
"prev","women_b12","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,0.027476785186596,0.263157894736842
"prev","women_b12","Malawi","domain_index",1,"Ghana",75,87,0.353074295186661,0.454545454545455
"prev","women_b12","Malawi","domain_enet",1,"Ghana",75,87,0.225907299297872,0.363636363636364
"prev","women_b12","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.308194083435039,0.409090909090909
"prev","women_b12","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,-0.172335024304059,0.136363636363636
"prev","women_b12","SierraLeone","domain_index",1,"Ghana",75,14,-0.30557532441858,0.25
"prev","women_b12","SierraLeone","domain_enet",1,"Ghana",75,14,0.0137646542530892,0.25
"prev","women_b12","SierraLeone","domain_index",1,"Malawi",87,14,-0.0688232712654459,0.25
"prev","women_b12","SierraLeone","domain_enet",1,"Malawi",87,14,0.121128957427185,0.5
"prev","women_b12","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,-0.115623095725949,0.25
"prev","women_b12","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,0.0991055106222421,0.5
