"country","outcome","target","estimand","arm","rep","n_areas","n","spearman","pearson","mae","wmae","bias","rmse_sd","topk"
"Gambia","child_vitA","prev","infill","domain_index",1,30,30,0.65530731879115,0.58085948021205,10.9734014596437,8.76072865907646,0.724094409571681,1.02666813896131,0.625
"Gambia","child_vitA","prev","infill","sparse5",1,30,30,0.430560519110569,0.33324354313616,11.4448007127274,9.56709651831942,-4.55808014327309,1.15861500395119,0.5
"Gambia","child_vitA","prev","infill","sparse10",1,30,30,0.567769665397227,0.503213075241908,10.4229665233691,9.29578375249638,-4.44814276547475,0.98554687919107,0.625
"Gambia","child_vitA","prev","infill","sparse20",1,30,30,0.59605791471282,0.536836128098822,10.244475081168,9.14997706437167,-3.43573379396234,0.948094211027666,0.625
"Gambia","child_vitA","prev","infill","sparse10w",1,30,30,0.52611688884592,0.486561120167151,10.5748635698587,9.28381392032569,-4.34277695611396,1.00401182048212,0.625
"Gambia","child_vitA","prev","infill","ridge_nested_1se",1,30,30,0.55128674847318,0.539480135826377,10.1544602226891,8.47079641523259,-5.58551365543732,0.943673887523921,0.625
"Gambia","child_vitA","prev","infill","enet_nested_1se",1,30,30,0.574674671135679,0.562667863379199,9.80762565840592,8.02390021701894,-5.37048519392163,0.915699855093677,0.375
"Gambia","child_vitA","prev","infill","lasso_nested_1se",1,30,30,0.541708837287585,0.539323572493805,9.98724480248531,8.17250119841885,-5.35859150300461,0.926300091563623,0.375
"Gambia","child_vitA","prev","infill","domain_index",2,30,30,0.623900679787223,0.513995601620943,11.6819842417704,9.25752611288349,1.23493925879185,1.15346913029193,0.625
"Gambia","child_vitA","prev","infill","sparse5",2,30,30,0.354382713867002,0.33310104167641,11.7177830354262,9.37903704204602,-3.67363859052908,1.12242316569172,0.375
"Gambia","child_vitA","prev","infill","sparse10",2,30,30,0.564651275708893,0.493508432924884,9.63495797359079,7.50083174784409,-1.32178514827746,1.00248526014231,0.625
"Gambia","child_vitA","prev","infill","sparse20",2,30,30,0.618777611013533,0.544153031370043,10.2071189351192,8.21470568724904,-0.866361189033653,1.02767261088249,0.625
"Gambia","child_vitA","prev","infill","sparse10w",2,30,30,0.529012536413658,0.464765490765306,9.92356357752093,7.6774376176573,-1.52492367478286,1.03585768044595,0.625
"Gambia","child_vitA","prev","infill","ridge_nested_1se",2,30,30,0.504733645268778,0.467513440908683,10.2243305016324,8.35331305280957,-5.09165820094034,0.949153873320027,0.5
