"Admin1","Admin2","n_raw","n_raw_cont","n_kish","n_kish_cont","n_psu","n_psu_cont","y_prev","y_level","sd_level","n_eff_national","n_eff_national_cont","n_eff_district","n_eff_district_cont","n_eff","n_eff_cont","deff_binary","deff_cont","country","outcome","at_clamp","svy_prev_pipeline","n_svy_pipeline"
"Upper River","Sandu",16,16,16,16,1,1,0.25,0.183337375855121,0.238774548276919,4.95657316990716,2.9781353141354,12.0217231373481,7.00214735740663,12.0217231373481,7.00214735740663,3.22803668008792,5.37248926335137,"Gambia","child_vitA",FALSE,0.25,16
"Upper River","Wuli",9,9,9,9,1,1,0.111111111111111,0.196193005588283,0.202510005621818,2.78807240807278,1.67520111420116,7.64985552597173,5.34016735883831,7.64985552597173,5.34016735883831,3.22803668008792,5.37248926335137,"Gambia","child_vitA",FALSE,0.111111111111111,9
"Western","Foni Bintang Karanai",17,17,17,17,1,1,0,-0.0105576036466673,0.210562781519539,5.26635899302636,3.16426877126886,12.564804700828,7.17093564136728,12.564804700828,7.17093564136728,3.22803668008792,5.37248926335137,"Gambia","child_vitA",TRUE,0,17
"Western","Foni Brefet",12,12,12,12,1,1,0,-0.0892644189918198,0.193089190610934,3.71742987743037,2.23360148560155,9.656567325756,6.1781051859484,9.656567325756,6.1781051859484,3.22803668008792,5.37248926335137,"Gambia","child_vitA",TRUE,0,12
"Western","Kombo Central",27,27,26.4800798019981,26.4800798019981,2,2,0.174231843559703,0.0765359592016567,0.318454308649669,8.36421722421834,5.02560334260349,20.7561547761523,12.7870927172254,20.7561547761523,12.7870927172254,3.22803668008792,5.37248926335137,"Gambia","child_vitA",FALSE,0.174231843559703,27
"Western","Kombo East",20,20,20,20,1,1,0.1,0.068298734999073,0.234721181862475,6.19571646238395,3.72266914266925,14.0927402161318,7.61126660746697,14.0927402161318,7.61126660746697,3.22803668008792,5.37248926335137,"Gambia","child_vitA",FALSE,0.1,20
"Western","Kombo Saint Mary",56,56,46.9120119746243,46.9120119746243,4,4,0.128387617887681,0.0790392838292855,0.261031431192529,17.3480060946751,10.4234735994739,36.4563120934214,22.1944909512256,36.4563120934214,22.1944909512256,3.22803668008792,5.37248926335137,"Gambia","child_vitA",FALSE,0.128387617887681,56
"Western","Kombo South",19,19,19,19,1,1,0.0526315789473684,-0.00699867704033161,0.253873042206717,5.88593063926476,3.53653568553579,13.5995133588647,7.47438257443158,13.5995133588647,7.47438257443158,3.22803668008792,5.37248926335137,"Gambia","child_vitA",FALSE,0.0526315789473684,19
"Banjul","Banjul",232,232,199.381291727766,199.381291727766,13,13,0,-0.395055716201756,0.329621504992327,122.057722196877,41.6243208349344,199.381291727766,98.4952196951955,199.381291727766,98.4952196951955,1.90074004187779,5.57366451503246,"Gambia","women_vitA",TRUE,0,232
"Banjul","Kanifing",139,139,121.915646958318,121.915646958318,8,8,0.0132270263647896,-0.346135067527018,0.296779811750792,73.1294111438186,24.9387094657581,121.915646958318,61.0914039942525,121.915646958318,61.0914039942525,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.0132270263647896,139
"Lower River","Jarra East",43,43,42.3120338810193,42.3120338810193,2,2,0.141791677971889,-0.0872411684014505,0.346249321517734,22.6227674761453,7.71485256854387,42.3120338810193,18.835203184622,42.3120338810193,18.835203184622,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.141791677971889,43
"Lower River","Jarra West",61,61,59.1848887500634,59.1848887500634,3,3,0,-0.275488203336286,0.323803445782139,32.092763163834,10.9443257367715,59.1848887500634,27.2052092489751,59.1848887500634,27.2052092489751,1.90074004187779,5.57366451503246,"Gambia","women_vitA",TRUE,0,61
"Lower River","Kiang Central",20,20,20,20,1,1,0,-0.213063827704903,0.297953322534643,10.5222174307653,3.58830352025296,20,9.2797470064532,20,9.2797470064532,1.90074004187779,5.57366451503246,"Gambia","women_vitA",TRUE,0,20
"Lower River","Kiang East",21,21,21,21,1,1,0,-0.0706066963345006,0.218483054807595,11.0483283023035,3.76771869626561,21,9.47639398573993,21,9.47639398573993,1.90074004187779,5.57366451503246,"Gambia","women_vitA",TRUE,0,21
"Maccarthy Island","Fulladu West",147,147,80.4289433047818,80.4289433047818,5,5,0.0218873492044434,-0.227585021198814,0.369818569082147,77.3382981161247,26.3740308738593,80.4289433047818,29.4960865232844,80.4289433047818,29.4960865232844,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.0218873492044434,147
"Maccarthy Island","Lower Saloum",29,29,24.2964380264264,24.2964380264264,2,2,0.0118656087318595,-0.119403321537669,0.220682937128212,15.2572152746096,5.2030401043668,24.2964380264264,13.3436635000469,24.2964380264264,13.3436635000469,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.0118656087318595,29
"Maccarthy Island","Niamina Dankunku",20,20,20,20,1,1,0,-0.123935125973178,0.18257972680858,10.5222174307653,3.58830352025296,20,9.27974700645321,20,9.27974700645321,1.90074004187779,5.57366451503246,"Gambia","women_vitA",TRUE,0,20
"Maccarthy Island","Niamina East",23,23,23,23,1,1,0.130434782608696,-0.12402604636709,0.344240115997665,12.1005500453801,4.12654904829091,23,9.83899935512912,23,9.83899935512912,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.130434782608696,23
"Maccarthy Island","Niani",45,45,35.6664618421289,35.6664618421289,3,3,0.101351662685147,-0.0188786398479643,0.31167580358629,23.6749892192218,8.07368292056917,35.6664618421289,19.2664322276664,35.6664618421289,19.2664322276664,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.101351662685147,45
"Maccarthy Island","Nianija",21,21,20.9998981050086,20.9998981050086,2,2,0.0477098880449538,-0.20085970875382,0.304132901506844,11.0483283023035,3.76771869626561,20.9998981050086,13.3111629368127,20.9998981050086,13.3111629368127,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.0477098880449538,21
"Maccarthy Island","Sami",19,19,19,19,1,1,0.0526315789473684,-0.00926652991821157,0.294490471613626,9.996106559227,3.40888834424031,19,9.07168263758333,19,9.07168263758333,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.0526315789473684,19
"Maccarthy Island","Upper Saloum",14,14,14,14,1,1,0.0714285714285714,-0.101705379184442,0.219099657416898,7.36555220153568,2.51181246417707,14,7.81938853663707,14,7.81938853663707,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.0714285714285714,14
"North Bank","Central Baddibu",33,33,33,33,1,1,0.0606060606060606,-0.0492866372304352,0.292110705592069,17.3616587607627,5.92070080841739,33,11.2029507999862,33,11.2029507999862,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.0606060606060606,33
"North Bank","Jokadu",12,12,12,12,1,1,0,-0.219039530523809,0.239126470486266,6.31333045845916,2.15298211215178,12,7.1907180230879,12,7.1907180230879,1.90074004187779,5.57366451503246,"Gambia","women_vitA",TRUE,0,12
"North Bank","Lower Baddibu",23,23,23,23,1,1,0,-0.187785144414882,0.266298338067712,12.1005500453801,4.12654904829091,23,9.83899935512912,23,9.83899935512912,1.90074004187779,5.57366451503246,"Gambia","women_vitA",TRUE,0,23
"North Bank","Lower Nuimi",29,29,27.0924319182514,27.0924319182514,2,2,0,-0.327501224185148,0.224730379535679,15.2572152746096,5.2030401043668,27.0924319182514,14.8792302197497,27.0924319182514,14.8792302197497,1.90074004187779,5.57366451503246,"Gambia","women_vitA",TRUE,0,29
"North Bank","Upper Baddibu",38,38,36.1884112619072,36.1884112619072,2,2,0.030561624570692,-0.266267502977067,0.296259826420644,19.992213118454,6.81777668848063,36.1884112619072,17.2784095855983,36.1884112619072,17.2784095855983,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.030561624570692,38
"North Bank","Upper Nuimi",17,17,17,17,1,1,0,-0.172506772223338,0.198461682592159,8.94388481615047,3.05005799221502,17,8.61707918376455,17,8.61707918376455,1.90074004187779,5.57366451503246,"Gambia","women_vitA",TRUE,0,17
"Upper River","Fulladu East",153,153,127.183716302127,127.183716302127,5,5,0.0251968204454412,-0.222742220637747,0.32710561095984,80.4949633453543,27.4505219299352,127.183716302127,45.4271596622817,127.183716302127,45.4271596622817,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.0251968204454412,153
"Upper River","Kantora",17,17,17,17,1,1,0.176470588235294,0.0571235682763009,0.402619780449941,8.94388481615047,3.05005799221502,17,8.61707918376456,17,8.61707918376456,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.176470588235294,17
"Upper River","Sandu",15,15,15,15,1,1,0,-0.23154769045866,0.276960483613206,7.89166307307395,2.69122764018972,15,8.10275167450548,15,8.10275167450548,1.90074004187779,5.57366451503246,"Gambia","women_vitA",TRUE,0,15
"Upper River","Wuli",11,11,11,11,1,1,0.0909090909090909,-0.164996077582424,0.366561376894586,5.78721958692089,1.97356693613913,11,6.840726228432,11,6.840726228432,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.0909090909090909,11
"Western","Foni Bintang Karanai",20,20,20,20,1,1,0,-0.284220328768717,0.235827721785002,10.5222174307653,3.58830352025296,20,9.2797470064532,20,9.2797470064532,1.90074004187779,5.57366451503246,"Gambia","women_vitA",TRUE,0,20
"Western","Foni Brefet",17,17,17,17,1,1,0.0588235294117647,-0.41448166823784,0.388124525650464,8.94388481615047,3.05005799221502,17,8.61707918376455,17,8.61707918376455,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.0588235294117647,17
"Western","Kombo Central",42,42,41.9614084637948,41.9614084637948,2,2,0,-0.315736650770039,0.271009078289413,22.096656604607,7.53543739253122,41.9614084637948,18.9353732761658,41.9614084637948,18.9353732761658,1.90074004187779,5.57366451503246,"Gambia","women_vitA",TRUE,0,42
"Western","Kombo East",28,28,28,28,1,1,0,-0.397275998394753,0.321614648346148,14.7311044030714,5.02362492835415,28,10.599458851502,28,10.599458851502,1.90074004187779,5.57366451503246,"Gambia","women_vitA",TRUE,0,28
"Western","Kombo Saint Mary",95,95,75.4743592085888,75.4743592085888,4,4,0.0132030698826296,-0.281549230520079,0.290004474906393,49.980532796135,17.0444417212016,75.4743592085888,31.6688390638338,75.4743592085888,31.6688390638338,1.90074004187779,5.57366451503246,"Gambia","women_vitA",FALSE,0.0132030698826296,95
"Western","Kombo South",29,29,29,29,1,1,0,-0.349962536769145,0.370689029038068,15.2572152746096,5.2030401043668,29,10.7310194901099,29,10.7310194901099,1.90074004187779,5.57366451503246,"Gambia","women_vitA",TRUE,0,29
"Banjul","Banjul",96,96,78.8156396120093,78.8156396120093,13,13,0.473593738668456,-2.45558675725347,0.867332529384091,17.0526284970987,23.3465646661444,49.0124527878871,59.8731369375089,49.0124527878871,59.8731369375089,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.473593738668456,96
"Banjul","Kanifing",72,72,65.5313324235619,65.5313324235619,8,8,0.473611993521602,-2.47506676069107,0.742155667496283,12.789471372824,17.5099234996083,37.1930579659364,46.927942008904,37.1930579659364,46.927942008904,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.473611993521602,72
"Lower River","Jarra East",52,52,46.1903015931357,46.1903015931357,2,2,0.803331843115757,-1.89690268967338,0.795362112488001,9.23684043592848,12.6460558608282,13.6616803309317,20.6314755366338,13.6616803309317,20.6314755366338,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.803331843115758,52
"Lower River","Jarra West",35,35,25.2218010076486,25.2218010076486,3,3,0.359107369139993,-2.62061961542311,0.765326562060045,6.21710413956724,8.51176836786514,12.5114448852745,16.5003008788056,12.5114448852745,16.5003008788056,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.359107369139993,35
"Lower River","Kiang Central",24,24,24,24,1,1,0.666666666666667,-1.99780820845684,0.814371614086038,4.26315712427468,5.8366411665361,7.52225930270842,11.2164171119308,7.52225930270842,11.2164171119308,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.666666666666667,24
"Lower River","Kiang East",22,22,22,22,1,1,0.772727272727273,-1.87683744842497,0.819320322853269,3.90789403058512,5.35025440265809,7.3332114505269,10.781065863805,7.3332114505269,10.781065863805,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.772727272727273,22
"Maccarthy Island","Fulladu West",112,112,55.4846898307464,55.4846898307464,5,5,0.724936871605935,-2.08409494991976,0.842954883267116,19.8947332466152,27.2376587771684,18.262680240129,26.9286187133547,18.262680240129,26.9286187133547,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.724936871605935,112
"Maccarthy Island","Lower Saloum",39,39,35.4050358593291,35.4050358593291,2,2,0.634062462463658,-2.23987582003453,0.908065962303267,6.92763032694636,9.48454189562115,12.818860833305,18.4715641739295,12.818860833305,18.4715641739295,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.634062462463657,39
"Maccarthy Island","Niamina Dankunku",34,34,34,34,1,1,0.764705882352941,-2.0393368956622,0.672750812379832,6.03947259272247,8.26857498592613,8.20674133628247,12.9019945829733,8.20674133628247,12.9019945829733,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.764705882352941,34
"Maccarthy Island","Niamina East",28,28,28,28,1,1,0.714285714285714,-1.97008814246685,0.655819589275393,4.9736833116538,6.80941469429211,7.83985927208275,11.9763910661374,7.83985927208275,11.9763910661374,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.714285714285714,28
"Maccarthy Island","Niani",44,44,38.3383978667206,38.3383978667206,3,3,0.671920634424059,-2.30347349196148,0.865830866174714,7.81578806117025,10.7005088053162,16.657138018844,22.858227049513,16.657138018844,22.858227049513,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.671920634424059,44
"Maccarthy Island","Nianija",22,22,21.9991791150026,21.9991791150026,2,2,0.590402153182099,-2.38527848025244,0.866746048558451,3.90789403058512,5.35025440265809,11.2677351975499,14.7099477581323,11.2677351975499,14.7099477581323,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.590402153182099,22
"Maccarthy Island","Sami",18,18,18,18,1,1,0.944444444444444,-1.70270214942697,0.485204423042556,3.19736784320601,4.37748087490207,6.87262135268598,9.76985338316522,6.87262135268598,9.76985338316522,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.944444444444444,18
"Maccarthy Island","Upper Saloum",9,9,9,9,1,1,0.888888888888889,-1.87873098599397,0.559705521925445,1.59868392160301,2.18874043745104,5.10805303835197,6.44503113945962,5.10805303835197,6.44503113945962,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.888888888888889,9
"North Bank","Central Baddibu",14,14,14,14,1,1,0.642857142857143,-2.40481069314382,0.773135591438648,2.4868416558269,3.40470734714606,6.25523287920004,8.51483118083971,6.25523287920004,8.51483118083971,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.642857142857143,14
"North Bank","Jokadu",14,14,14,14,1,1,0.785714285714286,-1.94618268006074,0.621199763842279,2.4868416558269,3.40470734714606,6.25523287920004,8.51483118083971,6.25523287920004,8.51483118083971,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.785714285714286,14
"North Bank","Lower Baddibu",9,9,9,9,1,1,0.666666666666667,-2.35559940232665,0.878329587311648,1.59868392160301,2.18874043745104,5.10805303835197,6.44503113945962,5.10805303835197,6.44503113945962,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.666666666666667,9
"North Bank","Lower Nuimi",13,13,11.7188222671001,11.7188222671001,2,2,0.574655145648432,-2.2687289127496,0.730785394400548,2.30921010898212,3.16151396520705,7.69041120575074,9.20898728941596,7.69041120575074,9.20898728941596,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.574655145648432,13
"North Bank","Upper Baddibu",34,34,33.9958610382319,33.9958610382319,2,2,0.707440350601493,-2.06113138781182,0.736952400504203,6.03947259272247,8.26857498592613,13.4698553899056,18.9619189500697,13.4698553899056,18.9619189500697,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.707440350601493,34
"North Bank","Upper Nuimi",9,9,9,9,1,1,0.444444444444444,-2.48352893986982,1.19349103965734,1.59868392160301,2.18874043745104,5.10805303835197,6.44503113945962,5.10805303835197,6.44503113945962,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.444444444444444,9
"Upper River","Fulladu East",124,124,106.445526471229,106.445526471229,5,5,0.608320856214532,-2.3079338530717,0.900466212873439,22.0263118087525,30.1559793604365,32.5848015600795,48.842491192239,32.5848015600795,48.842491192239,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.608320856214532,124
"Upper River","Kantora",15,15,15,15,1,1,0.866666666666667,-1.86171748984788,0.751784464047509,2.66447320267168,3.64790072908506,6.42847984665341,8.85612494428977,6.42847984665341,8.85612494428977,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.866666666666667,15
"Upper River","Sandu",16,16,16,16,1,1,0.4375,-2.47089986771641,0.716892466878397,2.84210474951645,3.89109411102406,6.58813867717119,9.17801620337194,6.58813867717119,9.17801620337194,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.4375,16
"Upper River","Wuli",9,9,9,9,1,1,0.777777777777778,-1.84432154096048,0.672770941459468,1.59868392160301,2.18874043745104,5.10805303835197,6.44503113945962,5.10805303835197,6.44503113945962,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.777777777777778,9
"Western","Foni Bintang Karanai",17,17,17,17,1,1,0.470588235294118,-2.823275723794,0.904308277008803,3.01973629636123,4.13428749296307,6.73574766560183,9.48211377228148,6.73574766560183,9.48211377228148,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.470588235294118,17
"Western","Foni Brefet",11,11,11,11,1,1,0.636363636363636,-1.96497026793115,0.671447367657876,1.95394701529256,2.67512720132904,5.63407782286396,7.3552483251117,5.63407782286396,7.3552483251117,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.636363636363636,11
"Western","Kombo Central",26,26,25.5026580823927,25.5026580823927,2,2,0.330018248151879,-2.5730950708896,0.778492903215668,4.61842021796424,6.3230279304141,11.9010821953874,15.9927681326287,11.9010821953874,15.9927681326287,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.330018248151879,26
"Western","Kombo East",20,20,20,20,1,1,0.6,-2.31945404319601,1.05413488274931,3.55263093689557,4.86386763878008,7.11852976380755,10.301268776274,7.11852976380755,10.301268776274,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.6,20
"Western","Kombo Saint Mary",56,56,46.9120119746243,46.9120119746243,4,4,0.634709256775542,-2.32310052923775,0.826349506165305,9.94736662330759,13.6188293885842,20.9603971237925,28.5319901655326,20.9603971237925,28.5319901655326,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.634709256775542,56
"Western","Kombo South",19,19,19,19,1,1,0.473684210526316,-2.52264636748937,0.828471381436984,3.37499939005079,4.62067425684107,6.9998897805236,10.0425203524801,6.9998897805236,10.0425203524801,5.62963064704852,4.11195400149011,"Gambia","child_iron",FALSE,0.473684210526316,19
"Banjul","Banjul",225,225,192.976438783932,192.976438783932,13,13,0.34413119665356,-3.05950173805547,0.8962115203631,81.6928606356589,76.0370013296401,181.02021831005,170.066890385658,181.02021831005,170.066890385658,2.75421864590438,2.95908565652881,"Gambia","women_iron",FALSE,0.34413119665356,225
"Banjul","Kanifing",139,139,121.915646958318,121.915646958318,8,8,0.300794478115473,-3.13415061718566,0.818234914341915,50.4680339038071,46.973969710311,114.332895310604,107.38959002852,114.332895310604,107.38959002852,2.75421864590438,2.95908565652881,"Gambia","women_iron",FALSE,0.300794478115473,139
"Lower River","Jarra East",43,43,42.3120338810193,42.3120338810193,2,2,0.651585939619729,-2.36675428620476,0.958350247890461,15.6124133659259,14.5315158096646,39.0682484155993,36.1845607578334,39.0682484155993,36.1845607578334,2.75421864590438,2.95908565652881,"Gambia","women_iron",FALSE,0.651585939619729,43
"Lower River","Jarra West",61,61,59.1848887500634,59.1848887500634,3,3,0.437857706397502,-2.81926309242755,0.881873225168801,22.1478422167786,20.6144759160358,54.8870423547633,51.0345561849174,54.8870423547633,51.0345561849174,2.75421864590438,2.95908565652881,"Gambia","women_iron",FALSE,0.437857706397502,61
"Lower River","Kiang Central",20,20,20,20,1,1,0.5,-2.82427275180817,0.837630737164626,7.26158761205857,6.75884456263468,18.5709053315467,17.2868504946146,18.5709053315467,17.2868504946146,2.75421864590438,2.95908565652881,"Gambia","women_iron",FALSE,0.5,20
"Lower River","Kiang East",21,21,21,21,1,1,0.80952380952381,-2.12225313413711,0.670513852962568,7.6246669926615,7.09678679076641,19.4263922990141,18.0225146595183,19.4263922990141,18.0225146595183,2.75421864590438,2.95908565652881,"Gambia","women_iron",FALSE,0.80952380952381,21
