"domain_set","target","outcome","heldout","arm","model","n_units","n_cov","n_block","block_cols","shares_population","spearman","pearson","topk","delta_vs_base","topk_delta_vs_base"
"cs","level","child_vitA","SierraLeone","same_nutrient","domain_index",14,101,1,"women_vitA",FALSE,0.362637362637363,0.364245520848554,0.75,-0.0351648351648352,0
"cs","level","child_vitA","Gambia","same_nutrient","domain_enet",30,101,1,"women_vitA",FALSE,0.830923248053393,0.820531890448982,0.75,0.186874304783092,0.25
"cs","level","child_vitA","Ghana","same_nutrient","domain_enet",75,101,1,"women_vitA",FALSE,0.418605974395448,0.422451868456062,0.578947368421053,0.153115220483642,0.210526315789474
"cs","level","child_vitA","Malawi","same_nutrient","domain_enet",87,101,1,"women_vitA",FALSE,0.285539841073121,0.344924866818201,0.318181818181818,0.102354742290588,-0.0454545454545455
"cs","level","child_vitA","SierraLeone","same_nutrient","domain_enet",14,101,1,"women_vitA",FALSE,0.0549450549450549,0.205671156147046,0.25,-0.0791208791208791,-0.25
"cs","level","child_vitA","Gambia","other_xpop","domain_index",30,101,1,"women_iron",FALSE,0.788654060066741,0.778851418457955,0.5,0.00444938820912122,0
"cs","level","child_vitA","Ghana","other_xpop","domain_index",75,101,1,"women_iron",FALSE,0.30275960170697,0.287108954350458,0.473684210526316,0.0118918918918919,0.0526315789473684
"cs","level","child_vitA","Malawi","other_xpop","domain_index",87,101,1,"women_iron",FALSE,0.225796456951228,0.236390940997654,0.318181818181818,0.000164030035722074,0
"cs","level","child_vitA","SierraLeone","other_xpop","domain_index",14,101,1,"women_iron",FALSE,0.525274725274725,0.362300792610635,0.75,0.127472527472527,0
"cs","level","child_vitA","Gambia","other_xpop","domain_enet",30,101,1,"women_iron",FALSE,0.714349276974416,0.691251674217407,0.625,0.0703003337041156,0.125
"cs","level","child_vitA","Ghana","other_xpop","domain_enet",75,101,1,"women_iron",FALSE,0.316586059743954,0.300754580033368,0.526315789473684,0.0510953058321479,0.157894736842105
"cs","level","child_vitA","Malawi","other_xpop","domain_enet",87,101,1,"women_iron",FALSE,0.23274039513013,0.231526087649158,0.318181818181818,0.0495552963475979,-0.0454545454545455
"cs","level","child_vitA","SierraLeone","other_xpop","domain_enet",14,101,1,"women_iron",FALSE,0.156043956043956,0.219757910950031,0.25,0.021978021978022,-0.25
"cs","level","child_vitA","Gambia","other_samepop","domain_index",30,101,1,"child_iron",TRUE,0.785094549499444,0.763918522661885,0.5,0.000889877641824244,0
"cs","level","child_vitA","Ghana","other_samepop","domain_index",75,101,1,"child_iron",TRUE,0.310440967283073,0.286099955179159,0.526315789473684,0.0195732574679943,0.105263157894737
"cs","level","child_vitA","Malawi","other_samepop","domain_index",87,101,1,"child_iron",TRUE,0.230553327987169,0.246068890922646,0.318181818181818,0.0049209010716629,0
"cs","level","child_vitA","SierraLeone","other_samepop","domain_index",14,101,1,"child_iron",TRUE,0.428571428571429,0.311861589584782,0.75,0.0307692307692307,0
"cs","level","child_vitA","Gambia","other_samepop","domain_enet",30,101,1,"child_iron",TRUE,0.6440489432703,0.585560229651165,0.5,0,0
"cs","level","child_vitA","Ghana","other_samepop","domain_enet",75,101,1,"child_iron",TRUE,0.296358463726885,0.284363487177549,0.473684210526316,0.0308677098150782,0.105263157894737
"cs","level","child_vitA","Malawi","other_samepop","domain_enet",87,101,1,"child_iron",TRUE,0.213949843260188,0.233967029878095,0.409090909090909,0.0307647444776555,0.0454545454545455
"cs","level","child_vitA","SierraLeone","other_samepop","domain_enet",14,101,1,"child_iron",TRUE,0.186813186813187,0.156740832115227,0.5,0.0527472527472528,0
"cs","level","child_vitA","Gambia","all_other","domain_index",30,101,3,"women_vitA;child_iron;women_iron",NA,0.816685205784205,0.820923821203979,0.5,0.0324805339265851,0
"cs","level","child_vitA","Ghana","all_other","domain_index",75,101,3,"women_vitA;child_iron;women_iron",NA,0.374139402560455,0.358461879724811,0.578947368421053,0.083271692745377,0.157894736842105
"cs","level","child_vitA","Malawi","all_other","domain_index",87,101,3,"women_vitA;child_iron;women_iron",NA,0.298024349347525,0.310455880555195,0.363636363636364,0.0723919224320186,0.0454545454545455
"cs","level","child_vitA","SierraLeone","all_other","domain_index",14,101,3,"women_vitA;child_iron;women_iron",NA,0.472527472527473,0.312647985733409,0.75,0.0747252747252747,0
"cs","level","child_vitA","Gambia","all_other","domain_enet",30,101,3,"women_vitA;child_iron;women_iron",NA,0.84916573971079,0.845026092306477,0.75,0.205116796440489,0.25
"cs","level","child_vitA","Ghana","all_other","domain_enet",75,101,3,"women_vitA;child_iron;women_iron",NA,0.434935988620199,0.436978639305899,0.578947368421053,0.169445234708393,0.210526315789474
"cs","level","child_vitA","Malawi","all_other","domain_enet",87,101,3,"women_vitA;child_iron;women_iron",NA,0.31160239119341,0.369747850719669,0.409090909090909,0.128417292410877,0.0454545454545455
"cs","level","child_vitA","SierraLeone","all_other","domain_enet",14,101,3,"women_vitA;child_iron;women_iron",NA,0.0813186813186813,0.172794202339968,0.25,-0.0527472527472527,-0.25
"cs","level","child_vitA","Gambia","block_only_same_nutrient","domain_index",30,0,1,"women_vitA",FALSE,0.794883203559511,0.82661336982537,0.625,0.010678531701891,0.125
"cs","level","child_vitA","Ghana","block_only_same_nutrient","domain_index",75,0,1,"women_vitA",FALSE,0.48099573257468,0.498822590129868,0.526315789473684,0.190128022759602,0.105263157894737
"cs","level","child_vitA","Malawi","block_only_same_nutrient","domain_index",87,0,1,"women_vitA",FALSE,0.296074214478384,0.32594654615653,0.318181818181818,0.0704417875628782,0
"cs","level","child_vitA","SierraLeone","block_only_same_nutrient","domain_index",14,0,1,"women_vitA",FALSE,0.191208791208791,0.217671186766764,0.5,-0.206593406593407,-0.25
"cs","level","child_vitA","Gambia","block_only_same_nutrient","domain_enet",30,0,1,"women_vitA",FALSE,NA,NA,0.25,NA,-0.25
"cs","level","child_vitA","Ghana","block_only_same_nutrient","domain_enet",75,0,1,"women_vitA",FALSE,NA,NA,0.0526315789473684,NA,-0.315789473684211
"cs","level","child_vitA","Malawi","block_only_same_nutrient","domain_enet",87,0,1,"women_vitA",FALSE,NA,NA,0.136363636363636,NA,-0.227272727272727
"cs","level","child_vitA","SierraLeone","block_only_same_nutrient","domain_enet",14,0,1,"women_vitA",FALSE,NA,NA,0.25,NA,-0.25
"cs","level","child_vitA","Gambia","block_only_all","domain_index",30,0,3,"women_vitA;child_iron;women_iron",NA,0.871857619577308,0.861372631249048,0.75,0.0876529477196886,0.25
"cs","level","child_vitA","Ghana","block_only_all","domain_index",75,0,3,"women_vitA;child_iron;women_iron",NA,0.527596017069701,0.521905107248009,0.578947368421053,0.236728307254623,0.157894736842105
"cs","level","child_vitA","Malawi","block_only_all","domain_index",87,0,3,"women_vitA;child_iron;women_iron",NA,0.30595246774076,0.315662986073147,0.409090909090909,0.0803200408252533,0.0909090909090909
"cs","level","child_vitA","SierraLeone","block_only_all","domain_index",14,0,3,"women_vitA;child_iron;women_iron",NA,0.112087912087912,0.0942199913329316,0.25,-0.285714285714286,-0.5
"cs","level","child_vitA","Gambia","block_only_all","domain_enet",30,0,3,"women_vitA;child_iron;women_iron",NA,0.844271412680756,0.854770118765398,0.75,0.200222469410456,0.25
"cs","level","child_vitA","Ghana","block_only_all","domain_enet",75,0,3,"women_vitA;child_iron;women_iron",NA,0.535874822190612,0.528662790973121,0.631578947368421,0.270384068278805,0.263157894736842
"cs","level","child_vitA","Malawi","block_only_all","domain_enet",87,0,3,"women_vitA;child_iron;women_iron",NA,0.314974119705475,0.370612368392791,0.409090909090909,0.131789020922942,0.0454545454545455
"cs","level","child_vitA","SierraLeone","block_only_all","domain_enet",14,0,3,"women_vitA;child_iron;women_iron",NA,0.217582417582418,0.121489347566257,0.5,0.0835164835164835,0
"cs","level","women_iron","Gambia","base","domain_index",30,101,0,"",FALSE,0.712124582869855,0.671986487329013,0.5,0,0
"cs","level","women_iron","Ghana","base","domain_index",75,101,0,"",FALSE,0.319857752489331,0.363504201871347,0.631578947368421,0,0
"cs","level","women_iron","Malawi","base","domain_index",87,101,0,"",FALSE,0.289221404097106,0.211018991829762,0.590909090909091,0,0
"cs","level","women_iron","SierraLeone","base","domain_index",14,101,0,"",FALSE,0.107692307692308,-0.0802378049042543,0.5,0,0
"cs","level","women_iron","Gambia","base","domain_enet",30,101,0,"",FALSE,0.489210233592881,0.489646464338298,0.5,0,0
"cs","level","women_iron","Ghana","base","domain_enet",75,101,0,"",FALSE,0.175504978662873,0.175017750951254,0.526315789473684,0,0
"cs","level","women_iron","Malawi","base","domain_enet",87,101,0,"",FALSE,0.293176350513961,0.224044759506866,0.545454545454545,0,0
"cs","level","women_iron","SierraLeone","base","domain_enet",14,101,0,"",FALSE,0.16043956043956,-0.0668653872498949,0.5,0,0
"cs","level","women_iron","Gambia","same_nutrient","domain_index",30,101,1,"child_iron",FALSE,0.789988876529477,0.775244769866149,0.5,0.0778642936596219,0
"cs","level","women_iron","Ghana","same_nutrient","domain_index",75,101,1,"child_iron",FALSE,0.331806543385491,0.387454986660065,0.578947368421053,0.0119487908961594,-0.0526315789473684
"cs","level","women_iron","Malawi","same_nutrient","domain_index",87,101,1,"child_iron",FALSE,0.324888824086899,0.28242599270254,0.545454545454545,0.0356674199897937,-0.0454545454545455
"cs","level","women_iron","SierraLeone","same_nutrient","domain_index",14,101,1,"child_iron",FALSE,0.173626373626374,-0.00679721662221391,0.5,0.0659340659340659,0
"cs","level","women_iron","Gambia","same_nutrient","domain_enet",30,101,1,"child_iron",FALSE,0.686318131256952,0.734564805610038,0.625,0.197107897664071,0.125
"cs","level","women_iron","Ghana","same_nutrient","domain_enet",75,101,1,"child_iron",FALSE,0.314423897581792,0.327773800595275,0.578947368421053,0.138918918918919,0.0526315789473685
"cs","level","women_iron","Malawi","same_nutrient","domain_enet",87,101,1,"child_iron",FALSE,0.343679375956842,0.358978285191581,0.545454545454545,0.050503025442881,0
"cs","level","women_iron","SierraLeone","same_nutrient","domain_enet",14,101,1,"child_iron",FALSE,0.23956043956044,0.0747167825792332,0.5,0.0791208791208791,0
"cs","level","women_iron","Gambia","other_xpop","domain_index",30,101,1,"child_vitA",FALSE,0.739710789766407,0.716321636944904,0.5,0.0275862068965518,0
"cs","level","women_iron","Ghana","other_xpop","domain_index",75,101,1,"child_vitA",FALSE,0.327795163584637,0.386946921971808,0.578947368421053,0.00793741109530588,-0.0526315789473684
"cs","level","women_iron","Malawi","other_xpop","domain_index",87,101,1,"child_vitA",FALSE,0.265291244441204,0.204916522748918,0.5,-0.0239301596559015,-0.0909090909090909
"cs","level","women_iron","SierraLeone","other_xpop","domain_index",14,101,1,"child_vitA",FALSE,0.12967032967033,-0.0861888742180646,0.5,0.021978021978022,0
"cs","level","women_iron","Gambia","other_xpop","domain_enet",30,101,1,"child_vitA",FALSE,0.518576195773081,0.519913577607138,0.5,0.0293659621802002,0
"cs","level","women_iron","Ghana","other_xpop","domain_enet",75,101,1,"child_vitA",FALSE,0.223641536273115,0.224462178971908,0.578947368421053,0.0481365576102418,0.0526315789473685
"cs","level","women_iron","Malawi","other_xpop","domain_enet",87,101,1,"child_vitA",FALSE,0.305241670919297,0.23933766393979,0.454545454545455,0.0120653204053364,-0.0909090909090909
"cs","level","women_iron","SierraLeone","other_xpop","domain_enet",14,101,1,"child_vitA",FALSE,0.173626373626374,-0.0808576128549115,0.5,0.0131868131868132,0
"cs","level","women_iron","Gambia","other_samepop","domain_index",30,101,1,"women_vitA",TRUE,0.737486095661847,0.701871471429189,0.5,0.0253615127919912,0
"cs","level","women_iron","Ghana","other_samepop","domain_index",75,101,1,"women_vitA",TRUE,0.331408250355619,0.387370810589304,0.578947368421053,0.0115504978662874,-0.0526315789473684
"cs","level","women_iron","Malawi","other_samepop","domain_index",87,101,1,"women_vitA",TRUE,0.199952613545236,0.156293575094913,0.545454545454545,-0.0892687905518699,-0.0454545454545455
"cs","level","women_iron","SierraLeone","other_samepop","domain_index",14,101,1,"women_vitA",TRUE,0.142857142857143,-0.0286361979227345,0.5,0.0351648351648352,0
"cs","level","women_iron","Gambia","other_samepop","domain_enet",30,101,1,"women_vitA",TRUE,0.472747497219132,0.475094208266425,0.5,-0.0164627363737486,0
"cs","level","women_iron","Ghana","other_samepop","domain_enet",75,101,1,"women_vitA",TRUE,0.19271692745377,0.198529711344629,0.526315789473684,0.0172119487908962,0
"cs","level","women_iron","Malawi","other_samepop","domain_enet",87,101,1,"women_vitA",TRUE,0.0541481373478166,0.0501070886204789,0.363636363636364,-0.239028213166144,-0.181818181818182
"cs","level","women_iron","SierraLeone","other_samepop","domain_enet",14,101,1,"women_vitA",TRUE,0.16043956043956,-0.0668653872498949,0.5,0,0
"cs","level","women_iron","Gambia","all_other","domain_index",30,101,3,"child_vitA;women_vitA;child_iron",NA,0.806451612903226,0.805953296302277,0.5,0.0943270300333704,0
"cs","level","women_iron","Ghana","all_other","domain_index",75,101,3,"child_vitA;women_vitA;child_iron",NA,0.338918918918919,0.423511097058927,0.578947368421053,0.0190611664295876,-0.0526315789473684
"cs","level","women_iron","Malawi","all_other","domain_index",87,101,3,"child_vitA;women_vitA;child_iron",NA,0.24688342932128,0.220109553797754,0.5,-0.0423379747758256,-0.0909090909090909
"cs","level","women_iron","SierraLeone","all_other","domain_index",14,101,3,"child_vitA;women_vitA;child_iron",NA,0.151648351648352,0.0235381334348915,0.5,0.043956043956044,0
"cs","level","women_iron","Gambia","all_other","domain_enet",30,101,3,"child_vitA;women_vitA;child_iron",NA,0.665406006674082,0.732382762408301,0.625,0.176195773081201,0.125
"cs","level","women_iron","Ghana","all_other","domain_enet",75,101,3,"child_vitA;women_vitA;child_iron",NA,0.327937411095306,0.332477550699657,0.578947368421053,0.152432432432432,0.0526315789473685
"cs","level","women_iron","Malawi","all_other","domain_enet",87,101,3,"child_vitA;women_vitA;child_iron",NA,0.237752423999417,0.19839923988167,0.363636363636364,-0.055423926514544,-0.181818181818182
"cs","level","women_iron","SierraLeone","all_other","domain_enet",14,101,3,"child_vitA;women_vitA;child_iron",NA,0.213186813186813,0.0534930182802921,0.5,0.0527472527472528,0
"cs","level","women_iron","Gambia","block_only_same_nutrient","domain_index",30,0,1,"child_iron",FALSE,0.743715239154616,0.782673428715403,0.875,0.0315906562847609,0.375
"cs","level","women_iron","Ghana","block_only_same_nutrient","domain_index",75,0,1,"child_iron",FALSE,0.382958748221906,0.357886740906055,0.526315789473684,0.0631009957325748,-0.105263157894737
"cs","level","women_iron","Malawi","block_only_same_nutrient","domain_index",87,0,1,"child_iron",FALSE,0.306098272216957,0.321942867475297,0.454545454545455,0.0168768681198513,-0.136363636363636
"cs","level","women_iron","SierraLeone","block_only_same_nutrient","domain_index",14,0,1,"child_iron",FALSE,0.437362637362637,0.303578881552856,0.75,0.32967032967033,0.25
"cs","level","women_iron","Gambia","block_only_same_nutrient","domain_enet",30,0,1,"child_iron",FALSE,NA,NA,0.25,NA,-0.25
"cs","level","women_iron","Ghana","block_only_same_nutrient","domain_enet",75,0,1,"child_iron",FALSE,NA,NA,0,NA,-0.526315789473684
"cs","level","women_iron","Malawi","block_only_same_nutrient","domain_enet",87,0,1,"child_iron",FALSE,NA,NA,0.272727272727273,NA,-0.272727272727273
"cs","level","women_iron","SierraLeone","block_only_same_nutrient","domain_enet",14,0,1,"child_iron",FALSE,NA,NA,0.5,NA,0
"cs","level","women_iron","Gambia","block_only_all","domain_index",30,0,3,"child_vitA;women_vitA;child_iron",NA,0.846496106785317,0.880447504905662,0.875,0.134371523915462,0.375
"cs","level","women_iron","Ghana","block_only_all","domain_index",75,0,3,"child_vitA;women_vitA;child_iron",NA,0.410782361308677,0.467303106446331,0.578947368421053,0.0909246088193457,-0.0526315789473684
"cs","level","women_iron","Malawi","block_only_all","domain_index",87,0,3,"child_vitA;women_vitA;child_iron",NA,0.188598089961362,0.137590483995293,0.318181818181818,-0.100623314135744,-0.272727272727273
"cs","level","women_iron","SierraLeone","block_only_all","domain_index",14,0,3,"child_vitA;women_vitA;child_iron",NA,0.424175824175824,0.320157190778181,0.75,0.316483516483516,0.25
"cs","level","women_iron","Gambia","block_only_all","domain_enet",30,0,3,"child_vitA;women_vitA;child_iron",NA,0.829588431590656,0.85673344906052,0.875,0.340378197997775,0.375
"cs","level","women_iron","Ghana","block_only_all","domain_enet",75,0,3,"child_vitA;women_vitA;child_iron",NA,0.421137980085348,0.436254793295888,0.578947368421053,0.245633001422475,0.0526315789473685
"cs","level","women_iron","Malawi","block_only_all","domain_enet",87,0,3,"child_vitA;women_vitA;child_iron",NA,0.119741926077131,0.110614889942181,0.272727272727273,-0.17343442443683,-0.272727272727273
"cs","level","women_iron","SierraLeone","block_only_all","domain_enet",14,0,3,"child_vitA;women_vitA;child_iron",NA,0.437362637362637,0.372304811323118,0.75,0.276923076923077,0.25
"cs","level","women_vitA","Gambia","base","domain_index",30,101,0,"",FALSE,0.745494994438265,0.764194970231596,0.5,0,0
"cs","level","women_vitA","Ghana","base","domain_index",75,101,0,"",FALSE,0.43448079658606,0.437839371184445,0.526315789473684,0,0
"cs","level","women_vitA","Malawi","base","domain_index",87,101,0,"",FALSE,0.206732521688416,0.220814295467738,0.318181818181818,0,0
