"country","outcome","target","estimand","arm","reps","n_areas","spearman","wmae","topk","na_draws"
"Gambia","child_iron","level","infill","domain_index",3,30,0.432258064516129,0.250669445387433,0.25,0
"Gambia","child_iron","level","infill","hal_group",3,30,-0.104711744501748,0.236687347247293,0.125,0
"Gambia","child_iron","level","infill","hal_lasso",3,30,0.197050479338323,0.197947622595554,0.25,0
"Gambia","child_iron","level","infill","hapc_lasso",3,30,0.201334816462736,0.183936309996137,0.25,0
"Gambia","child_iron","level","infill","hapc_lasso_xy",3,30,0.208008898776418,0.184102720794609,0.25,0
"Gambia","child_iron","level","infill","hapc_xy_only",3,30,0.343975972759279,0.192325446299388,0.25,0
"Gambia","child_iron","level","infill","spatial",3,30,0.383314794215795,0.198682114915965,0.25,0
"Gambia","child_iron","level","infill","spatial_plus_domain",3,30,0.382869855394883,0.197656626991232,0.25,0
"Gambia","child_iron","level","region","domain_index",1,30,0.56440489432703,0.22566908663922,0.375,0
"Gambia","child_iron","level","region","hal_group",1,30,-0.0398441909217078,0.224565677047547,0.375,0
"Gambia","child_iron","level","region","hal_lasso",1,30,0.368072846624662,0.206123503192978,0.5,0
"Gambia","child_iron","level","region","hapc_lasso",1,30,0.55817575083426,0.188828060647771,0.5,0
"Gambia","child_iron","level","region","hapc_lasso_xy",1,30,0.554616240266963,0.188765166498893,0.5,0
"Gambia","child_iron","level","region","hapc_xy_only",1,30,0.214562513927335,0.211220734004877,0.375,0
"Gambia","child_iron","level","region","spatial",1,30,0.48476084538376,0.210904227532558,0.5,0
"Gambia","child_iron","level","region","spatial_plus_domain",1,30,0.494549499443827,0.221788868185792,0.5,0
"Gambia","child_iron","prev","infill","domain_index",3,30,0.49638447297927,13.6977086296603,0.375,0
"Gambia","child_iron","prev","infill","hal_group",3,30,0.0294884931785048,12.1905424854084,0.25,0
"Gambia","child_iron","prev","infill","hal_lasso",3,30,0.423547751420917,10.5307439396805,0.375,0
