"domain_set","target","outcome","heldout","arm","model","n_units","n_cov","n_block","block_cols","shares_population","spearman","pearson","topk","delta_vs_base","topk_delta_vs_base"
"cs_top5","level","child_iron","Ghana","other_xpop","domain_enet",75,138,1,"women_vitA",FALSE,0.429445234708393,0.452766921538819,0.526315789473684,-0.00483641536273116,0.105263157894737
"cs_top5","level","child_iron","Malawi","other_xpop","domain_enet",87,138,1,"women_vitA",FALSE,0.0357585477874171,0.0278998174844843,0.181818181818182,0.019319093096158,0
"cs_top5","level","child_iron","SierraLeone","other_xpop","domain_enet",14,138,1,"women_vitA",FALSE,0.279120879120879,0.248426599077577,0.25,0,0
"cs_top5","level","child_iron","Gambia","other_samepop","domain_index",30,138,1,"child_vitA",TRUE,0.597775305895439,0.533479822651188,0.5,0.049833147942158,0.125
"cs_top5","level","child_iron","Ghana","other_samepop","domain_index",75,138,1,"child_vitA",TRUE,0.560625889046942,0.587423599579532,0.526315789473684,0.0102133712660027,0.0526315789473684
"cs_top5","level","child_iron","Malawi","other_samepop","domain_index",87,138,1,"child_vitA",TRUE,0.182383174163447,0.147222431034556,0.318181818181818,-0.00842020850040096,-0.0909090909090909
"cs_top5","level","child_iron","SierraLeone","other_samepop","domain_index",14,138,1,"child_vitA",TRUE,0.204395604395604,0.284389846112894,0.25,-0.0351648351648352,0
"cs_top5","level","child_iron","Gambia","other_samepop","domain_enet",30,138,1,"child_vitA",TRUE,0.46384872080089,0.456990647679827,0.5,-0.0182424916573971,0
"cs_top5","level","child_iron","Ghana","other_samepop","domain_enet",75,138,1,"child_vitA",TRUE,0.425490753911806,0.432837241180229,0.473684210526316,-0.00879089615931722,0.0526315789473684
"cs_top5","level","child_iron","Malawi","other_samepop","domain_enet",87,138,1,"child_vitA",TRUE,-0.00373623970255887,0.00238331421681106,0.181818181818182,-0.0201756943938179,0
"cs_top5","level","child_iron","SierraLeone","other_samepop","domain_enet",14,138,1,"child_vitA",TRUE,0.327472527472527,0.240775310180637,0.5,0.0483516483516483,0.25
"cs_top5","level","child_iron","Gambia","all_other","domain_index",30,138,3,"child_vitA;women_vitA;women_iron",NA,0.645383759733037,0.57783582100007,0.625,0.0974416017797552,0.25
"cs_top5","level","child_iron","Ghana","all_other","domain_index",75,138,3,"child_vitA;women_vitA;women_iron",NA,0.580312944523471,0.595447109392379,0.631578947368421,0.0299004267425319,0.157894736842105
"cs_top5","level","child_iron","Malawi","all_other","domain_index",87,138,3,"child_vitA;women_vitA;women_iron",NA,0.186465699496975,0.166858095755921,0.272727272727273,-0.00433768316687325,-0.136363636363636
"cs_top5","level","child_iron","SierraLeone","all_other","domain_index",14,138,3,"child_vitA;women_vitA;women_iron",NA,0.345054945054945,0.346891974503746,0.25,0.105494505494505,0
"cs_top5","level","child_iron","Gambia","all_other","domain_enet",30,138,3,"child_vitA;women_vitA;women_iron",NA,0.555506117908787,0.571116967226831,0.5,0.0734149054505005,0
"cs_top5","level","child_iron","Ghana","all_other","domain_enet",75,138,3,"child_vitA;women_vitA;women_iron",NA,0.47027027027027,0.493995858636637,0.578947368421053,0.0359886201991466,0.157894736842105
"cs_top5","level","child_iron","Malawi","all_other","domain_enet",87,138,3,"child_vitA;women_vitA;women_iron",NA,0.239101115404243,0.237428652814152,0.409090909090909,0.222661660712984,0.227272727272727
"cs_top5","level","child_iron","SierraLeone","all_other","domain_enet",14,138,3,"child_vitA;women_vitA;women_iron",NA,0.397802197802198,0.449240279534112,0.5,0.118681318681319,0.25
"cs_top5","level","child_iron","Gambia","block_only_same_nutrient","domain_index",30,0,1,"women_iron",FALSE,0.743715239154616,0.737408986867757,0.875,0.195773081201335,0.5
"cs_top5","level","child_iron","Ghana","block_only_same_nutrient","domain_index",75,0,1,"women_iron",FALSE,0.382958748221906,0.357886633101413,0.526315789473684,-0.167453769559033,0.0526315789473684
"cs_top5","level","child_iron","Malawi","block_only_same_nutrient","domain_index",87,0,1,"women_iron",FALSE,0.306098272216957,0.318488355652455,0.454545454545455,0.115294889553109,0.0454545454545454
"cs_top5","level","child_iron","SierraLeone","block_only_same_nutrient","domain_index",14,0,1,"women_iron",FALSE,0.437362637362637,0.488825485068124,0.75,0.197802197802198,0.5
"cs_top5","level","child_iron","Gambia","block_only_same_nutrient","domain_enet",30,0,1,"women_iron",FALSE,NA,NA,0.25,NA,-0.25
"cs_top5","level","child_iron","Ghana","block_only_same_nutrient","domain_enet",75,0,1,"women_iron",FALSE,NA,NA,0.105263157894737,NA,-0.315789473684211
"cs_top5","level","child_iron","Malawi","block_only_same_nutrient","domain_enet",87,0,1,"women_iron",FALSE,NA,NA,0.272727272727273,NA,0.0909090909090909
"cs_top5","level","child_iron","SierraLeone","block_only_same_nutrient","domain_enet",14,0,1,"women_iron",FALSE,NA,NA,0.25,NA,0
"cs_top5","level","child_iron","Gambia","block_only_all","domain_index",30,0,3,"child_vitA;women_vitA;women_iron",NA,0.699666295884316,0.688602042312525,0.75,0.151724137931035,0.375
"cs_top5","level","child_iron","Ghana","block_only_all","domain_index",75,0,3,"child_vitA;women_vitA;women_iron",NA,0.434793741109531,0.450094501720168,0.526315789473684,-0.115618776671408,0.0526315789473684
"cs_top5","level","child_iron","Malawi","block_only_all","domain_index",87,0,3,"child_vitA;women_vitA;women_iron",NA,0.165998396150762,0.150946354734343,0.318181818181818,-0.0248049865130859,-0.0909090909090909
"cs_top5","level","child_iron","SierraLeone","block_only_all","domain_index",14,0,3,"child_vitA;women_vitA;women_iron",NA,0.204395604395604,0.340921524531401,0.5,-0.0351648351648352,0.25
"cs_top5","level","child_iron","Gambia","block_only_all","domain_enet",30,0,3,"child_vitA;women_vitA;women_iron",NA,0.723248053392659,0.707399060716347,0.75,0.241156840934372,0.25
"cs_top5","level","child_iron","Ghana","block_only_all","domain_enet",75,0,3,"child_vitA;women_vitA;women_iron",NA,0.392546230440967,0.391600766072944,0.473684210526316,-0.0417354196301565,0.0526315789473684
"cs_top5","level","child_iron","Malawi","block_only_all","domain_enet",87,0,3,"child_vitA;women_vitA;women_iron",NA,0.268808777429467,0.263199582746856,0.409090909090909,0.252369322738208,0.227272727272727
"cs_top5","level","child_iron","SierraLeone","block_only_all","domain_enet",14,0,3,"child_vitA;women_vitA;women_iron",NA,0.402197802197802,0.404898771025896,0.75,0.123076923076923,0.5
"cs_top5","level","child_vitA","Gambia","base","domain_index",30,138,0,"",FALSE,0.755728587319244,0.6582761729173,0.5,0,0
"cs_top5","level","child_vitA","Ghana","base","domain_index",75,138,0,"",FALSE,0.295305832147937,0.265406384280286,0.368421052631579,0,0
"cs_top5","level","child_vitA","Malawi","base","domain_index",87,138,0,"",FALSE,0.238554348618503,0.230571781755158,0.318181818181818,0,0
"cs_top5","level","child_vitA","SierraLeone","base","domain_index",14,138,0,"",FALSE,0.336263736263736,0.287126346415731,0.5,0,0
"cs_top5","level","child_vitA","Gambia","base","domain_enet",30,138,0,"",FALSE,0.547942157953281,0.527999245153904,0.625,0,0
"cs_top5","level","child_vitA","Ghana","base","domain_enet",75,138,0,"",FALSE,0.296358463726885,0.284364076333526,0.473684210526316,0,0
"cs_top5","level","child_vitA","Malawi","base","domain_enet",87,138,0,"",FALSE,0.181581249544361,0.179369402902291,0.363636363636364,0,0
"cs_top5","level","child_vitA","SierraLeone","base","domain_enet",14,138,0,"",FALSE,0.0197802197802198,0.196289303064894,0.5,0,0
"cs_top5","level","child_vitA","Gambia","same_nutrient","domain_index",30,138,1,"women_vitA",FALSE,0.80111234705228,0.718693844605473,0.625,0.0453837597330367,0.125
"cs_top5","level","child_vitA","Ghana","same_nutrient","domain_index",75,138,1,"women_vitA",FALSE,0.345490753911807,0.318706519679046,0.421052631578947,0.0501849217638691,0.0526315789473684
"cs_top5","level","child_vitA","Malawi","same_nutrient","domain_index",87,138,1,"women_vitA",FALSE,0.289713494204272,0.29882895805016,0.409090909090909,0.0511591455857695,0.0909090909090909
"cs_top5","level","child_vitA","SierraLeone","same_nutrient","domain_index",14,138,1,"women_vitA",FALSE,0.226373626373626,0.289669091737827,0.5,-0.10989010989011,0
"cs_top5","level","child_vitA","Gambia","same_nutrient","domain_enet",30,138,1,"women_vitA",FALSE,0.806006674082314,0.797567843538257,0.625,0.258064516129032,0
"cs_top5","level","child_vitA","Ghana","same_nutrient","domain_enet",75,138,1,"women_vitA",FALSE,0.412802275960171,0.412411335614831,0.578947368421053,0.116443812233286,0.105263157894737
"cs_top5","level","child_vitA","Malawi","same_nutrient","domain_enet",87,138,1,"women_vitA",FALSE,0.321444193336735,0.368886752489669,0.409090909090909,0.139862943792374,0.0454545454545455
"cs_top5","level","child_vitA","SierraLeone","same_nutrient","domain_enet",14,138,1,"women_vitA",FALSE,-0.00659340659340659,0.171233560641621,0.25,-0.0263736263736264,-0.25
"cs_top5","level","child_vitA","Gambia","other_xpop","domain_index",30,138,1,"women_iron",FALSE,0.775305895439377,0.704171213520819,0.625,0.0195773081201335,0.125
"cs_top5","level","child_vitA","Ghana","other_xpop","domain_index",75,138,1,"women_iron",FALSE,0.313627311522048,0.281356395808664,0.473684210526316,0.0183214793741109,0.105263157894737
"cs_top5","level","child_vitA","Malawi","other_xpop","domain_index",87,138,1,"women_iron",FALSE,0.245425384559306,0.229818614030964,0.318181818181818,0.00687103594080338,0
"cs_top5","level","child_vitA","SierraLeone","other_xpop","domain_index",14,138,1,"women_iron",FALSE,0.323076923076923,0.283931459429664,0.5,-0.0131868131868132,0
"cs_top5","level","child_vitA","Gambia","other_xpop","domain_enet",30,138,1,"women_iron",FALSE,0.6440489432703,0.585560229651165,0.5,0.096106785317019,-0.125
"cs_top5","level","child_vitA","Ghana","other_xpop","domain_enet",75,138,1,"women_iron",FALSE,0.33977240398293,0.315098969736496,0.631578947368421,0.0434139402560456,0.157894736842105
"cs_top5","level","child_vitA","Malawi","other_xpop","domain_enet",87,138,1,"women_iron",FALSE,0.150360866078589,0.159681105539421,0.409090909090909,-0.0312203834657724,0.0454545454545455
"cs_top5","level","child_vitA","SierraLeone","other_xpop","domain_enet",14,138,1,"women_iron",FALSE,0.0637362637362637,0.197870902576171,0.5,0.043956043956044,0
"cs_top5","level","child_vitA","Gambia","other_samepop","domain_index",30,138,1,"child_iron",TRUE,0.778420467185762,0.684774906982306,0.625,0.0226918798665183,0.125
"cs_top5","level","child_vitA","Ghana","other_samepop","domain_index",75,138,1,"child_iron",TRUE,0.311920341394026,0.281490949311294,0.473684210526316,0.0166145092460882,0.105263157894737
"cs_top5","level","child_vitA","Malawi","other_samepop","domain_index",87,138,1,"child_iron",TRUE,0.23952030327331,0.239430911011187,0.318181818181818,0.000965954654807921,0
"cs_top5","level","child_vitA","SierraLeone","other_samepop","domain_index",14,138,1,"child_iron",TRUE,0.371428571428571,0.245074120814207,0.5,0.0351648351648352,0
"cs_top5","level","child_vitA","Gambia","other_samepop","domain_enet",30,138,1,"child_iron",TRUE,0.6440489432703,0.585560229651165,0.5,0.096106785317019,-0.125
"cs_top5","level","child_vitA","Ghana","other_samepop","domain_enet",75,138,1,"child_iron",TRUE,0.316586059743954,0.300754580033368,0.526315789473684,0.0202275960170697,0.0526315789473684
"cs_top5","level","child_vitA","Malawi","other_samepop","domain_enet",87,138,1,"child_iron",TRUE,0.202176131807246,0.214791166237733,0.363636363636364,0.0205948822628854,0
"cs_top5","level","child_vitA","SierraLeone","other_samepop","domain_enet",14,138,1,"child_iron",TRUE,-0.032967032967033,0.156825553157588,0.25,-0.0527472527472527,-0.25
"cs_top5","level","child_vitA","Gambia","all_other","domain_index",30,138,3,"women_vitA;child_iron;women_iron",NA,0.810901001112347,0.763290280512841,0.625,0.0551724137931034,0.125
"cs_top5","level","child_vitA","Ghana","all_other","domain_index",75,138,3,"women_vitA;child_iron;women_iron",NA,0.380825035561878,0.342024866216551,0.526315789473684,0.0855192034139403,0.157894736842105
"cs_top5","level","child_vitA","Malawi","all_other","domain_index",87,138,3,"women_vitA;child_iron;women_iron",NA,0.298407086097543,0.302134039562335,0.363636363636364,0.0598527374790406,0.0454545454545455
"cs_top5","level","child_vitA","SierraLeone","all_other","domain_index",14,138,3,"women_vitA;child_iron;women_iron",NA,0.38021978021978,0.252035122923092,0.75,0.043956043956044,0.25
"cs_top5","level","child_vitA","Gambia","all_other","domain_enet",30,138,3,"women_vitA;child_iron;women_iron",NA,0.825139043381535,0.833427042731378,0.5,0.277196885428254,-0.125
"cs_top5","level","child_vitA","Ghana","all_other","domain_enet",75,138,3,"women_vitA;child_iron;women_iron",NA,0.405092460881935,0.381248949570758,0.473684210526316,0.10873399715505,0
"cs_top5","level","child_vitA","Malawi","all_other","domain_enet",87,138,3,"women_vitA;child_iron;women_iron",NA,0.340526354159073,0.385947551642433,0.454545454545455,0.158945104614712,0.0909090909090909
"cs_top5","level","child_vitA","SierraLeone","all_other","domain_enet",14,138,3,"women_vitA;child_iron;women_iron",NA,-0.00659340659340659,0.136685936456129,0.25,-0.0263736263736264,-0.25
"cs_top5","level","child_vitA","Gambia","block_only_same_nutrient","domain_index",30,0,1,"women_vitA",FALSE,0.794883203559511,0.82661336982537,0.625,0.0391546162402669,0.125
"cs_top5","level","child_vitA","Ghana","block_only_same_nutrient","domain_index",75,0,1,"women_vitA",FALSE,0.48099573257468,0.498822590129868,0.526315789473684,0.185689900426742,0.157894736842105
"cs_top5","level","child_vitA","Malawi","block_only_same_nutrient","domain_index",87,0,1,"women_vitA",FALSE,0.296074214478384,0.32594654615653,0.318181818181818,0.0575198658598819,0
"cs_top5","level","child_vitA","SierraLeone","block_only_same_nutrient","domain_index",14,0,1,"women_vitA",FALSE,0.191208791208791,0.217671186766764,0.5,-0.145054945054945,0
"cs_top5","level","child_vitA","Gambia","block_only_same_nutrient","domain_enet",30,0,1,"women_vitA",FALSE,NA,NA,0.25,NA,-0.375
"cs_top5","level","child_vitA","Ghana","block_only_same_nutrient","domain_enet",75,0,1,"women_vitA",FALSE,NA,NA,0.0526315789473684,NA,-0.421052631578947
"cs_top5","level","child_vitA","Malawi","block_only_same_nutrient","domain_enet",87,0,1,"women_vitA",FALSE,NA,NA,0.136363636363636,NA,-0.227272727272727
"cs_top5","level","child_vitA","SierraLeone","block_only_same_nutrient","domain_enet",14,0,1,"women_vitA",FALSE,NA,NA,0.25,NA,-0.25
"cs_top5","level","child_vitA","Gambia","block_only_all","domain_index",30,0,3,"women_vitA;child_iron;women_iron",NA,0.871857619577308,0.861372631249048,0.75,0.116129032258064,0.25
"cs_top5","level","child_vitA","Ghana","block_only_all","domain_index",75,0,3,"women_vitA;child_iron;women_iron",NA,0.527596017069701,0.521905107248009,0.578947368421053,0.232290184921764,0.210526315789474
"cs_top5","level","child_vitA","Malawi","block_only_all","domain_index",87,0,3,"women_vitA;child_iron;women_iron",NA,0.30595246774076,0.315662986073147,0.409090909090909,0.0673981191222571,0.0909090909090909
"cs_top5","level","child_vitA","SierraLeone","block_only_all","domain_index",14,0,3,"women_vitA;child_iron;women_iron",NA,0.112087912087912,0.0942199913329316,0.25,-0.224175824175824,-0.25
"cs_top5","level","child_vitA","Gambia","block_only_all","domain_enet",30,0,3,"women_vitA;child_iron;women_iron",NA,0.844271412680756,0.854770118765398,0.75,0.296329254727475,0.125
"cs_top5","level","child_vitA","Ghana","block_only_all","domain_enet",75,0,3,"women_vitA;child_iron;women_iron",NA,0.535874822190612,0.528662790973121,0.631578947368421,0.239516358463727,0.157894736842105
"cs_top5","level","child_vitA","Malawi","block_only_all","domain_enet",87,0,3,"women_vitA;child_iron;women_iron",NA,0.314974119705475,0.370612368392791,0.409090909090909,0.133392870161114,0.0454545454545455
"cs_top5","level","child_vitA","SierraLeone","block_only_all","domain_enet",14,0,3,"women_vitA;child_iron;women_iron",NA,0.217582417582418,0.121489347566257,0.5,0.197802197802198,0
"cs_top5","level","women_iron","Gambia","base","domain_index",30,138,0,"",FALSE,0.722803114571746,0.710126126967899,0.375,0,0
"cs_top5","level","women_iron","Ghana","base","domain_index",75,138,0,"",FALSE,0.500142247510668,0.488662705021546,0.684210526315789,0,0
"cs_top5","level","women_iron","Malawi","base","domain_index",87,138,0,"",FALSE,0.366588904279361,0.291563071322676,0.454545454545455,0,0
"cs_top5","level","women_iron","SierraLeone","base","domain_index",14,138,0,"",FALSE,0.257142857142857,0.0442686493066164,0.5,0,0
"cs_top5","level","women_iron","Gambia","base","domain_enet",30,138,0,"",FALSE,0.6587319243604,0.647663628572563,0.25,0,0
"cs_top5","level","women_iron","Ghana","base","domain_enet",75,138,0,"",FALSE,0.432830725462304,0.440436927637768,0.578947368421053,0,0
"cs_top5","level","women_iron","Malawi","base","domain_enet",87,138,0,"",FALSE,0.279160895239484,0.282358779402511,0.409090909090909,0,0
"cs_top5","level","women_iron","SierraLeone","base","domain_enet",14,138,0,"",FALSE,0.134065934065934,0.0691765114451762,0.5,0,0
"cs_top5","level","women_iron","Gambia","same_nutrient","domain_index",30,138,1,"child_iron",FALSE,0.76952169076752,0.766994861328862,0.5,0.0467185761957731,0.125
"cs_top5","level","women_iron","Ghana","same_nutrient","domain_index",75,138,1,"child_iron",FALSE,0.501593172119488,0.496117818050132,0.684210526315789,0.00145092460881935,0
"cs_top5","level","women_iron","Malawi","same_nutrient","domain_index",87,138,1,"child_iron",FALSE,0.393909018006853,0.341910803116502,0.454545454545455,0.0273201137274914,0
"cs_top5","level","women_iron","SierraLeone","same_nutrient","domain_index",14,138,1,"child_iron",FALSE,0.301098901098901,0.0983281732704754,0.5,0.043956043956044,0
"cs_top5","level","women_iron","Gambia","same_nutrient","domain_enet",30,138,1,"child_iron",FALSE,0.777530589543938,0.750200717144454,0.5,0.118798665183537,0.25
"cs_top5","level","women_iron","Ghana","same_nutrient","domain_enet",75,138,1,"child_iron",FALSE,0.432062588904694,0.437973786200623,0.631578947368421,-0.000768136557610211,0.0526315789473684
"cs_top5","level","women_iron","Malawi","same_nutrient","domain_enet",87,138,1,"child_iron",FALSE,0.293741342859226,0.310188474976458,0.318181818181818,0.0145804476197419,-0.0909090909090909
"cs_top5","level","women_iron","SierraLeone","same_nutrient","domain_enet",14,138,1,"child_iron",FALSE,0.406593406593407,0.218005945993085,0.75,0.272527472527473,0.25
"cs_top5","level","women_iron","Gambia","other_xpop","domain_index",30,138,1,"child_vitA",FALSE,0.743270300333704,0.731489624647943,0.5,0.0204671857619577,0.125
"cs_top5","level","women_iron","Ghana","other_xpop","domain_index",75,138,1,"child_vitA",FALSE,0.495874822190612,0.505407262298693,0.684210526315789,-0.00426742532005686,0
"cs_top5","level","women_iron","Malawi","other_xpop","domain_index",87,138,1,"child_vitA",FALSE,0.353320696945396,0.285331699902523,0.454545454545455,-0.0132682073339652,0
"cs_top5","level","women_iron","SierraLeone","other_xpop","domain_index",14,138,1,"child_vitA",FALSE,0.195604395604396,0.0307336039404853,0.5,-0.0615384615384615,0
"cs_top5","level","women_iron","Gambia","other_xpop","domain_enet",30,138,1,"child_vitA",FALSE,0.716129032258065,0.696122508531309,0.375,0.0573971078976642,0.125
"cs_top5","level","women_iron","Ghana","other_xpop","domain_enet",75,138,1,"child_vitA",FALSE,0.345263157894737,0.371534090181755,0.473684210526316,-0.0875675675675675,-0.105263157894737
"cs_top5","level","women_iron","Malawi","other_xpop","domain_enet",87,138,1,"child_vitA",FALSE,0.265874462345994,0.294975374545338,0.454545454545455,-0.0132864328934898,0.0454545454545454
"cs_top5","level","women_iron","SierraLeone","other_xpop","domain_enet",14,138,1,"child_vitA",FALSE,0.208791208791209,0.104875717817664,0.5,0.0747252747252747,0
"cs_top5","level","women_iron","Gambia","other_samepop","domain_index",30,138,1,"women_vitA",TRUE,0.751724137931035,0.723011082454267,0.5,0.0289210233592881,0.125
"cs_top5","level","women_iron","Ghana","other_samepop","domain_index",75,138,1,"women_vitA",TRUE,0.500170697012802,0.505963643995888,0.684210526315789,2.8449502133765e-05,0
"cs_top5","level","women_iron","Malawi","other_samepop","domain_index",87,138,1,"women_vitA",TRUE,0.280928774513377,0.247573942596853,0.409090909090909,-0.0856601297659838,-0.0454545454545454
"cs_top5","level","women_iron","SierraLeone","other_samepop","domain_index",14,138,1,"women_vitA",TRUE,0.208791208791209,0.0808256538090956,0.5,-0.0483516483516483,0
"cs_top5","level","women_iron","Gambia","other_samepop","domain_enet",30,138,1,"women_vitA",TRUE,0.650723025583982,0.642094451216094,0.25,-0.00800889877641819,0
"cs_top5","level","women_iron","Ghana","other_samepop","domain_enet",75,138,1,"women_vitA",TRUE,0.367681365576102,0.402153107326137,0.473684210526316,-0.065149359886202,-0.105263157894737
"cs_top5","level","women_iron","Malawi","other_samepop","domain_enet",87,138,1,"women_vitA",TRUE,0.0850769118611941,0.118396821734119,0.272727272727273,-0.19408398337829,-0.136363636363636
"cs_top5","level","women_iron","SierraLeone","other_samepop","domain_enet",14,138,1,"women_vitA",TRUE,0.107692307692308,0.0322149341075831,0.5,-0.0263736263736264,0
"cs_top5","level","women_iron","Gambia","all_other","domain_index",30,138,3,"child_vitA;women_vitA;child_iron",NA,0.785984427141268,0.787298728814541,0.5,0.0631813125695218,0.125
"cs_top5","level","women_iron","Ghana","all_other","domain_index",75,138,3,"child_vitA;women_vitA;child_iron",NA,0.503556187766714,0.522733485241727,0.684210526315789,0.00341394025604558,0
"cs_top5","level","women_iron","Malawi","all_other","domain_index",87,138,3,"child_vitA;women_vitA;child_iron",NA,0.31581249544361,0.29243957698983,0.409090909090909,-0.0507764088357512,-0.0454545454545454
"cs_top5","level","women_iron","SierraLeone","all_other","domain_index",14,138,3,"child_vitA;women_vitA;child_iron",NA,0.27032967032967,0.113566042113872,0.5,0.0131868131868132,0
"cs_top5","level","women_iron","Gambia","all_other","domain_enet",30,138,3,"child_vitA;women_vitA;child_iron",NA,0.776640711902113,0.733610256414363,0.5,0.117908787541713,0.25
"cs_top5","level","women_iron","Ghana","all_other","domain_enet",75,138,3,"child_vitA;women_vitA;child_iron",NA,0.451692745376956,0.447926059546707,0.631578947368421,0.0188620199146515,0.0526315789473684
"cs_top5","level","women_iron","Malawi","all_other","domain_enet",87,138,3,"child_vitA;women_vitA;child_iron",NA,0.211507618283881,0.220192156867939,0.272727272727273,-0.0676532769556025,-0.136363636363636
"cs_top5","level","women_iron","SierraLeone","all_other","domain_enet",14,138,3,"child_vitA;women_vitA;child_iron",NA,0.301098901098901,0.194189144833761,0.75,0.167032967032967,0.25
"cs_top5","level","women_iron","Gambia","block_only_same_nutrient","domain_index",30,0,1,"child_iron",FALSE,0.743715239154616,0.782673428715403,0.875,0.0209121245828698,0.5
"cs_top5","level","women_iron","Ghana","block_only_same_nutrient","domain_index",75,0,1,"child_iron",FALSE,0.382958748221906,0.357886740906055,0.526315789473684,-0.117183499288762,-0.157894736842105
"cs_top5","level","women_iron","Malawi","block_only_same_nutrient","domain_index",87,0,1,"child_iron",FALSE,0.306098272216957,0.321942867475297,0.454545454545455,-0.0604906320624043,0
"cs_top5","level","women_iron","SierraLeone","block_only_same_nutrient","domain_index",14,0,1,"child_iron",FALSE,0.437362637362637,0.303578881552856,0.75,0.18021978021978,0.25
"cs_top5","level","women_iron","Gambia","block_only_same_nutrient","domain_enet",30,0,1,"child_iron",FALSE,NA,NA,0.25,NA,0
"cs_top5","level","women_iron","Ghana","block_only_same_nutrient","domain_enet",75,0,1,"child_iron",FALSE,NA,NA,0,NA,-0.578947368421053
"cs_top5","level","women_iron","Malawi","block_only_same_nutrient","domain_enet",87,0,1,"child_iron",FALSE,NA,NA,0.272727272727273,NA,-0.136363636363636
"cs_top5","level","women_iron","SierraLeone","block_only_same_nutrient","domain_enet",14,0,1,"child_iron",FALSE,NA,NA,0.5,NA,0
"cs_top5","level","women_iron","Gambia","block_only_all","domain_index",30,0,3,"child_vitA;women_vitA;child_iron",NA,0.846496106785317,0.880447504905662,0.875,0.123692992213571,0.5
"cs_top5","level","women_iron","Ghana","block_only_all","domain_index",75,0,3,"child_vitA;women_vitA;child_iron",NA,0.410782361308677,0.467303106446331,0.578947368421053,-0.0893598862019915,-0.105263157894737
"cs_top5","level","women_iron","Malawi","block_only_all","domain_index",87,0,3,"child_vitA;women_vitA;child_iron",NA,0.188598089961362,0.137590483995293,0.318181818181818,-0.177990814318,-0.136363636363636
"cs_top5","level","women_iron","SierraLeone","block_only_all","domain_index",14,0,3,"child_vitA;women_vitA;child_iron",NA,0.424175824175824,0.320157190778181,0.75,0.167032967032967,0.25
