"country","outcome","rep","fold","pick_mse","pick_rank","w_mse_index","w_rank_index","w_mse_mean","w_rank_mean"
"Gambia","child_iron",2,5,"domain_index","domain_index",0.613383547695894,0.880785880255912,0.386616452304106,0.119214119744088
"Gambia","child_iron",2,1,"rf","domain_index",0.384854582322446,0.871429465579689,0.139321043512327,0.120877013912048
"Gambia","child_iron",2,4,"enet","domain_index",0.376179446525614,0.75753913860056,0,0.24246086139944
"Gambia","child_iron",2,2,"rf","domain_index",0.497324045253763,0.791779601373583,0.502675954746237,0.208220398626417
"Gambia","child_iron",3,5,"rf","domain_index",0.56572509603002,0.821824395281942,0.43427490396998,0.178175604718058
"Gambia","child_iron",3,1,"rf","domain_index",0.758107513976762,0.57517781066321,0.241892486023238,0.128171755506821
"Gambia","child_iron",3,3,"rf","domain_index",0.321639815176342,0.805634587612473,0,0.194365412387527
"Gambia","child_iron",3,2,"rf","domain_index",0.445658132669529,0.890975040906946,0.554341867330471,0.109024959093054
"Gambia","child_iron",3,4,"rf","domain_index",0.396668291527107,1,0.603331708472893,0
"Gambia","child_iron",4,2,"mean","domain_index",0.427643747887626,0.819007692491269,0.572356252112374,0.180992307508731
"Gambia","child_iron",4,4,"rf","domain_index",0.522465031183183,0.974065578506789,0.477534968816817,0.0259344214932108
"Gambia","child_iron",4,5,"rf","domain_index",0.550614036944542,0.64417568427753,0.449385963055458,0.35582431572247
"Gambia","child_iron",4,1,"rf","domain_index",0.40436298268279,0.930330814603634,0.499395843592303,0
"Gambia","child_iron",4,3,"rf","domain_index",0.492819661825249,0.856206143943497,0.507180338174751,0.125774898970733
"Gambia","child_iron",5,5,"rf","domain_index",0.458481683512484,0.751027356673471,0.541518316487516,0.248972643326529
"Gambia","child_iron",5,3,"rf","domain_index",0.551515565304446,0.70791967763547,0.448484434695554,0.29208032236453
"Gambia","child_iron",5,4,"rf","domain_index",0.410896537739909,0.693722776935119,0.589103462260091,0.306277223064881
"Gambia","child_iron",5,1,"rf","domain_index",0.418838166774517,0.826839798798965,0.581161833225483,0.173160201201035
"Gambia","child_iron",5,2,"rf","domain_index",0.489965137110705,0.858580730045206,0.510034862889295,0.141419269954794
"Gambia","women_iron",1,4,"rf","domain_index",0.354316311401433,0.520109359603536,0.0154902887466244,0
"Gambia","women_iron",1,2,"domain_index","domain_index",0.879485084909826,0.857184351688505,0.0768628143443807,0.0578715176901485
"Gambia","women_iron",1,3,"rf","domain_index",0.410755791883057,0.830633286245818,0,0
"Gambia","women_iron",1,5,"rf","domain_index",0,0.745966959414666,0.0375032606127159,0.0931476732548285
"Gambia","women_iron",1,1,"rf","domain_index",0.588295374164531,0.932924349736559,0.411704625835469,0.0670756502634405
"Gambia","women_iron",2,3,"rf","domain_index",1,0.907646621061427,0,0.0923533789385732
"Gambia","women_iron",2,5,"rf","domain_index",0.382702618511582,0.529931958291699,0.383640011479118,0.155276695925058
"Gambia","women_iron",2,1,"rf","domain_index",0.925658869495015,1,0.0743411305049848,0
"Gambia","women_iron",2,4,"enet","domain_index",0.522876218222696,0.815850309193548,0.477123781777304,0.184149690806452
"Gambia","women_iron",2,2,"rf","domain_index",0.622370207053968,0.717891088807131,0.377629792946033,0.193629831429173
"Gambia","women_iron",3,5,"rf","domain_index",1,1,0,0
"Gambia","women_iron",3,1,"enet","domain_index",0.439791650992774,0.873964044849546,0.560208349007226,0.126035955150454
"Gambia","women_iron",3,3,"rf","domain_index",1,1,0,0
"Gambia","women_iron",3,2,"rf","domain_index",0.756643226007754,0.912741438962596,0.243356773992246,0.0872585610374043
"Gambia","women_iron",3,4,"domain_index","domain_index",1,0.946431092818032,0,0.00478679546976219
"Gambia","women_iron",4,2,"enet","domain_index",0.263436294676287,0.606592261031525,0.152643110634254,0.132902829554723
"Gambia","women_iron",4,4,"rf","domain_index",0.591074500555714,0.605883734283807,0.408925499444286,0.0949237130381301
"Gambia","women_iron",4,5,"rf","domain_index",0.292391384783693,0.703989577374679,0.226611634987899,0.111385177587141
"Gambia","women_iron",4,1,"enet","domain_index",0.475009561527099,0.801015309418464,0.423984253775226,0.0491914695285117
"Gambia","women_iron",4,3,"rf","domain_index",0.393555147133665,0.711607354282059,0.606444852866335,0.288392645717941
"Gambia","women_iron",5,5,"rf","domain_index",0.862023598363881,0.536579698853008,0,0
"Gambia","women_iron",5,3,"rf","domain_index",0.599384604078875,1,0.400615395921125,0
"Gambia","women_iron",5,4,"rf","domain_index",0.585559441329555,0.90313504231804,0.414440558670445,0.0968649576819595
"Gambia","women_iron",5,1,"enet","domain_index",0.837737467957908,0.89960641397078,0.162262532042091,0.10039358602922
"Gambia","women_iron",5,2,"enet","rf",0.520019045567593,0.123585721811961,0.339675796059757,0.105442136337444
"Ghana","child_vitA",1,1,"rf","rf",0.226280427560198,0.457067948979956,0.610123850245973,0
"Ghana","child_vitA",1,3,"rf","rf",0.26324438742308,0.322817205007374,0.538539157591176,0.161810557016469
"Ghana","child_vitA",1,4,"rf","rf",0.0789248593166675,0.0566113531827602,0.387450257848398,0.229225112944801
"Ghana","child_vitA",1,5,"mean","rf",0.145729999254247,0.345878385169186,0.854270000745753,0.38098484762615
"Ghana","child_vitA",1,2,"rf","rf",0.235593444554533,0.19188080385579,0.407640953746353,0.165244618011561
"Ghana","child_vitA",2,2,"enet","domain_index",0.252491277747741,0.473224979936054,0.747508722252259,0.222356946980303
"Ghana","child_vitA",2,3,"enet","domain_index",0.295394255960965,0.575093298718782,0.704605744039035,0.146716400691884
"Ghana","child_vitA",2,1,"rf","rf",0.0821277354829417,0.206888700059276,0.368662867326584,0.28752727070168
"Ghana","child_vitA",2,4,"enet","domain_index",0.374227475394642,0.779634276448849,0.625772524605358,0.220365723551151
"Ghana","child_vitA",2,5,"mean","domain_index",0.205512846276328,0.75990004066383,0.794487153723672,0.24009995933617
"Ghana","child_vitA",3,5,"enet","rf",0.220908001602121,0.213481566420954,0.779091998397879,0.289144894571231
"Ghana","child_vitA",3,1,"rf","rf",0.283549895931681,0.292567986529791,0.700541686087174,0.152865481256905
"Ghana","child_vitA",3,4,"rf","rf",0.217536121186483,0.173062287225718,0.476287168235679,0.143787542055126
"Ghana","child_vitA",3,3,"rf","rf",0.21379170841009,0.125014595969903,0.441603732690684,0.152375495961215
"Ghana","child_vitA",3,2,"enet","enet",0.20711202452687,0,0.757659363605996,0.336232538973902
"Ghana","child_vitA",4,1,"enet","domain_index",0.306621702682487,0.723131056733781,0.693378297317513,0.0459708642142556
"Ghana","child_vitA",4,2,"enet","rf",0.0842704481209271,0.155398975745207,0,0.10714557783153
"Ghana","child_vitA",4,4,"rf","rf",0.262947325913123,0.300558040193405,0.737052674086877,0.145822831810669
"Ghana","child_vitA",4,3,"mean","rf",0.226929799655144,0.365819212251006,0.773070200344856,0.0770645028325173
"Ghana","child_vitA",4,5,"rf","domain_index",0.395993432967578,0.837782307884901,0.573511993803667,0.160366095775646
"Ghana","child_vitA",5,2,"rf","domain_index",0.375336559190995,0.587011476774458,0.624663440809005,0.204892062170893
"Ghana","child_vitA",5,3,"mean","rf",0.19664997090121,0.2790885030237,0.80335002909879,0.262977433191555
"Ghana","child_vitA",5,5,"enet","rf",0.31453507033876,0.317423583910684,0.68546492966124,0.195125554009739
"Ghana","child_vitA",5,1,"enet","rf",0.145661175687581,0.299200526863064,0,0.271315628770059
"Ghana","child_vitA",5,4,"enet","domain_index",0.322864978956209,0.601375370280873,0.677135021043791,0.237309143358468
"Ghana","women_vitA",1,1,"rf","domain_index",0.121570379378154,0.490176929776434,0,0.174652170847761
"Ghana","women_vitA",1,3,"enet","domain_index",0.141250106851887,0.343621526507332,0.524392502806892,0.356058914623635
"Ghana","women_vitA",1,4,"enet","domain_index",0.23355785393213,0.307226968953841,0.329034861446452,0.328745926079686
"Ghana","women_vitA",1,5,"mean","mean",0,0.30341480239064,1,0.467143424575381
"Ghana","women_vitA",1,2,"mean","domain_index",0.0158869244051039,0.441801883550989,0.984113075594896,0.406233818669291
"Ghana","women_vitA",2,2,"mean","domain_index",0.0359415877150793,0.610351735431173,0.964058412284921,0.18663257897347
"Ghana","women_vitA",2,3,"mean","domain_index",0.17613017036662,0.529430343896715,0.82386982963338,0.0825779577657083
"Ghana","women_vitA",2,1,"rf","rf",0,0.233145941799669,0,0.164109859069453
"Ghana","women_vitA",2,4,"mean","domain_index",0.0646694665214193,0.259101834921817,0.741773002118627,0.349461756461722
"Ghana","women_vitA",2,5,"mean","domain_index",0.0364621625884395,0.509726015396136,0.963537837411561,0.398972857573201
"Ghana","women_vitA",3,5,"mean","rf",0,0.323239654537445,0.919194140595682,0.304353976983293
"Ghana","women_vitA",3,1,"enet","domain_index",0.141686179481564,0.446580565865881,0,0.147552344490125
"Ghana","women_vitA",3,4,"mean","domain_index",0.145922001378695,0.49747977261116,0.783820927345635,0.369862221005252
"Ghana","women_vitA",3,3,"enet","enet",0.151343588500158,0.426359937313007,0.680463057802528,0.22966507844293
"Ghana","women_vitA",3,2,"mean","domain_index",0.134682318937052,0.454013536138344,0.865317681062948,0.212425600445899
"Ghana","women_vitA",4,1,"mean","domain_index",0,0.614711965577417,1,0.385288034422583
"Ghana","women_vitA",4,2,"mean","domain_index",0.0723304867178071,0.381779666002941,0.927669513282193,0.211004016450653
"Ghana","women_vitA",4,4,"rf","rf",0,0.436129110195823,0.339604138787912,0.0618928850243072
"Ghana","women_vitA",4,3,"mean","domain_index",0,0.408663826926239,0.941529151632693,0.422026751673918
"Ghana","women_vitA",4,5,"mean","domain_index",0.201935342881075,0.644889782057868,0.798064657118925,0.211041549882517
"Ghana","women_vitA",5,2,"mean","rf",0,0.276470653231952,0.62994279294599,0.302425795462304
"Ghana","women_vitA",5,3,"mean","domain_index",0.203738754195163,0.58635443412946,0.796261245804837,0.150862865948605
"Ghana","women_vitA",5,5,"mean","enet",0,0.117704981891428,1,0.467598935234689
"Ghana","women_vitA",5,1,"mean","rf",0,0.190164754135676,1,0.358828591393515
"Ghana","women_vitA",5,4,"mean","domain_index",0.110085186782819,0.420582637447077,0.889914813217181,0.261853173828119
"Ghana","child_iron",1,1,"rf","enet",0.210401681129015,0.00284818862531995,0,0.0654791440042335
"Ghana","child_iron",1,3,"rf","enet",0.417738570986629,0,0.192605173762837,0.0746354060274628
"Ghana","child_iron",1,4,"rf","enet",0.197447287110856,0.332985668717319,0.135310464283299,0.122607805154792
"Ghana","child_iron",1,5,"rf","rf",0.0837515501847589,0,0,0.211027955009752
"Ghana","child_iron",1,2,"rf","rf",0.278665109002209,0.334576872283684,0.222669775765602,0.10020449942954
"Ghana","child_iron",2,2,"rf","rf",0.154924613173542,0,0,0.0501373685316939
"Ghana","child_iron",2,3,"rf","rf",0.21598229316132,0.317517739663178,0,0.0714427531990265
"Ghana","child_iron",2,1,"rf","rf",0.390353310232192,0.114680308204604,0.609646689767808,0.182580849391834
"Ghana","child_iron",2,4,"rf","rf",0.570319728953903,0.400627767965183,0.429680271046097,0.00447655306608199
"Ghana","child_iron",2,5,"rf","rf",0,0,0,0.0780468218766312
"Ghana","child_iron",3,5,"rf","rf",0.337639467203414,0,0.30761108243805,0.124558256818722
"Ghana","child_iron",3,1,"rf","rf",0.287364579013855,0.240683029067839,0.11348970043915,0
"Ghana","child_iron",3,4,"rf","rf",0.515552914786555,0.424587523803473,0.277168474676682,0.133160063038271
"Ghana","child_iron",3,3,"rf","rf",0.345446414728323,0.0589124143376001,0.317453615011064,0.0850635489393802
"Ghana","child_iron",3,2,"rf","rf",0,0.047864832138498,0,0.0471209997103614
"Ghana","child_iron",4,1,"rf","rf",0.166835286525663,0,0.13544225547701,0.0704176658987543
"Ghana","child_iron",4,2,"rf","rf",0.155096880866605,0.157691522653473,0.149892080136316,0.151884411696906
"Ghana","child_iron",4,4,"rf","rf",0.447295330647015,0.258979517288993,0.221098668433461,0
"Ghana","child_iron",4,3,"rf","domain_index",0.517670419620384,0.890288534308774,0.482329580379616,0.109711465691226
"Ghana","child_iron",4,5,"rf","rf",0.109890996676323,0,0.0585408324729698,0.142972606429901
"Ghana","child_iron",5,2,"rf","domain_index",0.550475449361826,0.809764337172148,0.449524550638174,0.128743868834719
"Ghana","child_iron",5,3,"rf","domain_index",0.219508336156502,0.701373774950678,0.0975640455596354,0.032467008525098
"Ghana","child_iron",5,5,"rf","rf",0.570138468049546,0.264587573803817,0.429861531950454,0.101883904623194
"Ghana","child_iron",5,1,"rf","rf",0.21927611072715,0.252549576272497,0.20637611447957,0.152882288645978
"Ghana","child_iron",5,4,"rf","rf",0.0615682890861784,0.200709751964988,0,0.0720301625672952
"Ghana","women_iron",1,1,"rf","rf",0.200860224321119,0.40548351169435,0.314002096111045,0.090300915698803
"Ghana","women_iron",1,3,"rf","rf",0.184488578260038,0.426690014918164,0.270000521417442,0.113770439313488
"Ghana","women_iron",1,4,"rf","rf",0,0.281576582966575,0.067971414776086,0.220250674865522
"Ghana","women_iron",1,5,"rf","rf",0,0.310864721493596,0,0.0832992966898451
"Ghana","women_iron",1,2,"mean","rf",0.0703390993430978,0.44245594188706,0.577710038925624,0.146596154991144
"Ghana","women_iron",2,2,"rf","rf",0.0439638087837669,0.284240759610712,0.0691740066172896,0.133865414820525
"Ghana","women_iron",2,3,"rf","domain_index",0.0297815464352278,0.487513269646717,0.3867568010395,0.112756142974924
"Ghana","women_iron",2,1,"rf","rf",0,0.262512409530276,0.00520501881467114,0.155714980510278
"Ghana","women_iron",2,4,"rf","rf",0.144613768801531,0.334965951594937,0.0909244417538958,0.067050816269931
"Ghana","women_iron",2,5,"rf","rf",0.0698152778627372,0.324675438283927,0,0
"Ghana","women_iron",3,5,"rf","rf",0.102429014785042,0.366675145061011,0.352100748376657,0.235436658517032
"Ghana","women_iron",3,1,"rf","rf",0.00452102163995393,0.42174210416424,0.0124734584522573,0.125211255106386
"Ghana","women_iron",3,4,"rf","rf",0.011175319649566,0.180028116810892,0,0.0353682290052778
"Ghana","women_iron",3,3,"rf","rf",0.0957733625699574,0.379087971090019,0.154806434834888,0.0344850276990753
"Ghana","women_iron",3,2,"rf","rf",0.0230536110406558,0.313263942583543,0.103223250973692,0.092792875750691
"Ghana","women_iron",4,1,"rf","rf",0,0.226451731739958,0.0415255805009618,0.122541266619454
"Ghana","women_iron",4,2,"rf","rf",0.0254634297540644,0.185008718770005,0,0.0272173760684161
"Ghana","women_iron",4,4,"rf","rf",0,0.101902824953181,0,0.150829249111762
"Ghana","women_iron",4,3,"mean","rf",0.0874650232443896,0.421063070785171,0.630478120282481,0.316321589011841
"Ghana","women_iron",4,5,"rf","rf",0.0183682991546259,0.273020230996335,0,0.165189897535862
"Ghana","women_iron",5,2,"rf","rf",0.0829123387626734,0.304717129071918,0.128761889926524,0.0557237440373179
"Ghana","women_iron",5,3,"rf","rf",0.058100683184447,0.269273289764887,0.463619964438234,0.242403075675413
"Ghana","women_iron",5,5,"mean","domain_index",0.145769522876014,0.67471058510719,0.854230477123986,0.325289414892811
"Ghana","women_iron",5,1,"rf","domain_index",0.190220520855099,0.589807673815604,0.541493930352982,0
"Ghana","women_iron",5,4,"rf","rf",0,0.140158529300921,0,0.234619335597809
"Ghana","women_folate",1,1,"rf","enet",0,0.324907419762489,0,0.188941184419791
"Ghana","women_folate",1,3,"rf","rf",0.0352869917060845,0.0797025539805876,0.317365270707929,0.299454920332327
"Ghana","women_folate",1,4,"enet","enet",0,0.340266269600844,0,0
"Ghana","women_folate",1,5,"rf","rf",0.0296295269894742,0.275442630062934,0,0.0431668756966653
"Ghana","women_folate",1,2,"rf","rf",0.0476569976098696,0.328224510480422,0,0.0521159864145863
"Ghana","women_folate",2,2,"rf","rf",0.095536851639544,0.163998456648154,0,0.0776742228418621
"Ghana","women_folate",2,3,"rf","rf",0,0.0363103659401895,0,0.159926779436155
"Ghana","women_folate",2,1,"rf","rf",0.00731946302466405,0.209562558070941,0,0.114933166200288
"Ghana","women_folate",2,4,"rf","rf",0.0243992823453058,0.257054193481901,0,0.10496734251524
"Ghana","women_folate",2,5,"rf","rf",0,0.0294042166235269,0,0.16422380737032
"Ghana","women_folate",3,5,"rf","rf",0.0203848894138222,0.238046979583261,0,0.163437177557585
"Ghana","women_folate",3,1,"rf","domain_index",0,0.640895096832612,0,0.299026996902519
"Ghana","women_folate",3,4,"enet","enet",0.144792624205558,0,0,0.103386437927266
"Ghana","women_folate",3,3,"rf","rf",0.0964611590062256,0.0680583197669964,0,0.113711032709666
"Ghana","women_folate",3,2,"rf","rf",0,0,0,0.130616038005652
"Ghana","women_folate",4,1,"rf","rf",0,0,0,0.0544773937046906
"Ghana","women_folate",4,2,"rf","rf",0,0.0453400494406481,0,0.338931455346889
"Ghana","women_folate",4,4,"rf","rf",0.00189465154494009,0.0789125953887506,0,0.110754139771209
"Ghana","women_folate",4,3,"enet","enet",0.0753808604224121,0.348224787619246,0,0.23168412821359
"Ghana","women_folate",4,5,"rf","rf",0,0.0321401881430552,0,0.224134409377332
"Ghana","women_folate",5,2,"rf","rf",0,0,0,0.148192187007429
"Ghana","women_folate",5,3,"rf","rf",0.00102667555657699,0.172932229329106,0,0.217708954251431
"Ghana","women_folate",5,5,"rf","rf",0,0,0,0.202295978148924
"Ghana","women_folate",5,1,"rf","enet",0,0,0,0.141509252599803
"Ghana","women_folate",5,4,"enet","enet",0.0840821033722527,0,0,0.164482011928817
"Ghana","women_b12",1,1,"rf","rf",0,0.359264991000523,0.0140357330563414,0.012366237236746
"Ghana","women_b12",1,3,"rf","domain_index",0.287910061583053,0.772922886644795,0.543285252493285,0.17264129197658
"Ghana","women_b12",1,4,"rf","rf",0,0.39758517651937,0.105122109561117,0.134871275950067
"Ghana","women_b12",1,5,"rf","rf",0,0.285782949326914,0,0.108525146903158
"Ghana","women_b12",1,2,"rf","domain_index",0.134204973458381,0.509878641188852,0.291687005509399,0.138594429565463
"Ghana","women_b12",2,2,"rf","rf",0.0150677421985256,0.413866252478647,0.455527069345205,0.227904274554708
"Ghana","women_b12",2,3,"rf","domain_index",0.0928349049134669,0.591060406897382,0.311125678632381,0.0805231291179547
"Ghana","women_b12",2,1,"rf","domain_index",0,0.507032602873338,0.167562261185442,0.204125100205436
"Ghana","women_b12",2,4,"rf","rf",0.00856136617391728,0.463297054332529,0.218654417055635,0.0476967017646371
"Ghana","women_b12",2,5,"rf","rf",0,0,0,0.121143978598993
"Ghana","women_b12",3,5,"rf","domain_index",0.190752309565217,0.613778461603916,0.414420663388474,0.152395065465992
"Ghana","women_b12",3,1,"enet","enet",0.0539257226993697,0.228304923309457,0,0.228479132672622
"Ghana","women_b12",3,4,"rf","domain_index",0.0722039676173305,0.409411230924203,0.376392692817923,0.295334350608265
"Ghana","women_b12",3,3,"rf","domain_index",0.0798064450000941,0.544574509661493,0.534047157529495,0.215746163774677
"Ghana","women_b12",3,2,"rf","domain_index",0.238640131554328,0.499197971583272,0.503545794140741,0.268036406354111
"Ghana","women_b12",4,1,"rf","domain_index",0,0.804600919643396,0.129302765875547,0.195399080356604
"Ghana","women_b12",4,2,"rf","domain_index",0.101332391801383,0.476770412690039,0.404136230078308,0.120013343713223
"Ghana","women_b12",4,4,"rf","domain_index",0.102356209885218,0.441406178865405,0,0.192525629097109
"Ghana","women_b12",4,3,"mean","domain_index",0.0477006839859395,0.561565716130937,0,0
"Ghana","women_b12",4,5,"rf","domain_index",0,0.494482357111676,0.336350888304682,0.193138996920105
"Ghana","women_b12",5,2,"rf","rf",0,0.436442570383476,0.12036114432473,0.121671494617397
"Ghana","women_b12",5,3,"rf","rf",0,0.305481831014693,0.208643827247306,0.236583856732226
"Ghana","women_b12",5,5,"rf","domain_index",0.0868626882811163,0.544921212799232,0.230350717668442,0.218061366941662
"Ghana","women_b12",5,1,"rf","domain_index",0.135486021345242,0.450287023577596,0.482469109839689,0.201259035267447
"Ghana","women_b12",5,4,"rf","rf",0.0114751718544529,0.357625916362633,0.35348494407163,0.31768671772032
"Malawi","child_vitA",1,1,"enet","domain_index",0.235106217992723,0.38219922981296,0.315770907013612,0.381380572366455
"Malawi","child_vitA",1,3,"rf","enet",0,0.237753554527074,0.238994400410996,0.38547858533207
"Malawi","child_vitA",1,4,"mean","domain_index",0,0.476788108118206,1,0.382386115395948
"Malawi","child_vitA",1,5,"mean","domain_index",0.123090081588766,0.497872633965722,0.876909918411234,0.399887200789668
"Malawi","child_vitA",1,2,"mean","domain_index",0.0474328813473594,0.0337230544391671,0.952567118652641,0
"Malawi","child_vitA",2,2,"rf","domain_index",0.0594588117256122,0.437469207703148,0.135302611440017,0
"Malawi","child_vitA",2,3,"mean","domain_index",0.0780891732461211,0,0.921910826753879,0
"Malawi","child_vitA",2,1,"mean","domain_index",0.181013411780103,0.0357142857142856,0.818986588219897,0
"Malawi","child_vitA",2,4,"mean","domain_index",0.143835363407593,0.480749785553473,0.856164636592407,0.421168517352806
"Malawi","child_vitA",2,5,"enet","domain_index",0.0226160174184984,0.487727875713237,0,0.242704458241063
"Malawi","child_vitA",3,5,"mean","domain_index",0.243656326665359,0.572188521652479,0.756343673334641,0.427811478347521
"Malawi","child_vitA",3,1,"mean","domain_index",0.0713749572086677,0.00924369747899133,0.924351398869071,0
"Malawi","child_vitA",3,4,"mean","rf",0.00729954632879535,0,0.992700453671205,0
"Malawi","child_vitA",3,3,"mean","domain_index",0.188982279177872,0.460743312369297,0.811017720822128,0.41468282371545
"Malawi","child_vitA",3,2,"mean","domain_index",0.13294231806176,0.374730791126638,0.652128916566427,0.256749983857947
"Malawi","child_vitA",4,1,"mean","rf",0.0477612776180435,0.0111902368579495,0.55193772547441,0
