"country","outcome","rep","fold","pick_mse","pick_rank","pick_wrank","pick_burden","w_mse_idx","w_rank_idx","w_wrank_idx","w_burden_idx"
"Ghana","women_iron",3,2,"rf","domain_index","domain_index","rf",0.114783780701344,0.483330572025838,0.672499420289556,0.00246045559766148
"Ghana","women_iron",4,1,"rf","rf","rf","rf",0.0102798972352281,0.336318440741705,0.397541303487977,0.200130899885572
"Ghana","women_iron",4,2,"rf","rf","rf","rf",0.0492588823654479,0.271124722806517,0.439979799643995,5.15084531275882e-09
"Ghana","women_iron",4,4,"rf","rf","domain_index","domain_index",0.000833679525394894,0.217799050944812,0.515613303540674,0.284957712955572
"Ghana","women_iron",4,3,"mean","domain_index","domain_index","domain_index",0.217198876520048,0.494390505694967,0.743690617455245,0.372273657844088
"Ghana","women_iron",4,5,"rf","rf","rf","rf",0.138025843529946,0.358818300047979,0.350642461978272,0.036687092883593
"Ghana","women_iron",5,2,"rf","domain_index","domain_index","rf",0.317863419541725,0.637142873302457,0.775491339829762,0.245838383582449
"Ghana","women_iron",5,3,"rf","rf","domain_index","rf",0.0897632250585202,0.312061483398122,0.469995208623904,0.00357150892430801
"Ghana","women_iron",5,5,"mean","domain_index","domain_index","domain_index",0.218599978791459,0.685853609440221,0.706597041234347,0.878100049599498
"Ghana","women_iron",5,1,"rf","domain_index","domain_index","domain_index",0.226059923621208,0.543357412191326,0.851906638059997,0.245688294417842
"Ghana","women_iron",5,4,"rf","rf","rf","domain_index",0.0269001948887277,0,0,0.992618633207016
"Ghana","women_folate",1,1,"rf","domain_index","domain_index","enet",0.0947047305528769,0.474943446945189,0.561181063119087,0.00246045559766148
"Ghana","women_folate",1,3,"rf","enet","enet","enet",0,0,0,0.00157025579470401
"Ghana","women_folate",1,4,"enet","enet","enet","enet",0,0.280073814890602,0.0837536160105512,0.0364109680736219
"Ghana","women_folate",1,5,"enet","enet","enet","enet",0.125624830887896,0.409190959648332,0.335204868685514,0.00182624415443448
"Ghana","women_folate",1,2,"rf","domain_index","rf","enet",0.125961284675639,0.396379077806967,0,0.00331841113082662
"Ghana","women_folate",2,2,"enet","enet","enet","enet",0,0.0935525768566449,0.0890674529876134,0.000517714956653687
"Ghana","women_folate",2,3,"rf","rf","rf","rf",0,0.0643824520633816,0,0.00182624415443448
"Ghana","women_folate",2,1,"rf","domain_index","domain_index","mean",0.260247958615232,0.619307592705819,0.378428471756554,0.00246045559766148
"Ghana","women_folate",2,4,"rf","enet","domain_index","enet",0.134822581699864,0.203963247510564,0.0308720770912507,0.241685255927362
"Ghana","women_folate",2,5,"rf","rf","enet","rf",0.0975096020787813,0.0860202848059931,0,0.00140466461931493
"Ghana","women_folate",3,5,"rf","rf","rf","enet",0,0.152647990198928,0,0.00130978332157214
