"country","outcome","fraction","rep","n_areas","arm","mae","rho"
"Gambia","child_vitA",0.15,6,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,7,30,"survey",12.4432750804714,0.51489127255446
"Gambia","child_vitA",0.15,7,30,"aug_sp",13.5929878610162,0.428555840025211
"Gambia","child_vitA",0.15,7,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,7,30,"aug_idx",14.2628053051184,0.471767811420685
"Gambia","child_vitA",0.15,7,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,8,30,"survey",10.5565269926597,0.424242592741935
"Gambia","child_vitA",0.15,8,30,"aug_sp",12.7195841277756,0.29758347311522
"Gambia","child_vitA",0.15,8,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,8,30,"aug_idx",13.0098301438007,0.279764103467602
"Gambia","child_vitA",0.15,8,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,9,30,"survey",16.6382519152694,0.157994477024421
"Gambia","child_vitA",0.15,9,30,"aug_sp",18.1012335590894,0.0681590889021386
"Gambia","child_vitA",0.15,9,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,9,30,"aug_idx",18.4885339690857,0.0853102321879709
"Gambia","child_vitA",0.15,9,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,10,30,"survey",11.338812454158,0.543589757101642
"Gambia","child_vitA",0.15,10,30,"aug_sp",12.9598017589111,0.437242782728425
"Gambia","child_vitA",0.15,10,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,10,30,"aug_idx",13.4139161806588,0.484464112294613
"Gambia","child_vitA",0.15,10,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,11,30,"survey",13.4222345389572,0.301815573406529
"Gambia","child_vitA",0.15,11,30,"aug_sp",15.2314320399781,0.0189330802505941
"Gambia","child_vitA",0.15,11,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,11,30,"aug_idx",16.1342688932279,0.0463303610838066
"Gambia","child_vitA",0.15,11,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,12,30,"survey",12.2284101167346,0.00490141718980657
"Gambia","child_vitA",0.15,12,30,"aug_sp",13.3310734171018,-0.150796415642967
"Gambia","child_vitA",0.15,12,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,12,30,"aug_idx",14.6088428292884,-0.0619223095254723
"Gambia","child_vitA",0.15,12,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,13,30,"survey",10.7658836674595,0.426724684548823
"Gambia","child_vitA",0.15,13,30,"aug_sp",12.6787884520996,0.264394897146531
"Gambia","child_vitA",0.15,13,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,13,30,"aug_idx",13.8323825015652,0.234547452986771
"Gambia","child_vitA",0.15,13,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,14,30,"survey",15.4040669891351,0.387743850525378
"Gambia","child_vitA",0.15,14,30,"aug_sp",17.005883664696,0.300033636441767
"Gambia","child_vitA",0.15,14,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,14,30,"aug_idx",16.0330063242007,0.339681733907717
"Gambia","child_vitA",0.15,14,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,15,30,"survey",15.1614802185154,0.156954775179674
"Gambia","child_vitA",0.15,15,30,"aug_sp",17.1559231359106,-0.0336340602098789
"Gambia","child_vitA",0.15,15,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,15,30,"aug_idx",17.2615996591023,0.0291792177979744
"Gambia","child_vitA",0.15,15,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,16,30,"survey",13.1081147710129,0.0944847084038852
"Gambia","child_vitA",0.15,16,30,"aug_sp",14.14249935555,0.0420982607924974
"Gambia","child_vitA",0.15,16,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,16,30,"aug_idx",13.5760728612033,0.0550173037870204
"Gambia","child_vitA",0.15,16,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,17,30,"survey",11.3623740377246,0.42023654340069
"Gambia","child_vitA",0.15,17,30,"aug_sp",13.5268525096146,0.275977487417483
"Gambia","child_vitA",0.15,17,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,17,30,"aug_idx",13.0436799703693,0.265508607749507
"Gambia","child_vitA",0.15,17,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,18,30,"survey",13.6008423154012,0.22744500631322
"Gambia","child_vitA",0.15,18,30,"aug_sp",14.9875866882422,0.0253926017478556
"Gambia","child_vitA",0.15,18,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,18,30,"aug_idx",14.6620507873863,0.0833055531026139
"Gambia","child_vitA",0.15,18,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,19,30,"survey",13.5068953628558,0.50173086847597
"Gambia","child_vitA",0.15,19,30,"aug_sp",14.5896114214784,0.418309702477831
"Gambia","child_vitA",0.15,19,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,19,30,"aug_idx",15.3800336789974,0.489364438947708
"Gambia","child_vitA",0.15,19,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,20,30,"survey",11.218645175849,0.451368426481962
"Gambia","child_vitA",0.15,20,30,"aug_sp",13.2183425279633,0.249471175066651
"Gambia","child_vitA",0.15,20,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,20,30,"aug_idx",12.9681394620326,0.316516553365814
"Gambia","child_vitA",0.15,20,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,21,30,"survey",11.8112030738954,0.222655815856006
"Gambia","child_vitA",0.15,21,30,"aug_sp",12.7465895798605,0.113152997262374
"Gambia","child_vitA",0.15,21,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,21,30,"aug_idx",12.8215374453896,0.147455283834038
"Gambia","child_vitA",0.15,21,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,22,30,"survey",15.1346474728219,-0.0969575543372881
"Gambia","child_vitA",0.15,22,30,"aug_sp",16.6144304417754,-0.16928401165237
"Gambia","child_vitA",0.15,22,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,22,30,"aug_idx",16.7714443877882,-0.145896088989872
"Gambia","child_vitA",0.15,22,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,23,30,"survey",15.7156359429958,0.387725791859118
"Gambia","child_vitA",0.15,23,30,"aug_sp",17.0717308237378,0.255930696563913
"Gambia","child_vitA",0.15,23,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,23,30,"aug_idx",16.662618078973,0.245907301137128
"Gambia","child_vitA",0.15,23,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,24,30,"survey",15.721327417041,0.384881260057553
"Gambia","child_vitA",0.15,24,30,"aug_sp",18.1870233137186,0.190667255229512
"Gambia","child_vitA",0.15,24,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,24,30,"aug_idx",18.5966017730654,0.219400988786296
"Gambia","child_vitA",0.15,24,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,25,30,"survey",15.5449486592137,0.311078943087113
"Gambia","child_vitA",0.15,25,30,"aug_sp",16.9020664513879,0.198017745209154
"Gambia","child_vitA",0.15,25,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,25,30,"aug_idx",17.3356608792073,0.265954091990698
"Gambia","child_vitA",0.15,25,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,26,30,"survey",13.5487058738054,0.160682426404996
"Gambia","child_vitA",0.15,26,30,"aug_sp",15.065794835166,-0.100011212147256
"Gambia","child_vitA",0.15,26,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,26,30,"aug_idx",14.8088438062883,0.0385343868629738
"Gambia","child_vitA",0.15,26,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,27,30,"survey",13.6493344413274,0.323231296084518
"Gambia","child_vitA",0.15,27,30,"aug_sp",15.278034000818,0.249693917187246
"Gambia","child_vitA",0.15,27,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,27,30,"aug_idx",15.5534407232406,0.291346693738553
"Gambia","child_vitA",0.15,27,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,28,30,"survey",11.8075991013644,0.554578200995848
"Gambia","child_vitA",0.15,28,30,"aug_sp",12.7141494967819,0.48691427562116
"Gambia","child_vitA",0.15,28,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,28,30,"aug_idx",14.0284286845556,0.458180542064376
"Gambia","child_vitA",0.15,28,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,29,30,"survey",17.2860356092596,0.346741052538786
"Gambia","child_vitA",0.15,29,30,"aug_sp",19.3731307152802,0.23833406903689
"Gambia","child_vitA",0.15,29,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,29,30,"aug_idx",19.3440956757936,0.285778140723673
"Gambia","child_vitA",0.15,29,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,30,30,"survey",14.6641748555578,0.345400080596129
"Gambia","child_vitA",0.15,30,30,"aug_sp",16.1346758134753,0.146564315351658
"Gambia","child_vitA",0.15,30,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,30,30,"aug_idx",17.5016438820608,0.116494129071302
"Gambia","child_vitA",0.15,30,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,31,30,"survey",11.5280879678551,0.472194434169068
"Gambia","child_vitA",0.15,31,30,"aug_sp",13.2867302724918,0.340127218148907
"Gambia","child_vitA",0.15,31,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,31,30,"aug_idx",13.3589093310601,0.388685000438666
"Gambia","child_vitA",0.15,31,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,32,30,"survey",12.1316304473269,0.447415507471537
"Gambia","child_vitA",0.15,32,30,"aug_sp",14.5041010957581,0.226751478765938
"Gambia","child_vitA",0.15,32,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,32,30,"aug_idx",14.3870801515526,0.26350392866415
"Gambia","child_vitA",0.15,32,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,33,30,"survey",12.6770060671915,0.409936710420186
"Gambia","child_vitA",0.15,33,30,"aug_sp",14.5730774138366,0.297806215235815
"Gambia","child_vitA",0.15,33,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,33,30,"aug_idx",15.5296532968594,0.308497837024386
"Gambia","child_vitA",0.15,33,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,34,30,"survey",11.6094889496148,0.400133876040573
"Gambia","child_vitA",0.15,34,30,"aug_sp",13.7616712374254,0.273081839849745
"Gambia","child_vitA",0.15,34,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,34,30,"aug_idx",14.1988720840916,0.324312527586646
"Gambia","child_vitA",0.15,34,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,35,30,"survey",16.0129272650743,0.0712774785904718
"Gambia","child_vitA",0.15,35,30,"aug_sp",18.094706317755,-0.000890968482380897
"Gambia","child_vitA",0.15,35,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,35,30,"aug_idx",17.8049961355378,0.0937744327705894
"Gambia","child_vitA",0.15,35,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,36,30,"survey",11.6859501273689,0.504010114381646
"Gambia","child_vitA",0.15,36,30,"aug_sp",13.9972651787179,0.343022865716645
"Gambia","child_vitA",0.15,36,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,36,30,"aug_idx",13.4427036071241,0.417641476116046
"Gambia","child_vitA",0.15,36,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,37,30,"survey",13.0106789260869,0.132367728282801
"Gambia","child_vitA",0.15,37,30,"aug_sp",14.5155661035623,-0.0614768252842819
"Gambia","child_vitA",0.15,37,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,37,30,"aug_idx",15.5735601301958,0.00801871634142807
"Gambia","child_vitA",0.15,37,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,38,30,"survey",12.2153177559344,0.224871902278458
"Gambia","child_vitA",0.15,38,30,"aug_sp",14.2024633867749,0.0599176304401153
"Gambia","child_vitA",0.15,38,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,38,30,"aug_idx",13.7686508889861,0.131863335392373
"Gambia","child_vitA",0.15,38,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,39,30,"survey",13.1213979996959,0.463295320281944
"Gambia","child_vitA",0.15,39,30,"aug_sp",15.1683863059731,0.255707954443317
"Gambia","child_vitA",0.15,39,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,39,30,"aug_idx",15.7271469531954,0.309611547627362
"Gambia","child_vitA",0.15,39,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.15,40,30,"survey",14.698583694362,0.17034320491135
"Gambia","child_vitA",0.15,40,30,"aug_sp",15.9105515627495,0.0325203496069027
"Gambia","child_vitA",0.15,40,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.15,40,30,"aug_idx",16.4129234537455,0.133199788115944
"Gambia","child_vitA",0.15,40,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,1,30,"survey",9.62575132063333,0.417910706996671
"Gambia","child_vitA",0.25,1,30,"aug_sp",11.6868924832116,0.25281230687558
"Gambia","child_vitA",0.25,1,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,1,30,"aug_idx",12.2626880221155,0.256821665046294
"Gambia","child_vitA",0.25,1,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,2,30,"survey",13.0059986096707,0.140550278095586
"Gambia","child_vitA",0.25,2,30,"aug_sp",15.0037717536165,-0.0975610488207082
"Gambia","child_vitA",0.25,2,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,2,30,"aug_idx",13.9260985142415,-0.0155919484416657
"Gambia","child_vitA",0.25,2,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,3,30,"survey",10.5027693471809,0.331811299611696
"Gambia","child_vitA",0.25,3,30,"aug_sp",12.4373284755781,0.167279332567013
"Gambia","child_vitA",0.25,3,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,3,30,"aug_idx",12.9436648862031,0.186435154938203
"Gambia","child_vitA",0.25,3,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,4,30,"survey",9.69963500408551,0.445645186218998
"Gambia","child_vitA",0.25,4,30,"aug_sp",11.4691453868913,0.339236249666526
"Gambia","child_vitA",0.25,4,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,4,30,"aug_idx",10.8855896229418,0.378438862891286
"Gambia","child_vitA",0.25,4,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,5,30,"survey",11.5617281311462,0.292715708418777
"Gambia","child_vitA",0.25,5,30,"aug_sp",13.6156608899867,0.120503487242016
"Gambia","child_vitA",0.25,5,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,5,30,"aug_idx",13.1623505579257,0.182871281008679
"Gambia","child_vitA",0.25,5,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,6,30,"survey",11.5463124451946,0.154300417790856
"Gambia","child_vitA",0.25,6,30,"aug_sp",13.6333090502018,0.0919924958058276
"Gambia","child_vitA",0.25,6,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,6,30,"aug_idx",13.4187878952176,0.172402401340704
"Gambia","child_vitA",0.25,6,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,7,30,"survey",13.0496487282326,0.2672538761176
"Gambia","child_vitA",0.25,7,30,"aug_sp",14.3627889924905,0.150796415642967
"Gambia","child_vitA",0.25,7,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,7,30,"aug_idx",15.1900920286268,0.131417851151182
"Gambia","child_vitA",0.25,7,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,8,30,"survey",10.7211015229402,0.396859234815868
"Gambia","child_vitA",0.25,8,30,"aug_sp",12.7394485064099,0.09934298578547
"Gambia","child_vitA",0.25,8,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,8,30,"aug_idx",12.7858450465078,0.0939971748911846
"Gambia","child_vitA",0.25,8,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,9,30,"survey",9.31622351793954,0.567896018946225
"Gambia","child_vitA",0.25,9,30,"aug_sp",10.7662565321396,0.438133751210806
"Gambia","child_vitA",0.25,9,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,9,30,"aug_idx",11.4232041534966,0.490923633791874
"Gambia","child_vitA",0.25,9,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,10,30,"survey",11.2454523141639,0.457512315702591
"Gambia","child_vitA",0.25,10,30,"aug_sp",12.8210136833238,0.29290588858272
"Gambia","child_vitA",0.25,10,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,10,30,"aug_idx",12.8223021737782,0.317853006089385
"Gambia","child_vitA",0.25,10,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,11,30,"survey",9.74436951214965,0.482897082809479
"Gambia","child_vitA",0.25,11,30,"aug_sp",11.9326173101613,0.390466937403428
"Gambia","child_vitA",0.25,11,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,11,30,"aug_idx",11.9021390043869,0.426551160939854
"Gambia","child_vitA",0.25,11,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,12,30,"survey",13.3853369676998,-0.0274003288702508
"Gambia","child_vitA",0.25,12,30,"aug_sp",14.6646231191201,-0.210936788203677
"Gambia","child_vitA",0.25,12,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,12,30,"aug_idx",14.7635488640265,-0.0795189370524951
"Gambia","child_vitA",0.25,12,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,13,30,"survey",10.1989152316032,0.391124988494177
"Gambia","child_vitA",0.25,13,30,"aug_sp",12.1869703220432,0.102684117594398
"Gambia","child_vitA",0.25,13,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,13,30,"aug_idx",11.5024480814911,0.14879173655761
"Gambia","child_vitA",0.25,13,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,14,30,"survey",11.5170037868053,0.403276221182229
"Gambia","child_vitA",0.25,14,30,"aug_sp",13.1673621352318,0.172402401340704
"Gambia","child_vitA",0.25,14,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,14,30,"aug_idx",13.0362171964329,0.181757570405703
"Gambia","child_vitA",0.25,14,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,15,30,"survey",12.1018381019295,0.3078296106626
"Gambia","child_vitA",0.25,15,30,"aug_sp",13.9299013105599,0.137209146286658
"Gambia","child_vitA",0.25,15,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,15,30,"aug_idx",14.7181590468307,0.199576940053321
"Gambia","child_vitA",0.25,15,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,16,30,"survey",11.063213660018,0.338643369477545
"Gambia","child_vitA",0.25,16,30,"aug_sp",12.8701024342321,0.0917697536852324
"Gambia","child_vitA",0.25,16,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,16,30,"aug_idx",11.6028160278719,0.261499249578793
"Gambia","child_vitA",0.25,16,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,17,30,"survey",10.9992942897791,0.56032110147107
"Gambia","child_vitA",0.25,17,30,"aug_sp",12.5792999230802,0.44726617815521
"Gambia","child_vitA",0.25,17,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,17,30,"aug_idx",13.5200010611498,0.435460845763663
"Gambia","child_vitA",0.25,17,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,18,30,"survey",10.9461417857652,0.443008491289915
"Gambia","child_vitA",0.25,18,30,"aug_sp",12.7711040102129,0.274195550452721
"Gambia","child_vitA",0.25,18,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,18,30,"aug_idx",11.607314435353,0.374429504720572
"Gambia","child_vitA",0.25,18,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,19,30,"survey",10.2432739233141,0.432119713954735
"Gambia","child_vitA",0.25,19,30,"aug_sp",12.2137974082655,0.316516553365814
"Gambia","child_vitA",0.25,19,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,19,30,"aug_idx",12.9666673019436,0.368860951705691
"Gambia","child_vitA",0.25,19,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,20,30,"survey",10.9783027253567,0.231926149754029
"Gambia","child_vitA",0.25,20,30,"aug_sp",11.8818254255751,0.0441029398778544
"Gambia","child_vitA",0.25,20,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,20,30,"aug_idx",13.214892711989,0.0911015273234467
"Gambia","child_vitA",0.25,20,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,21,30,"survey",12.4938256312697,0.319002202782107
"Gambia","child_vitA",0.25,21,30,"aug_sp",14.5959948550176,-0.0320748653657123
"Gambia","child_vitA",0.25,21,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,21,30,"aug_idx",13.4374294230114,0.0396480974659499
"Gambia","child_vitA",0.25,21,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,22,30,"survey",10.713612836256,0.380443541976643
"Gambia","child_vitA",0.25,22,30,"aug_sp",12.6239001543038,0.148568994437015
"Gambia","child_vitA",0.25,22,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,22,30,"aug_idx",11.7429999085599,0.24301165356939
"Gambia","child_vitA",0.25,22,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,23,30,"survey",11.4703975679184,0.558391031871829
"Gambia","child_vitA",0.25,23,30,"aug_sp",13.3370622727918,0.409622759774617
"Gambia","child_vitA",0.25,23,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,23,30,"aug_idx",14.3810809221705,0.368860951705691
"Gambia","child_vitA",0.25,23,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,24,30,"survey",11.1768365046298,0.440013588630363
"Gambia","child_vitA",0.25,24,30,"aug_sp",13.6665577226348,0.216505341218558
"Gambia","child_vitA",0.25,24,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,24,30,"aug_idx",14.7391788671423,0.225192283921772
"Gambia","child_vitA",0.25,24,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,25,30,"survey",9.556260396282,0.455609006961566
"Gambia","child_vitA",0.25,25,30,"aug_sp",11.3832514531921,0.326539948792599
"Gambia","child_vitA",0.25,25,30,"alone_sp",9.88108753668601,0.514534298574968
"Gambia","child_vitA",0.25,25,30,"aug_idx",12.8007311331674,0.373984020479382
"Gambia","child_vitA",0.25,25,30,"alone_idx",11.8327610874938,0.613877284360438
"Gambia","child_vitA",0.25,26,30,"survey",11.0957057817921,0.330177285240607
"Gambia","child_vitA",0.25,26,30,"aug_sp",12.98691521643,0.167724816808204
"Gambia","child_vitA",0.25,26,30,"alone_sp",9.88108753668601,0.514534298574968
