"estimand","target","arm","cells","scored","mean_spearman","median_spearman","cells_positive","mean_wmae"
"infill","level","domain_index",2,2,0.258520449077787,0.258520449077787,2,0.186924329454941
"infill","level","sl_disc",2,2,0.191168147074458,0.191168147074458,2,0.150993688590902
"infill","level","sl_nnls",2,2,0.296721221841511,0.296721221841511,2,0.152275184669422
"infill","level","sl_rank_disc",2,2,0.318400524896114,0.318400524896114,2,0.156735969884205
"infill","level","sl_rank_nnls",2,2,0.265783334548371,0.265783334548371,2,0.151905542571705
"infill","level","sl_lrn_mean",2,2,-0.210489822391244,-0.210489822391244,0,0.165473487555537
"infill","level","sl_lrn_lasso",2,2,0.106201491590822,0.106201491590822,1,0.151883836962231
"infill","level","sl_lrn_enet",2,2,0.139881585116386,0.139881585116386,1,0.148944154402615
"infill","level","sl_lrn_ridge",2,2,0.209384340599256,0.209384340599256,2,0.148488034857394
"infill","level","sl_lrn_ranger",2,2,0.308540497193264,0.308540497193264,2,0.148750206760143
"infill","level","sl_lrn_xgb",2,2,0.359417146606401,0.359417146606401,2,0.146729700836714
"infill","level","sl_lrn_domain_index",2,2,0.263824086899468,0.263824086899468,2,0.183651200292122
"infill","level","sl_lrn_domain_pc_ridge",2,2,0.171001312240286,0.171001312240286,2,0.152618757233321
"infill","level","sl_lrn_domain_pc_enet",2,2,0.126121389663507,0.126121389663507,1,0.156623166644226
"infill","level","sl_lrn_domain_pc1_ols",2,2,0.143562732375884,0.143562732375884,2,0.179691468969881
"infill","level","sl_lrn_hapc",2,2,0.290934606692425,0.290934606692425,2,0.152198548867512
"infill","level","sl_lrn_hapc_lasso",2,2,0.233004665743238,0.233004665743238,2,0.155077089104995
"infill","level","sl_lrn_spatial_gam",2,2,0.131306043595538,0.131306043595538,2,0.165459994476271
"infill","level","sl_lrn_spatial_plus_domain",2,2,0.158762849019465,0.158762849019465,2,0.155408557141934
"infill","level","ridge_min",2,2,0.186347233360064,0.186347233360064,2,0.153684886448041
"infill","level","domain_enet",2,2,0.258046584530145,0.258046584530145,2,0.151209870833921
"infill","prev","domain_index",2,2,0.107183567427878,0.107183567427878,2,8.05430893665428
"infill","prev","sl_disc",2,2,0.0413997671471335,0.0413997671471335,1,6.16392525691125
"infill","prev","sl_nnls",2,2,0.07675158396952,0.07675158396952,1,6.26676066700032
"infill","prev","sl_rank_disc",2,2,0.0946543119097253,0.0946543119097253,2,6.48749892418346
"infill","prev","sl_rank_nnls",2,2,0.0579223603169057,0.0579223603169057,1,6.35107329229709
"infill","prev","sl_lrn_mean",2,2,-0.205362226862865,-0.205362226862865,0,6.20650929615281
"infill","prev","sl_lrn_lasso",2,2,0.0947427495603195,0.0947427495603195,1,5.92619011636325
"infill","prev","sl_lrn_enet",2,2,0.0839688907093371,0.0839688907093371,1,5.77027490737436
"infill","prev","sl_lrn_ridge",2,2,0.0829238875315229,0.0829238875315229,2,5.96447441130172
"infill","prev","sl_lrn_ranger",2,2,0.0992235740405842,0.0992235740405842,2,6.40055839467482
"infill","prev","sl_lrn_xgb",2,2,0.148043921447693,0.148043921447693,2,6.31384601957015
"infill","prev","sl_lrn_domain_index",2,2,0.116531046671292,0.116531046671292,2,8.0906615085541
"infill","prev","sl_lrn_domain_pc_ridge",2,2,0.0486567179739505,0.0486567179739505,1,6.0696067389492
"infill","prev","sl_lrn_domain_pc_enet",2,2,-0.0617673949481904,-0.0617673949481904,1,6.26400998390791
"infill","prev","sl_lrn_domain_pc1_ols",2,2,-0.0781799824324196,-0.0781799824324196,1,8.00077044175268
"infill","prev","sl_lrn_hapc",2,2,0.0350991610240569,0.0350991610240569,1,6.51068866905158
"infill","prev","sl_lrn_hapc_lasso",2,2,0.0716292141133579,0.0716292141133579,1,6.44614951460406
"infill","prev","sl_lrn_spatial_gam",2,2,0.0315625956165646,0.0315625956165646,1,6.35977468006545
"infill","prev","sl_lrn_spatial_plus_domain",2,2,0.0565892720411605,0.0565892720411605,2,6.35753204332994
"infill","prev","ridge_min",2,2,0.0116672192797783,0.0116672192797783,1,6.26107840530312
"infill","prev","domain_enet",2,2,0.0314214595402626,0.0314214595402626,1,6.30140352078088
"region","level","domain_index",2,2,0.171885251877233,0.171885251877233,2,0.182289482995714
"region","level","sl_disc",2,2,0.146406551809019,0.146406551809019,2,0.158743613976784
"region","level","sl_nnls",2,2,0.245443610118831,0.245443610118831,2,0.155783100633731
"region","level","sl_rank_disc",2,2,0.331532040533644,0.331532040533644,2,0.151009790711039
"region","level","sl_rank_nnls",2,2,0.260561711744551,0.260561711744551,2,0.152891769465285
"region","level","sl_lrn_mean",2,2,-0.585540196208017,-0.585540196208017,0,0.166144011158582
"region","level","sl_lrn_lasso",2,2,-0.0546677748136339,-0.0546677748136339,1,0.160445405870616
"region","level","sl_lrn_enet",2,2,0.0415481860695623,0.0415481860695623,1,0.155163498038911
"region","level","sl_lrn_ridge",2,2,0.134021651964715,0.134021651964715,2,0.151364919480412
"region","level","sl_lrn_ranger",2,2,0.247439308886783,0.247439308886783,2,0.153762060757063
"region","level","sl_lrn_xgb",2,2,0.396396806881971,0.396396806881971,2,0.142370859456892
"region","level","sl_lrn_domain_index",2,2,0.171721221841511,0.171721221841511,2,0.183309813735015
"region","level","sl_lrn_domain_pc_ridge",2,2,-0.0239301596559014,-0.0239301596559014,1,0.156525306151416
"region","level","sl_lrn_domain_pc_enet",2,2,-0.046810570082368,-0.046810570082368,1,0.165293598462535
"region","level","sl_lrn_domain_pc1_ols",2,2,0.0664139389079245,0.0664139389079245,2,0.193185818071786
"region","level","sl_lrn_hapc",2,2,0.213311948676824,0.213311948676824,2,0.152782819343213
"region","level","sl_lrn_hapc_lasso",2,2,0.17132937231173,0.17132937231173,2,0.156994006023015
"region","level","sl_lrn_spatial_gam",2,2,0.0383556900196836,0.0383556900196836,2,0.179665576764786
"region","level","sl_lrn_spatial_plus_domain",2,2,0.110109717868339,0.110109717868339,2,0.162911728783429
