country,outcome,replicate,n_regions_total,n_regions_anchored,fraction_clusters,clusters_retained,n_retained,pct_survey_used,mae_admin2_pp,bias_admin2_pp,mae_admin1_pp,bias_admin1_pp
Ghana,child_iron,17,16,4,0.5,8,69,5.9,15.962,-11.768,12.583,-10.807
Ghana,child_iron,18,16,4,0.5,9,126,10.8,14.614,-5.986,10.523,-4.684
Ghana,child_iron,19,16,4,0.5,15,191,16.4,14.893,-7.422,10.644,-6.408
Ghana,child_iron,20,16,4,0.5,12,138,11.8,14.378,-5.077,9.865,-4.664
Ghana,child_iron,21,16,4,0.5,14,154,13.2,15.435,2.762,10.032,4.087
Ghana,child_iron,22,16,4,0.5,10,116,10,14.875,2.468,8.175,1.716
Ghana,child_iron,23,16,4,0.5,14,138,11.8,15.344,-9.855,11.433,-9.078
Ghana,child_iron,24,16,4,0.5,11,165,14.2,15.415,1.212,10.51,2.473
Ghana,child_iron,25,16,4,0.5,12,141,12.1,16.427,8.871,10.598,7.291
Ghana,child_iron,1,16,4,0.75,10,115,9.9,14.775,-5.098,9.69,-4.754
Ghana,child_iron,2,16,4,0.75,16,227,19.5,13.885,5.665,9.434,5.358
Ghana,child_iron,3,16,4,0.75,17,199,17.1,14.529,-1.165,9.589,-0.656
Ghana,child_iron,4,16,4,0.75,19,262,22.5,13.611,-0.732,7.768,-0.691
Ghana,child_iron,5,16,4,0.75,27,309,26.5,13.186,-1.858,7.96,-0.737
Ghana,child_iron,6,16,4,0.75,14,188,16.1,18.737,12.312,14.236,10.375
Ghana,child_iron,7,16,4,0.75,12,128,11,15.321,-9.972,11.021,-10.113
Ghana,child_iron,8,16,4,0.75,13,175,15,14.8,3.318,9.042,4.502
Ghana,child_iron,9,16,4,0.75,9,119,10.2,14.629,-3.553,9.095,-3.311
Ghana,child_iron,10,16,4,0.75,22,307,26.4,14.266,-4.798,9.491,-3.878
Ghana,child_iron,11,16,4,0.75,26,353,30.3,14.7,-6.671,10.489,-5.773
Ghana,child_iron,12,16,4,0.75,22,341,29.3,14.018,4.698,9.122,5.177
Ghana,child_iron,13,16,4,0.75,14,219,18.8,20.954,15.915,16.175,13.701
Ghana,child_iron,14,16,4,0.75,21,276,23.7,12.771,1.509,8.566,0.975
Ghana,child_iron,15,16,4,0.75,18,268,23,14.329,-3.133,8.287,-3.891
Ghana,child_iron,16,16,4,0.75,13,184,15.8,14.618,-1.319,9.158,-1.357
Ghana,child_iron,17,16,4,0.75,24,327,28.1,14.565,-7.135,10.496,-6.748
Ghana,child_iron,18,16,4,0.75,9,113,9.7,15.309,-0.783,10.177,-0.959
Ghana,child_iron,19,16,4,0.75,19,298,25.6,18.063,11.27,14.106,10.857
Ghana,child_iron,20,16,4,0.75,15,202,17.3,15.151,-8.737,10.495,-8.918
Ghana,child_iron,21,16,4,0.75,16,240,20.6,15.854,7.499,10.363,6.314
Ghana,child_iron,22,16,4,0.75,21,290,24.9,13.238,-2.652,7.922,-1.516
Ghana,child_iron,23,16,4,0.75,19,272,23.3,15.001,2.367,8.972,3.902
Ghana,child_iron,24,16,4,0.75,17,170,14.6,13.726,-2.406,9.13,-1.852
Ghana,child_iron,25,16,4,0.75,10,134,11.5,15.579,-10.045,10.108,-9.797
Ghana,child_iron,1,16,4,1,24,252,21.6,14.981,-8.708,9.196,-8.604
Ghana,child_iron,2,16,4,1,26,280,24,15.324,-9.799,10.658,-8.694
Ghana,child_iron,3,16,4,1,38,486,41.7,12.457,0.482,7.668,0.64
Ghana,child_iron,4,16,4,1,13,191,16.4,14.539,-3.868,8.746,-3.527
Ghana,child_iron,5,16,4,1,29,385,33,14.584,-7.481,9.604,-6.516
Ghana,child_iron,6,16,4,1,19,288,24.7,12.567,1.474,6.235,-0.389
Ghana,child_iron,7,16,4,1,29,323,27.7,14.688,2.592,8.854,3.806
Ghana,child_iron,8,16,4,1,28,369,31.7,14.09,1.075,7.421,1.47
Ghana,child_iron,9,16,4,1,24,326,28,14.391,-3.891,8.618,-3.946
Ghana,child_iron,10,16,4,1,17,263,22.6,15.518,0.554,9.983,1.406
Ghana,child_iron,11,16,4,1,20,271,23.3,16.439,4.268,11.568,5.189
Ghana,child_iron,12,16,4,1,20,314,27,16.721,9.387,11.537,8.855
Ghana,child_iron,13,16,4,1,21,216,18.5,14.326,-4.288,8.874,-3.778
Ghana,child_iron,14,16,4,1,36,438,37.6,14.735,-5.72,9.607,-4.525
Ghana,child_iron,15,16,4,1,20,284,24.4,23.746,20.185,18.281,18.281
Ghana,child_iron,16,16,4,1,20,277,23.8,14.453,-6.621,9.135,-7.274
Ghana,child_iron,17,16,4,1,21,270,23.2,16.936,7.411,11.194,8.13
Ghana,child_iron,18,16,4,1,27,394,33.8,13.228,2.789,7.876,1.983
Ghana,child_iron,19,16,4,1,20,259,22.2,14.699,-6.027,8.442,-4.925
Ghana,child_iron,20,16,4,1,19,271,23.3,13.46,4.715,7.156,2.914
Ghana,child_iron,21,16,4,1,35,465,39.9,12.526,0.765,6.867,-0.261
Ghana,child_iron,22,16,4,1,13,164,14.1,14.669,-6.482,9.548,-5.732
Ghana,child_iron,23,16,4,1,18,257,22.1,23.58,20.588,16.43,16.43
Ghana,child_iron,24,16,4,1,18,229,19.7,14.708,-7.008,8.984,-5.922
Ghana,child_iron,25,16,4,1,23,344,29.5,14.778,-5.339,9.96,-4.255
Ghana,child_iron,1,16,8,0.25,13,187,16.1,15.096,7.877,10.382,5.912
Ghana,child_iron,2,16,8,0.25,15,193,16.6,14.094,-7.46,8.986,-6.922
Ghana,child_iron,3,16,8,0.25,14,210,18,13.87,-3.202,8.747,-1.902
Ghana,child_iron,4,16,8,0.25,14,165,14.2,11.357,-1.058,6.374,-2.045
Ghana,child_iron,5,16,8,0.25,14,237,20.3,14.147,-4.278,8.831,-3.512
Ghana,child_iron,6,16,8,0.25,12,173,14.8,15.38,-7.245,9.87,-7.36
Ghana,child_iron,7,16,8,0.25,17,237,20.3,14.542,5.47,9.381,5.816
Ghana,child_iron,8,16,8,0.25,13,155,13.3,12.236,-2.141,7.38,-2.76
Ghana,child_iron,9,16,8,0.25,11,151,13,13.314,-4.267,8.981,-4.567
Ghana,child_iron,10,16,8,0.25,16,213,18.3,13.207,-1.105,9.519,-2.299
Ghana,child_iron,11,16,8,0.25,12,175,15,13.221,-0.66,5.484,-2.325
Ghana,child_iron,12,16,8,0.25,14,161,13.8,13.385,-5.731,7.476,-5.229
Ghana,child_iron,13,16,8,0.25,11,147,12.6,16.248,7.315,11.364,6.32
Ghana,child_iron,14,16,8,0.25,11,151,13,13.292,-4.522,9.504,-5.758
Ghana,child_iron,15,16,8,0.25,14,207,17.8,13.079,-0.772,8.266,-3.135
Ghana,child_iron,16,16,8,0.25,15,168,14.4,11.447,-0.498,6.179,-1.614
Ghana,child_iron,17,16,8,0.25,14,190,16.3,11.774,-0.439,7.073,-2.26
Ghana,child_iron,18,16,8,0.25,13,159,13.6,12.5,-3.475,8.548,-2.769
Ghana,child_iron,19,16,8,0.25,15,207,17.8,14.902,-4.744,9.501,-4.627
Ghana,child_iron,20,16,8,0.25,11,186,16,18.738,13.504,12.88,12.231
Ghana,child_iron,21,16,8,0.25,11,153,13.1,14.525,-1.189,8.469,-2.293
Ghana,child_iron,22,16,8,0.25,13,193,16.6,17.724,7.638,12.75,7.122
Ghana,child_iron,23,16,8,0.25,12,173,14.8,15.569,-5.313,11.15,-2.469
Ghana,child_iron,24,16,8,0.25,16,187,16.1,14.776,8.066,9.121,7.888
Ghana,child_iron,25,16,8,0.25,12,147,12.6,15.374,-7.113,9.479,-6.754
Ghana,child_iron,1,16,8,0.5,20,271,23.3,14.072,6.652,9.477,4.21
Ghana,child_iron,2,16,8,0.5,25,352,30.2,13.576,1.124,6.635,-0.997
Ghana,child_iron,3,16,8,0.5,21,272,23.3,17.061,10.418,10.596,7.475
Ghana,child_iron,4,16,8,0.5,19,253,21.7,15.6,3.652,7.378,1.696
Ghana,child_iron,5,16,8,0.5,31,398,34.2,13.379,4.633,7.77,4.946
Ghana,child_iron,6,16,8,0.5,21,302,25.9,14.154,-0.079,6.883,-0.313
Ghana,child_iron,7,16,8,0.5,25,297,25.5,12.705,-1.404,7.663,-1.527
Ghana,child_iron,8,16,8,0.5,24,258,22.1,14.569,0.23,7.714,-0.461
Ghana,child_iron,9,16,8,0.5,26,360,30.9,12.149,1.25,6.172,0.288
Ghana,child_iron,10,16,8,0.5,26,356,30.6,14.19,-4.317,8.252,-4.532
Ghana,child_iron,11,16,8,0.5,25,276,23.7,13.599,-4.528,8.168,-3.48
Ghana,child_iron,12,16,8,0.5,25,323,27.7,14.703,0.549,9.349,1.484
Ghana,child_iron,13,16,8,0.5,23,321,27.6,17.103,10.586,11.783,10.498
Ghana,child_iron,14,16,8,0.5,22,258,22.1,15.279,2.108,6.586,1.04
Ghana,child_iron,15,16,8,0.5,23,265,22.7,14.317,0.879,5.271,0.388
Ghana,child_iron,16,16,8,0.5,19,241,20.7,15.774,2.422,9.493,2.516
Ghana,child_iron,17,16,8,0.5,25,351,30.1,13.019,-2.328,7.527,-2.959
Ghana,child_iron,18,16,8,0.5,20,269,23.1,14.448,7.419,5.558,4.761
Ghana,child_iron,19,16,8,0.5,29,383,32.9,12.918,-2.466,7.509,-1.486
Ghana,child_iron,20,16,8,0.5,21,289,24.8,15.676,6.522,9.634,4.429
Ghana,child_iron,21,16,8,0.5,24,261,22.4,13.879,-1.511,8.286,-1.769
Ghana,child_iron,22,16,8,0.5,24,290,24.9,13.062,1.086,6.779,-0.398
Ghana,child_iron,23,16,8,0.5,31,390,33.5,13.697,1.627,9.159,1.979
Ghana,child_iron,24,16,8,0.5,18,250,21.5,14.652,-1.177,6.569,-2.313
Ghana,child_iron,25,16,8,0.5,28,348,29.9,13.905,-2.127,7.392,-1.413
Ghana,child_iron,1,16,8,0.75,29,364,31.2,13.505,1.587,7.544,1.599
Ghana,child_iron,2,16,8,0.75,28,383,32.9,13.201,6.14,4.72,3.254
Ghana,child_iron,3,16,8,0.75,38,463,39.7,14.61,-3.543,8.717,-1.876
Ghana,child_iron,4,16,8,0.75,35,388,33.3,14.521,-1.278,7.361,-0.425
Ghana,child_iron,5,16,8,0.75,31,354,30.4,14.454,-4.41,9.049,-3.797
Ghana,child_iron,6,16,8,0.75,26,333,28.6,14.224,0.195,6.557,0.695
Ghana,child_iron,7,16,8,0.75,35,421,36.1,13.878,-3.39,6.499,-2.659
Ghana,child_iron,8,16,8,0.75,42,583,50,12.572,0.536,7.289,-0.35
Ghana,child_iron,9,16,8,0.75,26,295,25.3,13.633,-2.403,5.334,-3.014
Ghana,child_iron,10,16,8,0.75,39,581,49.9,13.883,5.75,6.36,4.746
Ghana,child_iron,11,16,8,0.75,22,359,30.8,14.66,5.453,6.192,2.063
Ghana,child_iron,12,16,8,0.75,42,562,48.2,13.93,5.132,7.17,5.507
Ghana,child_iron,13,16,8,0.75,34,431,37,15.012,-2.329,8.031,-2.679
Ghana,child_iron,14,16,8,0.75,37,530,45.5,12.613,4.067,5.234,3.513
Ghana,child_iron,15,16,8,0.75,27,389,33.4,12.863,1.589,6.722,0.174
Ghana,child_iron,16,16,8,0.75,38,470,40.3,14.45,-3.613,8.171,-2.221
Ghana,child_iron,17,16,8,0.75,35,468,40.2,13.659,-4.224,6.265,-4.547
Ghana,child_iron,18,16,8,0.75,27,352,30.2,14.148,-2.524,7.523,-2.488
Ghana,child_iron,19,16,8,0.75,25,337,28.9,14.826,-4.785,8.355,-3.934
Ghana,child_iron,20,16,8,0.75,31,397,34.1,14.668,4.204,7.217,2.242
Ghana,child_iron,21,16,8,0.75,30,420,36.1,14.841,-5.763,9.551,-6.01
Ghana,child_iron,22,16,8,0.75,42,534,45.8,12.974,2.414,6.953,2.421
Ghana,child_iron,23,16,8,0.75,19,222,19.1,15.392,-10.074,10.379,-9.594
Ghana,child_iron,24,16,8,0.75,36,490,42.1,13.994,3.926,7.46,2.536
Ghana,child_iron,25,16,8,0.75,34,527,45.2,13.558,2.906,6.878,2.383
Ghana,child_iron,1,16,8,1,51,678,58.2,14.745,-4.096,7.366,-2.871
Ghana,child_iron,2,16,8,1,35,426,36.6,15.066,-5.701,7.223,-4.484
Ghana,child_iron,3,16,8,1,57,716,61.5,12.255,2.406,4.26,2.012
Ghana,child_iron,4,16,8,1,45,534,45.8,14.111,0.793,5.194,0.885
Ghana,child_iron,5,16,8,1,50,723,62.1,14.254,5.923,5.719,5.146
Ghana,child_iron,6,16,8,1,44,544,46.7,15.077,-4.031,7.848,-2.982
Ghana,child_iron,7,16,8,1,44,567,48.7,14.232,7.115,5.659,5.472
Ghana,child_iron,8,16,8,1,43,611,52.4,12.573,-0.568,4.918,-1.917
Ghana,child_iron,9,16,8,1,36,465,39.9,14.2,6.971,4.389,3.848
Ghana,child_iron,10,16,8,1,40,463,39.7,14.978,1.974,5.885,1.907
Ghana,child_iron,11,16,8,1,46,603,51.8,14.585,-2.922,7.245,-2.273
Ghana,child_iron,12,16,8,1,60,774,66.4,13.365,2.014,6.909,2.493
Ghana,child_iron,13,16,8,1,34,451,38.7,14.574,-2.634,6.586,-2.336
Ghana,child_iron,14,16,8,1,47,535,45.9,13.821,-1.039,6.242,0.172
Ghana,child_iron,15,16,8,1,47,563,48.3,14.747,-5.601,7.404,-4.62
Ghana,child_iron,16,16,8,1,45,592,50.8,15.254,8.099,7.72,7.72
Ghana,child_iron,17,16,8,1,52,663,56.9,14.898,-3.625,8.231,-2.44
Ghana,child_iron,18,16,8,1,42,496,42.6,14.74,-2.134,7.187,-1.436
Ghana,child_iron,19,16,8,1,34,437,37.5,14.874,1.932,5.852,0.615
Ghana,child_iron,20,16,8,1,54,737,63.3,12.193,2.538,4.508,2.232
Ghana,child_iron,21,16,8,1,37,472,40.5,13.527,3.3,5.984,1.82
Ghana,child_iron,22,16,8,1,39,504,43.3,15.537,2.795,7.413,3.176
Ghana,child_iron,23,16,8,1,29,403,34.6,15.24,6.341,6.283,2.976
Ghana,child_iron,24,16,8,1,48,678,58.2,12.9,0.443,5.939,-0.601
Ghana,child_iron,25,16,8,1,56,750,64.4,12.878,4.403,5.512,4.6
Ghana,child_iron,1,16,12,0.25,21,260,22.3,13.584,-1.31,8.887,-3.197
Ghana,child_iron,2,16,12,0.25,19,232,19.9,12.076,-1.442,8.206,-1.555
Ghana,child_iron,3,16,12,0.25,21,278,23.9,13.679,0.22,7.07,-2.028
Ghana,child_iron,4,16,12,0.25,21,262,22.5,13.334,-2.784,8.287,-4.516
Ghana,child_iron,5,16,12,0.25,21,276,23.7,12.727,-1.123,7.313,-1.939
Ghana,child_iron,6,16,12,0.25,21,293,25.2,14.256,-2.486,8.184,-3.756
Ghana,child_iron,7,16,12,0.25,20,240,20.6,13.586,0.795,7.196,0.689
Ghana,child_iron,8,16,12,0.25,21,275,23.6,11.886,-0.245,6.304,-1.285
Ghana,child_iron,9,16,12,0.25,22,252,21.6,13.244,1.27,7.004,-0.533
Ghana,child_iron,10,16,12,0.25,18,247,21.2,14.161,4.08,8.361,1.935
Ghana,child_iron,11,16,12,0.25,22,269,23.1,14.942,-2.133,9.029,-2.522
Ghana,child_iron,12,16,12,0.25,22,327,28.1,13.025,-2.725,7.947,-3.001
Ghana,child_iron,13,16,12,0.25,19,224,19.2,12.654,-6.712,8.008,-6.08
Ghana,child_iron,14,16,12,0.25,23,302,25.9,14.641,3.157,7.602,2.307
Ghana,child_iron,15,16,12,0.25,22,278,23.9,12.901,1.465,8.194,-1.537
Ghana,child_iron,16,16,12,0.25,22,274,23.5,13.499,-6.185,9.511,-5.925
Ghana,child_iron,17,16,12,0.25,20,233,20,13.867,-0.877,8.103,-0.784
Ghana,child_iron,18,16,12,0.25,19,230,19.7,14.595,-1.443,7.755,-1.664
Ghana,child_iron,19,16,12,0.25,20,252,21.6,14.127,4.008,6.63,3.256
Ghana,child_iron,20,16,12,0.25,21,272,23.3,16.111,-5.838,9.278,-4.318
Ghana,child_iron,21,16,12,0.25,22,263,22.6,15.435,-0.297,9.918,0.237
Ghana,child_iron,22,16,12,0.25,20,281,24.1,12.716,0.274,6.151,-0.641
Ghana,child_iron,23,16,12,0.25,18,233,20,12.755,-1.96,8.583,-3.18
Ghana,child_iron,24,16,12,0.25,21,292,25.1,13.319,0.268,7.952,-1.233
Ghana,child_iron,25,16,12,0.25,21,303,26,15.166,-3.014,9.336,-1.116
Ghana,child_iron,1,16,12,0.5,32,435,37.3,14.078,2.408,6.143,1.621
Ghana,child_iron,2,16,12,0.5,35,405,34.8,14.731,-0.688,6.538,-0.643
Ghana,child_iron,3,16,12,0.5,38,490,42.1,13.92,2.806,8.668,1.029
Ghana,child_iron,4,16,12,0.5,37,467,40.1,13.119,0.256,5.23,-1.615
Ghana,child_iron,5,16,12,0.5,38,486,41.7,12.488,0.225,6.656,0.679
Ghana,child_iron,6,16,12,0.5,35,498,42.7,13.125,3.571,5.829,1.612
Ghana,child_iron,7,16,12,0.5,40,513,44,11.966,0.329,5.726,-1.388
Ghana,child_iron,8,16,12,0.5,33,427,36.7,14.825,6.188,5.754,3.129
Ghana,child_iron,9,16,12,0.5,39,535,45.9,14.308,4.087,3.913,2.768
Ghana,child_iron,10,16,12,0.5,34,379,32.5,14.521,-0.337,7.17,-0.766
Ghana,child_iron,11,16,12,0.5,31,389,33.4,15.249,-2.479,7.82,-3.276
Ghana,child_iron,12,16,12,0.5,39,478,41,13.082,-0.189,4.782,-1.502
Ghana,child_iron,13,16,12,0.5,38,453,38.9,14.595,-5.504,7.364,-5.061
Ghana,child_iron,14,16,12,0.5,40,513,44,14.042,2.81,5.384,2.585
Ghana,child_iron,15,16,12,0.5,33,453,38.9,13.989,2.215,8.128,0.651
Ghana,child_iron,16,16,12,0.5,30,413,35.5,14.053,5.698,6.167,3.717
Ghana,child_iron,17,16,12,0.5,40,553,47.5,12.746,1.631,4.551,0.924
Ghana,child_iron,18,16,12,0.5,37,460,39.5,14.411,1.054,6.87,0.185
Ghana,child_iron,19,16,12,0.5,37,505,43.3,13.722,2.829,5.844,2.466
Ghana,child_iron,20,16,12,0.5,35,455,39.1,14.54,2.988,5.268,2.344
Ghana,child_iron,21,16,12,0.5,40,521,44.7,14.213,3.007,8.121,4.204
Ghana,child_iron,22,16,12,0.5,41,520,44.6,11.954,-1.195,5.251,-1.966
Ghana,child_iron,23,16,12,0.5,32,416,35.7,12.63,1.282,6.107,-1.792
Ghana,child_iron,24,16,12,0.5,39,487,41.8,12.245,1.066,3.403,-0.891
Ghana,child_iron,25,16,12,0.5,40,520,44.6,13.359,0.771,6.793,-0.497
Ghana,child_iron,1,16,12,0.75,43,505,43.3,12.49,1.887,3.959,-0.034
Ghana,child_iron,2,16,12,0.75,50,708,60.8,14.433,5.84,5.69,4.754
Ghana,child_iron,3,16,12,0.75,54,712,61.1,12.17,1.932,3.48,0.743
Ghana,child_iron,4,16,12,0.75,56,687,59,12.389,1.32,4.625,0.468
Ghana,child_iron,5,16,12,0.75,54,690,59.2,14.217,1.003,7.441,1.463
Ghana,child_iron,6,16,12,0.75,53,615,52.8,13.034,-1.871,5.788,-2.014
Ghana,child_iron,7,16,12,0.75,55,729,62.6,12.293,0.761,3.901,-0.054
Ghana,child_iron,8,16,12,0.75,42,533,45.8,13.115,0.29,4.777,-2.264
Ghana,child_iron,9,16,12,0.75,51,678,58.2,12.314,0.444,4.483,-2.006
Ghana,child_iron,10,16,12,0.75,53,697,59.8,11.418,-0.352,3.006,-2.666
Ghana,child_iron,11,16,12,0.75,49,630,54.1,13.156,2.732,5.201,0.992
Ghana,child_iron,12,16,12,0.75,55,741,63.6,12.924,3.146,4.804,3.191
Ghana,child_iron,13,16,12,0.75,53,703,60.3,12.819,1.767,3.395,1.072
Ghana,child_iron,14,16,12,0.75,48,651,55.9,13.829,4.711,5.002,3.594
Ghana,child_iron,15,16,12,0.75,51,695,59.7,13.023,3.904,5.112,2.638
Ghana,child_iron,16,16,12,0.75,55,722,62,13.6,0.76,5.23,-0.327
Ghana,child_iron,17,16,12,0.75,49,613,52.6,12.908,-0.799,6.245,-1.772
Ghana,child_iron,18,16,12,0.75,51,681,58.5,11.923,0.728,3.145,-1.931
Ghana,child_iron,19,16,12,0.75,42,572,49.1,13.968,1.786,6.37,-0.862
Ghana,child_iron,20,16,12,0.75,46,634,54.4,13.349,3.452,4.08,1.837
Ghana,child_iron,21,16,12,0.75,52,640,54.9,12.504,2.314,5.61,1.258
Ghana,child_iron,22,16,12,0.75,47,628,53.9,13.442,-0.432,5.317,-1.635
Ghana,child_iron,23,16,12,0.75,48,591,50.7,14.291,-1.721,5.469,-1.973
Ghana,child_iron,24,16,12,0.75,38,431,37,13.964,-4.687,6.613,-4.331
Ghana,child_iron,25,16,12,0.75,57,702,60.3,12.625,1.856,5.313,2.568
Ghana,child_iron,1,16,12,1,75,997,85.6,13.068,0.081,3.248,-0.632
Ghana,child_iron,2,16,12,1,68,876,75.2,11.772,-0.134,2.111,-2.111
Ghana,child_iron,3,16,12,1,63,847,72.7,11.982,1.426,1.654,-0.872
Ghana,child_iron,4,16,12,1,67,888,76.2,12.907,2.767,2.058,0.985
Ghana,child_iron,5,16,12,1,77,990,85,12.024,0.793,1.907,-0.352
Ghana,child_iron,6,16,12,1,72,940,80.7,12.607,1.986,2.009,0.009
Ghana,child_iron,7,16,12,1,76,956,82.1,14.261,-1.818,3.982,-0.155
Ghana,child_iron,8,16,12,1,72,955,82,13.073,-0.625,4.168,-0.877
Ghana,child_iron,9,16,12,1,66,869,74.6,12.944,-0.258,2.791,-1.945
Ghana,child_iron,10,16,12,1,70,912,78.3,12.621,2.232,1.882,0.281
Ghana,child_iron,11,16,12,1,63,786,67.5,15.276,-5.356,5.33,-5.33
Ghana,child_iron,12,16,12,1,67,835,71.7,14.164,-2.989,3.803,-2.578
Ghana,child_iron,13,16,12,1,72,966,82.9,13.766,1.195,4.206,0.443
Ghana,child_iron,14,16,12,1,75,954,81.9,12.406,2.652,2.241,1.754
Ghana,child_iron,15,16,12,1,75,983,84.4,11.949,1.611,1.436,-0.293
Ghana,child_iron,16,16,12,1,77,1009,86.6,13.073,3.113,2.249,2.249
Ghana,child_iron,17,16,12,1,62,847,72.7,13.301,3.659,1.87,1.468
Ghana,child_iron,18,16,12,1,76,997,85.6,13.362,3.489,3.158,3.158
Ghana,child_iron,19,16,12,1,69,855,73.4,14.038,-0.928,2.902,-1.175
Ghana,child_iron,20,16,12,1,78,976,83.8,12.026,1.949,2.166,1.626
Ghana,child_iron,21,16,12,1,65,790,67.8,12.08,2.622,1.536,0.284
Ghana,child_iron,22,16,12,1,65,878,75.4,13.657,0.851,3.875,-0.952
Ghana,child_iron,23,16,12,1,73,952,81.7,12.89,-0.176,3.702,-1.364
Ghana,child_iron,24,16,12,1,61,765,65.7,13.611,4.421,2.666,2.085
Ghana,child_iron,25,16,12,1,63,838,71.9,13.64,0.971,3.634,-0.827
Ghana,child_iron,1,16,16,0.25,27,287,24.6,12.647,-3.266,5.523,-4.717
Ghana,child_iron,2,16,16,0.25,27,358,30.7,13.36,1.006,7.512,-1.911
Ghana,child_iron,3,16,16,0.25,27,351,30.1,13.044,-1.059,6.201,-3.447
Ghana,child_iron,4,16,16,0.25,27,346,29.7,12.187,1.302,4.511,0.361
Ghana,child_iron,5,16,16,0.25,27,363,31.2,15.334,6.127,8.325,4.21
Ghana,child_iron,6,16,16,0.25,27,399,34.2,14.977,1.36,7.109,1.115
Ghana,child_iron,7,16,16,0.25,27,435,37.3,15.63,2.329,8.416,1.069
Ghana,child_iron,8,16,16,0.25,27,379,32.5,12.985,1.092,6.224,0.53
Ghana,child_iron,9,16,16,0.25,27,377,32.4,13.245,2.286,5.617,0.168
Ghana,child_iron,10,16,16,0.25,27,334,28.7,15.384,2.965,7.659,0.544
Ghana,child_iron,11,16,16,0.25,27,329,28.2,13.153,2.726,4.964,1.079
Ghana,child_iron,12,16,16,0.25,27,308,26.4,12.926,-4.16,6.696,-3.246
Ghana,child_iron,13,16,16,0.25,27,340,29.2,13.264,-0.539,6.13,-1.223
Ghana,child_iron,14,16,16,0.25,27,366,31.4,12.391,1.022,5.169,-1.437
Ghana,child_iron,15,16,16,0.25,27,358,30.7,12.274,-3.256,5.128,-3.477
Ghana,child_iron,16,16,16,0.25,27,357,30.6,13.827,0.701,6.398,-0.699
Ghana,child_iron,17,16,16,0.25,27,368,31.6,15.06,0.328,7.479,-0.202
Ghana,child_iron,18,16,16,0.25,27,360,30.9,13.427,4.926,5.525,3.284
Ghana,child_iron,19,16,16,0.25,27,350,30,14.479,3.227,6.799,-1.197
Ghana,child_iron,20,16,16,0.25,27,338,29,14.455,1.007,8.472,1.294
Ghana,child_iron,21,16,16,0.25,27,321,27.6,12.392,-3.622,5.336,-4.218
Ghana,child_iron,22,16,16,0.25,27,343,29.4,14.18,1.788,7.552,0.151
Ghana,child_iron,23,16,16,0.25,27,335,28.8,13.627,2.098,7.379,0.873
Ghana,child_iron,24,16,16,0.25,27,380,32.6,13.005,2.099,5.6,0.487
Ghana,child_iron,25,16,16,0.25,27,353,30.3,13.282,1.314,6.826,-1.072
Ghana,child_iron,1,16,16,0.5,48,594,51,13.375,2.454,3.907,-0.239
Ghana,child_iron,2,16,16,0.5,48,635,54.5,12.889,0.591,4.326,-1.017
Ghana,child_iron,3,16,16,0.5,48,662,56.8,13.142,1.286,3.928,0.202
Ghana,child_iron,4,16,16,0.5,48,608,52.2,13.471,-0.843,3.855,-1.565
Ghana,child_iron,5,16,16,0.5,48,603,51.8,13.18,2.308,3.529,1.153
Ghana,child_iron,6,16,16,0.5,48,587,50.4,13.087,1.621,4.074,-1.068
Ghana,child_iron,7,16,16,0.5,48,639,54.8,13.001,1.091,4.926,-0.751
Ghana,child_iron,8,16,16,0.5,48,644,55.3,12.914,3.981,3.428,1.7
Ghana,child_iron,9,16,16,0.5,48,556,47.7,13.123,2.856,5.271,0.972
Ghana,child_iron,10,16,16,0.5,48,603,51.8,12.614,0.578,4.242,-2.4
Ghana,child_iron,11,16,16,0.5,48,606,52,13.699,0.57,5.488,-1.37
Ghana,child_iron,12,16,16,0.5,48,661,56.7,13.017,1.027,3.842,-0.433
Ghana,child_iron,13,16,16,0.5,48,621,53.3,12.844,0.301,3.414,-1.434
Ghana,child_iron,14,16,16,0.5,48,632,54.2,12.725,0.159,3.826,-1.159
Ghana,child_iron,15,16,16,0.5,48,653,56.1,13.744,2.614,4.695,1.24
Ghana,child_iron,16,16,16,0.5,48,655,56.2,13.486,2.291,3.389,0.697
Ghana,child_iron,17,16,16,0.5,48,629,54,12.588,-1.347,3.138,-2.699
Ghana,child_iron,18,16,16,0.5,48,655,56.2,13.538,1.797,4.457,0.651
Ghana,child_iron,19,16,16,0.5,48,560,48.1,13.632,1.531,4.041,0.541
Ghana,child_iron,20,16,16,0.5,48,635,54.5,13.722,3.177,4.047,1.055
Ghana,child_iron,21,16,16,0.5,48,589,50.6,12.496,0.275,4.352,-1.846
Ghana,child_iron,22,16,16,0.5,48,658,56.5,12.995,0.187,4.08,-1.963
Ghana,child_iron,23,16,16,0.5,48,663,56.9,12.579,0.61,3.15,-1.04
Ghana,child_iron,24,16,16,0.5,48,639,54.8,13.096,1.616,3.638,-0.33
Ghana,child_iron,25,16,16,0.5,48,620,53.2,13.254,-1.182,4.338,-2.062
Ghana,child_iron,1,16,16,0.75,65,872,74.8,12.612,2.662,2.671,0.357
Ghana,child_iron,2,16,16,0.75,65,816,70,12.858,2.656,3.977,0.882
Ghana,child_iron,3,16,16,0.75,65,849,72.9,12.987,1.19,2.771,-0.697
Ghana,child_iron,4,16,16,0.75,65,878,75.4,12.912,2.198,2.418,0.903
