"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Malawi","women_vitA",87,5,-0.0534893603833402,-0.0116279069767442,0.00348800258638943,-0.708803581923596,0.478446374667181,NA
