"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Sierra Leone","women_folate",14,5,-0.160334831030819,-0.0769230769230769,0.011446191786182,-0.779644725409165,0.435600022342629,NA
