"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Sierra Leone","women_iron",14,5,-0.2814402827222,-0.0769230769230769,0.0148210647174317,-1.67992598870953,0.0929717165952897,NA
