"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Ghana","child_iron",75,5,-0.0878567687580799,-0.0135135135135135,0.00341815839092306,-1.27158525084554,0.20352051990631,NA
