"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Gambia","women_vitA",30,5,-0.0847267560198165,-0.0344827586206897,0.00949165943097959,-0.515718975180877,0.606050699802254,NA
