"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Malawi","child_zinc",87,5,-0.082090771616904,-0.0116279069767442,0.00364574137781918,-1.16699062347913,0.243214156179935,NA
