"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Ghana","women_folate",75,5,-0.109595363761365,-0.0135135135135135,0.00420253993031197,-1.4821270494216,0.138306492670415,NA
