"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Malawi","women_b12",87,5,-0.072803522741262,-0.0116279069767442,0.00378424063735018,-0.994463795712239,0.319997122845914,NA
