"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Ghana","women_b12",75,5,-0.0394712689985271,-0.0135135135135135,0.00355493700846646,-0.435362664436623,0.663299206108178,NA
