"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Malawi","women_zinc",87,5,-0.131465763487158,-0.0116279069767442,0.00380801441105102,-1.94197994568879,0.0521395281066985,NA
