"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Sierra Leone","women_b12",14,5,-0.0870694446710501,-0.0769230769230769,0.0140776544940704,-0.0855156198257262,0.931851478133236,NA
