"Admin1","Admin2","lon","lat","Intercept","local_R2","residual","beta_zinc_def","t_zinc_def","pval_zinc_def","beta_zn_gdl","t_zn_gdl","pval_zn_gdl","beta_gee_trmm_Feb_50km","t_gee_trmm_Feb_50km","pval_gee_trmm_Feb_50km","beta_gee_built_surface_10km","t_gee_built_surface_10km","pval_gee_built_surface_10km","beta_height","t_height","pval_height","beta_dhs2015_c_zinc_diarrhea_adm2","t_dhs2015_c_zinc_diarrhea_adm2","pval_dhs2015_c_zinc_diarrhea_adm2","padj_zinc_def","padj_zn_gdl","padj_gee_trmm_Feb_50km","padj_gee_built_surface_10km","padj_height","padj_dhs2015_c_zinc_diarrhea_adm2"
"Ntchisi","SC Chilooko",33.8575393654182,-13.1730785227271,0.309515794676994,0.727985420243553,0.0365227374959919,0.901256689535265,6.8273388915664,8.65041852690435e-12,0.000139562436050622,0.0460786613735465,0.963247553696832,0.0833531317275569,0.172616512380287,0.862952871734626,0.000384662159994536,1.89029398636278,0.0587186526252559,-0.00243910889036018,-1.0224613306017,0.30656260574826,-0.130824086149046,-1.22151463069479,0.22189122951302,2.31607979913891e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Mangochi","SC Chowe",35.3645148167468,-14.5603919789221,0.295658382139298,0.722118201234045,-0.289767663609327,0.870704244183161,6.62572548465323,3.45546816530589e-11,4.99733888456901e-05,0.016573495342056,0.986776869307378,0.238654133393563,0.494732319175861,0.620789084732421,0.000399191498554166,1.97612530035276,0.048140587585283,-0.00242731225599593,-1.02161722496611,0.306962101908374,-0.128893591862903,-1.21686553412753,0.223655380894396,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Mchinji","SC Dambe",33.1394717483298,-13.5593314853238,0.310626191802536,0.729187960764005,0.124240571680009,0.90014675246439,6.82791498698471,8.61576139234931e-12,0.000126571436769115,0.0418514027323829,0.966617157426428,0.104696269219255,0.217136028342927,0.828102337141761,0.000380499093899157,1.8726992620891,0.061109925329968,-0.00246519640739755,-1.03451772809976,0.300894193379029,-0.134199376820132,-1.25734594971944,0.208628392044028,2.31607979913891e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Ntcheu","SC Goodson Ganya",34.7144619354745,-14.6019525307775,0.299616270380447,0.72347492149398,-0.00551318075023199,0.873547901313021,6.64738298483437,2.98350001265217e-11,5.84037237576739e-05,0.0193691525836807,0.984546618462611,0.229949576066656,0.476720628109699,0.6335610718497,0.00039554883387999,1.9577745861053,0.0502564687624245,-0.00246067731132294,-1.03539060445974,0.300486531743488,-0.130580704065473,-1.23235927148924,0.217814907947073,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Mulanje","SC Juma",35.3890965077124,-15.7535571044849,0.288045738939119,0.720867100540709,-0.0430010455958811,0.869289303117216,6.61111738727731,3.81429864056761e-11,4.34000023142971e-05,0.0143860232446246,0.988522010072794,0.25581752607304,0.529278041615175,0.596612585861303,0.000399000254651098,1.97357898619677,0.0484296351043417,-0.00237238760710975,-0.997407091186521,0.318566950721305,-0.128972508044487,-1.21593582817658,0.224009368432864,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Rumphi","SC Kachulu",34.0694856316696,-10.672906543956,0.21543629065926,0.734717565715604,-0.000456514929504714,0.921104555853242,6.97681779678874,3.01940876820956e-12,5.63625083965023e-05,0.0186070484346704,0.985154579972599,0.0134229469792981,0.0276051774725518,0.977977052214509,0.000403480656186565,1.98525654800785,0.0471159357583331,-0.00144867176129441,-0.606929230753969,0.543897878432461,-0.115703455068134,-1.08051073965605,0.279914806959847,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Salima","SC Kambwiri",34.3901748859187,-13.8696215520699,0.309553218841722,0.725332684080026,-0.0362847933070352,0.88132449581098,6.70353055314989,2.03443133321719e-11,8.19648530812674e-05,0.0271666485898173,0.978326816452581,0.184648337888878,0.383488242923794,0.701357785986341,0.000391622940128106,1.93681106688204,0.0527684426178141,-0.0025162716269952,-1.05886402568044,0.289661709810898,-0.131596433337346,-1.24046730814705,0.214802598828295,3.41425764420553e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Kasungu","SC Kawamba",33.2423813043799,-13.2674387099688,0.305830068355819,0.729453986866742,-0.0899518772712834,0.905807487259064,6.86119767778202,6.82855917664345e-12,0.000143280090980813,0.0473130284882285,0.962263744479918,0.0732591845914408,0.151680325076799,0.879439075916615,0.000380814007855373,1.87036233518065,0.0614335186395352,-0.0023964887740092,-1.00451971290099,0.315128174366265,-0.13243476507417,-1.23690648560586,0.216121801984112,2.09914967282002e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Dowa","SC Kayembe",33.5265285407843,-13.5954408790457,0.312602795799933,0.728039730345739,0.141498744876513,0.895153465598415,6.7952191823356,1.08147980082016e-11,0.000116982273199686,0.0387035642505637,0.969126731679247,0.123959838066291,0.257258386428343,0.796979314375217,0.000383256603034449,1.88871320000938,0.0589302689180022,-0.00249888291984552,-1.0494222936309,0.293983802064967,-0.13360538650511,-1.25358409588497,0.209993214910885,2.35492567359082e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Ntcheu","SC Makwangwala",34.8545881467965,-14.8380700559191,0.296786058852908,0.722865813141166,0.0787166846993125,0.872038862357737,6.6350189963972,3.24460746161727e-11,5.39778714404512e-05,0.0178997018954863,0.985718866829601,0.238673695679529,0.494509696611074,0.620946259990774,0.000396547367159433,1.96247571183015,0.0497071256410671,-0.00244139315872161,-1.02701317618284,0.30441425974708,-0.130185631109651,-1.22835841545706,0.219312451140726,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Nkhata Bay","SC Malanda",34.1368023440528,-11.809429422647,0.242524975627671,0.730766115919372,-0.076120077149798,0.918267063707879,6.95392962187805,3.55248884193695e-12,0.000100065962666391,0.0330197119305384,0.973658868364099,0.0137158435465869,0.0282210248049995,0.977485868531899,0.000398450365866198,1.95881530383084,0.0501344206776752,-0.00172681547052259,-0.724042021014585,0.46903993763208,-0.117969969544412,-1.10118093951764,0.270817915580516,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Thyolo","SC Mbawela",35.2218810672657,-16.2380819742467,0.286098060935962,0.720954981749885,0.127006552758275,0.869790138293447,6.61480051445996,3.72053117477923e-11,4.251542724849e-05,0.0140919644585839,0.988756611253522,0.256654173341011,0.530860485638912,0.595515461694409,0.000398465817062539,1.97080674920479,0.0487459844320818,-0.00235486087025782,-0.990007848939822,0.322170282626253,-0.129131289401527,-1.21725644934342,0.223506658622602,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Nsanje","SC Mbenje",35.0923050860715,-16.6030249224119,0.284644760649344,0.72111929895336,-0.0118029859563483,0.870268331705794,6.6188309080986,3.6205069307961e-11,4.17033636216611e-05,0.0138230096817003,0.988971185215155,0.256309687910217,0.530113450623227,0.596033273816645,0.00039816366777301,1.96938275746027,0.0489091542549946,-0.00234050607931179,-0.984087476161737,0.325072504136866,-0.129187613524038,-1.21785205600785,0.223280198251959,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Zomba","SC Mbiza",35.3516931129216,-15.5906555327218,0.2891250880505,0.721062227958847,0.00275398999177823,0.869387290641519,6.61214269191917,3.78796596905697e-11,4.43772382900543e-05,0.0147106675756003,0.988263008785319,0.254514260071061,0.526660447083786,0.598429407202288,0.000398888415762028,1.9731462376539,0.0484789036322362,-0.00238158894843109,-1.00132183783279,0.316671238531216,-0.129054776334272,-1.21682539656169,0.223670655090933,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Mchinji","SC Mduwa",33.0770613799684,-13.6927355640311,0.308960388427957,0.729129087261505,-0.0166002510735956,0.897780601056831,6.81723558328161,9.28090065481874e-12,0.000115792356351758,0.0383232180782442,0.969429979032093,0.118722933276368,0.246404200691903,0.805369354788735,0.00038138498553942,1.87983948694513,0.0601299570872466,-0.00245890434194202,-1.03313765436344,0.301539484144295,-0.134254633430476,-1.26082828782011,0.207370719666728,2.3342871343938e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Dowa","SC Mkukula",33.9191885494487,-13.7338462768021,0.314857455032178,0.726746320974116,-0.277989778241485,0.88795052080613,6.74548324383499,1.52518537560986e-11,0.000102190278601884,0.0338323565312832,0.97301083392707,0.155127688729937,0.322080229068469,0.747391915800639,0.000386510150376592,1.90763575236189,0.056438310865334,-0.00254522980400356,-1.06940683413298,0.284886389186861,-0.133313273166248,-1.25294038176997,0.210227404323678,2.87705423126405e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Dowa","SC Mponela",33.7461440060149,-13.5668531037904,0.313517354886737,0.727501002565668,-0.0157472846866024,0.893255550004189,6.7814162274944,1.19003475891442e-11,0.000114572694363962,0.037907578237683,0.969761370833614,0.129533303333442,0.268858423784414,0.788038632265909,0.000384718354093182,1.89647436693923,0.0578973463661876,-0.00251186793480974,-1.05497494229677,0.29143678506582,-0.133114660560114,-1.249150054393,0.211610195864066,2.40909475585115e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Rumphi","SC Mwankhunikira",34.0716883637385,-10.9537537698472,0.219909114946129,0.733704870946685,0.0541137714940054,0.920925049835253,6.97468730632285,3.06551873683455e-12,6.52474476836693e-05,0.0215369314504644,0.982817343251119,0.012029586385454,0.0247371503811317,0.980264622420274,0.000402572874526576,1.98031777945989,0.0476678322179849,-0.00149436051315039,-0.626117643538279,0.531237780415079,-0.115997186719502,-1.08302619412668,0.278796796561534,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Ntchisi","SC Nthondo",34.0197542790462,-13.2237963469243,0.309080761913668,0.727465428421405,-0.0563895868661615,0.897737923339527,6.80850975490336,9.86149031499612e-12,0.000127374234289389,0.0420950191218184,0.966422950818175,0.0991810294274167,0.205626988651232,0.837082294111855,0.000386663026360949,1.90342013598236,0.0569857456375395,-0.00244491003220776,-1.02633348634443,0.304734418238212,-0.130483999148238,-1.2214604621645,0.221911726806501,2.3373216267653e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Thyolo","TA Bvumbwe",35.077966810665,-15.9463517278186,0.288175455987174,0.721411812940243,-0.0137934184113728,0.870055764480986,6.61708046260862,3.6636211014598e-11,4.4698573198448e-05,0.0148164469466883,0.988178618255807,0.254688786873046,0.526878079672015,0.598278257011517,0.000397964661481149,1.96844711889361,0.0490166149325608,-0.00237352241651474,-0.997837006440687,0.318358402169374,-0.12943079145748,-1.22015351954083,0.222406683188347,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Rumphi","TA Chikulamayembe",33.7083681057668,-10.960405039908,0.219647372821945,0.734521000635009,-0.00630292948541922,0.92211612907758,6.9827234108019,2.89512049031236e-12,6.94071587325085e-05,0.0229084470713172,0.981723302376326,0.00940623440635613,0.0193417531844509,0.984568475925578,0.000401337516669617,1.97375532522232,0.0484095709259812,-0.00149116287315452,-0.62471462847571,0.532158370390226,-0.116837562508965,-1.09077238749105,0.275373049407069,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Mzimba","TA Chindi",33.425591471488,-11.5945260313709,0.233340380473029,0.733166932620874,0.206522013793838,0.922063616140045,6.98132057917068,2.92418189216654e-12,9.62060211247033e-05,0.031747653350295,0.974673292143294,0.00699059757055775,0.0143796691844522,0.988527079354945,0.000397093608644962,1.95163256806684,0.0509818437040834,-0.0016312963402111,-0.683753404564412,0.494130894287604,-0.11908203276185,-1.11168328385844,0.26627434955647,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Lilongwe","TA Chiseka",33.6156771585388,-14.2851239822614,0.308426325129704,0.726677941429797,-0.125122428277983,0.883310187511987,6.71966218573137,1.8214634465708e-11,8.14804398409467e-05,0.0270134888022946,0.978448975449514,0.188833768612134,0.391921316777157,0.695116351949154,0.000387402125001945,1.9156798928453,0.0554058533218348,-0.00251167591643099,-1.05656612281832,0.290709648406555,-0.133702794525801,-1.26054098019104,0.207474274296381,3.2166269375612e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Dowa","TA Dzoole",33.697544695636,-13.553887310565,0.313587809365552,0.727654238240987,-0.185515313299145,0.894098949424107,6.78662132623908,1.14789975738139e-11,0.000116841112129545,0.0386523406476372,0.969167571641773,0.125889408546423,0.261262485042365,0.793890094697664,0.000384219464027552,1.8934688460107,0.0582955474501253,-0.00250988067014483,-1.05393258827634,0.291913781586344,-0.133224202998198,-1.24969304994692,0.211411697138728,2.38189199656638e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Nkhata Bay","TA Fukamapiri",34.0431675328304,-11.9543523343297,0.247755383980324,0.730560275044247,0.101426857858119,0.91802500467592,6.95128450347815,3.61975026796055e-12,0.000108888082089309,0.0359270327118428,0.971340540790534,0.0138471519585051,0.0284963389944205,0.977266287904237,0.000396907683497017,1.95062440159717,0.0511017422779425,-0.00178035195044945,-0.74649707868504,0.455367195639473,-0.118903214432053,-1.10965207603505,0.267148981552447,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Lilongwe","TA Kabudula",33.5260412820696,-13.8166835259234,0.315077073831334,0.727652842749259,0.145031386193909,0.890745806621822,6.7649904809445,1.33317964159469e-11,0.000106575563195964,0.0352792135694832,0.971857098180096,0.147784945790564,0.30676059689563,0.759025602224383,0.000383601600770678,1.89215749134536,0.0584700002058627,-0.00254221495587992,-1.06767649589922,0.285666464288598,-0.134499998790915,-1.26343359557715,0.20643339694216,2.57334675005487e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Nkhata Bay","TA Kabunduli",33.9429743708271,-11.7437887075257,0.239449997868043,0.731422912926936,0.108483868184169,0.91963250515065,6.96334283766127,3.32291829207841e-12,9.9426900398721e-05,0.0328073226247049,0.9738282387475,0.0107587393529649,0.0221318284779853,0.98234279723564,0.000398029985095486,1.95639006242514,0.0504192219241293,-0.00169465389338961,-0.710406944472457,0.477451818001829,-0.118238525358219,-1.10353282200175,0.269795846160404,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Chiradzulu","TA Kadewere",35.2511524288504,-15.7575754805826,0.288602936185453,0.721154012693701,-0.0791504888769505,0.869614988386823,6.61369224462782,3.74850640162043e-11,4.43986289518743e-05,0.0147172161669854,0.988257784330936,0.254947142439594,0.527475575953289,0.597863372999231,0.00039852528628024,1.97125208049542,0.0486950495154846,-0.00237739087974867,-0.999488487499777,0.31755811327391,-0.129202442063349,-1.21808130321772,0.223193078104391,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Balaka","TA Kalembo",35.1469070916922,-14.8762232991667,0.294837282225293,0.722177987450117,-0.0625567233420139,0.870737850024619,6.62467902093482,3.4800353298101e-11,5.03503082135738e-05,0.0166959502388591,0.986679177953103,0.243394216418518,0.504207960367487,0.614115247111963,0.00039803751477418,1.96980400053255,0.0488608379217809,-0.00242590006984579,-1.02048630222479,0.307497882354314,-0.129506152673168,-1.22194830863839,0.221727175298025,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Kasungu","TA Kaluluma",33.485284819524,-12.5504590543553,0.27236954218975,0.73038229212488,-0.011652221926426,0.916183797064807,6.93545487439954,4.04916137092583e-12,0.000140812502669248,0.0464572576471038,0.962945800735016,0.0228779416100959,0.0471706821143985,0.96237719378545,0.000388542241035457,1.90727005661984,0.0564856256137355,-0.0020341793055946,-0.852929581569747,0.39369835601269,-0.124720935720235,-1.16350223661059,0.244625791200231,1.45638248068291e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.53568792703366,0.281181300798445
"Ntchisi","TA Kalumo",33.8389166204465,-13.3611485543483,0.313287588077185,0.727650660714124,0.132449667227788,0.896812598712446,6.80058682027447,1.04193855650983e-11,0.000127637498292673,0.042183154004795,0.966352691763097,0.107462146858912,0.222843998557107,0.823656923004561,0.000384578200166051,1.89273143466223,0.0583935938182352,-0.00249304034871709,-1.04594812253758,0.295584984639154,-0.132197584203141,-1.23723780997273,0.215998808330643,2.3373216267653e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Nkhotakota","TA Kanyenda",34.1032361930593,-12.5236334526984,0.278270416188443,0.728870585057266,-0.117033118808674,0.912391668885411,6.90414415963538,5.05069901389561e-12,0.000140533457622942,0.0463395253993069,0.963039636418174,0.0284930293194563,0.0587267074864952,0.95316978654658,0.000391435121962424,1.92124622710587,0.0547006727883332,-0.00209509517568753,-0.877969821633017,0.379960096165675,-0.123022110942086,-1.14606589272316,0.251767888775358,1.67683207261334e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.534520135283915,0.281181300798445
"Dedza","TA Kaphuka",34.1531819452087,-14.2478375451449,0.30672151483882,0.725319882133193,-0.275564820790617,0.879351589997987,6.69078587749096,2.21975260793673e-11,7.4109775799849e-05,0.0245736225505783,0.980395059099912,0.202372192657612,0.419992455132127,0.674490965422439,0.000391034790155718,1.93462497782713,0.0530363326235692,-0.00250589522599178,-1.05441832857075,0.291691434456785,-0.132301063781824,-1.24796487631211,0.212043920186034,3.47621634827827e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Salima","TA Karonga",34.3580302869244,-13.7397597472678,0.311416693097079,0.725636010759507,-0.0932261955683928,0.883318695111468,6.71599084468756,1.86792522065778e-11,8.87516470373072e-05,0.0294038870487968,0.976542472729877,0.172787993141956,0.358887715368075,0.719679089988535,0.000390830443251722,1.93180582224747,0.0533834772005759,-0.00252428804089171,-1.06188408651629,0.288288310245574,-0.131658186128677,-1.23989276361577,0.215015060796978,3.22995402738741e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Chikwawa","TA Kasisi",34.7989355803963,-15.9431789172008,0.289119391778429,0.722043182676564,0.0591088140133277,0.870831314842746,6.62349456218092,3.50804837183197e-11,4.64567120774754e-05,0.015400180085174,0.987712919757059,0.252320192620537,0.522013009255464,0.601661272802354,0.00039702817601481,1.96395373751673,0.0495354571292814,-0.00238104268296122,-1.00104596036143,0.316804589013895,-0.129859559847762,-1.22427807206539,0.220847346070284,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Machinga","TA Kawinga",35.6983303465834,-14.9504072328753,0.290838206140768,0.720978325339303,0.340821216110057,0.868956050560768,6.61086895431391,3.82070599969302e-11,4.36552788283147e-05,0.0144754610066402,0.988450656493299,0.249592430403566,0.516973897110135,0.605174380591814,0.000400531025384578,1.98213994206388,0.0474635802290756,-0.00239068109722738,-1.00582756482456,0.314498525100538,-0.128273264618578,-1.21051207242842,0.22608246116744,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Salima","TA Khombedza",34.2888187949517,-13.5685422230179,0.314008345197209,0.726116818050443,0.312382811630441,0.886786514049088,6.73651034887908,1.62235743438523e-11,0.000100885560984918,0.0333955296734264,0.973359174479828,0.153038146570498,0.317801032768033,0.750635867252125,0.000389368515627121,1.92221644319332,0.0545785286379223,-0.00253350639958251,-1.0648570206675,0.286940636946712,-0.131755830156711,-1.2383051597857,0.215602931316369,2.92729710986901e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Lilongwe","TA Khongoni",33.3670076954318,-13.7066818990159,0.313348647801033,0.728281914970903,-0.0823337086488417,0.894616512010737,6.79191709714589,1.10653134060291e-11,0.000114335292684658,0.0378345746277764,0.969819577531299,0.129932870570709,0.269665862849741,0.787417325366004,0.000382323111513895,1.88443331322891,0.0595063872685772,-0.00251098934500475,-1.05443640392467,0.291683162678944,-0.134375748935375,-1.26126065157927,0.20721495297161,2.35492567359082e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
