"Admin1","Admin2","lon","lat","Intercept","local_R2","residual","beta_zinc_def","t_zinc_def","pval_zinc_def","beta_zn_gdl","t_zn_gdl","pval_zn_gdl","beta_gee_trmm_Feb_50km","t_gee_trmm_Feb_50km","pval_gee_trmm_Feb_50km","beta_gee_built_surface_10km","t_gee_built_surface_10km","pval_gee_built_surface_10km","beta_height","t_height","pval_height","beta_dhs2015_c_zinc_diarrhea_adm2","t_dhs2015_c_zinc_diarrhea_adm2","pval_dhs2015_c_zinc_diarrhea_adm2","padj_zinc_def","padj_zn_gdl","padj_gee_trmm_Feb_50km","padj_gee_built_surface_10km","padj_height","padj_dhs2015_c_zinc_diarrhea_adm2"
"Karonga","TA Kilupula",33.8049242402787,-9.76679137937269,0.206539866708443,0.738777824228384,0.0315036772413436,0.921325480963652,6.98221742566994,2.90556979781317e-12,3.72327192109481e-05,0.0122992073150986,0.990186899779223,0.0186567044768906,0.0383987165278863,0.969369784291272,0.000404758476652259,1.9931067663187,0.0462497572406463,-0.0013585317647506,-0.569319762789859,0.569139157466716,-0.11578795986989,-1.0825377257028,0.279013661573038,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Blantyre","TA Kuntaja",34.9209087147934,-15.6666441197769,0.290437820872345,0.721941779920682,-0.0954594462549767,0.870562961348387,6.62151636855937,3.55532643725527e-11,4.72258920415861e-05,0.0156556750348063,0.98750908885692,0.25156620454047,0.520551239595038,0.60267942443016,0.000397318692556376,1.96545926082869,0.0493611064035081,-0.00239281756909546,-1.0060114416422,0.314410066231447,-0.129781577633608,-1.22363834766555,0.22108868668252,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Karonga","TA Kyungu",33.7791473432175,-9.9987791101599,0.208169886015778,0.737913368213557,-0.10703754387913,0.921618709237457,6.98306178340438,2.88815318969886e-12,4.22223361576145e-05,0.013944784390819,0.988874032419077,0.016549536061941,0.0340529508782785,0.972834926464773,0.00040428293869289,1.99023261997156,0.0465653165253932,-0.00137475913457836,-0.576027806825383,0.564596386531635,-0.115886549146105,-1.08305049269369,0.278786011737126,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Mzimba","TA M'Mbelwa",33.4126733131765,-12.0172266243438,0.247083891224863,0.731971349514774,-0.0843919750561452,0.920511099174601,6.96985368577905,3.1727077720745e-12,0.000115239473020327,0.0380279885138677,0.969665366555893,0.010149985828855,0.0208945092235166,0.983329806674095,0.000393844732929233,1.93497946443577,0.0529928157215763,-0.00177283153910667,-0.743422867901914,0.457225703617792,-0.120994251967109,-1.12963495200837,0.258630076881875,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Mulanje","TA Mabuka",35.5076973017727,-16.085396710559,0.285840244134008,0.7204284102392,-0.0964611309597692,0.869143124774572,6.60969570237687,3.85110805502075e-11,4.13102799065399e-05,0.0136923902600028,0.989075394572451,0.257797194594771,0.533264083845326,0.593850786202592,0.000399327582666871,1.97503956044351,0.0482636587542903,-0.0023526779378852,-0.989111863809577,0.322608413694907,-0.128744495260483,-1.21366650691573,0.224875099117811,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Mzimba","TA Mabulabo",33.650019590916,-12.5285091567824,0.273410233852,0.730001108304768,0.0228807252584914,0.915709319544776,6.92990522824757,4.21122645016745e-12,0.000142345378512277,0.0469489761138189,0.962553893809251,0.0220344102463341,0.0454138318584063,0.963777456134122,0.000389213901054357,1.91001145078721,0.0561317389857974,-0.00204412172850373,-0.856769374355816,0.391572354332655,-0.124177520857199,-1.15754135375653,0.247051253977678,1.45638248068291e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.53568792703366,0.281181300798445
"Salima","TA Maganga",34.5534624956777,-13.7768611247402,0.309492724116152,0.725105875798545,-0.0581570436111406,0.880947134905823,6.70028732911308,2.08010126336314e-11,8.15859673592521e-05,0.0270385643158767,0.97842897538979,0.182948629447223,0.380011888161457,0.703936590497121,0.000392761921045223,1.94255259552554,0.0520702392581926,-0.00251315560916808,-1.05767517170744,0.2902035583189,-0.130981916844185,-1.23462950923043,0.21696842133094,3.41425764420553e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Nkhotakota","TA Malenga Chanzi",34.2525807951749,-13.012365429841,0.305528129470723,0.727346006099136,0.0629523257568341,0.900103695546971,6.8198633314443,9.11271612502608e-12,0.000134331661576404,0.044348904500035,0.964626289842344,0.0808167823232673,0.167316522343935,0.867121004439251,0.000388750065971181,1.91163854984649,0.0559225711777991,-0.00239639633652107,-1.00517986661483,0.314810247999407,-0.128223990171051,-1.19763078658901,0.231060785232321,2.3342871343938e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Phalombe","TA Mkhumba",35.6308914781316,-15.6793886499645,0.287336993792154,0.720431000510169,0.0488373612585703,0.868782500146508,6.60733947327693,3.91288095084255e-11,4.18014636474548e-05,0.0138563517954257,0.98894458460501,0.25665582478955,0.531062585384902,0.595375410232855,0.000399839794775393,1.97777944965178,0.0479535927926928,-0.00236540419220574,-0.994571019134634,0.319944948499412,-0.128564427171851,-1.21223043241909,0.225424185250288,3.91288095084255e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Mchinji","TA Mlonyeni",32.9433899201959,-13.8412596538725,0.309627458709195,0.729264667577929,0.150290509242833,0.896217355939565,6.80753601363667,9.92844620925328e-12,0.000110240270297354,0.0364981655765556,0.970885141394241,0.129161696703546,0.268110813745239,0.788614022302024,0.000381036347474286,1.87910636762489,0.0602299708629884,-0.0024734398321917,-1.03941472845704,0.298611897070534,-0.134882151755762,-1.26771627111457,0.204899292031199,2.3373216267653e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Chiradzulu","TA Mpama",35.1630485667216,-15.6761089286518,0.289440463369381,0.721399490546917,0.207013688473441,0.869854065740512,6.61572104121605,3.69745041434508e-11,4.54293316014681e-05,0.0150593669334734,0.987984817772947,0.253761992048881,0.525064858187363,0.599538104464078,0.00039820674270484,1.96975079078919,0.0488669388362865,-0.00238459367508425,-1.00253238245249,0.31608653477647,-0.129368643429235,-1.21969946530402,0.222578824373383,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Mangochi","TA Mponda",35.1058850324891,-14.4471225310786,0.298455745635897,0.722811668333819,-0.223251896426119,0.872183726777983,6.63732543792426,3.19425894112062e-11,5.4831934089207e-05,0.0181852496970222,0.985491069728678,0.231754300145078,0.48058770949154,0.630809552312714,0.000397745740518596,1.96901690282106,0.0489511501036463,-0.002448899605608,-1.03074613151603,0.302659885489782,-0.12954270513359,-1.22297157549686,0.2213404324083,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Mzimba","TA Mtwalo",33.8130405155862,-11.2940125699516,0.226453582231453,0.733149813178034,-0.0276059714957805,0.921435397605605,6.97707524699171,3.0138830703648e-12,8.0833658182755e-05,0.0266759702219937,0.978718179295502,0.008878895440251,0.0182575984200282,0.985433353381904,0.000400190587922575,1.96762584695402,0.0491111035345501,-0.00156096200258568,-0.654082371477884,0.513058738206867,-0.117218012325873,-1.09413272056218,0.273896773637691,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Chitipa","TA Mwabulambya",33.3440341381846,-9.68539715670514,0.206327335499787,0.740101696678773,-0.0260509047004199,0.921992589356354,6.98776971462557,2.79290310618582e-12,3.91775759141966e-05,0.0129428914326998,0.989673355071745,0.0179792608978957,0.0370121432944808,0.970475323426558,0.000403857283284486,1.98874590966602,0.0467292558293973,-0.00135638447002101,-0.568511436608118,0.569687742236685,-0.116524347072582,-1.0897652036229,0.275816585463475,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Nkhotakota","TA Mwadzama",34.2411971512626,-13.2955137602598,0.313777398798823,0.726768505692865,-0.0724708847410231,0.893192427897566,6.77494630171896,1.2445247517199e-11,0.000120514046906335,0.0398332631002627,0.96822605714815,0.117170504658547,0.243054368977628,0.807963279617026,0.000388059687097948,1.91149209494801,0.0559413717100314,-0.00250342663075986,-1.05080294646785,0.293349102262769,-0.130822315683877,-1.22512286503307,0.220528931366842,2.45941796173219e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Kasungu","TA Mwase",33.4156208479405,-12.9700560551525,0.297166699359181,0.729596269911066,-0.0477389394230301,0.911051612376027,6.89154627736553,5.51891615431257e-12,0.000156186267448565,0.0515064488115458,0.958921963265631,0.0437654577415465,0.0903893034186991,0.927977856533473,0.000382729432173266,1.87634659399765,0.060607702888424,-0.00229296699900288,-0.960032142207154,0.337039038374174,-0.129595395267149,-1.20670838615589,0.227544468314936,1.76180784926132e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.48231448594925,0.281181300798445
"Chitipa","TA Mwenemisuku",33.5536766777282,-9.7223617059645,0.206371727735918,0.739493613838744,0.0520889943118508,0.92173638079282,6.98545398183901,2.8393632147305e-12,3.84110423483144e-05,0.0126888920098997,0.98987600064645,0.0181081007229058,0.037272825981535,0.970267472157417,0.000404256509379373,1.99062809184277,0.04652178950828,-0.00135676983021622,-0.56861422083278,0.569617971917929,-0.116189614069785,-1.0864319314851,0.277287940738218,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Chitipa","TA Mwenewenya",33.4806954147416,-10.0591360385221,0.208767281832675,0.738343715763454,-0.0300208581936475,0.922246100991067,6.98740193341702,2.80023171093067e-12,4.59835046662431e-05,0.0151864611286402,0.987883422872222,0.0149887009761704,0.0308415054713172,0.975395939571737,0.000403423447021338,1.98576344077237,0.0470595969741999,-0.0013806386642714,-0.578500288435513,0.562926402718079,-0.116444871079902,-1.08827995899833,0.276471535099534,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Mangochi","TA Nankumba",34.8937728982246,-14.3261208085432,0.301063049914944,0.723446186533511,0.0772875341081633,0.873850840018174,6.65023040684124,2.92634551688945e-11,5.98160989409551e-05,0.0198382327895151,0.984172418522347,0.223620100966836,0.463896782620003,0.642721698046088,0.000396362031108891,1.96213835847674,0.0497463781403518,-0.00246730254218769,-1.03856278331051,0.299008121968848,-0.130109641298887,-1.22827016697078,0.219345566168532,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Chiradzulu","TA Nchema",35.2441428451851,-15.641609454477,0.28930544425896,0.721250472578689,-0.0536628220762988,0.869647401440211,6.61411532447341,3.73780270675984e-11,4.49859784576057e-05,0.014912384639423,0.988102079508123,0.254131788168988,0.52584356404461,0.598996903352906,0.000398496776806745,1.97118833464713,0.0487023377267784,-0.00238336845136026,-1.00203373960583,0.316327297784748,-0.129236280614458,-1.21847917911994,0.223041932229292,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Thyolo","TA Nchilamwela",35.1702898649449,-16.0828899373646,0.287093163789498,0.721137265194026,0.239041715697469,0.869850024861552,6.61532412130869,3.70738532294425e-11,4.34890380007907e-05,0.0144149995574195,0.988498892717288,0.25589955462627,0.529336206901438,0.596572243004337,0.000398288821529209,1.96997455821583,0.0488412864547769,-0.00236394858550312,-0.993809860908897,0.320315444476269,-0.129249712648628,-1.2183964444032,0.223073355621874,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Nsanje","TA Ndamera",35.1648732787691,-17.0806340216977,0.282255656674131,0.720917022528577,-0.0338957712035886,0.870501446986623,6.62122312444823,3.56238771692082e-11,3.94957273465585e-05,0.0130917407477937,0.989554600563388,0.256355764082364,0.53021928131961,0.595959904114542,0.000398443100467849,1.97089785929167,0.0487355600471454,-0.00231675026751125,-0.974333078423206,0.329891185594171,-0.128939240078216,-1.21571728555249,0.224092637123146,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Neno","TA Ngozi",34.7047111687021,-15.3382817653826,0.293514297304716,0.722701207736887,0.0974274284096562,0.871637153492815,6.63081323619799,3.33842420278059e-11,5.10298012644655e-05,0.0169194006860913,0.986500915472694,0.245616109796628,0.508476597342906,0.611119147246931,0.000396250457018472,1.96052873811341,0.0499340224014017,-0.00241734056506274,-1.01651356302002,0.309384892132656,-0.130304901134524,-1.22892371652504,0.219100408440081,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Ntcheu","TA Njolomole",34.5905119291091,-14.6873078304269,0.299457008458088,0.723657433201282,0.0673542926968444,0.873873843257907,6.64981829422459,2.93455076874313e-11,5.87744190559385e-05,0.0194920260084428,0.984448598159543,0.230234858064727,0.47724451456393,0.633188016267575,0.000394954591307071,1.95474035980622,0.0506137237673732,-0.0024599966602023,-1.03501866116889,0.300660196322257,-0.130853192743272,-1.23483233288775,0.216892911312433,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Balaka","TA Nsamala",35.007927886887,-15.1232704663432,0.293787081689398,0.72221405328045,-0.0482721761346974,0.870804310890122,6.62446971158986,3.48496962566909e-11,4.99921095700826e-05,0.0165755909624315,0.98677519747389,0.246177174425935,0.509751822759176,0.610225341740871,0.000397446233383577,1.96655147751165,0.0492349421322192,-0.00241939590722286,-1.01748012514038,0.308925082331441,-0.129786320227104,-1.22420497899639,0.22087491139241,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Mwanza","TA Nthache",34.4560280169283,-15.6539295869115,0.292255348353622,0.723043572985006,0.0511151040148112,0.872091806583489,6.63399090308745,3.26729973601936e-11,5.05977597902371e-05,0.01677517807417,0.986615972138473,0.246692842113644,0.510540921644572,0.609672553162596,0.000395533445733123,1.9568302167619,0.0503674331980786,-0.00240688399658856,-1.01200167466699,0.311537252709287,-0.130589641296781,-1.23138758327522,0.21817793871206,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Dedza","TA Pemba",33.9575770842668,-14.4213478297812,0.3056244292243,0.725576688981288,-0.0702928907762549,0.879358146792305,6.69122631057652,2.21308095932163e-11,7.24341597803917e-05,0.0240200060838069,0.98083665076293,0.206174738292899,0.42774425501827,0.668837326120791,0.000390312186788356,1.93110568630248,0.0534699839605682,-0.00249935617428725,-1.05157701138814,0.292993659507434,-0.132693548301793,-1.25176308238879,0.210656206070811,3.47621634827827e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Ntcheu","TA Phambala",34.7758616218954,-15.0999111752895,0.295052465601451,0.722761637675309,-0.000398679696674176,0.871759390090393,6.63220863190712,3.30700693848045e-11,5.23650311094505e-05,0.0173633248669966,0.986146767258345,0.242849144059634,0.502921182207314,0.615019687846828,0.0003963667134877,1.96129772830494,0.0498443021440568,-0.00242921126439125,-1.02164858938522,0.306947251670999,-0.130272785748077,-1.22885107254685,0.219127648727483,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Kasungu","TA Santhe",33.3002743054833,-13.4371447664692,0.308973997715927,0.728960412889306,-0.0161953003330215,0.901100224107598,6.83395854128747,8.26029062559627e-12,0.000130074639694445,0.0429993685398711,0.965702037221741,0.096821540457102,0.200750939817932,0.840893326218567,0.000381534740570551,1.87727485197178,0.0604804330968321,-0.00244332340332337,-1.02535534956093,0.305195548139667,-0.133220985861437,-1.2475283732505,0.212203823320322,2.31607979913891e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Neno","TA Symon",34.8137051745819,-15.4319003726111,0.292421993931711,0.722368008997455,-0.0809340316278091,0.87110647798856,6.62630785661873,3.44186978218654e-11,4.94956567548555e-05,0.0164097229720127,0.98690752298442,0.248133744028591,0.513600666252611,0.607531213675857,0.000396773885573555,1.96298495969501,0.0496479216855932,-0.00240893794012313,-1.0129003489546,0.311107761709486,-0.13006298992711,-1.22651041153667,0.220006659727978,3.89807278739905e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Dedza","TA Tambala",34.2643347868132,-14.0285960345059,0.308649564627293,0.725377826863681,0.00144129193758602,0.880595275533622,6.69904099802948,2.09791734764436e-11,7.89580918933806e-05,0.026175429135135,0.979117413875982,0.192142654935846,0.398940508386627,0.68993704026349,0.000391106306496022,1.93454882342392,0.0530456852603347,-0.00251486549745541,-1.05822114356159,0.28995463399705,-0.132050090577129,-1.24513377310642,0.21308258149792,3.41425764420553e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
"Nkhata Bay","TA Timbiri",34.1600171894584,-11.5280032442479,0.233344737310544,0.731582086099788,-0.280001025656118,0.919337597067934,6.96240497179879,3.3451223853376e-12,8.64221559285952e-05,0.0285207690002333,0.977246803499243,0.0124322267990473,0.0255714070742393,0.979599192459017,0.000400318994377872,1.96856174876154,0.04900343873227,-0.00163244427573498,-0.684310300200779,0.493779244166223,-0.116927013723481,-1.09158384434348,0.275016060386123,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Karonga","TA Wasambo",34.1648710501761,-10.4449095774724,0.212591093171644,0.735363166747902,0.000252629313946318,0.920810527673143,6.97581504759101,3.04102580566297e-12,4.88580677679424e-05,0.0161325137434394,0.987128674670488,0.0156672893385263,0.0322269719244406,0.97429104686139,0.000404370902757172,1.99021364260419,0.0465674061024269,-0.00141990513431455,-0.59491400736273,0.551900953648748,-0.115364014139373,-1.07766944067805,0.281181300798445,1.36563305563966e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.569687742236685,0.281181300798445
"Mchinji","TA Zulu",33.0945333938227,-13.8058493561984,0.310839290225238,0.728884900157826,-0.133150520163997,0.895442747709301,6.80100063597052,1.03894963463915e-11,0.0001108781688708,0.0367055368279666,0.970719793869454,0.130728628386417,0.27135813933447,0.786115594492191,0.00038153696312215,1.88141835512123,0.0599150319289435,-0.00248674161416312,-1.04482633460192,0.29610324123893,-0.134720102815469,-1.26581507154186,0.205579297897734,2.3373216267653e-11,0.990186899779223,0.988527079354945,0.0614335186395352,0.480367866742389,0.281181300798445
