"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Ghana","women_iron",75,5,-0.00122652303881028,-0.0135135135135135,0.00384405842356451,0.198175759725925,0.842907552290872,NA
